"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","rank"
"GO:0007389","GO:0007389","pattern specification process",0.0586666666666667,"495/20772",0.00010621738454332,0.00786810286258627,0.00656079574835598,"ENSG00000148204/ENSG00000148516/ENSG00000080298/ENSG00000109906/ENSG00000163093/ENSG00000168283/ENSG00000101871/ENSG00000111783/ENSG00000125378/ENSG00000143147/ENSG00000166949/ENSG00000153266/ENSG00000081479/ENSG00000116729/ENSG00000138696/ENSG00000138036/ENSG00000075223/ENSG00000185551/ENSG00000147257/ENSG00000182197/ENSG00000166225/ENSG00000138771",22,8
"GO:0048568","GO:0048568","embryonic organ development",0.0586666666666667,"497/20772",0.000112541199861918,0.00818216204922018,0.0068226731300305,"ENSG00000139219/ENSG00000148204/ENSG00000148516/ENSG00000142871/ENSG00000163093/ENSG00000071246/ENSG00000168283/ENSG00000187079/ENSG00000184557/ENSG00000146648/ENSG00000125378/ENSG00000166949/ENSG00000166147/ENSG00000007866/ENSG00000092148/ENSG00000138829/ENSG00000107485/ENSG00000185551/ENSG00000112320/ENSG00000166225/ENSG00000132688/ENSG00000117707",22,9
"GO:0072073","GO:0072073","kidney epithelium development",0.0293333333333333,"154/20772",0.000115224401278024,0.00822492726213678,0.00685833278420393,"ENSG00000171456/ENSG00000125378/ENSG00000171791/ENSG00000166949/ENSG00000125266/ENSG00000153936/ENSG00000107485/ENSG00000147257/ENSG00000182197/ENSG00000135333/ENSG00000018408",11,162
"GO:0003231","GO:0003231","cardiac ventricle development",0.0266666666666667,"129/20772",0.000119472176555031,0.00837585294919734,0.00698418174973959,"ENSG00000142871/ENSG00000125378/ENSG00000081479/ENSG00000166847/ENSG00000092148/ENSG00000069702/ENSG00000075223/ENSG00000107485/ENSG00000166225/ENSG00000117707",10,200
"GO:0007265","GO:0007265","Ras protein signal transduction",0.048,"367/20772",0.000134693955864708,0.00911738742629041,0.00760250821668315,"ENSG00000039523/ENSG00000119522/ENSG00000105443/ENSG00000137575/ENSG00000105767/ENSG00000137962/ENSG00000203879/ENSG00000072422/ENSG00000113721/ENSG00000143622/ENSG00000064547/ENSG00000196914/ENSG00000134318/ENSG00000151491/ENSG00000104695/ENSG00000139687/ENSG00000138443/ENSG00000164741",18,31
"GO:0043010","GO:0043010","camera-type eye development",0.048,"367/20772",0.000134693955864708,0.00911738742629041,0.00760250821668315,"ENSG00000173482/ENSG00000148204/ENSG00000148516/ENSG00000146648/ENSG00000125378/ENSG00000026025/ENSG00000166949/ENSG00000166147/ENSG00000113721/ENSG00000138696/ENSG00000138829/ENSG00000107485/ENSG00000150625/ENSG00000166225/ENSG00000138443/ENSG00000205084/ENSG00000132688/ENSG00000117707",18,32
"GO:0042692","GO:0042692","muscle cell differentiation",0.0533333333333333,"435/20772",0.000138884782993935,0.00924172301752863,0.00770618510456982,"ENSG00000110693/ENSG00000148516/ENSG00000162909/ENSG00000150593/ENSG00000125378/ENSG00000165410/ENSG00000023902/ENSG00000170558/ENSG00000163110/ENSG00000171791/ENSG00000148677/ENSG00000169057/ENSG00000125266/ENSG00000100345/ENSG00000113721/ENSG00000108946/ENSG00000166225/ENSG00000139687/ENSG00000154721/ENSG00000117707",20,16
"GO:0048880","GO:0048880","sensory system development",0.0533333333333333,"436/20772",0.000143198431859126,0.00936995072464879,0.00781310742248913,"ENSG00000173482/ENSG00000148204/ENSG00000148516/ENSG00000146648/ENSG00000125378/ENSG00000026025/ENSG00000171791/ENSG00000166949/ENSG00000166147/ENSG00000113721/ENSG00000138696/ENSG00000138829/ENSG00000107485/ENSG00000150625/ENSG00000166225/ENSG00000138443/ENSG00000205084/ENSG00000132688/ENSG00000204262/ENSG00000117707",20,17
"GO:1901888","GO:1901888","regulation of cell junction assembly",0.0373333333333333,"244/20772",0.000150728150127682,0.00970096258034881,0.00808912074024313,"ENSG00000163110/ENSG00000166949/ENSG00000153707/ENSG00000158258/ENSG00000134318/ENSG00000137076/ENSG00000108947/ENSG00000108861/ENSG00000140557/ENSG00000135333/ENSG00000137801/ENSG00000146242/ENSG00000169760/ENSG00000164741",14,86
"GO:0051216","GO:0051216","cartilage development",0.0346666666666667,"215/20772",0.000154070033775629,0.00974340873480869,0.00812451434840739,"ENSG00000139219/ENSG00000110693/ENSG00000148516/ENSG00000118523/ENSG00000109906/ENSG00000142871/ENSG00000125378/ENSG00000166949/ENSG00000138696/ENSG00000169231/ENSG00000182197/ENSG00000139687/ENSG00000134532",13,113
"GO:0032956","GO:0032956","regulation of actin cytoskeleton organization",0.048,"372/20772",0.000159292709416419,0.00974340873480869,0.00812451434840739,"ENSG00000118523/ENSG00000075618/ENSG00000165410/ENSG00000151422/ENSG00000197694/ENSG00000166949/ENSG00000150764/ENSG00000111859/ENSG00000113721/ENSG00000180370/ENSG00000006210/ENSG00000155366/ENSG00000134318/ENSG00000151491/ENSG00000087274/ENSG00000138443/ENSG00000164741/ENSG00000117707",18,33
"GO:0090287","GO:0090287","regulation of cellular response to growth factor stimulus",0.048,"372/20772",0.000159292709416419,0.00974340873480869,0.00812451434840739,"ENSG00000072415/ENSG00000148204/ENSG00000148516/ENSG00000142871/ENSG00000137575/ENSG00000150457/ENSG00000125378/ENSG00000166949/ENSG00000166147/ENSG00000105767/ENSG00000081479/ENSG00000150938/ENSG00000138829/ENSG00000069702/ENSG00000107485/ENSG00000176973/ENSG00000147257/ENSG00000137801",18,34
"GO:0031032","GO:0031032","actomyosin structure organization",0.0346666666666667,"216/20772",0.000161314714152462,0.00974340873480869,0.00812451434840739,"ENSG00000118523/ENSG00000165410/ENSG00000166949/ENSG00000148677/ENSG00000100345/ENSG00000113721/ENSG00000180370/ENSG00000155366/ENSG00000134318/ENSG00000108946/ENSG00000079819/ENSG00000164741/ENSG00000117707",13,114
