"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","rank"
"GO:0035270","GO:0035270","endocrine system development",0.0383693045563549,"147/20772",4.62322108697844e-08,1.52412188500723e-05,1.26084161047509e-05,"ENSG00000125798/ENSG00000111087/ENSG00000178919/ENSG00000164690/ENSG00000103449/ENSG00000070193/ENSG00000136352/ENSG00000164093/ENSG00000114315/ENSG00000010310/ENSG00000114251/ENSG00000124766/ENSG00000138083/ENSG00000110492/ENSG00000151617/ENSG00000134853",16,60
"GO:0001763","GO:0001763","morphogenesis of a branching structure",0.0479616306954436,"233/20772",5.64974171299475e-08,1.71925986281594e-05,1.42227101098791e-05,"ENSG00000145147/ENSG00000129514/ENSG00000163251/ENSG00000170381/ENSG00000164161/ENSG00000164690/ENSG00000103449/ENSG00000188906/ENSG00000104313/ENSG00000070193/ENSG00000185920/ENSG00000115310/ENSG00000136541/ENSG00000136352/ENSG00000105976/ENSG00000114251/ENSG00000110492/ENSG00000151617/ENSG00000099250/ENSG00000075275",20,30
"GO:0010977","GO:0010977","negative regulation of neuron projection development",0.0383693045563549,"150/20772",6.15368756421166e-08,1.73885628600152e-05,1.43848230354391e-05,"ENSG00000165323/ENSG00000145147/ENSG00000092421/ENSG00000170381/ENSG00000188906/ENSG00000065320/ENSG00000185033/ENSG00000115310/ENSG00000182704/ENSG00000169242/ENSG00000133216/ENSG00000114315/ENSG00000177169/ENSG00000114251/ENSG00000107104/ENSG00000099250",16,61
"GO:0007018","GO:0007018","microtubule-based movement",0.0671462829736211,"437/20772",7.69650035663851e-08,2.02982369405746e-05,1.67918734096766e-05,"ENSG00000105792/ENSG00000118965/ENSG00000188316/ENSG00000068885/ENSG00000181378/ENSG00000206530/ENSG00000170703/ENSG00000171811/ENSG00000151746/ENSG00000204104/ENSG00000118997/ENSG00000152582/ENSG00000111834/ENSG00000187240/ENSG00000088727/ENSG00000197748/ENSG00000112981/ENSG00000151023/ENSG00000183833/ENSG00000196659/ENSG00000168589/ENSG00000183644/ENSG00000188596/ENSG00000131044/ENSG00000129295/ENSG00000141013/ENSG00000165506/ENSG00000154099",28,6
"GO:0060294","GO:0060294","cilium movement involved in cell motility",0.0383693045563549,"154/20772",8.91133578036764e-08,2.2033277716959e-05,1.82271993033967e-05,"ENSG00000105792/ENSG00000188316/ENSG00000181378/ENSG00000206530/ENSG00000170703/ENSG00000171811/ENSG00000152582/ENSG00000111834/ENSG00000088727/ENSG00000197748/ENSG00000151023/ENSG00000183644/ENSG00000188596/ENSG00000131044/ENSG00000129295/ENSG00000141013",16,62
"GO:0009953","GO:0009953","dorsal/ventral pattern formation",0.0311750599520384,"102/20772",1.32419079499995e-07,3.08146987354106e-05,2.54916977192251e-05,"ENSG00000129514/ENSG00000111087/ENSG00000164161/ENSG00000164690/ENSG00000185920/ENSG00000136352/ENSG00000090539/ENSG00000133937/ENSG00000187240/ENSG00000138083/ENSG00000187147/ENSG00000136944/ENSG00000204852",13,121
"GO:0031345","GO:0031345","negative regulation of cell projection organization",0.0431654676258993,"202/20772",1.4905315041446e-07,3.27585701688668e-05,2.70997803882196e-05,"ENSG00000165323/ENSG00000145147/ENSG00000092421/ENSG00000170381/ENSG00000122417/ENSG00000188906/ENSG00000065320/ENSG00000185033/ENSG00000115310/ENSG00000182704/ENSG00000169242/ENSG00000133216/ENSG00000127328/ENSG00000114315/ENSG00000177169/ENSG00000114251/ENSG00000107104/ENSG00000099250",18,46
"GO:0060070","GO:0060070","canonical Wnt signaling pathway",0.0551558752997602,"325/20772",1.99971875820867e-07,4.16362495130184e-05,3.44439092480374e-05,"ENSG00000065717/ENSG00000104953/ENSG00000163251/ENSG00000148737/ENSG00000111087/ENSG00000164690/ENSG00000188906/ENSG00000146678/ENSG00000070193/ENSG00000177283/ENSG00000104964/ENSG00000187123/ENSG00000101311/ENSG00000162998/ENSG00000114251/ENSG00000124766/ENSG00000110492/ENSG00000187147/ENSG00000107104/ENSG00000151617/ENSG00000144791/ENSG00000152284/ENSG00000102119",23,19
"GO:0048762","GO:0048762","mesenchymal cell differentiation",0.0503597122302158,"278/20772",2.32113067394066e-07,4.48397805433241e-05,3.70940550553975e-05,"ENSG00000092421/ENSG00000125798/ENSG00000129514/ENSG00000170381/ENSG00000148737/ENSG00000164690/ENSG00000163376/ENSG00000124205/ENSG00000185033/ENSG00000070193/ENSG00000115310/ENSG00000169242/ENSG00000136352/ENSG00000164093/ENSG00000114315/ENSG00000133937/ENSG00000162998/ENSG00000114251/ENSG00000110492/ENSG00000151617/ENSG00000099250",21,27
"GO:0030900","GO:0030900","forebrain development",0.0647482014388489,"434/20772",2.38027146463551e-07,4.48397805433241e-05,3.70940550553975e-05,"ENSG00000145147/ENSG00000170381/ENSG00000092445/ENSG00000111087/ENSG00000114861/ENSG00000164690/ENSG00000103449/ENSG00000188906/ENSG00000122641/ENSG00000070193/ENSG00000115310/ENSG00000182704/ENSG00000136352/ENSG00000133216/ENSG00000164093/ENSG00000114315/ENSG00000183023/ENSG00000133937/ENSG00000187240/ENSG00000114251/ENSG00000138083/ENSG00000110492/ENSG00000127152/ENSG00000185532/ENSG00000204852/ENSG00000099250/ENSG00000137343",27,9
"GO:0008589","GO:0008589","regulation of smoothened signaling pathway",0.0287769784172662,"91/20772",2.7617652111931e-07,4.96615598885451e-05,4.10829092899491e-05,"ENSG00000129514/ENSG00000109113/ENSG00000111087/ENSG00000164161/ENSG00000164690/ENSG00000124813/ENSG00000070193/ENSG00000185920/ENSG00000187240/ENSG00000116132/ENSG00000204852/ENSG00000141013",12,141
"GO:0048568","GO:0048568","embryonic organ development",0.0695443645083933,"497/20772",3.24666725936657e-07,5.5842676861105e-05,4.61962860840763e-05,"ENSG00000064393/ENSG00000163251/ENSG00000111087/ENSG00000115380/ENSG00000178919/ENSG00000164690/ENSG00000124813/ENSG00000103449/ENSG00000104313/ENSG00000065320/ENSG00000070193/ENSG00000185920/ENSG00000169242/ENSG00000162878/ENSG00000133216/ENSG00000164093/ENSG00000114315/ENSG00000248329/ENSG00000139263/ENSG00000133937/ENSG00000162998/ENSG00000114251/ENSG00000138083/ENSG00000129173/ENSG00000116132/ENSG00000151617/ENSG00000134853/ENSG00000117318/ENSG00000154099",29,5
"GO:0048562","GO:0048562","embryonic organ morphogenesis",0.052757793764988,"313/20772",4.14539930435459e-07,6.6364765937775e-05,5.49007656060195e-05,"ENSG00000064393/ENSG00000163251/ENSG00000111087/ENSG00000115380/ENSG00000178919/ENSG00000164690/ENSG00000124813/ENSG00000104313/ENSG00000065320/ENSG00000070193/ENSG00000169242/ENSG00000133216/ENSG00000114315/ENSG00000139263/ENSG00000133937/ENSG00000162998/ENSG00000114251/ENSG00000138083/ENSG00000116132/ENSG00000151617/ENSG00000134853/ENSG00000154099",22,21
"GO:0001654","GO:0001654","eye development",0.0623501199040767,"419/20772",4.19393111335787e-07,6.6364765937775e-05,5.49007656060195e-05,"ENSG00000165323/ENSG00000064393/ENSG00000132386/ENSG00000163251/ENSG00000150893/ENSG00000136603/ENSG00000115380/ENSG00000187098/ENSG00000164690/ENSG00000122641/ENSG00000070193/ENSG00000182704/ENSG00000160111/ENSG00000133216/ENSG00000164093/ENSG00000114315/ENSG00000125864/ENSG00000114251/ENSG00000151090/ENSG00000138083/ENSG00000127152/ENSG00000188158/ENSG00000134853/ENSG00000099250/ENSG00000122085/ENSG00000106688",26,13
"GO:0007224","GO:0007224","smoothened signaling pathway",0.0359712230215827,"152/20772",4.41507980837775e-07,6.71771373920861e-05,5.55728061710381e-05,"ENSG00000064393/ENSG00000129514/ENSG00000109113/ENSG00000111087/ENSG00000164161/ENSG00000164690/ENSG00000124813/ENSG00000070193/ENSG00000185920/ENSG00000068885/ENSG00000114315/ENSG00000187240/ENSG00000116132/ENSG00000204852/ENSG00000141013",15,85
"GO:0043010","GO:0043010","camera-type eye development",0.0575539568345324,"367/20772",4.60585049579096e-07,6.74842391161076e-05,5.58268584460589e-05,"ENSG00000165323/ENSG00000064393/ENSG00000132386/ENSG00000163251/ENSG00000136603/ENSG00000115380/ENSG00000187098/ENSG00000164690/ENSG00000122641/ENSG00000070193/ENSG00000182704/ENSG00000133216/ENSG00000164093/ENSG00000114315/ENSG00000125864/ENSG00000114251/ENSG00000151090/ENSG00000138083/ENSG00000127152/ENSG00000188158/ENSG00000134853/ENSG00000099250/ENSG00000122085/ENSG00000106688",24,17
"GO:0003002","GO:0003002","regionalization",0.0647482014388489,"450/20772",4.85579684038868e-07,6.8566787162912e-05,5.6722404685619e-05,"ENSG00000064393/ENSG00000125798/ENSG00000129514/ENSG00000163251/ENSG00000111087/ENSG00000164161/ENSG00000164690/ENSG00000070193/ENSG00000185920/ENSG00000136352/ENSG00000164093/ENSG00000114315/ENSG00000090539/ENSG00000133937/ENSG00000187240/ENSG00000114251/ENSG00000138083/ENSG00000187147/ENSG00000151023/ENSG00000163389/ENSG00000136944/ENSG00000204852/ENSG00000099250/ENSG00000129295/ENSG00000141013/ENSG00000165506/ENSG00000154099",27,10
"GO:0150063","GO:0150063","visual system development",0.0623501199040767,"423/20772",5.02638227432873e-07,6.8566787162912e-05,5.6722404685619e-05,"ENSG00000165323/ENSG00000064393/ENSG00000132386/ENSG00000163251/ENSG00000150893/ENSG00000136603/ENSG00000115380/ENSG00000187098/ENSG00000164690/ENSG00000122641/ENSG00000070193/ENSG00000182704/ENSG00000160111/ENSG00000133216/ENSG00000164093/ENSG00000114315/ENSG00000125864/ENSG00000114251/ENSG00000151090/ENSG00000138083/ENSG00000127152/ENSG00000188158/ENSG00000134853/ENSG00000099250/ENSG00000122085/ENSG00000106688",26,14
"GO:0014033","GO:0014033","neural crest cell differentiation",0.0287769784172662,"97/20772",5.59926749486574e-07,7.38356740322962e-05,6.10811320755704e-05,"ENSG00000092421/ENSG00000170381/ENSG00000164690/ENSG00000163376/ENSG00000124205/ENSG00000185033/ENSG00000164093/ENSG00000114315/ENSG00000133937/ENSG00000162998/ENSG00000151617/ENSG00000099250",12,142
"GO:0007409","GO:0007409","axonogenesis",0.0647482014388489,"456/20772",6.28421931206857e-07,7.94708667716664e-05,6.57428888279259e-05,"ENSG00000145147/ENSG00000092421/ENSG00000170381/ENSG00000136603/ENSG00000164690/ENSG00000124205/ENSG00000117632/ENSG00000065320/ENSG00000185033/ENSG00000185920/ENSG00000115310/ENSG00000182704/ENSG00000196338/ENSG00000169242/ENSG00000136352/ENSG00000133216/ENSG00000177169/ENSG00000141736/ENSG00000162631/ENSG00000114251/ENSG00000101856/ENSG00000127152/ENSG00000185532/ENSG00000136327/ENSG00000151617/ENSG00000204852/ENSG00000099250",27,11
"GO:0021536","GO:0021536","diencephalon development",0.026378896882494,"81/20772",6.42838153865856e-07,7.94708667716664e-05,6.57428888279259e-05,"ENSG00000170381/ENSG00000111087/ENSG00000164690/ENSG00000103449/ENSG00000070193/ENSG00000136352/ENSG00000164093/ENSG00000114315/ENSG00000114251/ENSG00000138083/ENSG00000099250",11,169
"GO:0048880","GO:0048880","sensory system development",0.0623501199040767,"436/20772",8.90247249098588e-07,0.000106721761134364,8.82864018324565e-05,"ENSG00000165323/ENSG00000064393/ENSG00000132386/ENSG00000163251/ENSG00000150893/ENSG00000136603/ENSG00000115380/ENSG00000187098/ENSG00000164690/ENSG00000122641/ENSG00000070193/ENSG00000182704/ENSG00000160111/ENSG00000133216/ENSG00000164093/ENSG00000114315/ENSG00000125864/ENSG00000114251/ENSG00000151090/ENSG00000138083/ENSG00000127152/ENSG00000188158/ENSG00000134853/ENSG00000099250/ENSG00000122085/ENSG00000106688",26,15
"GO:0007389","GO:0007389","pattern specification process",0.0671462829736211,"495/20772",9.63822364958484e-07,0.000112143566934581,9.27716325899668e-05,"ENSG00000064393/ENSG00000125798/ENSG00000129514/ENSG00000163251/ENSG00000111087/ENSG00000164161/ENSG00000164690/ENSG00000104313/ENSG00000070193/ENSG00000185920/ENSG00000136352/ENSG00000164093/ENSG00000114315/ENSG00000090539/ENSG00000133937/ENSG00000187240/ENSG00000114251/ENSG00000138083/ENSG00000187147/ENSG00000151023/ENSG00000163389/ENSG00000136944/ENSG00000204852/ENSG00000099250/ENSG00000129295/ENSG00000141013/ENSG00000165506/ENSG00000154099",28,7
"GO:0048754","GO:0048754","branching morphogenesis of an epithelial tube",0.0383693045563549,"186/20772",1.17502772487931e-06,0.000130370126520918,0.000107849694894773,"ENSG00000145147/ENSG00000129514/ENSG00000170381/ENSG00000164161/ENSG00000164690/ENSG00000103449/ENSG00000104313/ENSG00000070193/ENSG00000185920/ENSG00000136352/ENSG00000105976/ENSG00000114251/ENSG00000110492/ENSG00000151617/ENSG00000099250/ENSG00000075275",16,63
"GO:0060562","GO:0060562","epithelial tube morphogenesis",0.0575539568345324,"387/20772",1.18638133335517e-06,0.000130370126520918,0.000107849694894773,"ENSG00000145147/ENSG00000129514/ENSG00000170381/ENSG00000164161/ENSG00000169641/ENSG00000114861/ENSG00000164690/ENSG00000103449/ENSG00000104313/ENSG00000065320/ENSG00000070193/ENSG00000185920/ENSG00000136352/ENSG00000169245/ENSG00000114315/ENSG00000105976/ENSG00000114251/ENSG00000124766/ENSG00000110492/ENSG00000151617/ENSG00000204852/ENSG00000099250/ENSG00000154099/ENSG00000075275",24,18
"GO:0003351","GO:0003351","epithelial cilium movement involved in extracellular fluid movement",0.0191846522781775,"41/20772",1.31928770075938e-06,0.00014105681470822,0.000116690340303298,"ENSG00000152582/ENSG00000197748/ENSG00000112981/ENSG00000188596/ENSG00000129295/ENSG00000141013/ENSG00000165506/ENSG00000154099",8,328
"GO:0010975","GO:0010975","regulation of neuron projection development",0.0647482014388489,"480/20772",1.67972882742679e-06,0.000174868611613168,0.000144661410650135,"ENSG00000165323/ENSG00000145147/ENSG00000092421/ENSG00000132386/ENSG00000170381/ENSG00000116741/ENSG00000136603/ENSG00000163536/ENSG00000188906/ENSG00000065320/ENSG00000185033/ENSG00000115310/ENSG00000182704/ENSG00000169242/ENSG00000091409/ENSG00000102383/ENSG00000133216/ENSG00000114315/ENSG00000177169/ENSG00000184304/ENSG00000162631/ENSG00000114251/ENSG00000172260/ENSG00000110492/ENSG00000107104/ENSG00000116132/ENSG00000099250",27,12
"GO:0072001","GO:0072001","renal system development",0.052757793764988,"341/20772",1.73874809307776e-06,0.000176371473236298,0.000145904664544636,"ENSG00000145147/ENSG00000138193/ENSG00000132386/ENSG00000150893/ENSG00000170962/ENSG00000164690/ENSG00000103449/ENSG00000188906/ENSG00000104313/ENSG00000162599/ENSG00000070193/ENSG00000185920/ENSG00000114315/ENSG00000204104/ENSG00000187240/ENSG00000114251/ENSG00000124766/ENSG00000197410/ENSG00000151617/ENSG00000134853/ENSG00000099250/ENSG00000117318",22,22
"GO:0060485","GO:0060485","mesenchyme development",0.052757793764988,"344/20772",2.00754288736616e-06,0.000198545991560514,0.000164248706232142,"ENSG00000092421/ENSG00000125798/ENSG00000129514/ENSG00000170381/ENSG00000148737/ENSG00000164690/ENSG00000163376/ENSG00000124205/ENSG00000185033/ENSG00000070193/ENSG00000115310/ENSG00000169242/ENSG00000136352/ENSG00000164093/ENSG00000114315/ENSG00000133937/ENSG00000162998/ENSG00000114251/ENSG00000110492/ENSG00000163389/ENSG00000151617/ENSG00000099250",22,23
"GO:0060828","GO:0060828","regulation of canonical Wnt signaling pathway",0.0455635491606715,"267/20772",2.13228015754902e-06,0.000200852802501974,0.00016615703341457,"ENSG00000065717/ENSG00000104953/ENSG00000148737/ENSG00000111087/ENSG00000164690/ENSG00000188906/ENSG00000146678/ENSG00000070193/ENSG00000104964/ENSG00000187123/ENSG00000101311/ENSG00000162998/ENSG00000114251/ENSG00000124766/ENSG00000110492/ENSG00000187147/ENSG00000107104/ENSG00000144791/ENSG00000102119",19,34
"GO:0061138","GO:0061138","morphogenesis of a branching epithelium",0.0407673860911271,"218/20772",2.13241094668425e-06,0.000200852802501974,0.00016615703341457,"ENSG00000145147/ENSG00000129514/ENSG00000163251/ENSG00000170381/ENSG00000164161/ENSG00000164690/ENSG00000103449/ENSG00000104313/ENSG00000070193/ENSG00000185920/ENSG00000136352/ENSG00000105976/ENSG00000114251/ENSG00000110492/ENSG00000151617/ENSG00000099250/ENSG00000075275",17,51
"GO:0006858","GO:0006858","extracellular transport",0.0191846522781775,"44/20772",2.32165231910215e-06,0.000213592013357398,0.000176695644065816,"ENSG00000152582/ENSG00000197748/ENSG00000112981/ENSG00000188596/ENSG00000129295/ENSG00000141013/ENSG00000165506/ENSG00000154099",8,329
"GO:0021983","GO:0021983","pituitary gland development",0.0191846522781775,"45/20772",2.77453389476744e-06,0.000249455820175,0.000206364255474449,"ENSG00000111087/ENSG00000103449/ENSG00000070193/ENSG00000136352/ENSG00000164093/ENSG00000114315/ENSG00000114251/ENSG00000138083",8,330
"GO:0030324","GO:0030324","lung development",0.0383693045563549,"202/20772",3.46850705535377e-06,0.000304920309132878,0.000252247682692277,"ENSG00000129514/ENSG00000111087/ENSG00000164161/ENSG00000164690/ENSG00000070193/ENSG00000162878/ENSG00000136352/ENSG00000114315/ENSG00000114251/ENSG00000151090/ENSG00000136327/ENSG00000124193/ENSG00000134853/ENSG00000154099/ENSG00000173706/ENSG00000075275",16,64
"GO:0001822","GO:0001822","kidney development",0.0503597122302158,"331/20772",3.88556724354246e-06,0.000324078812733464,0.000268096702886579,"ENSG00000145147/ENSG00000138193/ENSG00000132386/ENSG00000150893/ENSG00000170962/ENSG00000164690/ENSG00000103449/ENSG00000188906/ENSG00000104313/ENSG00000070193/ENSG00000185920/ENSG00000114315/ENSG00000204104/ENSG00000187240/ENSG00000114251/ENSG00000124766/ENSG00000197410/ENSG00000151617/ENSG00000134853/ENSG00000099250/ENSG00000117318",21,28
"GO:0060541","GO:0060541","respiratory system development",0.0407673860911271,"228/20772",3.91877757348167e-06,0.000324078812733464,0.000268096702886579,"ENSG00000129514/ENSG00000111087/ENSG00000164161/ENSG00000164690/ENSG00000070193/ENSG00000162878/ENSG00000136352/ENSG00000114315/ENSG00000152582/ENSG00000114251/ENSG00000151090/ENSG00000136327/ENSG00000124193/ENSG00000134853/ENSG00000154099/ENSG00000173706/ENSG00000075275",17,52
"GO:0030317","GO:0030317","flagellated sperm motility",0.0311750599520384,"137/20772",4.01412078461571e-06,0.000324078812733464,0.000268096702886579,"ENSG00000105792/ENSG00000188316/ENSG00000181378/ENSG00000206530/ENSG00000152582/ENSG00000088727/ENSG00000197748/ENSG00000151023/ENSG00000183644/ENSG00000188596/ENSG00000131044/ENSG00000129295/ENSG00000141013",13,122
"GO:0097722","GO:0097722","sperm motility",0.0311750599520384,"137/20772",4.01412078461571e-06,0.000324078812733464,0.000268096702886579,"ENSG00000105792/ENSG00000188316/ENSG00000181378/ENSG00000206530/ENSG00000152582/ENSG00000088727/ENSG00000197748/ENSG00000151023/ENSG00000183644/ENSG00000188596/ENSG00000131044/ENSG00000129295/ENSG00000141013",13,123
"GO:0030323","GO:0030323","respiratory tube development",0.0383693045563549,"206/20772",4.46680917662373e-06,0.000353413942054469,0.000292364415371014,"ENSG00000129514/ENSG00000111087/ENSG00000164161/ENSG00000164690/ENSG00000070193/ENSG00000162878/ENSG00000136352/ENSG00000114315/ENSG00000114251/ENSG00000151090/ENSG00000136327/ENSG00000124193/ENSG00000134853/ENSG00000154099/ENSG00000173706/ENSG00000075275",16,65
"GO:0048640","GO:0048640","negative regulation of developmental growth",0.0287769784172662,"121/20772",5.96331702206853e-06,0.000444357055150528,0.000367597808648553,"ENSG00000092421/ENSG00000170381/ENSG00000116741/ENSG00000114861/ENSG00000065320/ENSG00000185033/ENSG00000185920/ENSG00000115310/ENSG00000177169/ENSG00000117152/ENSG00000114251/ENSG00000099250",12,143
"GO:0007411","GO:0007411","axon guidance",0.0407673860911271,"236/20772",6.21617578926854e-06,0.000444357055150528,0.000367597808648553,"ENSG00000145147/ENSG00000092421/ENSG00000170381/ENSG00000164690/ENSG00000124205/ENSG00000065320/ENSG00000185033/ENSG00000185920/ENSG00000169242/ENSG00000136352/ENSG00000133216/ENSG00000141736/ENSG00000114251/ENSG00000101856/ENSG00000127152/ENSG00000151617/ENSG00000099250",17,53
"GO:0097485","GO:0097485","neuron projection guidance",0.0407673860911271,"236/20772",6.21617578926854e-06,0.000444357055150528,0.000367597808648553,"ENSG00000145147/ENSG00000092421/ENSG00000170381/ENSG00000164690/ENSG00000124205/ENSG00000065320/ENSG00000185033/ENSG00000185920/ENSG00000169242/ENSG00000136352/ENSG00000133216/ENSG00000141736/ENSG00000114251/ENSG00000101856/ENSG00000127152/ENSG00000151617/ENSG00000099250",17,54
"GO:0021904","GO:0021904","dorsal/ventral neural tube patterning",0.0143884892086331,"24/20772",6.25486486404396e-06,0.000444357055150528,0.000367597808648553,"ENSG00000129514/ENSG00000164690/ENSG00000185920/ENSG00000133937/ENSG00000187147/ENSG00000204852",6,544
