"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","rank"
"GO:0016331","GO:0016331","morphogenesis of embryonic epithelium",0.027027027027027,"167/20772",0.000260092128025036,0.0376057342347922,0.0350062290641319,"ENSG00000170561/ENSG00000175707/ENSG00000166145/ENSG00000172819/ENSG00000104332/ENSG00000165731/ENSG00000121897/ENSG00000125850/ENSG00000138182/ENSG00000149418/ENSG00000106078/ENSG00000171863",12,77
"GO:0009124","GO:0009124","nucleoside monophosphate biosynthetic process",0.0135135135135135,"44/20772",0.000327099564180753,0.0457176157536633,0.0425573748765696,"ENSG00000158825/ENSG00000084774/ENSG00000198931/ENSG00000178035/ENSG00000128951/ENSG00000128050",6,533
"GO:0000463","GO:0000463","maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",0.00900900900900901,"17/20772",0.000392940407511666,0.0505222582627776,0.047029895348985,"ENSG00000197498/ENSG00000147604/ENSG00000261236/ENSG00000142207",4,881
"GO:0001732","GO:0001732","formation of cytoplasmic translation initiation complex",0.00900900900900901,"17/20772",0.000392940407511666,0.0505222582627776,0.047029895348985,"ENSG00000106263/ENSG00000178982/ENSG00000107581/ENSG00000104408",4,882
"GO:0086001","GO:0086001","cardiac muscle cell action potential",0.018018018018018,"83/20772",0.000397623306146353,0.0505222582627776,0.047029895348985,"ENSG00000177098/ENSG00000080709/ENSG00000018625/ENSG00000046604/ENSG00000113569/ENSG00000198626/ENSG00000154639/ENSG00000096696",8,312
"GO:0072175","GO:0072175","epithelial tube formation",0.0247747747747748,"153/20772",0.000462933984194932,0.0556997752307112,0.0518495152460811,"ENSG00000170561/ENSG00000166145/ENSG00000172819/ENSG00000104332/ENSG00000165731/ENSG00000121897/ENSG00000125850/ENSG00000138182/ENSG00000149418/ENSG00000106078/ENSG00000171863",11,119
"GO:2001244","GO:2001244","positive regulation of intrinsic apoptotic signaling pathway",0.0157657657657658,"65/20772",0.000464939693077722,0.0556997752307112,0.0518495152460811,"ENSG00000182866/ENSG00000096717/ENSG00000204628/ENSG00000149273/ENSG00000153094/ENSG00000171863/ENSG00000142676",7,417
"GO:0014020","GO:0014020","primary neural tube formation",0.0202702702702703,"107/20772",0.000484853738018951,0.0564719923198184,0.0525683526483705,"ENSG00000166145/ENSG00000172819/ENSG00000104332/ENSG00000121897/ENSG00000125850/ENSG00000138182/ENSG00000149418/ENSG00000106078/ENSG00000171863",9,245
"GO:0060562","GO:0060562","epithelial tube morphogenesis",0.0427927927927928,"387/20772",0.000723513942891037,0.0819917287173546,0.0763240313012793,"ENSG00000134323/ENSG00000170561/ENSG00000166145/ENSG00000172819/ENSG00000156925/ENSG00000104332/ENSG00000165731/ENSG00000103067/ENSG00000215021/ENSG00000133703/ENSG00000121897/ENSG00000125850/ENSG00000138182/ENSG00000149418/ENSG00000106078/ENSG00000171863/ENSG00000198626/ENSG00000074047/ENSG00000117139",19,11
"GO:1901655","GO:1901655","cellular response to ketone",0.0202702702702703,"114/20772",0.000769088936516878,0.0848628923898755,0.0789967251137004,"ENSG00000130707/ENSG00000168671/ENSG00000111319/ENSG00000096717/ENSG00000104332/ENSG00000196139/ENSG00000145545/ENSG00000155506/ENSG00000100889",9,246
"GO:0006446","GO:0006446","regulation of translational initiation",0.018018018018018,"92/20772",0.000794423647776176,0.0853387035312641,0.0794396456987027,"ENSG00000142541/ENSG00000106263/ENSG00000092345/ENSG00000178982/ENSG00000085760/ENSG00000181163/ENSG00000104408/ENSG00000155506",8,313
"GO:0001841","GO:0001841","neural tube formation",0.0202702702702703,"115/20772",0.000818962210724003,0.0853387035312641,0.0794396456987027,"ENSG00000166145/ENSG00000172819/ENSG00000104332/ENSG00000121897/ENSG00000125850/ENSG00000138182/ENSG00000149418/ENSG00000106078/ENSG00000171863",9,247
"GO:0009156","GO:0009156","ribonucleoside monophosphate biosynthetic process",0.0112612612612613,"35/20772",0.000834459061479091,0.0853387035312641,0.0794396456987027,"ENSG00000158825/ENSG00000084774/ENSG00000198931/ENSG00000178035/ENSG00000128050",5,687
"GO:0043628","GO:0043628","regulatory ncRNA 3'-end processing",0.00900900900900901,"21/20772",0.000923465602995416,0.092192649365709,0.0858198109249875,"ENSG00000174720/ENSG00000171858/ENSG00000105202/ENSG00000077348",4,883
"GO:0032070","GO:0032070","regulation of deoxyribonuclease activity",0.00675675675675676,"10/20772",0.00104080508903206,0.101490598565382,0.0944750372125066,"ENSG00000096717/ENSG00000181163/ENSG00000149273",3,1163
"GO:0086002","GO:0086002","cardiac muscle cell action potential involved in contraction",0.0135135135135135,"56/20772",0.00121302249862162,0.11559553038001,0.107604962317918,"ENSG00000177098/ENSG00000080709/ENSG00000046604/ENSG00000113569/ENSG00000198626/ENSG00000096696",6,534
"GO:0036124","GO:0036124","histone H3-K9 trimethylation",0.00675675675675676,"11/20772",0.00140848430752527,0.121023421113971,0.112657648835931,"ENSG00000178409/ENSG00000096717/ENSG00000104872",3,1164
"GO:0050678","GO:0050678","regulation of epithelial cell proliferation",0.045045045045045,"442/20772",0.0014319200379135,0.121023421113971,0.112657648835931,"ENSG00000134323/ENSG00000057935/ENSG00000175707/ENSG00000096717/ENSG00000102755/ENSG00000174951/ENSG00000104332/ENSG00000140832/ENSG00000103067/ENSG00000215021/ENSG00000105707/ENSG00000143494/ENSG00000188816/ENSG00000164266/ENSG00000117595/ENSG00000130203/ENSG00000125850/ENSG00000147862/ENSG00000136110/ENSG00000117139",20,9
"GO:0001843","GO:0001843","neural tube closure",0.018018018018018,"101/20772",0.00146089847623849,0.121023421113971,0.112657648835931,"ENSG00000166145/ENSG00000172819/ENSG00000104332/ENSG00000121897/ENSG00000138182/ENSG00000149418/ENSG00000106078/ENSG00000171863",8,314
"GO:0098742","GO:0098742","cell-cell adhesion via plasma-membrane adhesion molecules",0.0337837837837838,"289/20772",0.00148488890753476,0.121023421113971,0.112657648835931,"ENSG00000184697/ENSG00000039068/ENSG00000156453/ENSG00000017260/ENSG00000181885/ENSG00000152208/ENSG00000134873/ENSG00000148357/ENSG00000253731/ENSG00000165731/ENSG00000196358/ENSG00000046604/ENSG00000189143/ENSG00000204936/ENSG00000154639",15,33
"GO:0086003","GO:0086003","cardiac muscle cell contraction",0.0157657657657658,"79/20772",0.00149971394991993,0.121023421113971,0.112657648835931,"ENSG00000177098/ENSG00000080709/ENSG00000018625/ENSG00000046604/ENSG00000113569/ENSG00000198626/ENSG00000096696",7,418
"GO:0003018","GO:0003018","vascular process in circulatory system",0.0337837837837838,"290/20772",0.0015360733822887,0.121023421113971,0.112657648835931,"ENSG00000155380/ENSG00000158296/ENSG00000164251/ENSG00000070214/ENSG00000105289/ENSG00000018625/ENSG00000150594/ENSG00000165349/ENSG00000130203/ENSG00000274286/ENSG00000004468/ENSG00000186716/ENSG00000118160/ENSG00000148680/ENSG00000185532",15,34
"GO:0086019","GO:0086019","cell-cell signaling involved in cardiac conduction",0.0112612612612613,"40/20772",0.00154980415481549,0.121023421113971,0.112657648835931,"ENSG00000177098/ENSG00000080709/ENSG00000113569/ENSG00000198626/ENSG00000154639",5,688
"GO:0140694","GO:0140694","non-membrane-bounded organelle assembly",0.045045045045045,"445/20772",0.00155109663300245,0.121023421113971,0.112657648835931,"ENSG00000141738/ENSG00000127831/ENSG00000089157/ENSG00000197498/ENSG00000181163/ENSG00000183765/ENSG00000136842/ENSG00000168028/ENSG00000149273/ENSG00000083845/ENSG00000261236/ENSG00000105373/ENSG00000122406/ENSG00000172809/ENSG00000073536/ENSG00000105048/ENSG00000113460/ENSG00000142676/ENSG00000131653/ENSG00000144791",20,10
"GO:0060606","GO:0060606","tube closure",0.018018018018018,"102/20772",0.00155628620748384,0.121023421113971,0.112657648835931,"ENSG00000166145/ENSG00000172819/ENSG00000104332/ENSG00000121897/ENSG00000138182/ENSG00000149418/ENSG00000106078/ENSG00000171863",8,315
"GO:0045932","GO:0045932","negative regulation of muscle contraction",0.00900900900900901,"24/20772",0.0015586131028272,0.121023421113971,0.112657648835931,"ENSG00000018625/ENSG00000150594/ENSG00000105048/ENSG00000185532",4,884
"GO:0048565","GO:0048565","digestive tract development",0.0225225225225225,"152/20772",0.00162833015578043,0.124137969876133,0.115556903686772,"ENSG00000130707/ENSG00000106538/ENSG00000156925/ENSG00000166831/ENSG00000104332/ENSG00000165731/ENSG00000125850/ENSG00000115738/ENSG00000106078/ENSG00000074047",10,175
"GO:0051438","GO:0051438","regulation of ubiquitin-protein transferase activity",0.0135135135135135,"60/20772",0.00174125179141509,0.125000382319532,0.116359701668401,"ENSG00000154473/ENSG00000116670/ENSG00000140988/ENSG00000122406/ENSG00000171863/ENSG00000142676",6,535
"GO:0001508","GO:0001508","action potential",0.0225225225225225,"154/20772",0.00179459355359394,0.125000382319532,0.116359701668401,"ENSG00000177098/ENSG00000080709/ENSG00000018625/ENSG00000119782/ENSG00000046604/ENSG00000113569/ENSG00000118160/ENSG00000198626/ENSG00000154639/ENSG00000096696",10,176
"GO:0030879","GO:0030879","mammary gland development",0.0225225225225225,"154/20772",0.00179459355359394,0.125000382319532,0.116359701668401,"ENSG00000198931/ENSG00000241186/ENSG00000215021/ENSG00000120659/ENSG00000153094/ENSG00000117595/ENSG00000172216/ENSG00000115738/ENSG00000074047/ENSG00000117139",10,177
"GO:0016338","GO:0016338","calcium-independent cell-cell adhesion via plasma membrane cell-adhesion molecules",0.00900900900900901,"25/20772",0.00182448636218399,0.125000382319532,0.116359701668401,"ENSG00000184697/ENSG00000181885/ENSG00000134873/ENSG00000189143",4,885
"GO:0086016","GO:0086016","AV node cell action potential",0.00675675675675676,"12/20772",0.0018483242794684,0.125000382319532,0.116359701668401,"ENSG00000177098/ENSG00000198626/ENSG00000154639",3,1165
"GO:0086027","GO:0086027","AV node cell to bundle of His cell signaling",0.00675675675675676,"12/20772",0.0018483242794684,0.125000382319532,0.116359701668401,"ENSG00000177098/ENSG00000198626/ENSG00000154639",3,1166
"GO:0090435","GO:0090435","protein localization to nuclear envelope",0.00675675675675676,"12/20772",0.0018483242794684,0.125000382319532,0.116359701668401,"ENSG00000138750/ENSG00000113569/ENSG00000064102",3,1167
"GO:1902600","GO:1902600","proton transmembrane transport",0.0225225225225225,"155/20772",0.00188272706310906,0.125305945644703,0.116644142857283,"ENSG00000155380/ENSG00000173660/ENSG00000088992/ENSG00000116039/ENSG00000005022/ENSG00000018625/ENSG00000215021/ENSG00000123643/ENSG00000198938/ENSG00000135940",10,178
"GO:0070252","GO:0070252","actin-mediated cell contraction",0.018018018018018,"107/20772",0.00210975203839215,0.13676969658952,0.127315459337979,"ENSG00000177098/ENSG00000127831/ENSG00000080709/ENSG00000018625/ENSG00000046604/ENSG00000113569/ENSG00000198626/ENSG00000096696",8,316
"GO:0032069","GO:0032069","regulation of nuclease activity",0.00900900900900901,"26/20772",0.0021202075550486,0.13676969658952,0.127315459337979,"ENSG00000147601/ENSG00000096717/ENSG00000181163/ENSG00000149273",4,886
"GO:0009143","GO:0009143","nucleoside triphosphate catabolic process",0.00675675675675676,"13/20772",0.00236492014015697,0.145825149230561,0.135744951698174,"ENSG00000101347/ENSG00000197594/ENSG00000128951",3,1168
"GO:0086067","GO:0086067","AV node cell to bundle of His cell communication",0.00675675675675676,"13/20772",0.00236492014015697,0.145825149230561,0.135744951698174,"ENSG00000177098/ENSG00000198626/ENSG00000154639",3,1169
"GO:0098911","GO:0098911","regulation of ventricular cardiac muscle cell action potential",0.00675675675675676,"13/20772",0.00236492014015697,0.145825149230561,0.135744951698174,"ENSG00000046604/ENSG00000198626/ENSG00000096696",3,1170
"GO:0000466","GO:0000466","maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",0.00900900900900901,"27/20772",0.00244741107694287,0.14872456008147,0.138443940096173,"ENSG00000171858/ENSG00000120800/ENSG00000261236/ENSG00000142207",4,887
"GO:0072091","GO:0072091","regulation of stem cell proliferation",0.0157657657657658,"87/20772",0.00261423183376402,0.154775547691083,0.144076651772638,"ENSG00000175707/ENSG00000172819/ENSG00000119888/ENSG00000188816/ENSG00000117595/ENSG00000125850/ENSG00000147862",7,419
"GO:0030048","GO:0030048","actin filament-based movement",0.0202702702702703,"136/20772",0.00263681560577434,0.154775547691083,0.144076651772638,"ENSG00000177098/ENSG00000127831/ENSG00000080709/ENSG00000018625/ENSG00000167306/ENSG00000046604/ENSG00000113569/ENSG00000198626/ENSG00000096696",9,248
"GO:1901654","GO:1901654","response to ketone",0.027027027027027,"218/20772",0.00265772464434963,0.154775547691083,0.144076651772638,"ENSG00000130707/ENSG00000158825/ENSG00000168671/ENSG00000111319/ENSG00000096717/ENSG00000104332/ENSG00000196139/ENSG00000004468/ENSG00000189143/ENSG00000145545/ENSG00000155506/ENSG00000100889",12,78
"GO:0002888","GO:0002888","positive regulation of myeloid leukocyte mediated immunity",0.00900900900900901,"28/20772",0.00280770757976625,0.155730663588392,0.144965745060252,"ENSG00000164251/ENSG00000125730/ENSG00000165732/ENSG00000204936",4,888
"GO:0060343","GO:0060343","trabecula formation",0.00900900900900901,"28/20772",0.00280770757976625,0.155730663588392,0.144965745060252,"ENSG00000104332/ENSG00000155846/ENSG00000125850/ENSG00000088832",4,889
"GO:1904666","GO:1904666","regulation of ubiquitin protein ligase activity",0.00900900900900901,"28/20772",0.00280770757976625,0.155730663588392,0.144965745060252,"ENSG00000116670/ENSG00000122406/ENSG00000171863/ENSG00000142676",4,890
"GO:0071384","GO:0071384","cellular response to corticosteroid stimulus",0.0135135135135135,"66/20772",0.00283922712073235,0.155730663588392,0.144965745060252,"ENSG00000130707/ENSG00000111319/ENSG00000196139/ENSG00000153094/ENSG00000145545/ENSG00000100889",6,536
"GO:0006999","GO:0006999","nuclear pore organization",0.00675675675675676,"14/20772",0.00296247270691713,0.155730663588392,0.144965745060252,"ENSG00000138750/ENSG00000058804/ENSG00000163002",3,1171
"GO:0031126","GO:0031126","sno(s)RNA 3'-end processing",0.00675675675675676,"14/20772",0.00296247270691713,0.155730663588392,0.144965745060252,"ENSG00000174720/ENSG00000105202/ENSG00000077348",3,1172
"GO:1901796","GO:1901796","regulation of signal transduction by p53 class mediator",0.018018018018018,"113/20772",0.00296629444207987,0.155730663588392,0.144965745060252,"ENSG00000197498/ENSG00000096717/ENSG00000183765/ENSG00000261236/ENSG00000105373/ENSG00000122406/ENSG00000171863/ENSG00000142676",8,317
"GO:0055123","GO:0055123","digestive system development",0.0225225225225225,"165/20772",0.00297125043812815,0.155730663588392,0.144965745060252,"ENSG00000130707/ENSG00000106538/ENSG00000156925/ENSG00000166831/ENSG00000104332/ENSG00000165731/ENSG00000125850/ENSG00000115738/ENSG00000106078/ENSG00000074047",10,179
"GO:0002886","GO:0002886","regulation of myeloid leukocyte mediated immunity",0.0135135135135135,"67/20772",0.00306341929901935,0.15614928793356,0.145355431899693,"ENSG00000164251/ENSG00000125730/ENSG00000186716/ENSG00000165732/ENSG00000204936/ENSG00000092929",6,537
"GO:0043123","GO:0043123","positive regulation of I-kappaB kinase/NF-kappaB signaling",0.027027027027027,"222/20772",0.00308188434387907,0.15614928793356,0.145355431899693,"ENSG00000017260/ENSG00000185483/ENSG00000102096/ENSG00000164251/ENSG00000120659/ENSG00000130303/ENSG00000003400/ENSG00000167191/ENSG00000165732/ENSG00000088832/ENSG00000132274/ENSG00000111640",12,79
"GO:0007094","GO:0007094","mitotic spindle assembly checkpoint signaling",0.0112612612612613,"47/20772",0.00319797931578264,0.15614928793356,0.145355431899693,"ENSG00000154473/ENSG00000169679/ENSG00000116670/ENSG00000167513/ENSG00000128789",5,689
