"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","rank"
"GO:0000470","GO:0000470","maturation of LSU-rRNA",0.0149892933618844,"24/20772",6.89769592546106e-07,0.000267379776601509,0.00024851507329532,"ENSG00000197498/ENSG00000147604/ENSG00000198042/ENSG00000067533/ENSG00000138442/ENSG00000261236/ENSG00000142207",7,444
"GO:0000460","GO:0000460","maturation of 5.8S rRNA",0.0171306209850107,"38/20772",1.66231294577089e-06,0.000590675200063924,0.000549000722879597,"ENSG00000171858/ENSG00000198042/ENSG00000120800/ENSG00000067533/ENSG00000138442/ENSG00000261236/ENSG00000142207/ENSG00000120158",8,360
"GO:1990830","GO:1990830","cellular response to leukemia inhibitory factor",0.0256959314775161,"106/20772",4.71255685119713e-06,0.00154571864719266,0.00143666206840139,"ENSG00000163710/ENSG00000172819/ENSG00000121207/ENSG00000005022/ENSG00000119411/ENSG00000096717/ENSG00000120659/ENSG00000008083/ENSG00000105193/ENSG00000163002/ENSG00000080345/ENSG00000117139",12,95
"GO:1990823","GO:1990823","response to leukemia inhibitory factor",0.0256959314775161,"107/20772",5.20140903623283e-06,0.00158420058074977,0.00147242894897869,"ENSG00000163710/ENSG00000172819/ENSG00000121207/ENSG00000005022/ENSG00000119411/ENSG00000096717/ENSG00000120659/ENSG00000008083/ENSG00000105193/ENSG00000163002/ENSG00000080345/ENSG00000117139",12,96
"GO:0000466","GO:0000466","maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",0.012847965738758,"27/20772",2.47793781512959e-05,0.00704395122914171,0.00654697254313186,"ENSG00000171858/ENSG00000120800/ENSG00000138442/ENSG00000261236/ENSG00000142207/ENSG00000120158",6,565
"GO:0000463","GO:0000463","maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",0.0107066381156317,"17/20772",2.78210033677721e-05,0.00741429739751126,0.00689118932103039,"ENSG00000197498/ENSG00000147604/ENSG00000138442/ENSG00000261236/ENSG00000142207",5,724
"GO:0006413","GO:0006413","translational initiation",0.0256959314775161,"135/20772",5.50914597471903e-05,0.0138182343742364,0.0128433031546855,"ENSG00000142541/ENSG00000106263/ENSG00000092345/ENSG00000130741/ENSG00000178982/ENSG00000085760/ENSG00000107581/ENSG00000181163/ENSG00000149273/ENSG00000083845/ENSG00000104408/ENSG00000155506",12,97
"GO:0042274","GO:0042274","ribosomal small subunit biogenesis",0.0214132762312634,"97/20772",6.57247404536604e-05,0.0155694607385782,0.0144709735560252,"ENSG00000171858/ENSG00000120800/ENSG00000137154/ENSG00000181163/ENSG00000168028/ENSG00000083845/ENSG00000105193/ENSG00000172809/ENSG00000171863/ENSG00000120158",10,203
"GO:0048732","GO:0048732","gland development",0.0535331905781585,"483/20772",0.000107087826364552,0.021964625809008,0.0204149343761516,"ENSG00000039068/ENSG00000130707/ENSG00000198931/ENSG00000172819/ENSG00000241186/ENSG00000004478/ENSG00000156925/ENSG00000104332/ENSG00000103067/ENSG00000215021/ENSG00000105707/ENSG00000120659/ENSG00000153094/ENSG00000128951/ENSG00000008083/ENSG00000117595/ENSG00000147862/ENSG00000172216/ENSG00000115738/ENSG00000106078/ENSG00000145545/ENSG00000141655/ENSG00000100889/ENSG00000074047/ENSG00000117139",25,6
"GO:0051444","GO:0051444","negative regulation of ubiquitin-protein transferase activity",0.0107066381156317,"22/20772",0.000107894414937136,0.021964625809008,0.0204149343761516,"ENSG00000154473/ENSG00000116670/ENSG00000122406/ENSG00000171863/ENSG00000142676",5,725
"GO:1904667","GO:1904667","negative regulation of ubiquitin protein ligase activity",0.00856531049250535,"12/20772",0.000108174751873632,0.021964625809008,0.0204149343761516,"ENSG00000116670/ENSG00000122406/ENSG00000171863/ENSG00000142676",4,914
"GO:0035148","GO:0035148","tube formation",0.0278372591006424,"170/20772",0.000128586269783131,0.0249223570161487,0.0231639859202626,"ENSG00000170561/ENSG00000166145/ENSG00000172819/ENSG00000104332/ENSG00000165731/ENSG00000153094/ENSG00000121897/ENSG00000125850/ENSG00000138182/ENSG00000147862/ENSG00000149418/ENSG00000106078/ENSG00000171863",13,63
"GO:2000647","GO:2000647","negative regulation of stem cell proliferation",0.0107066381156317,"26/20772",0.000250254796090805,0.0432407635793871,0.040189956274413,"ENSG00000175707/ENSG00000172819/ENSG00000117595/ENSG00000125850/ENSG00000147862",5,726
"GO:0002183","GO:0002183","cytoplasmic translational initiation",0.012847965738758,"40/20772",0.00025095655772161,0.0432407635793871,0.040189956274413,"ENSG00000142541/ENSG00000106263/ENSG00000130741/ENSG00000178982/ENSG00000107581/ENSG00000104408",6,566
"GO:1901655","GO:1901655","cellular response to ketone",0.0214132762312634,"114/20772",0.000253522300535806,0.0432407635793871,0.040189956274413,"ENSG00000130707/ENSG00000168671/ENSG00000111319/ENSG00000096717/ENSG00000104332/ENSG00000196139/ENSG00000145545/ENSG00000155506/ENSG00000100889/ENSG00000078295",10,204
"GO:0033598","GO:0033598","mammary gland epithelial cell proliferation",0.0107066381156317,"27/20772",0.000301499209258875,0.0475741117137298,0.0442175695176737,"ENSG00000215021/ENSG00000120659/ENSG00000172216/ENSG00000115738/ENSG00000117139",5,727
"GO:0010232","GO:0010232","vascular transport",0.019271948608137,"96/20772",0.000312400358345318,0.0475741117137298,0.0442175695176737,"ENSG00000155380/ENSG00000158296/ENSG00000070214/ENSG00000018625/ENSG00000165349/ENSG00000130203/ENSG00000118160/ENSG00000003989/ENSG00000176463",9,260
"GO:0150104","GO:0150104","transport across blood-brain barrier",0.019271948608137,"96/20772",0.000312400358345318,0.0475741117137298,0.0442175695176737,"ENSG00000155380/ENSG00000158296/ENSG00000070214/ENSG00000018625/ENSG00000165349/ENSG00000130203/ENSG00000118160/ENSG00000003989/ENSG00000176463",9,261
"GO:0001838","GO:0001838","embryonic epithelial tube formation",0.0235546038543897,"141/20772",0.000352295230444745,0.0509335504153422,0.0473399864998922,"ENSG00000170561/ENSG00000166145/ENSG00000172819/ENSG00000104332/ENSG00000165731/ENSG00000121897/ENSG00000125850/ENSG00000138182/ENSG00000149418/ENSG00000106078/ENSG00000171863",11,138
"GO:2001235","GO:2001235","positive regulation of apoptotic signaling pathway",0.0256959314775161,"165/20772",0.000367460006473863,0.0509335504153422,0.0473399864998922,"ENSG00000182866/ENSG00000136943/ENSG00000096717/ENSG00000109861/ENSG00000104332/ENSG00000165731/ENSG00000204628/ENSG00000149273/ENSG00000153094/ENSG00000171863/ENSG00000142676/ENSG00000131653",12,98
"GO:0006825","GO:0006825","copper ion transport",0.00856531049250535,"16/20772",0.000370295511931428,0.0509335504153422,0.0473399864998922,"ENSG00000157214/ENSG00000004478/ENSG00000115107/ENSG00000136868",4,915
"GO:0016331","GO:0016331","morphogenesis of embryonic epithelium",0.0256959314775161,"167/20772",0.000409948407585476,0.0546256253107646,0.0507715708736617,"ENSG00000170561/ENSG00000175707/ENSG00000166145/ENSG00000172819/ENSG00000104332/ENSG00000165731/ENSG00000121897/ENSG00000125850/ENSG00000138182/ENSG00000149418/ENSG00000106078/ENSG00000171863",12,99
"GO:0009124","GO:0009124","nucleoside monophosphate biosynthetic process",0.012847965738758,"44/20772",0.000427847377936644,0.0552773116331653,0.0513772781423095,"ENSG00000158825/ENSG00000084774/ENSG00000198931/ENSG00000178035/ENSG00000128951/ENSG00000128050",6,567
"GO:1901654","GO:1901654","response to ketone",0.0299785867237687,"218/20772",0.000440766556174395,0.0552773116331653,0.0513772781423095,"ENSG00000130707/ENSG00000158825/ENSG00000168671/ENSG00000111319/ENSG00000096717/ENSG00000104332/ENSG00000196139/ENSG00000004468/ENSG00000189143/ENSG00000145545/ENSG00000155506/ENSG00000100889/ENSG00000078295/ENSG00000099810",14,45
"GO:0001732","GO:0001732","formation of cytoplasmic translation initiation complex",0.00856531049250535,"17/20772",0.000475672283797167,0.0579504748031749,0.0538618390525214,"ENSG00000106263/ENSG00000178982/ENSG00000107581/ENSG00000104408",4,916
"GO:0060562","GO:0060562","epithelial tube morphogenesis",0.0428265524625268,"387/20772",0.000523375345524732,0.061990902036596,0.057617198125749,"ENSG00000134323/ENSG00000170561/ENSG00000166145/ENSG00000172819/ENSG00000156925/ENSG00000104332/ENSG00000165731/ENSG00000103067/ENSG00000215021/ENSG00000133703/ENSG00000121897/ENSG00000125850/ENSG00000138182/ENSG00000149418/ENSG00000106078/ENSG00000171863/ENSG00000198626/ENSG00000205213/ENSG00000074047/ENSG00000117139",20,10
"GO:0086065","GO:0086065","cell communication involved in cardiac conduction",0.0149892933618844,"65/20772",0.000627377658989384,0.0703983773139667,0.065431492689613,"ENSG00000177098/ENSG00000080709/ENSG00000018625/ENSG00000119782/ENSG00000046604/ENSG00000113569/ENSG00000198626",7,445
"GO:2001244","GO:2001244","positive regulation of intrinsic apoptotic signaling pathway",0.0149892933618844,"65/20772",0.000627377658989384,0.0703983773139667,0.065431492689613,"ENSG00000182866/ENSG00000096717/ENSG00000204628/ENSG00000149273/ENSG00000153094/ENSG00000171863/ENSG00000142676",7,446
"GO:0048565","GO:0048565","digestive tract development",0.0235546038543897,"152/20772",0.000665637014393868,0.0708345049803117,0.0658368498200044,"ENSG00000130707/ENSG00000106538/ENSG00000156925/ENSG00000166831/ENSG00000104332/ENSG00000165731/ENSG00000125850/ENSG00000115738/ENSG00000106078/ENSG00000205213/ENSG00000074047",11,139
"GO:0014020","GO:0014020","primary neural tube formation",0.019271948608137,"107/20772",0.000695670599689724,0.0708345049803117,0.0658368498200044,"ENSG00000166145/ENSG00000172819/ENSG00000104332/ENSG00000121897/ENSG00000125850/ENSG00000138182/ENSG00000149418/ENSG00000106078/ENSG00000171863",9,262
"GO:0070252","GO:0070252","actin-mediated cell contraction",0.019271948608137,"107/20772",0.000695670599689724,0.0708345049803117,0.0658368498200044,"ENSG00000177098/ENSG00000127831/ENSG00000080709/ENSG00000018625/ENSG00000046604/ENSG00000113569/ENSG00000198626/ENSG00000213853/ENSG00000198929",9,263
"GO:0072175","GO:0072175","epithelial tube formation",0.0235546038543897,"153/20772",0.000703032418207373,0.0708345049803117,0.0658368498200044,"ENSG00000170561/ENSG00000166145/ENSG00000172819/ENSG00000104332/ENSG00000165731/ENSG00000121897/ENSG00000125850/ENSG00000138182/ENSG00000149418/ENSG00000106078/ENSG00000171863",11,140
"GO:0030879","GO:0030879","mammary gland development",0.0235546038543897,"154/20772",0.000742158032760395,0.0708345049803117,0.0658368498200044,"ENSG00000198931/ENSG00000241186/ENSG00000215021/ENSG00000120659/ENSG00000153094/ENSG00000117595/ENSG00000172216/ENSG00000115738/ENSG00000141655/ENSG00000074047/ENSG00000117139",11,141
"GO:0000478","GO:0000478","endonucleolytic cleavage involved in rRNA processing",0.00856531049250535,"19/20772",0.000747549888394472,0.0708345049803117,0.0658368498200044,"ENSG00000171858/ENSG00000120800/ENSG00000261236/ENSG00000120158",4,917
"GO:0000479","GO:0000479","endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",0.00856531049250535,"19/20772",0.000747549888394472,0.0708345049803117,0.0658368498200044,"ENSG00000171858/ENSG00000120800/ENSG00000261236/ENSG00000120158",4,918
"GO:1902600","GO:1902600","proton transmembrane transport",0.0235546038543897,"155/20772",0.000783075286378852,0.0725876743721614,0.0674663261605578,"ENSG00000155380/ENSG00000173660/ENSG00000088992/ENSG00000116039/ENSG00000005022/ENSG00000018625/ENSG00000215021/ENSG00000123643/ENSG00000198938/ENSG00000166347/ENSG00000135940",11,142
"GO:0003018","GO:0003018","vascular process in circulatory system",0.0342612419700214,"290/20772",0.000934283525339324,0.0847613819584442,0.0787811304121513,"ENSG00000155380/ENSG00000158296/ENSG00000164251/ENSG00000070214/ENSG00000105289/ENSG00000018625/ENSG00000150594/ENSG00000165349/ENSG00000130203/ENSG00000274286/ENSG00000004468/ENSG00000186716/ENSG00000118160/ENSG00000148680/ENSG00000003989/ENSG00000176463",16,30
"GO:0030048","GO:0030048","actin filament-based movement",0.0214132762312634,"136/20772",0.00102337967162723,0.0891977172323699,0.0829044646439895,"ENSG00000177098/ENSG00000127831/ENSG00000080709/ENSG00000018625/ENSG00000167306/ENSG00000046604/ENSG00000113569/ENSG00000198626/ENSG00000213853/ENSG00000198929",10,205
"GO:1901796","GO:1901796","regulation of signal transduction by p53 class mediator",0.019271948608137,"113/20772",0.00102952463467875,0.0891977172323699,0.0829044646439895,"ENSG00000197498/ENSG00000096717/ENSG00000183765/ENSG00000261236/ENSG00000105373/ENSG00000122406/ENSG00000171863/ENSG00000142676/ENSG00000122779",9,264
"GO:0009156","GO:0009156","ribonucleoside monophosphate biosynthetic process",0.0107066381156317,"35/20772",0.00104593946097995,0.0891977172323699,0.0829044646439895,"ENSG00000158825/ENSG00000084774/ENSG00000198931/ENSG00000178035/ENSG00000128050",5,728
"GO:0006446","GO:0006446","regulation of translational initiation",0.0171306209850107,"92/20772",0.00109917598566967,0.0903630269048631,0.0839875570990446,"ENSG00000142541/ENSG00000106263/ENSG00000092345/ENSG00000178982/ENSG00000085760/ENSG00000181163/ENSG00000104408/ENSG00000155506",8,361
"GO:0043628","GO:0043628","regulatory ncRNA 3'-end processing",0.00856531049250535,"21/20772",0.0011139612262169,0.0903630269048631,0.0839875570990446,"ENSG00000174720/ENSG00000171858/ENSG00000105202/ENSG00000077348",4,919
"GO:0050678","GO:0050678","regulation of epithelial cell proliferation",0.0449678800856531,"442/20772",0.00112318021246664,0.0903630269048631,0.0839875570990446,"ENSG00000134323/ENSG00000057935/ENSG00000175707/ENSG00000096717/ENSG00000102755/ENSG00000174951/ENSG00000104332/ENSG00000140832/ENSG00000103067/ENSG00000215021/ENSG00000105707/ENSG00000143494/ENSG00000188816/ENSG00000164266/ENSG00000117595/ENSG00000130203/ENSG00000125850/ENSG00000147862/ENSG00000136110/ENSG00000122779/ENSG00000117139",21,9
"GO:0001841","GO:0001841","neural tube formation",0.019271948608137,"115/20772",0.00116598760670955,0.0920698362038803,0.0855739442351164,"ENSG00000166145/ENSG00000172819/ENSG00000104332/ENSG00000121897/ENSG00000125850/ENSG00000138182/ENSG00000149418/ENSG00000106078/ENSG00000171863",9,265
"GO:0032070","GO:0032070","regulation of deoxyribonuclease activity",0.00642398286937901,"10/20772",0.00120438817549156,0.0933729305508369,0.0867851001095836,"ENSG00000096717/ENSG00000181163/ENSG00000149273",3,1214
"GO:0055123","GO:0055123","digestive system development",0.0235546038543897,"165/20772",0.00130531271885066,0.0993902398781999,0.0923778644073819,"ENSG00000130707/ENSG00000106538/ENSG00000156925/ENSG00000166831/ENSG00000104332/ENSG00000165731/ENSG00000125850/ENSG00000115738/ENSG00000106078/ENSG00000205213/ENSG00000074047",11,143
"GO:0086002","GO:0086002","cardiac muscle cell action potential involved in contraction",0.012847965738758,"56/20772",0.00156900777586908,0.117372792215891,0.109091676383141,"ENSG00000177098/ENSG00000080709/ENSG00000046604/ENSG00000113569/ENSG00000198626/ENSG00000198929",6,568
"GO:0000447","GO:0000447","endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",0.00642398286937901,"11/20772",0.0016285015076438,0.117693736077851,0.10938997638321,"ENSG00000171858/ENSG00000120800/ENSG00000120158",3,1215
"GO:0036124","GO:0036124","histone H3-K9 trimethylation",0.00642398286937901,"11/20772",0.0016285015076438,0.117693736077851,0.10938997638321,"ENSG00000178409/ENSG00000096717/ENSG00000104872",3,1216
"GO:0086003","GO:0086003","cardiac muscle cell contraction",0.0149892933618844,"79/20772",0.00199711509675798,0.140086838902678,0.130203157022954,"ENSG00000177098/ENSG00000080709/ENSG00000018625/ENSG00000046604/ENSG00000113569/ENSG00000198626/ENSG00000198929",7,447
"GO:0001843","GO:0001843","neural tube closure",0.0171306209850107,"101/20772",0.0020040565602869,0.140086838902678,0.130203157022954,"ENSG00000166145/ENSG00000172819/ENSG00000104332/ENSG00000121897/ENSG00000138182/ENSG00000149418/ENSG00000106078/ENSG00000171863",8,362
"GO:0021915","GO:0021915","neural tube development",0.0235546038543897,"175/20772",0.00208482157981372,0.142262836314498,0.132225629190304,"ENSG00000166145/ENSG00000172819/ENSG00000104332/ENSG00000121897/ENSG00000125850/ENSG00000138182/ENSG00000149418/ENSG00000106078/ENSG00000171863/ENSG00000074047/ENSG00000092621",11,144
"GO:0060606","GO:0060606","tube closure",0.0171306209850107,"102/20772",0.0021328832057913,0.142262836314498,0.132225629190304,"ENSG00000166145/ENSG00000172819/ENSG00000104332/ENSG00000121897/ENSG00000138182/ENSG00000149418/ENSG00000106078/ENSG00000171863",8,363
"GO:0090435","GO:0090435","protein localization to nuclear envelope",0.00642398286937901,"12/20772",0.00213527709290053,0.142262836314498,0.132225629190304,"ENSG00000138750/ENSG00000113569/ENSG00000064102",3,1217
"GO:0016338","GO:0016338","calcium-independent cell-cell adhesion via plasma membrane cell-adhesion molecules",0.00856531049250535,"25/20772",0.00219314938845376,0.143870599882567,0.133719958664428,"ENSG00000184697/ENSG00000181885/ENSG00000134873/ENSG00000189143",4,920
"GO:0051438","GO:0051438","regulation of ubiquitin-protein transferase activity",0.012847965738758,"60/20772",0.00224395159858878,0.144972872975493,0.134744462020523,"ENSG00000154473/ENSG00000116670/ENSG00000140988/ENSG00000122406/ENSG00000171863/ENSG00000142676",6,569
"GO:0140053","GO:0140053","mitochondrial gene expression",0.0235546038543897,"177/20772",0.00227881347182611,0.145027770803978,0.134795486589557,"ENSG00000085760/ENSG00000155846/ENSG00000084092/ENSG00000177192/ENSG00000103356/ENSG00000159111/ENSG00000156928/ENSG00000174547/ENSG00000138399/ENSG00000106591/ENSG00000113048",11,145
"GO:0019320","GO:0019320","hexose catabolic process",0.0107066381156317,"42/20772",0.00240989791045324,0.148737838106733,0.138243793934988,"ENSG00000174951/ENSG00000196371/ENSG00000074800/ENSG00000149476/ENSG00000033170",5,729
"GO:0098742","GO:0098742","cell-cell adhesion via plasma-membrane adhesion molecules",0.0321199143468951,"289/20772",0.00241485921680783,0.148737838106733,0.138243793934988,"ENSG00000184697/ENSG00000039068/ENSG00000156453/ENSG00000017260/ENSG00000181885/ENSG00000152208/ENSG00000134873/ENSG00000148357/ENSG00000253731/ENSG00000165731/ENSG00000196358/ENSG00000046604/ENSG00000189143/ENSG00000204936/ENSG00000076716",15,37
"GO:0045216","GO:0045216","cell-cell junction organization",0.0278372591006424,"233/20772",0.00247696197736143,0.148737838106733,0.138243793934988,"ENSG00000158769/ENSG00000184697/ENSG00000039068/ENSG00000174607/ENSG00000181885/ENSG00000010278/ENSG00000134873/ENSG00000164251/ENSG00000140832/ENSG00000105289/ENSG00000046604/ENSG00000189143/ENSG00000204936",13,64
"GO:0032069","GO:0032069","regulation of nuclease activity",0.00856531049250535,"26/20772",0.00254640295070157,0.148737838106733,0.138243793934988,"ENSG00000147601/ENSG00000096717/ENSG00000181163/ENSG00000149273",4,921
"GO:0060749","GO:0060749","mammary gland alveolus development",0.00856531049250535,"26/20772",0.00254640295070157,0.148737838106733,0.138243793934988,"ENSG00000215021/ENSG00000120659/ENSG00000115738/ENSG00000141655",4,922
"GO:0061377","GO:0061377","mammary gland lobule development",0.00856531049250535,"26/20772",0.00254640295070157,0.148737838106733,0.138243793934988,"ENSG00000215021/ENSG00000120659/ENSG00000115738/ENSG00000141655",4,923
"GO:0086001","GO:0086001","cardiac muscle cell action potential",0.0149892933618844,"83/20772",0.00264992848950422,0.152693176746567,0.141920067752253,"ENSG00000177098/ENSG00000080709/ENSG00000018625/ENSG00000046604/ENSG00000113569/ENSG00000198626/ENSG00000198929",7,448
"GO:0061337","GO:0061337","cardiac conduction",0.0171306209850107,"106/20772",0.00271459853886146,0.153157026195911,0.142351190783945,"ENSG00000177098/ENSG00000080709/ENSG00000018625/ENSG00000119782/ENSG00000046604/ENSG00000113569/ENSG00000118160/ENSG00000198626",8,364
"GO:0009143","GO:0009143","nucleoside triphosphate catabolic process",0.00642398286937901,"13/20772",0.0027298156639046,0.153157026195911,0.142351190783945,"ENSG00000101347/ENSG00000197594/ENSG00000128951",3,1218
"GO:0000041","GO:0000041","transition metal ion transport",0.0171306209850107,"107/20772",0.00287774423091575,0.157951936131946,0.146807800813858,"ENSG00000017260/ENSG00000157214/ENSG00000004478/ENSG00000175220/ENSG00000185339/ENSG00000115194/ENSG00000115107/ENSG00000136868",8,365
"GO:0055074","GO:0055074","calcium ion homeostasis",0.0364025695931477,"354/20772",0.00288936468534047,0.157951936131946,0.146807800813858,"ENSG00000149782/ENSG00000182866/ENSG00000017260/ENSG00000116039/ENSG00000018625/ENSG00000120659/ENSG00000119782/ENSG00000104327/ENSG00000130203/ENSG00000109689/ENSG00000118160/ENSG00000162551/ENSG00000088832/ENSG00000092051/ENSG00000198626/ENSG00000122779/ENSG00000131504",17,20
"GO:0032526","GO:0032526","response to retinoic acid",0.019271948608137,"132/20772",0.00301554506131692,0.162481465927139,0.151017754324005,"ENSG00000088992/ENSG00000061492/ENSG00000172819/ENSG00000121207/ENSG00000165731/ENSG00000215021/ENSG00000095596/ENSG00000004468/ENSG00000165029",9,266
