,gene1,gene2,combined_score,type,known,degree,betweenness,isSHH
105,ERCC6L2,TGFBR1,0.422,positive,unknown,1,10.354034422895,no
106,ERMN,EFHD1,0.488,positive,unknown,2,420.04451149368,no
107,ERMN,MYRF,0.533,positive,unknown,2,420.04451149368,no
108,FGF12,KIT,0.459,positive,unknown,4,3.29655179338709,no
109,FGF12,SHH,0.408,positive,unknown,4,3.29655179338709,no
110,FGF12,FGFR3,0.664,positive,unknown,4,3.29655179338709,no
111,FGF12,IGF1R,0.441,positive,unknown,4,3.29655179338709,no
112,FGFR3,NTRK2,0.479,positive,unknown,10,2183.80708276393,no
113,FGFR3,SHH,0.633,positive,unknown,10,2183.80708276393,no
114,FGFR3,OPCML,0.473,positive,unknown,10,2183.80708276393,no
115,FGFR3,PTCH1,0.423,positive,unknown,10,2183.80708276393,no
116,FGFR3,HOPX,0.434,positive,unknown,10,2183.80708276393,no
117,FGFR3,NES,0.545,positive,unknown,10,2183.80708276393,no
118,FGFR3,IDH1,0.599,positive,unknown,10,2183.80708276393,no
119,FGFR3,FGF12,0.664,positive,unknown,10,2183.80708276393,no
120,FGFR3,RUNX2,0.675,positive,unknown,10,2183.80708276393,no
121,FGFR3,PGF,0.689,positive,unknown,10,2183.80708276393,no
122,FOXA2,SFRP1,0.5,positive,known,12,964.837711324069,no
123,FOXA2,GLI1,0.511,positive,known,12,964.837711324069,no
124,FOXA2,SALL1,0.526,positive,known,12,964.837711324069,no
125,FOXA2,NPTX2,0.448,positive,known,12,964.837711324069,no
126,FOXA2,ASCL1,0.738,positive,known,12,964.837711324069,no
127,FOXA2,SHH,0.956,positive,known,12,964.837711324069,no
128,FOXA2,PTCH1,0.443,positive,known,12,964.837711324069,no
129,FOXA2,NKX2-1,0.778,positive,known,12,964.837711324069,no
130,FOXA2,NES,0.637,positive,known,12,964.837711324069,no
131,FOXA2,LIN28A,0.433,positive,known,12,964.837711324069,no
132,FOXA2,NKX2-2,0.855,positive,known,12,964.837711324069,no
133,FOXA2,CXCR4,0.564,positive,known,12,964.837711324069,no
134,FOXB1,NKX2-8,0.408,positive,unknown,2,6.17515331890332,no
135,FOXB1,SOX5,0.441,positive,unknown,2,6.17515331890332,no
136,FOXO1,RORA,0.631,positive,unknown,7,1691.69456576671,no
137,FOXO1,S1PR1,0.468,positive,unknown,7,1691.69456576671,no
138,FOXO1,ULK1,0.464,positive,unknown,7,1691.69456576671,no
139,FOXO1,RUNX2,0.68,positive,unknown,7,1691.69456576671,no
140,FOXO1,CXCR4,0.447,positive,unknown,7,1691.69456576671,no
141,FOXO1,IKZF4,0.449,positive,unknown,7,1691.69456576671,no
142,FOXO1,IGF1R,0.783,positive,unknown,7,1691.69456576671,no
143,FRZB,SFRP1,0.466,positive,unknown,4,106.998368945878,no
144,FRZB,SHH,0.438,positive,unknown,4,106.998368945878,no
145,FRZB,RUNX2,0.452,positive,unknown,4,106.998368945878,no
146,FRZB,DKK3,0.657,positive,unknown,4,106.998368945878,no
147,GLI1,SFRP1,0.691,positive,known,16,1179.4367154916,no
148,GLI1,HEY1,0.403,positive,known,16,1179.4367154916,no
149,GLI1,IGF1R,0.407,positive,known,16,1179.4367154916,no
150,GLI1,CXCR4,0.409,positive,known,16,1179.4367154916,no
151,GLI1,NKX2-1,0.451,positive,known,16,1179.4367154916,no
152,GLI1,FOXA2,0.511,positive,known,16,1179.4367154916,no
153,GLI1,KIT,0.536,positive,known,16,1179.4367154916,no
154,GLI1,ASCL1,0.537,positive,known,16,1179.4367154916,no
155,GLI1,SMAD7,0.577,positive,known,16,1179.4367154916,no
156,GLI1,NES,0.587,positive,known,16,1179.4367154916,no
157,GLI1,NKX2-2,0.591,positive,known,16,1179.4367154916,no
158,GLI1,RUNX2,0.689,positive,known,16,1179.4367154916,no
159,GLI1,ULK3,0.84,positive,known,16,1179.4367154916,no
160,GLI1,STK36,0.966,positive,known,16,1179.4367154916,no
161,GLI1,PTCH1,0.978,positive,known,16,1179.4367154916,no
162,GLI1,SHH,0.979,positive,known,16,1179.4367154916,no
163,GNPTG,ATP2C2,0.52,positive,unknown,2,5.62712345126138,no
164,GNPTG,MYORG,0.535,positive,unknown,2,5.62712345126138,no
165,GRIA4,NPTX2,0.8,positive,unknown,8,1453.69335904424,no
166,GRIA4,NTRK2,0.42,positive,unknown,8,1453.69335904424,no
167,GRIA4,SHH,0.412,positive,unknown,8,1453.69335904424,no
168,GRIA4,SHANK1,0.45,positive,unknown,8,1453.69335904424,no
169,GRIA4,NCAM1,0.504,positive,unknown,8,1453.69335904424,no
170,GRIA4,SHANK2,0.579,positive,unknown,8,1453.69335904424,no
171,GRIA4,SYNDIG1,0.59,positive,unknown,8,1453.69335904424,no
172,GRIA4,GRIK3,0.672,positive,unknown,8,1453.69335904424,no
173,GRIK3,GRIA4,0.672,positive,unknown,1,886.997916034538,no
174,HADHB,ABCA1,0.48,positive,unknown,3,995.805028467535,no
175,HADHB,IDH1,0.598,positive,unknown,3,995.805028467535,no
176,HADHB,ECHDC2,0.671,positive,unknown,3,995.805028467535,no
177,HEY1,GLI1,0.403,positive,unknown,5,85.2957380839169,no
178,HEY1,ASCL1,0.499,positive,unknown,5,85.2957380839169,no
179,HEY1,NKD1,0.545,positive,unknown,5,85.2957380839169,no
180,HEY1,SHH,0.445,positive,unknown,5,85.2957380839169,no
181,HEY1,RUNX2,0.889,positive,unknown,5,85.2957380839169,no
182,HOPX,S1PR1,0.444,positive,unknown,3,669.672327086633,no
183,HOPX,FGFR3,0.434,positive,unknown,3,669.672327086633,no
184,HOPX,NKX2-1,0.697,positive,unknown,3,669.672327086633,no
185,IDH1,PGRMC1,0.403,positive,unknown,6,3217.64525619682,no
186,IDH1,KIT,0.698,positive,unknown,6,3217.64525619682,no
187,IDH1,HADHB,0.598,positive,unknown,6,3217.64525619682,no
188,IDH1,FGFR3,0.599,positive,unknown,6,3217.64525619682,no
189,IDH1,NES,0.453,positive,unknown,6,3217.64525619682,no
190,IDH1,TET3,0.51,positive,unknown,6,3217.64525619682,no
191,IGF1R,GLI1,0.407,positive,unknown,9,821.213736741224,no
192,IGF1R,SMAD7,0.418,positive,unknown,9,821.213736741224,no
193,IGF1R,KIT,0.563,positive,unknown,9,821.213736741224,no
194,IGF1R,SHH,0.431,positive,unknown,9,821.213736741224,no
195,IGF1R,RUNX2,0.402,positive,unknown,9,821.213736741224,no
196,IGF1R,FOXO1,0.783,positive,unknown,9,821.213736741224,no
197,IGF1R,CXCR4,0.697,positive,unknown,9,821.213736741224,no
198,IGF1R,FGF12,0.441,positive,unknown,9,821.213736741224,no
199,IGF1R,PGF,0.744,positive,unknown,9,821.213736741224,no
200,IKZF4,FOXO1,0.449,positive,unknown,1,0,no
201,KIT,GLI1,0.536,positive,unknown,18,1635.34937677519,no
202,KIT,NID1,0.423,positive,unknown,18,1635.34937677519,no
203,KIT,TGFBR1,0.4,positive,unknown,18,1635.34937677519,no
204,KIT,PTCH1,0.416,positive,unknown,18,1635.34937677519,no
205,KIT,LIN28A,0.446,positive,unknown,18,1635.34937677519,no
206,KIT,NKX2-1,0.45,positive,unknown,18,1635.34937677519,no
207,KIT,FGF12,0.459,positive,unknown,18,1635.34937677519,no
208,KIT,SHH,0.464,positive,unknown,18,1635.34937677519,no
209,KIT,TET3,0.475,positive,unknown,18,1635.34937677519,no
210,KIT,PIK3C2B,0.534,positive,unknown,18,1635.34937677519,no
211,KIT,IGF1R,0.563,positive,unknown,18,1635.34937677519,no
212,KIT,NES,0.587,positive,unknown,18,1635.34937677519,no
213,KIT,RUNX2,0.638,positive,unknown,18,1635.34937677519,no
214,KIT,BMPR2,0.683,positive,unknown,18,1635.34937677519,no
215,KIT,IDH1,0.698,positive,unknown,18,1635.34937677519,no
216,KIT,NCAM1,0.785,positive,unknown,18,1635.34937677519,no
217,KIT,PGF,0.798,positive,unknown,18,1635.34937677519,no
218,KIT,CXCR4,0.833,positive,unknown,18,1635.34937677519,no
219,LIN28A,SALL1,0.407,positive,unknown,6,496.350259210024,no
220,LIN28A,ASCL1,0.47,positive,unknown,6,496.350259210024,no
221,LIN28A,KIT,0.446,positive,unknown,6,496.350259210024,no
222,LIN28A,NES,0.533,positive,unknown,6,496.350259210024,no
223,LIN28A,FOXA2,0.433,positive,unknown,6,496.350259210024,no
224,LIN28A,ZNF362,0.546,positive,unknown,6,496.350259210024,no
225,LRP4,SHH,0.414,positive,unknown,3,320.848024876986,no
226,LRP4,BMP1,0.439,positive,unknown,3,320.848024876986,no
227,LRP4,SPON1,0.503,positive,unknown,3,320.848024876986,no
228,MTTP,APOA1,0.899,positive,unknown,2,0,no
229,MTTP,ABCA1,0.566,positive,unknown,2,0,no
230,MYOCD,CASQ2,0.444,positive,unknown,1,76.6798772551774,no
231,MYORG,GNPTG,0.535,positive,unknown,2,242.797369505223,no
232,MYORG,SLC20A2,0.814,positive,unknown,2,242.797369505223,no
233,MYRF,ERMN,0.533,positive,unknown,3,294.015335348967,no
234,MYRF,NKX2-2,0.617,positive,unknown,3,294.015335348967,no
235,MYRF,TMEM98,0.759,positive,unknown,3,294.015335348967,no
236,NCAM1,APOA1,0.612,positive,unknown,15,3335.05332024725,no
237,NCAM1,ASCL1,0.527,positive,unknown,15,3335.05332024725,no
238,NCAM1,NTRK2,0.693,positive,unknown,15,3335.05332024725,no
239,NCAM1,GRIA4,0.504,positive,unknown,15,3335.05332024725,no
240,NCAM1,KIT,0.785,positive,unknown,15,3335.05332024725,no
241,NCAM1,SHH,0.467,positive,unknown,15,3335.05332024725,no
242,NCAM1,ELF4,0.444,positive,unknown,15,3335.05332024725,no
243,NCAM1,BASP1,0.502,positive,unknown,15,3335.05332024725,no
244,NCAM1,EPHA3,0.421,positive,unknown,15,3335.05332024725,no
245,NCAM1,NKX2-1,0.632,positive,unknown,15,3335.05332024725,no
246,NCAM1,NLGN3,0.58,positive,unknown,15,3335.05332024725,no
247,NCAM1,NES,0.665,positive,unknown,15,3335.05332024725,no
248,NCAM1,PODXL,0.465,positive,unknown,15,3335.05332024725,no
249,NCAM1,CXCR4,0.602,positive,unknown,15,3335.05332024725,no
250,NCAM1,DCX,0.675,positive,unknown,15,3335.05332024725,no
251,NES,GLI1,0.587,positive,unknown,18,1993.046878064,no
252,NES,SLIT1,0.515,positive,unknown,18,1993.046878064,no
253,NES,ASCL1,0.744,positive,unknown,18,1993.046878064,no
254,NES,NTRK2,0.546,positive,unknown,18,1993.046878064,no
255,NES,KIT,0.587,positive,unknown,18,1993.046878064,no
256,NES,SHH,0.703,positive,unknown,18,1993.046878064,no
257,NES,PTCH1,0.432,positive,unknown,18,1993.046878064,no
258,NES,FGFR3,0.545,positive,unknown,18,1993.046878064,no
259,NES,NKX2-1,0.431,positive,unknown,18,1993.046878064,no
260,NES,BMPR2,0.428,positive,unknown,18,1993.046878064,no
261,NES,RUNX2,0.45,positive,unknown,18,1993.046878064,no
262,NES,IDH1,0.453,positive,unknown,18,1993.046878064,no
263,NES,NKX2-2,0.506,positive,unknown,18,1993.046878064,no
264,NES,LIN28A,0.533,positive,unknown,18,1993.046878064,no
265,NES,CXCR4,0.593,positive,unknown,18,1993.046878064,no
266,NES,FOXA2,0.637,positive,unknown,18,1993.046878064,no
267,NES,NCAM1,0.665,positive,unknown,18,1993.046878064,no
268,NES,DCX,0.876,positive,unknown,18,1993.046878064,no
269,NID1,KIT,0.423,positive,unknown,2,211.9899631709,no
270,NID1,COL14A1,0.596,positive,unknown,2,211.9899631709,no
271,NKD1,SFRP1,0.434,positive,unknown,3,40.2421821958053,no
272,NKD1,DKK3,0.469,positive,unknown,3,40.2421821958053,no
273,NKD1,HEY1,0.545,positive,unknown,3,40.2421821958053,no
274,NKX2-1,GLI1,0.451,positive,known,9,521.969536263087,no
275,NKX2-1,ASCL1,0.654,positive,known,9,521.969536263087,no
276,NKX2-1,KIT,0.45,positive,known,9,521.969536263087,no
277,NKX2-1,SHH,0.689,positive,known,9,521.969536263087,no
278,NKX2-1,PTCH1,0.407,positive,known,9,521.969536263087,no
279,NKX2-1,NES,0.431,positive,known,9,521.969536263087,no
280,NKX2-1,NCAM1,0.632,positive,known,9,521.969536263087,no
281,NKX2-1,HOPX,0.697,positive,known,9,521.969536263087,no
282,NKX2-1,FOXA2,0.778,positive,known,9,521.969536263087,no
283,NKX2-2,GLI1,0.591,positive,unknown,7,600.268724240984,no
284,NKX2-2,ASCL1,0.872,positive,unknown,7,600.268724240984,no
285,NKX2-2,MYRF,0.617,positive,unknown,7,600.268724240984,no
286,NKX2-2,SHH,0.821,positive,unknown,7,600.268724240984,no
287,NKX2-2,PTCH1,0.527,positive,unknown,7,600.268724240984,no
288,NKX2-2,NES,0.506,positive,unknown,7,600.268724240984,no
289,NKX2-2,FOXA2,0.855,positive,unknown,7,600.268724240984,no
290,NKX2-8,FOXB1,0.408,positive,unknown,1,15.0332239670044,no
291,NLGN3,NTRK2,0.408,positive,unknown,6,1260.2494404457,no
292,NLGN3,SHANK1,0.904,positive,unknown,6,1260.2494404457,no
293,NLGN3,SHANK2,0.958,positive,unknown,6,1260.2494404457,no
294,NLGN3,AFF2,0.439,positive,unknown,6,1260.2494404457,no
295,NLGN3,TLE2,0.495,positive,unknown,6,1260.2494404457,no
296,NLGN3,NCAM1,0.58,positive,unknown,6,1260.2494404457,no
297,NMD3,EIF5,0.551,positive,unknown,2,755.367262245216,no
298,NMD3,ST8SIA1,0.617,positive,unknown,2,755.367262245216,no
299,NOVA1,SRSF6,0.548,positive,unknown,2,367.393244289603,no
300,NOVA1,QKI,0.455,positive,unknown,2,367.393244289603,no
301,NPTX2,TEX15,0.429,positive,unknown,4,1085.84758603605,no
302,NPTX2,FOXA2,0.448,positive,unknown,4,1085.84758603605,no
303,NPTX2,PPP1R14C,0.466,positive,unknown,4,1085.84758603605,no
304,NPTX2,GRIA4,0.8,positive,unknown,4,1085.84758603605,no
305,NTRK2,ASCL1,0.41,positive,unknown,11,2960.60513494216,no
306,NTRK2,NLGN3,0.408,positive,unknown,11,2960.60513494216,no
307,NTRK2,GRIA4,0.42,positive,unknown,11,2960.60513494216,no
308,NTRK2,CNTN6,0.466,positive,unknown,11,2960.60513494216,no
309,NTRK2,FGFR3,0.479,positive,unknown,11,2960.60513494216,no
310,NTRK2,OPCML,0.53,positive,unknown,11,2960.60513494216,no
311,NTRK2,DCX,0.532,positive,unknown,11,2960.60513494216,no
312,NTRK2,NES,0.546,positive,unknown,11,2960.60513494216,no
313,NTRK2,DPYSL2,0.568,positive,unknown,11,2960.60513494216,no
314,NTRK2,PGF,0.685,positive,unknown,11,2960.60513494216,no
315,NTRK2,NCAM1,0.693,positive,unknown,11,2960.60513494216,no
316,OPCML,NTRK2,0.53,positive,unknown,2,897.242124759701,no
317,OPCML,FGFR3,0.473,positive,unknown,2,897.242124759701,no
318,PGF,NTRK2,0.685,positive,unknown,6,233.012447114833,no
319,PGF,KIT,0.798,positive,unknown,6,233.012447114833,no
320,PGF,FGFR3,0.689,positive,unknown,6,233.012447114833,no
321,PGF,PODXL,0.406,positive,unknown,6,233.012447114833,no
322,PGF,CXCR4,0.434,positive,unknown,6,233.012447114833,no
323,PGF,IGF1R,0.744,positive,unknown,6,233.012447114833,no
324,PGRMC1,IDH1,0.403,positive,unknown,1,813.202945692169,no
325,PIK3C2B,KIT,0.534,positive,unknown,1,29.2309090644042,no
326,PLAGL1,RXRA,0.443,positive,unknown,1,109.29665394611,no
327,PNRC2,UPF3A,0.784,positive,unknown,1,1.5,no
328,PODXL,PGF,0.406,positive,unknown,3,438.058997970487,no
329,PODXL,CXCR4,0.433,positive,unknown,3,438.058997970487,no
330,PODXL,NCAM1,0.465,positive,unknown,3,438.058997970487,no
331,PPP1R14C,NPTX2,0.466,positive,unknown,1,0,no
332,PREX1,S1PR1,0.617,positive,unknown,2,74.3042085737261,no
333,PREX1,DOCK1,0.551,positive,unknown,2,74.3042085737261,no
334,PTCH1,SFRP1,0.531,positive,known,11,870.655046983821,no
335,PTCH1,GLI1,0.978,positive,known,11,870.655046983821,no
336,PTCH1,KIT,0.416,positive,known,11,870.655046983821,no
337,PTCH1,STK36,0.652,positive,known,11,870.655046983821,no
338,PTCH1,SHH,0.999,positive,known,11,870.655046983821,no
339,PTCH1,NKX2-1,0.407,positive,known,11,870.655046983821,no
340,PTCH1,FGFR3,0.423,positive,known,11,870.655046983821,no
341,PTCH1,NES,0.432,positive,known,11,870.655046983821,no
342,PTCH1,FOXA2,0.443,positive,known,11,870.655046983821,no
343,PTCH1,NKX2-2,0.527,positive,known,11,870.655046983821,no
344,PTCH1,RUNX2,0.597,positive,known,11,870.655046983821,no
345,QKI,SRSF6,0.469,positive,unknown,2,756.3836315124,no
346,QKI,NOVA1,0.455,positive,unknown,2,756.3836315124,no
347,RNASEH2B,DLEU7,0.46,positive,unknown,1,0,no
348,RORA,S1PR1,0.408,positive,unknown,2,146.887869814515,no
349,RORA,FOXO1,0.631,positive,unknown,2,146.887869814515,no
350,RRAGD,ULK1,0.649,positive,unknown,1,129.284927608743,no
351,RTN4,DPYSL2,0.416,positive,unknown,1,587.361886018312,no
352,RUNX2,SFRP1,0.473,positive,unknown,18,3036.78086073628,no
353,RUNX2,GLI1,0.689,positive,unknown,18,3036.78086073628,no
354,RUNX2,SMAD7,0.819,positive,unknown,18,3036.78086073628,no
355,RUNX2,CDH6,0.511,positive,unknown,18,3036.78086073628,no
356,RUNX2,KIT,0.638,positive,unknown,18,3036.78086073628,no
357,RUNX2,FRZB,0.452,positive,unknown,18,3036.78086073628,no
358,RUNX2,SHH,0.659,positive,unknown,18,3036.78086073628,no
359,RUNX2,PTCH1,0.597,positive,unknown,18,3036.78086073628,no
360,RUNX2,HEY1,0.889,positive,unknown,18,3036.78086073628,no
361,RUNX2,FGFR3,0.675,positive,unknown,18,3036.78086073628,no
362,RUNX2,NES,0.45,positive,unknown,18,3036.78086073628,no
363,RUNX2,IGF1R,0.402,positive,unknown,18,3036.78086073628,no
364,RUNX2,SLC20A2,0.432,positive,unknown,18,3036.78086073628,no
365,RUNX2,BMPR2,0.474,positive,unknown,18,3036.78086073628,no
366,RUNX2,CXCR4,0.491,positive,unknown,18,3036.78086073628,no
367,RUNX2,SOX5,0.596,positive,unknown,18,3036.78086073628,no
368,RUNX2,TGFBR1,0.675,positive,unknown,18,3036.78086073628,no
369,RUNX2,FOXO1,0.68,positive,unknown,18,3036.78086073628,no
370,RXRA,APOA1,0.567,positive,unknown,4,578.01827137048,no
371,RXRA,PLAGL1,0.443,positive,unknown,4,578.01827137048,no
372,RXRA,ABCA1,0.916,positive,unknown,4,578.01827137048,no
373,RXRA,TNRC6B,0.516,positive,unknown,4,578.01827137048,no
374,S1PR1,RORA,0.408,positive,unknown,5,316.623284145272,no
375,S1PR1,HOPX,0.444,positive,unknown,5,316.623284145272,no
376,S1PR1,FOXO1,0.468,positive,unknown,5,316.623284145272,no
377,S1PR1,PREX1,0.617,positive,unknown,5,316.623284145272,no
378,S1PR1,CXCR4,0.719,positive,unknown,5,316.623284145272,no
379,SALL1,LIN28A,0.407,positive,unknown,2,87.2476769356684,no
380,SALL1,FOXA2,0.526,positive,unknown,2,87.2476769356684,no
381,SCG3,APOA1,0.459,positive,unknown,1,18.0441367342588,no
382,SFRP1,APC,0.428,positive,unknown,9,1237.01731475265,no
383,SFRP1,NKD1,0.434,positive,unknown,9,1237.01731475265,no
384,SFRP1,FRZB,0.466,positive,unknown,9,1237.01731475265,no
385,SFRP1,RUNX2,0.473,positive,unknown,9,1237.01731475265,no
386,SFRP1,FOXA2,0.5,positive,unknown,9,1237.01731475265,no
387,SFRP1,PTCH1,0.531,positive,unknown,9,1237.01731475265,no
388,SFRP1,SHH,0.577,positive,unknown,9,1237.01731475265,no
389,SFRP1,GLI1,0.691,positive,unknown,9,1237.01731475265,no
390,SFRP1,DKK3,0.775,positive,unknown,9,1237.01731475265,no
391,SHANK1,GRIA4,0.45,positive,unknown,4,130.635368279378,no
392,SHANK1,DPYSL2,0.511,positive,unknown,4,130.635368279378,no
393,SHANK1,NLGN3,0.904,positive,unknown,4,130.635368279378,no
394,SHANK1,SHANK2,0.968,positive,unknown,4,130.635368279378,no
395,SHANK2,GRIA4,0.579,positive,unknown,3,404.700505810107,no
396,SHANK2,SHANK1,0.968,positive,unknown,3,404.700505810107,no
397,SHANK2,NLGN3,0.958,positive,unknown,3,404.700505810107,no
