"","HvsN_padj","HvsN_log2FoldChange","HvsL_padj","HvsL_log2FoldChange","LvsN_padj","LvsN_log2FoldChange","cyclo_padj","cyclo_log2FoldChange","HvsN_thr","HvsL_thr","LvsN_thr","cyclo_thr","WGCNA","cluster","sub_cluster","genes"
"ENSG00000103126",0.77211792364928,0.0689048238749757,0.7080256832936,0.111698184885794,0.863003510983202,-0.0427933610108179,0.560725499133227,0.141837819498921,FALSE,FALSE,FALSE,FALSE,"no","no","no","AXIN1"
"ENSG00000103145",0.048422902885696,0.239420839867136,0.345132285228945,0.153483944217275,0.610779778538769,0.0859368956498615,0.114782132907282,0.235432155526294,FALSE,FALSE,FALSE,FALSE,"yes","2","2","HCFC1R1"
"ENSG00000103148",0.0439516464436381,0.454576675148726,0.916627552221477,0.057715791593744,0.0919313473229913,0.396860883554982,0.243804074810701,0.337139159812635,FALSE,FALSE,FALSE,FALSE,"no","no","no","NPRL3"
"ENSG00000103150",0.019666582169963,-0.45257683302358,0.466715434651289,-0.232663633376505,0.345728065270802,-0.219913199647075,0.278798268126017,-0.322952034330362,FALSE,FALSE,FALSE,FALSE,"no","no","no","MLYCD"
"ENSG00000103152",NA,0.0886847743296156,NA,0.432040815261558,NA,-0.343356040931943,NA,0.436550580010498,FALSE,FALSE,FALSE,FALSE,"no","no","no","MPG"
"ENSG00000103154",0.000566373256125635,0.90657887376393,0.387767255153409,0.320127274219441,0.0536201714730321,0.586451599544489,0.0375755964949541,0.6420943858971,FALSE,FALSE,FALSE,FALSE,"yes","2","1","NECAB2"
"ENSG00000103160",0.00830149860602022,-0.26004329298034,0.153714206317129,-0.172027029256283,0.516587060306795,-0.0880162637240572,0.0001260309694368,-0.370735754956023,FALSE,FALSE,FALSE,FALSE,"yes","1","5","HSDL1"
"ENSG00000103168",0.318645626279877,-0.135490443098559,0.950132307995603,-0.0216306407476613,0.427817694140043,-0.113859802350898,0.682539645105533,-0.0865318733429663,FALSE,FALSE,FALSE,FALSE,"no","no","no","TAF1C"
"ENSG00000103174",0.261946478837585,-0.419147021168411,0.876295638203765,-0.136587321880173,0.494506594822404,-0.282559699288238,0.28049059091209,-0.514556079122858,FALSE,FALSE,FALSE,FALSE,"no","no","no","NAGPA"
"ENSG00000103175",0.0653957056908578,-0.753854615321444,0.882043845097325,-0.169096717091419,0.168204111627103,-0.584757898230026,0.270487265665976,-0.673988348759689,FALSE,FALSE,FALSE,FALSE,"no","no","no","WFDC1"
"ENSG00000103184",0.244437480538236,-0.669562880398037,NA,-0.353729874779352,NA,-0.315833005618685,0.432016053005526,-0.641576772078217,FALSE,FALSE,FALSE,FALSE,"no","no","no","SEC14L5"
"ENSG00000103187",0.245077517161347,-0.0769415329501368,0.882972938962698,-0.0220453401163233,0.45952128902621,-0.0548961928338135,0.455751548185523,-0.0679623359632831,FALSE,FALSE,FALSE,FALSE,"no","no","no","COTL1"
"ENSG00000103194",0.473954889006626,-0.0604726105919359,0.325386218287703,-0.0878522109348008,0.789315424806412,0.0273796003428649,0.494676679647938,-0.0740952881604554,FALSE,FALSE,FALSE,FALSE,"no","no","no","USP10"
"ENSG00000103196",0.114441173885617,-0.850749071989826,NA,-0.275672112787154,NA,-0.575076959202672,0.352975100429808,-0.75516861255409,FALSE,FALSE,FALSE,FALSE,"yes","1","3","CRISPLD2"
"ENSG00000103197",0.796215102729103,0.0689682180692141,0.961024294246632,0.0248534106779223,0.873140486482717,0.0441148073912918,0.560835755800633,0.154412280348177,FALSE,FALSE,FALSE,FALSE,"no","no","no","TSC2"
"ENSG00000103199",0.545555454346005,-0.118641491744349,0.83171361491938,-0.074699421386665,0.853201100429478,-0.0439420703576843,0.764385854627887,-0.0862852336994663,FALSE,FALSE,FALSE,FALSE,"no","no","no","ZNF500"
"ENSG00000103202",0.00146846114071179,-0.282511003256131,0.726833684348139,-0.0697841188533248,0.0262710977864758,-0.212726884402806,0.0180055484633868,-0.278090336066517,FALSE,FALSE,FALSE,FALSE,"no","no","no","NME4"
"ENSG00000103222",NA,0.250010680187254,NA,0.818861249194968,NA,-0.568850569007714,NA,0.725698034719286,FALSE,FALSE,FALSE,FALSE,"no","no","no","ABCC1"
"ENSG00000103227",0.998012228018158,0.00152576176303232,0.918687057407888,0.0609216094423667,0.878587244748759,-0.0593958476793344,0.822770930041543,0.106570316872221,FALSE,FALSE,FALSE,FALSE,"no","no","no","LMF1"
"ENSG00000103245",0.931713135250041,0.0381349716025348,0.82019525831813,0.121047180137491,0.820302767409042,-0.0829122085349564,0.928824153294024,0.0467061815407223,FALSE,FALSE,FALSE,FALSE,"no","no","no","CIAO3"
"ENSG00000103248",0.439407088114442,-0.150010871144629,0.646233854579685,-0.130357127384159,0.940900469530239,-0.0196537437604703,0.35712408647659,-0.207438469605129,FALSE,FALSE,FALSE,FALSE,"no","no","no","MTHFSD"
"ENSG00000103249",0.919817791454162,0.0373262049179376,0.736178341462965,0.139485792000507,0.735150771418043,-0.102159587082569,0.942789856532276,0.0326838187986692,FALSE,FALSE,FALSE,FALSE,"no","no","no","CLCN7"
"ENSG00000103253",0.353150951417912,0.222824033558086,0.567241480248072,0.188384104684852,0.922630237605984,0.034439928873234,0.233034692484009,0.306945464137236,FALSE,FALSE,FALSE,FALSE,"no","no","no","HAGHL"
"ENSG00000103254",0.749616564550203,0.0854741582498377,0.605315190033841,0.155399262241986,0.79684533482526,-0.0699251039921483,0.559467523606821,0.164151786147997,FALSE,FALSE,FALSE,FALSE,"no","no","no","ANTKMT"
"ENSG00000103257",0.00188171916170008,0.580183407966014,0.151256713164084,0.316270434771084,0.274760992609907,0.26391297319493,0.000386701897322809,0.645909278537223,FALSE,FALSE,FALSE,FALSE,"no","no","no","SLC7A5"
"ENSG00000103260",0.138228799714454,0.232808666773782,0.0490843741252572,0.286683948033441,0.818242553946333,-0.0538752812596587,0.0115956394699155,0.383406815639758,FALSE,FALSE,FALSE,FALSE,"no","no","no","METRN"
"ENSG00000103264",0.984823660665526,0.00842675666515235,0.978923868924224,0.0155994532628759,0.982603421877591,-0.00717269659772353,0.923529092516427,-0.0424123020531234,FALSE,FALSE,FALSE,FALSE,"no","no","no","FBXO31"
"ENSG00000103269",0.845208400569542,0.133798560512256,0.963552844831501,-0.0543922503161042,0.76071480923712,0.18819081082836,0.962889489760063,-0.0439943333608678,FALSE,FALSE,FALSE,FALSE,"no","no","no","RHBDL1"
"ENSG00000103274",0.474688259214573,-0.137126779984819,0.578719370700823,0.144897403055421,0.0704282052522853,-0.28202418304024,0.928202667997168,-0.035094983477962,FALSE,FALSE,FALSE,FALSE,"no","no","no","NUBP1"
"ENSG00000103275",0.566503501709029,-0.0544246993959507,0.697395824856356,-0.0531629639594581,0.991652571918452,-0.00126173543649266,0.369990932106196,-0.0910244120505561,FALSE,FALSE,FALSE,FALSE,"no","no","no","UBE2I"
"ENSG00000103316",0.462954494460869,0.215810002787474,0.979067615116947,0.0176270313447189,0.517469471818406,0.198182971442755,0.962759339391237,-0.0255080413499157,FALSE,FALSE,FALSE,FALSE,"no","no","no","CRYM"
"ENSG00000103319",0.885163303376323,0.0563344301937756,0.855122001810179,-0.0989733372444916,0.614230725751137,0.155307767438267,0.861609894603307,-0.0817211327891103,FALSE,FALSE,FALSE,FALSE,"no","no","no","EEF2K"
"ENSG00000103326",0.267467706199623,-0.224313694514496,0.999831534511317,-5.22601409535605e-05,0.265035869099621,-0.224261434373542,0.249592129110128,-0.281903228491543,FALSE,FALSE,FALSE,FALSE,"no","no","no","CAPN15"
"ENSG00000103335",0.0028819664076859,-0.64979511837572,0.372625207482615,-0.311833826355346,0.18032173873223,-0.337961292020374,0.0197845484468722,-0.669877065178461,FALSE,FALSE,FALSE,FALSE,"no","no","no","PIEZO1"
"ENSG00000103342",0.730590551820761,0.0415306542844153,0.818885597748455,-0.0418635852609171,0.393385352041035,0.0833942395453324,0.754203539655024,-0.0481351240796708,FALSE,FALSE,FALSE,FALSE,"no","no","no","GSPT1"
"ENSG00000103343",0.990546353118372,-0.00579162801038255,0.962112063993022,-0.0295962772003942,0.945423837777182,0.0238046491900116,0.861609894603307,-0.0737786374880215,FALSE,FALSE,FALSE,FALSE,"no","no","no","ZNF174"
"ENSG00000103351",0.972602749657646,-0.0101513462781303,0.935082697311949,-0.0324697194792876,0.929614868437129,0.0223183732011574,0.833576295920265,-0.0624465001133336,FALSE,FALSE,FALSE,FALSE,"no","no","no","CLUAP1"
"ENSG00000103353",0.96643287502641,0.00942991668267012,0.944028048965807,-0.0219060648899845,0.859254652758725,0.0313359815726547,0.846009512654693,-0.0433631162467482,FALSE,FALSE,FALSE,FALSE,"no","no","no","UBFD1"
"ENSG00000103355",0.621134855981295,-0.317296742047527,NA,0.0262665245460349,NA,-0.343563266593562,0.808857736668028,-0.235519600057556,FALSE,FALSE,FALSE,FALSE,"no","no","no","PRSS33"
"ENSG00000103356",0.0790373994986225,0.218954862482192,0.530100866070782,0.119923264345994,0.540902938343806,0.0990315981361988,0.531588103190716,0.12408263851195,FALSE,FALSE,FALSE,FALSE,"no","no","no","EARS2"
"ENSG00000103363",0.21838759390643,0.119787457690214,0.921359166717065,-0.0219038922610675,0.12748781443052,0.141691349951281,0.961662630697041,0.0108423468671637,FALSE,FALSE,FALSE,FALSE,"no","no","no","ELOB"
"ENSG00000103365",0.521516322171272,0.0749230007253556,0.971898413299344,-0.00968018772199002,0.456673534435298,0.0846031884473456,0.968303200619122,0.00837120022086892,FALSE,FALSE,FALSE,FALSE,"no","no","no","GGA2"
"ENSG00000103381",0.788031240998862,0.107659373043973,0.950403059286344,-0.0450395646781183,0.666392356427243,0.152698937722091,0.720264551427053,0.160263654519374,FALSE,FALSE,FALSE,FALSE,"no","no","no","CPPED1"
"ENSG00000103404",0.0781792861694912,0.325332562262025,0.887044652825497,0.0643509514776986,0.189347518815044,0.260981610784326,0.225412866709385,0.283092496056997,FALSE,FALSE,FALSE,FALSE,"no","no","no","USP31"
"ENSG00000103415",0.928336260201217,0.0641177244141766,0.694196040951118,-0.272958496748764,0.472760229639163,0.33707622116294,0.880271445538524,-0.117618532555979,FALSE,FALSE,FALSE,FALSE,"no","no","no","HMOX2"
"ENSG00000103423",NA,0.0644022531855364,NA,0.641879118461011,NA,-0.577476865275474,NA,0.623424838988387,FALSE,FALSE,FALSE,FALSE,"no","no","no","DNAJA3"
"ENSG00000103429",NA,0.148402387201106,NA,0.0417654041576938,NA,0.106636983043412,0.918435673117788,-0.182690037408335,FALSE,FALSE,FALSE,FALSE,"no","no","no","BFAR"
"ENSG00000103449",1.7178682860201e-08,-0.408947566017688,0.0955938496113207,-0.156962912637236,0.00136894067416018,-0.251984653380451,3.38075601768854e-06,-0.4264706876428,FALSE,FALSE,FALSE,FALSE,"yes","1","3","SALL1"
"ENSG00000103460",8.69363532730027e-05,0.33298388690996,0.684512896958494,0.072244309425759,0.00380612058338692,0.260739577484201,0.00691077096344491,0.300329235285771,FALSE,FALSE,FALSE,FALSE,"yes","2","1","TOX3"
"ENSG00000103479",0.988319151998094,0.00501055914644795,0.372625207482615,-0.185469989656191,0.260921422667001,0.190480548802639,0.929443968908063,-0.0301187691864622,FALSE,FALSE,FALSE,FALSE,"no","no","no","RBL2"
"ENSG00000103485",0.659895383252597,0.0500341517568295,0.916966064055587,-0.0214034091524936,0.489205078155744,0.0714375609093231,0.976972393387068,0.00564673599740301,FALSE,FALSE,FALSE,FALSE,"no","no","no","QPRT"
"ENSG00000103489",0.78538371977301,-0.108151136250332,0.83117234893092,-0.12460197996441,0.967540806919542,0.0164508437140785,0.482205819753404,-0.273628238609821,FALSE,FALSE,FALSE,FALSE,"no","no","no","XYLT1"
"ENSG00000103490",0.90781814681537,-0.115110629721179,0.417229934757033,-0.623878480690149,0.440401996542321,0.50876785096897,0.369128627592185,-0.729274123753364,FALSE,FALSE,FALSE,FALSE,"no","no","no","PYCARD"
"ENSG00000103494",0.0191344899907574,-0.320041073754008,0.775289039369171,-0.09280243041091,0.123528925003693,-0.227238643343098,0.083681506379151,-0.307623521816721,FALSE,FALSE,FALSE,FALSE,"no","no","no","RPGRIP1L"
"ENSG00000103496",0.819755557846189,0.0758446705235165,0.864822805617856,-0.0848385853658874,0.554096211520669,0.160683255889404,0.903300191160101,-0.0544446123168452,FALSE,FALSE,FALSE,FALSE,"no","no","no","STX4"
"ENSG00000103502",0.527304148520813,0.112708282891581,0.914552292831585,-0.0375697691768251,0.359162709646244,0.150278052068406,0.968202904593875,0.013064054787119,FALSE,FALSE,FALSE,FALSE,"no","no","no","CDIPT"
"ENSG00000103507",0.142694696878756,-0.223693822545422,0.579055783333525,-0.134381979592167,0.651003779583648,-0.0893118429532547,0.061348873792609,-0.311223756672936,FALSE,FALSE,FALSE,FALSE,"no","no","no","BCKDK"
"ENSG00000103510",0.756699093043629,0.0603777965770717,0.992992226217172,0.00299269255331733,0.762466998061991,0.0573851040237544,0.654273323678458,0.0966964005445866,FALSE,FALSE,FALSE,FALSE,"no","no","no","KAT8"
"ENSG00000103512",NA,-0.328767435515038,NA,-0.482517823188663,NA,0.153750387673626,NA,-0.490338119562519,FALSE,FALSE,FALSE,FALSE,"no","no","no","NOMO1"
"ENSG00000103522",NA,-0.791717366193639,NA,-0.0991789355085935,NA,-0.692538430685045,NA,-0.891174512488534,FALSE,FALSE,FALSE,FALSE,"no","no","no","IL21R"
"ENSG00000103528",0.337939454079311,0.321866069231539,0.794125759855414,0.162098138606317,0.702171870241196,0.159767930625222,0.0950076077211496,0.519421633937272,FALSE,FALSE,FALSE,FALSE,"no","no","no","SYT17"
"ENSG00000103540",0.961189002152275,-0.0128702607124359,0.936270734013173,0.0289109846180288,0.843292463121618,-0.0417812453304647,0.948164437099216,0.0190240900318256,FALSE,FALSE,FALSE,FALSE,"no","no","no","CCP110"
"ENSG00000103544",0.8744101146475,0.0301143933941955,0.990305414674325,-0.00407992467858427,0.849536748048395,0.0341943180727798,0.765212597726243,0.0625155168134882,FALSE,FALSE,FALSE,FALSE,"no","no","no","VPS35L"
"ENSG00000103549",0.999127009589511,0.00159793869719655,NA,0.678115205073584,NA,-0.676517266376387,0.657242461616682,0.461910498932788,FALSE,FALSE,FALSE,FALSE,"no","no","no","RNF40"
"ENSG00000103550",0.545592654114476,0.0738397456034855,0.548171613308028,-0.0891105024370401,0.0873495212189759,0.162950248040526,0.998348483279111,0.000389608250239511,FALSE,FALSE,FALSE,FALSE,"no","no","no","KNOP1"
"ENSG00000103591",0.747140475345017,-0.062718853993163,0.996557345044509,0.00124901757838636,0.735042726873405,-0.0639678715715493,0.97499380295638,-0.00960219311720874,FALSE,FALSE,FALSE,FALSE,"no","no","no","AAGAB"
"ENSG00000103599",0.711581598650149,-0.166975566908285,0.977384949108659,-0.0266205883609306,0.758878510447513,-0.140354978547354,0.843781882474432,-0.124453160004144,FALSE,FALSE,FALSE,FALSE,"no","no","no","IQCH"
"ENSG00000103642",0.961922798674702,0.0156870191282842,0.915179723001795,0.045947774319993,0.915318197967753,-0.0302607551917088,0.829517948418673,0.0718785201746803,FALSE,FALSE,FALSE,FALSE,"no","no","no","LACTB"
"ENSG00000103647",0.278255210451772,-0.303456796655336,0.532899721062374,-0.248530576625645,0.888157616698018,-0.0549262200296904,0.321530222545508,-0.346233861940549,FALSE,FALSE,FALSE,FALSE,"no","no","no","CORO2B"
"ENSG00000103653",0.722277741345528,0.0762169528307501,0.85089119575124,0.0647226861769452,0.963156961280451,0.0114942666538048,0.741441516240814,0.0870038050739971,FALSE,FALSE,FALSE,FALSE,"no","no","no","CSK"
"ENSG00000103657",0.090585550101008,0.167553901388787,0.776176128322954,0.0590041935300922,0.341179753032098,0.108549707858695,0.311021397133671,0.134068966729577,FALSE,FALSE,FALSE,FALSE,"no","no","no","HERC1"
"ENSG00000103671",0.903432413982027,-0.03121804268312,0.972251283588043,-0.015427859852617,0.947005311784972,-0.015790182830503,0.94528238613199,-0.0219113181151358,FALSE,FALSE,FALSE,FALSE,"no","no","no","TRIP4"
"ENSG00000103707",0.0598299214032194,0.34963681175649,0.422707050172041,0.208650746170744,0.575778853288135,0.140986065585746,0.209126177173152,0.294216416791696,FALSE,FALSE,FALSE,FALSE,"no","no","no","MTFMT"
"ENSG00000103710",0.0148674651699963,-0.474948629261773,0.00088685668923627,-0.571847809571727,0.740714100027144,0.0968991803099533,0.00252486596033897,-0.693504110072335,FALSE,FALSE,FALSE,FALSE,"no","no","no","RASL12"
"ENSG00000103723",0.726864753370927,0.212508491968106,0.956894028580921,-0.0637462815700637,0.619996707992552,0.276254773538169,0.964285443084941,-0.0414378823027658,FALSE,FALSE,FALSE,FALSE,"no","no","no","AP3B2"
"ENSG00000103740",NA,0.0276457899487316,NA,0.144918186700523,NA,-0.117272396751791,0.836510559297867,-0.367636894214901,FALSE,FALSE,FALSE,FALSE,"no","no","no","ACSBG1"
"ENSG00000103742",0.138366523722506,0.198607028742681,0.810994654945669,0.0674309201130589,0.392944823387082,0.131176108629622,0.217157335730903,0.197438746399536,FALSE,FALSE,FALSE,FALSE,"no","no","no","IGDCC4"
"ENSG00000103769",0.921793995049071,-0.0108266319366622,0.493142985263196,-0.0634343179703509,0.494359594705398,0.0526076860336887,0.720792651064035,-0.04028113727944,FALSE,FALSE,FALSE,FALSE,"no","no","no","RAB11A"
"ENSG00000103811",0.803655301870539,0.0926436115954571,0.814835948904477,-0.122310624803171,0.4603031523582,0.214954236398628,0.940150632158165,-0.0384116928300283,FALSE,FALSE,FALSE,FALSE,"no","no","no","CTSH"
"ENSG00000103852",0.822836985013476,-0.0540538589810046,0.538137318239676,-0.145502339953657,0.659247084546888,0.0914484809726526,0.641614705653913,-0.122029755025848,FALSE,FALSE,FALSE,FALSE,"no","no","no","TTC23"
"ENSG00000103855",0.48785038113847,-0.0755000048961583,0.984015560678632,0.00518125761095601,0.454356281907021,-0.0806812625071143,0.920230741817269,-0.0198962009912331,FALSE,FALSE,FALSE,FALSE,"no","no","no","CD276"
"ENSG00000103876",0.571681943559534,-0.152078318281918,0.985063650645335,0.0109110771174561,0.53836942766918,-0.162989395399374,0.897236231665876,-0.0590063635643117,FALSE,FALSE,FALSE,FALSE,"no","no","no","FAH"
"ENSG00000103888",0.7882745709783,0.213858298914241,0.917318007295779,-0.127257151651758,0.615615904798799,0.341115450565998,0.928824153294024,-0.0963751007366306,FALSE,FALSE,FALSE,FALSE,"no","no","no","CEMIP"
"ENSG00000103932",0.425844711741557,-0.109545444429889,0.840704319051497,-0.0537098751832025,0.736230120562447,-0.0558355692466869,0.68874663328852,-0.0816941296235859,FALSE,FALSE,FALSE,FALSE,"no","no","no","RPAP1"
"ENSG00000103942",0.158833970487594,0.613903418068085,0.810648789828804,0.20665872112644,0.423663510947988,0.407244696941645,0.381526813808213,0.481501769207707,FALSE,FALSE,FALSE,FALSE,"yes","2","3","HOMER2"
"ENSG00000103966",0.000609647775642269,0.419857954741309,0.39442153111873,0.160085259921431,0.0651446334418981,0.259772694819878,0.0752145097428563,0.309126252037806,FALSE,FALSE,FALSE,FALSE,"yes","2","4","EHD4"
"ENSG00000103978",0.474991797884746,0.0753830423743556,0.678832580920926,0.0644338254902035,0.939504602183117,0.0109492168841521,0.292840161948807,0.117072142431581,FALSE,FALSE,FALSE,FALSE,"no","no","no","TMEM87A"
"ENSG00000103994",0.00165016772645566,0.221437587877689,0.809924235181261,0.0418600559963764,0.0157082589162443,0.179577531881313,0.0592412679792188,0.181260790753389,FALSE,FALSE,FALSE,FALSE,"yes","2","1","ZNF106"
"ENSG00000103995",0.204547293747004,0.194951894202786,0.668701723738446,0.108328289191793,0.662391653081237,0.0866236050109928,0.246350786012483,0.212430777821949,FALSE,FALSE,FALSE,FALSE,"yes","2","3","CEP152"
"ENSG00000104043",NA,-1.19819825883002,NA,-0.841276435467262,NA,-0.35692182336276,NA,-1.65989390916807,NA,FALSE,FALSE,NA,"no","no","no","ATP8B4"
"ENSG00000104044",0.916488060895004,-0.0996179859332852,NA,-0.356103587572046,NA,0.256485601638761,0.573873865572705,-0.481506003143238,FALSE,FALSE,FALSE,FALSE,"no","no","no","OCA2"
"ENSG00000104047",0.0599599969347812,-0.201558041140223,0.391171824915783,-0.130974935374301,0.628067579966202,-0.0705831057659222,0.115322746476507,-0.209535123597724,FALSE,FALSE,FALSE,FALSE,"no","no","no","DTWD1"
"ENSG00000104064",0.22568736172664,0.195260180596263,0.443831615648585,0.162018598778977,0.8900855073257,0.0332415818172867,0.271855539193414,0.211714109666312,FALSE,FALSE,FALSE,FALSE,"no","no","no","GABPB1"
"ENSG00000104067",0.965698091782034,0.0269874036499075,0.663847811686589,-0.239527742137953,0.490849694599408,0.26651514578786,0.65355771881201,-0.239947486819579,FALSE,FALSE,FALSE,FALSE,"no","no","no","TJP1"
"ENSG00000104081",8.30496826456627e-12,-1.02930422224702,0.797205418711356,-0.118471771198963,1.67414539205329e-09,-0.910832451048054,0.00456384522361396,-0.851526928528452,TRUE,FALSE,FALSE,FALSE,"no","no","no","BMF"
"ENSG00000104093",0.754176491597163,0.0459985042372929,0.437280846489613,0.109719864536992,0.632023705194482,-0.0637213602996994,0.330277168419261,0.129523782369004,FALSE,FALSE,FALSE,FALSE,"no","no","no","DMXL2"
"ENSG00000104112",7.69820478464271e-06,-0.667927091324341,0.530530279785427,-0.189379746612104,0.00183133288824853,-0.478547344712237,0.00118440001040734,-0.661679099417884,FALSE,FALSE,FALSE,FALSE,"yes","1","3","SCG3"
"ENSG00000104129",0.846055006901091,-0.0615908247407235,0.816369707777205,-0.102380281292784,0.897277603601781,0.04078945655206,0.460778086524552,-0.215291175899099,FALSE,FALSE,FALSE,FALSE,"no","no","no","DNAJC17"
"ENSG00000104131",0.876270706510709,0.025049944220122,0.992992226217172,-0.0024742423771281,0.854992223499951,0.0275241865972501,0.938188713119817,-0.0163191150162379,FALSE,FALSE,FALSE,FALSE,"no","no","no","EIF3J"
"ENSG00000104133",0.851769826554692,0.030553150529877,0.869243068894016,0.0403517313031115,0.95170332314099,-0.00979858077323445,0.648744327634653,0.0765294323859862,FALSE,FALSE,FALSE,FALSE,"no","no","no","SPG11"
"ENSG00000104140",0.471652800298959,-0.415426673141082,0.912638792196126,0.140706792220612,0.299668757358802,-0.556133465361694,0.785032167443344,-0.264362971451463,FALSE,FALSE,FALSE,FALSE,"no","no","no","RHOV"
"ENSG00000104142",0.939927404734039,-0.0263348110263691,0.918420681207895,0.0492610262140489,0.789524352643061,-0.0755958372404179,0.990051237955199,-0.00512345106263803,FALSE,FALSE,FALSE,FALSE,"no","no","no","VPS18"
"ENSG00000104147",0.380351368273686,0.525604299717653,0.696521768487865,0.356595706902484,0.834353684958536,0.169008592815169,0.479716457771736,0.511584648068392,FALSE,FALSE,FALSE,FALSE,"no","no","no","OIP5"
"ENSG00000104154",0.997557589838751,-0.00257667306702624,0.839237126797615,-0.145597391150391,0.751615338318813,0.143020718083365,0.994341257562941,-0.00445621053112894,FALSE,FALSE,FALSE,FALSE,"no","no","no","SLC30A4"
"ENSG00000104164",0.107953438129548,0.154686153159159,0.398518025032086,0.109854167114574,0.7470631391859,0.0448319860445846,0.410168981033081,0.116649242081507,FALSE,FALSE,FALSE,FALSE,"no","no","no","BLOC1S6"
"ENSG00000104177",0.00395960726269261,0.207747436074733,0.293982416164175,0.105384191107716,0.252038862820532,0.102363244967016,6.38989335884715e-05,0.269184014294388,FALSE,FALSE,FALSE,FALSE,"no","no","no","MYEF2"
"ENSG00000104205",0.939394849291876,-0.0375996717249643,0.947494556130161,0.0500224208599107,0.832257282543053,-0.087622092584875,0.94528238613199,-0.0402248285320261,FALSE,FALSE,FALSE,FALSE,"no","no","no","SGK3"
"ENSG00000104213",0.603461355178322,0.335221260416584,0.857411108420813,0.2022632536518,0.864538548399328,0.132958006764784,0.630253551474707,0.369191094451469,FALSE,FALSE,FALSE,FALSE,"no","no","no","PDGFRL"
"ENSG00000104218",0.0301827284250035,-0.236170370514596,0.40252965076947,0.137935853121335,0.000135695867250757,-0.374106223635932,0.845894671097701,-0.0605065746715287,FALSE,FALSE,FALSE,FALSE,"no","no","no","CSPP1"
"ENSG00000104219",0.0246688052639004,0.288302141366668,0.729464589833764,0.0900577042923713,0.170806499516958,0.198244437074296,0.0779476491948349,0.265715938948668,FALSE,FALSE,FALSE,FALSE,"no","no","no","ZDHHC2"
"ENSG00000104228",0.900259237106992,-0.0474363142335349,0.813595329693122,0.117668346707851,0.564305836644025,-0.165104660941386,0.937818140312572,-0.0381754058886541,FALSE,FALSE,FALSE,FALSE,"no","no","no","TRIM35"
"ENSG00000104231",0.016562759177644,0.30053501659519,0.987633137553501,0.00579146912492639,0.0194850242523099,0.294743547470264,0.2986955380589,0.202268779400665,FALSE,FALSE,FALSE,FALSE,"no","no","no","ZFAND1"
"ENSG00000104267",5.49194915810475e-09,0.861243013214786,0.00569422491898655,0.407640839379473,0.00837992738059274,0.453602173835313,0.000273306132061583,0.752239637015436,FALSE,FALSE,FALSE,FALSE,"yes","2","2","CA2"
"ENSG00000104290",0.00132496090584603,0.210157392070477,0.0176526665560576,0.157565168930932,0.599780509799592,0.0525922231395454,1.39719303127697e-10,0.314510460993548,FALSE,FALSE,FALSE,FALSE,"yes","2","3","FZD3"
"ENSG00000104299",0.888156738584057,-0.03713273174591,0.984009396709336,-0.00947235328373529,0.915318197967753,-0.0276603784621747,0.913486044730496,-0.036400542394928,FALSE,FALSE,FALSE,FALSE,"no","no","no","INTS9"
"ENSG00000104312",0.434499509737846,0.138378141247013,0.495371913558201,0.151104046101265,0.958335067153223,-0.0127259048542525,0.364083579792476,0.182429777594664,FALSE,FALSE,FALSE,FALSE,"no","no","no","RIPK2"
"ENSG00000104313",0.041882635058543,-0.721216768470721,0.972194712663858,-0.0412482818127973,0.0560825136929021,-0.679968486657924,0.496533800902401,-0.448613341919378,FALSE,FALSE,FALSE,FALSE,"no","no","no","EYA1"
"ENSG00000104320",0.39048340553862,0.112840589276681,0.79205052459756,-0.0627989580202386,0.121547413128035,0.17563954729692,0.962958243421028,0.0121138037353701,FALSE,FALSE,FALSE,FALSE,"no","no","no","NBN"
"ENSG00000104324",0.445507642087716,-0.219672832324164,0.683543461293708,0.187194690439353,0.0923089453120799,-0.406867522763517,0.978726073144889,-0.015374638649332,FALSE,FALSE,FALSE,FALSE,"no","no","no","CPQ"
"ENSG00000104325",0.00257217122280995,-0.299346218031671,0.456343919103212,0.129209125586039,4.30204008317423e-06,-0.428555343617709,0.445934617936695,-0.169587490871468,FALSE,FALSE,FALSE,FALSE,"no","no","no","DECR1"
"ENSG00000104327",0.544129261135295,0.494674900315689,NA,0.734044886827507,NA,-0.239369986511818,0.0705523479560966,1.19527350559878,FALSE,FALSE,FALSE,FALSE,"no","no","no","CALB1"
"ENSG00000104331",0.967816088190613,-0.010001054241777,0.947394575901295,-0.0231298503810607,0.948095300518907,0.0131287961392838,0.90573584595489,-0.0313992835240165,FALSE,FALSE,FALSE,FALSE,"no","no","no","BPNT2"
"ENSG00000104332",5.10365519071006e-12,-0.651090522866047,5.01082987396261e-06,-0.406914433375408,0.0345904244036357,-0.244176089490639,5.1746782948454e-17,-0.78928676283708,FALSE,FALSE,FALSE,FALSE,"yes","1","2","SFRP1"
"ENSG00000104341",0.00300728066923968,0.202531405799891,0.813813327599998,-0.0396090869302607,0.000227808993189842,0.242140492730151,0.869904028456465,0.0341642855131044,FALSE,FALSE,FALSE,FALSE,"no","no","no","LAPTM4B"
"ENSG00000104343",0.479108425564059,-0.0914084829722543,0.995605356818277,-0.00152024841608166,0.492823167347604,-0.0898882345561727,0.878465640139171,-0.0336908513799596,FALSE,FALSE,FALSE,FALSE,"no","no","no","UBE2W"
