"cor","link","target","source","target_info","ttarget_info"
0.800439906627811,1,"ELF4","SHH","no","no"
0.811168651708451,1,"EMD","SHH","no","no"
0.842008195635091,1,"SLC38A7","SHH","no","no"
0.875608202460193,1,"BMF","SHH","no","no"
0.947894982767041,1,"SFRP1","SHH","selected","selected"
0.85486702375786,1,"TLE6","SHH","no","no"
0.908552062320706,1,"CDK6","SHH","no","no"
0.871605294715689,1,"ITGB8","SHH","no","no"
0.873815453251794,1,"IQCE","SHH","no","no"
0.899570164003782,1,"ZMIZ1","SHH","no","no"
0.865953994209017,1,"KPNB1","SHH","no","no"
0.954155652253746,1,"KLHL5","SHH","no","no"
0.835735690893749,1,"CCDC34","SHH","no","no"
0.881826442061889,1,"GLI1","SHH","no","no"
0.830360112322255,1,"ST8SIA1","SHH","no","no"
0.905038263849236,1,"RFX4","SHH","no","no"
0.814865030067799,1,"RSPH4A","SHH","no","no"
0.959234191705978,1,"QKI","SHH","selected","selected"
0.870514967265897,1,"RASGRF2","SHH","no","no"
0.806797223853531,1,"WNT5A","SHH","no","no"
0.841161958332307,1,"FGF12","SHH","no","no"
0.821987552277053,1,"FRMD4B","SHH","no","no"
0.827083509006156,1,"ACVR2B","SHH","no","no"
0.847074026829048,1,"RTN4","SHH","no","no"
0.909631159720724,1,"PLCL1","SHH","selected","selected"
0.905850349452121,1,"WLS","SHH","no","no"
0.847362849453303,1,"NID1","SHH","no","no"
0.801912505772026,1,"MYCL","SHH","no","no"
0.814267646313447,1,"PIK3R3","SHH","no","no"
0.837952041468947,1,"TTR","SHH","no","no"
0.922867622510284,1,"PLAGL1","SHH","no","no"
0.823971408224442,1,"C1orf198","SHH","no","no"
0.809208114595765,1,"DENND1A","SHH","no","no"
0.831444631585351,1,"CCDC170","SHH","no","no"
0.94757890450936,1,"CRISPLD1","SHH","no","no"
0.893653286929076,1,"ECHDC2","SHH","no","no"
0.913525623435527,1,"PDZRN3","SHH","selected","selected"
0.829895848822066,1,"CXCR4","SHH","no","no"
0.841029019494528,1,"UBL3","SHH","no","no"
0.835619566762722,1,"HNRNPA2B1","SHH","no","no"
0.806111343801868,1,"INHBA","SHH","no","no"
0.91545099412187,1,"ARL4A","SHH","no","no"
0.810479541029892,1,"FAM210B","SHH","no","no"
0.820373915571367,1,"PREX1","SHH","no","no"
0.854037144418901,1,"NCOA5","SHH","no","no"
0.871139289866543,1,"SRSF6","SHH","no","no"
0.837124940967133,1,"RUNX2","SHH","no","no"
0.956246832147261,1,"MYRF","SHH","selected","selected"
0.840312805049132,1,"BMP4","SHH","no","no"
0.981050537288563,1,"FOXA2","SHH","known","known"
0.95006240348343,1,"NKX2-2","SHH","selected","selected"
0.943904370797049,1,"PODXL","SHH","no","no"
0.807619986294182,1,"TMOD2","SHH","no","no"
0.831961864210362,1,"CLN6","SHH","no","no"
0.859311392673869,1,"FOXA1","SHH","known","known"
0.866151178863843,1,"GADD45G","SHH","no","no"
0.864482215737448,1,"SERPINF1","SHH","selected","selected"
0.939978611472738,1,"DDC","SHH","no","no"
0.920119250925455,1,"NES","SHH","no","no"
0.826624284064214,1,"LRRIQ1","SHH","no","no"
0.833495597372508,1,"TEX15","SHH","no","no"
0.961065893598391,1,"CNTN6","SHH","selected","selected"
0.931069457898029,1,"SLC38A2","SHH","selected","selected"
0.834927025402623,1,"SOX5","SHH","no","no"
0.822539453322129,1,"RERG","SHH","no","no"
0.875467440152576,1,"LRP4","SHH","no","no"
0.808124634736974,1,"SOX3","SHH","no","no"
0.860106124579762,1,"APC","SHH","no","no"
0.859343781042043,1,"EPHA7","SHH","no","no"
0.865316444320196,1,"MICAL1","SHH","no","no"
0.881829500168337,1,"USP44","SHH","no","no"
0.850215681650006,1,"RNASEH2B","SHH","no","no"
0.878741766018627,1,"NKX2-8","SHH","no","no"
1,1,"NKX2-1","SHH","known","known"
0.804816886869258,1,"LIMD2","SHH","no","no"
0.89776871166632,1,"PSMB7","SHH","no","no"
0.81611553830871,1,"ENPP2","SHH","no","no"
0.856535313519079,1,"MTTP","SHH","no","no"
0.821169817182269,1,"SHISAL1","SHH","no","no"
0.880351630925937,1,"KIF21A","SHH","no","no"
0.895759329542124,1,"SLC38A4","SHH","selected","selected"
0.842169713951811,1,"ASCL1","SHH","no","no"
0.831280499960854,1,"SUOX","SHH","no","no"
0.872251035305611,1,"TTC6","SHH","no","no"
0.887772203546571,1,"IGF1R","SHH","no","no"
0.895621293359913,1,"NKD1","SHH","no","no"
0.81793596070172,1,"MYOCD","SHH","no","no"
0.924101165458567,1,"SGSM2","SHH","no","no"
0.812701832500701,1,"CELSR2","SHH","no","no"
0.821988651055998,1,"NXPH2","SHH","no","no"
0.942905761752863,1,"ACKR3","SHH","no","no"
0.840944405726259,1,"HES6","SHH","no","no"
0.880003285282825,1,"ITGA9","SHH","no","no"
0.873611593623875,1,"PHLDB2","SHH","no","no"
0.960218742947539,1,"SLIT2","SHH","no","no"
0.805350932862678,1,"CORIN","SHH","no","no"
0.802379952417304,1,"ENOPH1","SHH","no","no"
0.809076331971609,1,"TBCK","SHH","no","no"
0.819715940476491,1,"IQGAP2","SHH","no","no"
0.853951853970804,1,"SCUBE3","SHH","no","no"
0.877986031167801,1,"TMEM47","SHH","no","no"
0.967968572046515,1,"NTRK2","SHH","no","no"
0.820149820886456,1,"NACC2","SHH","selected","selected"
0.856914427990623,1,"EIF4EBP2","SHH","no","no"
0.871681554606101,1,"TCF7L2","SHH","no","no"
0.825535723168974,1,"TENM4","SHH","no","no"
0.810956815169865,1,"NCAM1","SHH","no","no"
0.817355413553972,1,"FREM2","SHH","no","no"
0.808172363097585,1,"FOXO1","SHH","no","no"
0.877281585045343,1,"MBIP","SHH","selected","selected"
0.822724172099013,1,"QDPR","SHH","no","no"
0.840416193796701,1,"ZNF827","SHH","no","no"
0.853305859329218,1,"EDNRA","SHH","selected","selected"
0.806665181449022,1,"GRIA4","SHH","no","no"
0.86041417788314,1,"SPEF2","SHH","no","no"
0.810923240324344,1,"GPD1L","SHH","no","no"
0.865762039118476,1,"HNRNPU","SHH","no","no"
0.867759799432121,1,"JAM2","SHH","no","no"
0.822489165648587,1,"EPHB1","SHH","no","no"
0.918431633470328,1,"AFF2","SHH","selected","selected"
0.876684466775131,1,"SSBP3","SHH","no","no"
0.803283080728281,1,"HYDIN","SHH","no","no"
0.823079425842321,1,"DPYSL5","SHH","no","no"
0.888691820354676,1,"COLEC12","SHH","no","no"
0.936534059081984,1,"AUTS2","SHH","selected","selected"
0.834161403429222,1,"TFF3","SHH","no","no"
0.846835353701115,1,"SRSF2","SHH","no","no"
0.877030214107679,1,"ELAVL4","SHH","no","no"
0.904169085495902,1,"CAMK2N1","SHH","no","no"
0.817415119766613,1,"NTNG1","SHH","no","no"
0.836643774613491,1,"EXTL2","SHH","no","no"
0.867286053074521,1,"SLC66A3","SHH","no","no"
0.952291475195696,1,"FRZB","SHH","selected","selected"
0.863613894299169,1,"SERPINI1","SHH","selected","selected"
0.890867206528081,1,"PPM1L","SHH","selected","selected"
0.865864208596798,1,"CADPS","SHH","no","no"
0.96354811830101,1,"GRIK3","SHH","selected","selected"
0.892717588431173,1,"HHIP","SHH","no","no"
0.857609506933095,1,"FABP5","SHH","no","no"
1,1,"SHH","SHH","selected","selected"
0.802471510134061,1,"ABCA1","SHH","no","no"
0.830458438491125,1,"ARMC3","SHH","no","no"
0.866029490448974,1,"CYYR1","SHH","no","no"
0.927319804002912,1,"PRTG","SHH","no","no"
0.866475300153647,1,"PRRX2","SHH","no","no"
0.881848351176935,1,"IRS1","SHH","no","no"
0.855746250017129,1,"CXCL10","SHH","no","no"
0.836696209836493,1,"NMD3","SHH","no","no"
0.843046840921994,1,"ZEB2","SHH","no","no"
0.888957474328077,1,"LDB2","SHH","selected","selected"
0.863580200677875,1,"CTNND2","SHH","no","no"
0.875730462576756,1,"RNF150","SHH","no","no"
0.819057784665979,1,"FAM161A","SHH","no","no"
0.814298088571123,1,"CMTM8","SHH","no","no"
0.875796459234971,1,"KRT4","SHH","no","no"
0.868743265644469,1,"PDGFD","SHH","no","no"
0.807778605643319,1,"HOPX","SHH","no","no"
0.919287410621168,1,"LRRN3","SHH","no","no"
0.952633470097006,1,"IGDCC3","SHH","no","no"
0.900674620804787,1,"MARCKSL1","SHH","no","no"
0.820566121785512,1,"CASC2","SHH","no","no"
0.855978640057774,1,"MLF1","SHH","no","no"
0.857292105108994,1,"TMTC2","SHH","selected","selected"
0.911690324613837,1,"HTR1D","SHH","selected","selected"
0.846734551874184,1,"ZNF594","SHH","no","no"
0.939637297754732,1,"RGMA","SHH","selected","selected"
0.836402943118462,1,"TSHZ2","SHH","no","no"
0.838706094553245,1,"MXRA7","SHH","no","no"
0.858665608388137,1,"ANXA2","SHH","no","no"
0.839815534328087,1,"SLC8A1","SHH","no","no"
0.890185017423798,1,"OPCML","SHH","no","no"
0.834089436896995,1,"CFAP91","SHH","no","no"
0.886700979964784,1,"NRBP2","SHH","no","no"
0.810569819470622,1,"OLFML2A","SHH","no","no"
0.889777025688288,1,"PBX1","SHH","no","no"
0.908172584154719,1,"POU3F1","SHH","no","no"
0.964439879743733,1,"PTCH1","SHH","known","known"
0.84540835125442,1,"DLEU7","SHH","no","no"
0.848779278204461,1,"RXRA","SHH","selected","selected"
0.805602714905384,1,"CCDC30","SHH","no","no"
0.917820749568488,1,"SEPTIN10","SHH","no","no"
0.927670332012021,1,"MPPED1","SHH","selected","selected"
0.810752054647977,1,"PPARA","SHH","no","no"
0.97308278065936,1,"SLIT1","SHH","selected","selected"
0.815191727240228,1,"RNF220","SHH","no","no"
0.843255337136558,1,"DCC","SHH","no","no"
0.834442485499293,1,"TET3","SHH","no","no"
0.932381096152591,1,"PNRC2","SHH","selected","selected"
0.820745840528637,1,"NLGN3","SHH","no","no"
0.839731697684339,1,"SPTSSB","SHH","selected","selected"
0.856081274354639,1,"SULF2","SHH","no","no"
0.824984569561542,1,"TLE1","SHH","no","no"
0.873786071460287,1,"SOWAHC","SHH","no","no"
0.824839915663677,1,"MYL4","SHH","no","no"
0.893866731026773,1,"CALM1","SHH","no","no"
0.946508640466029,1,"PPP1R14C","SHH","no","no"
0.85387242159814,1,"TOX","SHH","no","no"
0.868819487114247,1,"CIPC","SHH","no","no"
0.826595461233366,1,"C2orf72","SHH","no","no"
0.879658663380939,1,"BMPR2","SHH","no","no"
0.946423657635461,1,"LINC03007","SHH","no","no"
0.814115930032926,1,"LINC00205","SHH","no","no"
0.830446156068089,1,"C14orf132","SHH","no","no"
0.888146779944576,1,"ANKRD65","SHH","no","no"
0.880139435813864,1,"PNMA2","SHH","selected","selected"
0.879665619911018,1,"SOX2-OT","SHH","no","no"
0.833618933239231,1,"NR2F2-AS1","SHH","no","no"
0.962930564353047,1,"NKX2-1-AS1","SHH","selected","selected"
0.845782748010666,1,"LOC100505978","SHH","no","no"
0.964747590962226,1,"LINC00261","SHH","selected","selected"
0.843562704405704,1,"TMEM178B","SHH","no","no"
0.969110348253413,1,"SPON1","SHH","selected","selected"
0.840582854337044,1,"BAHCC1","SHH","selected","selected"
0.809452420654518,1,"TRABD2B","SHH","no","no"
0.86858819172005,1,"SMIM32","SHH","selected","selected"
