gene1,gene2,combined_score,type,known,degree,betweenness
ASCL1,GLI3,0.433,positive,unknown,50,797.841268771586
ASCL1,LIN28A,0.47,positive,unknown,50,797.841268771586
ASCL1,SP8,0.492,positive,unknown,50,797.841268771586
ASCL1,HEY1,0.499,positive,unknown,50,797.841268771586
ASCL1,NCAM1,0.527,positive,unknown,50,797.841268771586
ASCL1,OTX2,0.606,positive,unknown,50,797.841268771586
ASCL1,SOX1,0.629,positive,unknown,50,797.841268771586
ASCL1,DCX,0.635,positive,unknown,50,797.841268771586
ASCL1,NKX2-1,0.654,positive,unknown,50,797.841268771586
ASCL1,SHH,0.658,positive,unknown,50,797.841268771586
ASCL1,FOXA2,0.738,positive,unknown,50,797.841268771586
ASCL1,NES,0.744,positive,unknown,50,797.841268771586
ASCL1,SOX2,0.748,positive,unknown,50,797.841268771586
ASCL1,LHX2,0.749,positive,unknown,50,797.841268771586
ASCL1,PAX6,0.77,positive,unknown,50,797.841268771586
ASCL1,FOXG1,0.771,positive,unknown,50,797.841268771586
ASCL1,NKX2-2,0.872,positive,unknown,50,797.841268771586
ASPH,CASQ2,0.998,negative,unknown,4,43.402653340949
ASPH,OLFM1,0.42,negative,unknown,4,43.402653340949
ATL2,RTN4,0.61,negative,unknown,4,29.4102942319034
ATL2,RRBP1,0.456,negative,unknown,4,29.4102942319034
ATP1A2,CASQ2,0.605,negative,unknown,18,933.513737509261
ATP1A2,FXYD7,0.599,negative,unknown,18,933.513737509261
ATP1A2,GJA1,0.541,negative,unknown,18,933.513737509261
ATP1A2,ATP1B3,0.978,negative,unknown,18,933.513737509261
ATP1A2,ANXA5,0.42,negative,unknown,18,933.513737509261
ATP1A2,NLGN3,0.548,negative,unknown,18,933.513737509261
ATP1A2,HOPX,0.42,negative,unknown,18,933.513737509261
ATP1A2,TLE2,0.468,negative,unknown,18,933.513737509261
ATP1A2,NLGN1,0.528,negative,unknown,18,933.513737509261
ATP1B3,FXYD7,0.499,negative,unknown,14,568.130144168224
ATP1B3,ATP2B4,0.401,negative,unknown,14,568.130144168224
ATP1B3,ATP2B1,0.405,negative,unknown,14,568.130144168224
ATP1B3,SLC1A5,0.523,negative,unknown,14,568.130144168224
ATP1B3,RTN4,0.526,negative,unknown,14,568.130144168224
ATP1B3,TMEM98,0.547,negative,unknown,14,568.130144168224
ATP1B3,ATP1A2,0.978,negative,unknown,14,568.130144168224
ATP2B1,ATP1B3,0.405,negative,unknown,6,183.113884091807
ATP2B1,ULK3,0.418,negative,unknown,6,183.113884091807
ATP2B1,ATP2C2,0.634,negative,unknown,6,183.113884091807
ATP2B4,ATP1B3,0.401,positive,unknown,10,818.92546184933
ATP2B4,BMP1,0.487,positive,unknown,10,818.92546184933
ATP2B4,DMD,0.416,positive,unknown,10,818.92546184933
ATP2B4,EDA2R,0.42,positive,unknown,10,818.92546184933
ATP2B4,ATP2C2,0.633,positive,unknown,10,818.92546184933
ATP2C2,GNPTG,0.52,positive,unknown,6,139.770501163958
ATP2C2,ATP2B4,0.633,positive,unknown,6,139.770501163958
ATP2C2,ATP2B1,0.634,positive,unknown,6,139.770501163958
ATP5F1E,ATP6V1B1,0.54,negative,unknown,4,14.5726910582431
ATP5F1E,COX17,0.6,negative,unknown,4,14.5726910582431
ATP6V1B1,VAX2,0.478,negative,unknown,8,369.362616957516
ATP6V1B1,ATP5F1E,0.54,negative,unknown,8,369.362616957516
ATP6V1B1,RRAGD,0.562,negative,unknown,8,369.362616957516
ATP6V1B1,CA2,0.841,negative,unknown,8,369.362616957516
B3GALT1,GCNT2,0.417,negative,unknown,2,0
BAIAP2L1,BASP1,0.4,negative,unknown,12,381.99874662951
BAIAP2L1,EGF,0.429,negative,unknown,12,381.99874662951
BAIAP2L1,ADD3,0.432,negative,unknown,12,381.99874662951
BAIAP2L1,SOWAHC,0.44,negative,unknown,12,381.99874662951
BAIAP2L1,FGFR3,0.511,negative,unknown,12,381.99874662951
BAIAP2L1,SHANK1,0.54,negative,unknown,12,381.99874662951
BASP1,BAIAP2L1,0.4,positive,unknown,8,56.7457272397573
BASP1,ADD3,0.41,positive,unknown,8,56.7457272397573
BASP1,SOWAHC,0.411,positive,unknown,8,56.7457272397573
BASP1,NCAM1,0.502,positive,unknown,8,56.7457272397573
BCAT1,HIBADH,0.574,negative,unknown,4,165.189341565619
BCAT1,IDH1,0.709,negative,unknown,4,165.189341565619
BCL2L11,XBP1,0.689,negative,unknown,20,406.667956377643
BCL2L11,EGF,0.445,negative,unknown,20,406.667956377643
BCL2L11,KIT,0.427,negative,unknown,20,406.667956377643
BCL2L11,ANXA5,0.712,negative,unknown,20,406.667956377643
BCL2L11,FOXO3,0.984,negative,unknown,20,406.667956377643
BCL2L11,QKI,0.541,negative,unknown,20,406.667956377643
BCL2L11,GADD45A,0.58,negative,unknown,20,406.667956377643
BCL2L11,FOXO1,0.874,negative,unknown,20,406.667956377643
BCL2L11,IGF1R,0.447,negative,unknown,20,406.667956377643
BCL2L11,DYNLL2,0.748,negative,unknown,20,406.667956377643
BEGAIN,SGCE,0.401,negative,unknown,6,16.8591170323929
BEGAIN,DIO3,0.432,negative,unknown,6,16.8591170323929
BEGAIN,RTL1,0.602,negative,unknown,6,16.8591170323929
BET1,GRIA1,0.499,negative,unknown,14,29.5322488807846
BET1,GORASP2,0.67,negative,unknown,14,29.5322488807846
BET1,GOLGA2,0.753,negative,unknown,14,29.5322488807846
BET1,SEC23A,0.816,negative,unknown,14,29.5322488807846
BET1,RAB1A,0.884,negative,unknown,14,29.5322488807846
BET1,USO1,0.982,negative,unknown,14,29.5322488807846
BET1,SCFD1,0.999,negative,unknown,14,29.5322488807846
BHLHE41,DBP,0.552,negative,unknown,8,228.206060749396
BHLHE41,FOXO3,0.407,negative,unknown,8,228.206060749396
BHLHE41,SSPN,0.657,negative,unknown,8,228.206060749396
BHLHE41,RORA,0.909,negative,unknown,8,228.206060749396
BMP1,APOA1,0.797,positive,unknown,18,1018.31429187541
BMP1,EGF,0.48,positive,unknown,18,1018.31429187541
BMP1,LRP4,0.439,positive,unknown,18,1018.31429187541
BMP1,ACVR2B,0.439,positive,unknown,18,1018.31429187541
BMP1,ATP2B4,0.487,positive,unknown,18,1018.31429187541
BMP1,COL11A1,0.578,positive,unknown,18,1018.31429187541
BMP1,BMPR2,0.707,positive,unknown,18,1018.31429187541
BMP1,CRTAP,0.724,positive,unknown,18,1018.31429187541
BMP1,LOXL2,0.846,positive,unknown,18,1018.31429187541
BMPR2,SMAD7,0.884,positive,unknown,18,64.1299355848203
BMPR2,FGF2,0.434,positive,unknown,18,64.1299355848203
BMPR2,KIT,0.683,positive,unknown,18,64.1299355848203
BMPR2,BMP1,0.707,positive,unknown,18,64.1299355848203
BMPR2,ACVR2B,0.951,positive,unknown,18,64.1299355848203
BMPR2,NES,0.428,positive,unknown,18,64.1299355848203
BMPR2,RUNX2,0.474,positive,unknown,18,64.1299355848203
BMPR2,ID1,0.592,positive,unknown,18,64.1299355848203
BMPR2,TGFBR1,0.722,positive,unknown,18,64.1299355848203
BOC,GLI1,0.481,negative,known,14,0
BOC,GLI2,0.495,negative,known,14,0
BOC,GLI3,0.544,negative,known,14,0
BOC,CDON,0.942,negative,known,14,0
BOC,GAS1,0.982,negative,known,14,0
BOC,PTCH1,0.993,negative,known,14,0
BOC,SHH,0.996,negative,known,14,0
BTG2,GDF15,0.442,negative,unknown,12,1546.39408590737
BTG2,EGF,0.431,negative,unknown,12,1546.39408590737
BTG2,PLK2,0.416,negative,unknown,12,1546.39408590737
BTG2,TRIB1,0.481,negative,unknown,12,1546.39408590737
BTG2,IER2,0.636,negative,unknown,12,1546.39408590737
BTG2,GADD45A,0.714,negative,unknown,12,1546.39408590737
C12orf57,PNMA2,0.426,negative,unknown,2,0
CA2,ATP6V1B1,0.841,negative,unknown,4,16.3273354698277
CA2,CA4,0.557,negative,unknown,4,16.3273354698277
CA4,CA2,0.557,negative,unknown,4,131.28347985348
CA4,MERTK,0.48,negative,unknown,4,131.28347985348
CAPN6,DCX,0.56,positive,unknown,2,0
CASQ2,ACTN3,0.412,positive,unknown,16,493.719471419511
CASQ2,GJA1,0.426,positive,unknown,16,493.719471419511
CASQ2,MYL11,0.441,positive,unknown,16,493.719471419511
CASQ2,MYOCD,0.444,positive,unknown,16,493.719471419511
CASQ2,TPM1,0.556,positive,unknown,16,493.719471419511
CASQ2,PDLIM3,0.563,positive,unknown,16,493.719471419511
CASQ2,ATP1A2,0.605,positive,unknown,16,493.719471419511
CASQ2,ASPH,0.998,positive,unknown,16,493.719471419511
CATSPERG,PDE4D,0.541,positive,unknown,2,0
CCDC170,TOX3,0.501,positive,unknown,2,0
CD2AP,PDLIM3,0.568,negative,unknown,16,781.671730174237
CD2AP,STOM,0.601,negative,unknown,16,781.671730174237
CD2AP,FERMT2,0.664,negative,unknown,16,781.671730174237
CD2AP,PIK3C2B,0.414,negative,unknown,16,781.671730174237
CD2AP,NES,0.451,negative,unknown,16,781.671730174237
CD2AP,PLEKHO1,0.474,negative,unknown,16,781.671730174237
CD2AP,PODXL,0.609,negative,unknown,16,781.671730174237
CD2AP,UBC,0.947,negative,unknown,16,781.671730174237
CDH11,VCL,0.603,negative,unknown,18,564.031889391977
CDH11,APC,0.572,negative,unknown,18,564.031889391977
CDH11,CDH6,0.724,negative,unknown,18,564.031889391977
CDH11,RUNX2,0.446,negative,unknown,18,564.031889391977
CDH11,COL11A1,0.455,negative,unknown,18,564.031889391977
CDH11,GJA1,0.507,negative,unknown,18,564.031889391977
CDH11,DSP,0.516,negative,unknown,18,564.031889391977
CDH11,NCAM1,0.602,negative,unknown,18,564.031889391977
CDH11,CDH7,0.715,negative,unknown,18,564.031889391977
CDH6,APC,0.552,positive,unknown,8,23.9866561036268
CDH6,RUNX2,0.511,positive,unknown,8,23.9866561036268
CDH6,CDH11,0.724,positive,unknown,8,23.9866561036268
CDH6,CDH7,0.799,positive,unknown,8,23.9866561036268
CDH7,APC,0.555,positive,unknown,10,25.7530127368171
CDH7,CDH6,0.799,positive,unknown,10,25.7530127368171
CDH7,CDH11,0.715,positive,unknown,10,25.7530127368171
CDH7,ZIC2,0.418,positive,unknown,10,25.7530127368171
CDH7,FBN2,0.402,positive,unknown,10,25.7530127368171
CDON,GLI1,0.552,negative,known,16,1.02881192881193
CDON,BOC,0.942,negative,known,16,1.02881192881193
CDON,SHH,0.999,negative,known,16,1.02881192881193
CDON,GAS1,0.995,negative,known,16,1.02881192881193
CDON,PTCH1,0.998,negative,known,16,1.02881192881193
CDON,ZIC2,0.464,negative,known,16,1.02881192881193
CDON,GLI3,0.526,negative,known,16,1.02881192881193
CDON,GLI2,0.623,negative,known,16,1.02881192881193
CDV3,QKI,0.462,negative,unknown,2,0
CELSR1,SHROOM3,0.613,positive,unknown,4,367
CELSR1,PRICKLE1,0.788,positive,unknown,4,367
CELSR2,SORCS1,0.693,positive,unknown,12,1473.58890712046
CELSR2,EGF,0.512,positive,unknown,12,1473.58890712046
CELSR2,MRPS6,0.43,positive,unknown,12,1473.58890712046
CELSR2,TRIB1,0.479,positive,unknown,12,1473.58890712046
CELSR2,ABCA1,0.546,positive,unknown,12,1473.58890712046
CELSR2,PRICKLE1,0.621,positive,unknown,12,1473.58890712046
CEP57,FGF2,0.517,negative,unknown,4,8.74822922237317
CEP57,OPTN,0.507,negative,unknown,4,8.74822922237317
CLDN23,CLDN3,0.728,positive,unknown,2,0
CLDN3,CLDN23,0.728,negative,unknown,2,0
CNN3,VCL,0.644,negative,unknown,2,0
CNTN6,NTRK2,0.466,positive,unknown,6,321.91307033088
CNTN6,APLP2,0.491,positive,unknown,6,321.91307033088
CNTN6,PTPRG,0.934,positive,unknown,6,321.91307033088
COL11A1,SFRP1,0.539,negative,unknown,26,1316.9458170411
COL11A1,LAMC1,0.432,negative,unknown,26,1316.9458170411
COL11A1,CDH11,0.455,negative,unknown,26,1316.9458170411
COL11A1,COL14A1,0.73,negative,unknown,26,1316.9458170411
COL11A1,BMP1,0.578,negative,unknown,26,1316.9458170411
COL11A1,P3H2,0.596,negative,unknown,26,1316.9458170411
COL11A1,CRTAP,0.57,negative,unknown,26,1316.9458170411
COL11A1,COLGALT2,0.568,negative,unknown,26,1316.9458170411
COL11A1,PCDH9,0.413,negative,unknown,26,1316.9458170411
COL11A1,UNC5D,0.414,negative,unknown,26,1316.9458170411
COL11A1,HOPX,0.419,negative,unknown,26,1316.9458170411
COL11A1,FBN2,0.481,negative,unknown,26,1316.9458170411
COL11A1,COL25A1,0.505,negative,unknown,26,1316.9458170411
COL14A1,LAMC1,0.646,positive,unknown,18,735.308638447573
COL14A1,NID1,0.596,positive,unknown,18,735.308638447573
COL14A1,UBC,0.426,positive,unknown,18,735.308638447573
COL14A1,LOXL2,0.476,positive,unknown,18,735.308638447573
COL14A1,CRTAP,0.521,positive,unknown,18,735.308638447573
COL14A1,COLGALT2,0.549,positive,unknown,18,735.308638447573
COL14A1,COL25A1,0.554,positive,unknown,18,735.308638447573
COL14A1,P3H2,0.598,positive,unknown,18,735.308638447573
COL14A1,COL11A1,0.73,positive,unknown,18,735.308638447573
COL25A1,COL14A1,0.554,negative,unknown,10,2.88080065359477
COL25A1,P3H2,0.503,negative,unknown,10,2.88080065359477
COL25A1,CRTAP,0.503,negative,unknown,10,2.88080065359477
COL25A1,COLGALT2,0.629,negative,unknown,10,2.88080065359477
COL25A1,COL11A1,0.505,negative,unknown,10,2.88080065359477
COLGALT2,COL14A1,0.549,negative,unknown,6,0
COLGALT2,COL11A1,0.568,negative,unknown,6,0
COLGALT2,COL25A1,0.629,negative,unknown,6,0
COX17,ATP5F1E,0.6,negative,unknown,4,285.854036409421
COX17,LGALS3,0.474,negative,unknown,4,285.854036409421
CPAMD8,P3H2,0.4,positive,unknown,2,0
CREB3L2,XBP1,0.495,negative,unknown,6,283.726723137342
CREB3L2,SEC23A,0.553,negative,unknown,6,283.726723137342
CREB3L2,CREB5,0.922,negative,unknown,6,283.726723137342
CREB5,CREB3L2,0.922,negative,unknown,4,10.2304593554594
CREB5,RAB31,0.405,negative,unknown,4,10.2304593554594
CRTAP,COL14A1,0.521,negative,unknown,12,242.180623537828
CRTAP,BMP1,0.724,negative,unknown,12,242.180623537828
CRTAP,P3H2,0.517,negative,unknown,12,242.180623537828
CRTAP,FGFR3,0.412,negative,unknown,12,242.180623537828
CRTAP,COL25A1,0.503,negative,unknown,12,242.180623537828
CRTAP,COL11A1,0.57,negative,unknown,12,242.180623537828
CTNNBIP1,APC,0.951,negative,unknown,4,25.4018699536804
CTNNBIP1,FOXO3,0.435,negative,unknown,4,25.4018699536804
CUL4B,SMC5,0.554,negative,unknown,10,417.922495292795
CUL4B,AFF2,0.413,negative,unknown,10,417.922495292795
CUL4B,LIG3,0.464,negative,unknown,10,417.922495292795
CUL4B,UBC,0.611,negative,unknown,10,417.922495292795
CUL4B,DCAF7,0.984,negative,unknown,10,417.922495292795
CWC22,UPF3A,0.537,negative,unknown,2,0
CXCL14,SHH,0.454,negative,unknown,4,0
CXCL14,CXCR4,0.984,negative,unknown,4,0
CXCR4,GLI1,0.409,positive,unknown,56,3142.64168866988
CXCR4,GNG11,0.945,positive,unknown,56,3142.64168866988
CXCR4,LGALS3,0.416,positive,unknown,56,3142.64168866988
CXCR4,JAG1,0.498,positive,unknown,56,3142.64168866988
CXCR4,NOTCH2,0.42,positive,unknown,56,3142.64168866988
CXCR4,FGF2,0.795,positive,unknown,56,3142.64168866988
CXCR4,EGF,0.825,positive,unknown,56,3142.64168866988
CXCR4,ACKR3,0.996,positive,unknown,56,3142.64168866988
CXCR4,KIT,0.833,positive,unknown,56,3142.64168866988
CXCR4,ANXA5,0.541,positive,unknown,56,3142.64168866988
CXCR4,SHH,0.506,positive,unknown,56,3142.64168866988
CXCR4,S1PR1,0.719,positive,unknown,56,3142.64168866988
CXCR4,SOX2,0.645,positive,unknown,56,3142.64168866988
CXCR4,SOX1,0.417,positive,unknown,56,3142.64168866988
CXCR4,CXCL14,0.984,positive,unknown,56,3142.64168866988
CXCR4,RGS16,0.409,positive,unknown,56,3142.64168866988
CXCR4,NES,0.593,positive,unknown,56,3142.64168866988
CXCR4,RUNX2,0.491,positive,unknown,56,3142.64168866988
CXCR4,ANGPTL2,0.561,positive,unknown,56,3142.64168866988
CXCR4,LPAR1,0.414,positive,unknown,56,3142.64168866988
CXCR4,PODXL,0.433,positive,unknown,56,3142.64168866988
CXCR4,FOXO1,0.447,positive,unknown,56,3142.64168866988
CXCR4,PGF,0.434,positive,unknown,56,3142.64168866988
CXCR4,HERPUD1,0.45,positive,unknown,56,3142.64168866988
CXCR4,FOXA2,0.564,positive,unknown,56,3142.64168866988
CXCR4,TGFBR1,0.581,positive,unknown,56,3142.64168866988
CXCR4,NCAM1,0.602,positive,unknown,56,3142.64168866988
CXCR4,IGF1R,0.697,positive,unknown,56,3142.64168866988
CYYR1,SHISAL1,0.502,positive,unknown,2,0
DBF4,PTTG1,0.425,negative,unknown,8,199.19912467238
DBF4,FOXO1,0.513,negative,unknown,8,199.19912467238
DBF4,PLK2,0.541,negative,unknown,8,199.19912467238
DBF4,FOXG1,0.717,negative,unknown,8,199.19912467238
DBP,BHLHE41,0.552,negative,unknown,4,22.927817858993
DBP,TLE2,0.6,negative,unknown,4,22.927817858993
DCAF7,SOWAHC,0.473,positive,unknown,6,136.51531673333
DCAF7,CUL4B,0.984,positive,unknown,6,136.51531673333
DCAF7,PAX6,0.993,positive,unknown,6,136.51531673333
DCT,KIT,0.478,negative,unknown,2,0
DCX,FGF2,0.611,positive,unknown,24,416.853247634986
DCX,EGF,0.577,positive,unknown,24,416.853247634986
DCX,ASCL1,0.635,positive,unknown,24,416.853247634986
DCX,NTRK2,0.532,positive,unknown,24,416.853247634986
DCX,SHH,0.453,positive,unknown,24,416.853247634986
DCX,CAPN6,0.56,positive,unknown,24,416.853247634986
DCX,SOX2,0.686,positive,unknown,24,416.853247634986
DCX,SOX1,0.469,positive,unknown,24,416.853247634986
DCX,FOXG1,0.411,positive,unknown,24,416.853247634986
DCX,NES,0.876,positive,unknown,24,416.853247634986
DCX,NCAM1,0.675,positive,unknown,24,416.853247634986
DCX,PAX6,0.661,positive,unknown,24,416.853247634986
DDIT4,KLF9,0.409,negative,unknown,10,185.894815189531
DDIT4,FOXO3,0.416,negative,unknown,10,185.894815189531
DDIT4,FOXO1,0.423,negative,unknown,10,185.894815189531
DDIT4,GADD45A,0.428,negative,unknown,10,185.894815189531
DDIT4,RRAGD,0.653,negative,unknown,10,185.894815189531
DHCR7,SHH,0.551,negative,unknown,14,1295.59395441639
DHCR7,SEC23A,0.432,negative,unknown,14,1295.59395441639
DHCR7,INSIG1,0.709,negative,unknown,14,1295.59395441639
DHCR7,GLI2,0.474,negative,unknown,14,1295.59395441639
DHCR7,ABCA1,0.479,negative,unknown,14,1295.59395441639
DHCR7,IDI1,0.864,negative,unknown,14,1295.59395441639
DHCR7,FDFT1,0.938,negative,unknown,14,1295.59395441639
DHRS2,DHRS3,0.408,negative,unknown,8,1098
DHRS2,PALM2AKAP2,0.478,negative,unknown,8,1098
DHRS2,SHB,0.766,negative,unknown,8,1098
DHRS2,TTC3,0.874,negative,unknown,8,1098
DHRS3,DHRS2,0.408,positive,unknown,2,0
DIO3,TRH,0.83,negative,unknown,6,32.6687663643546
DIO3,BEGAIN,0.432,negative,unknown,6,32.6687663643546
DIO3,RTL1,0.791,negative,unknown,6,32.6687663643546
DIXDC1,VCL,0.515,positive,unknown,2,0
DKK3,SFRP1,0.775,positive,unknown,10,6.92533432507689
DKK3,NKD1,0.469,positive,unknown,10,6.92533432507689
DKK3,FRZB,0.657,positive,unknown,10,6.92533432507689
DKK3,SHH,0.403,positive,unknown,10,6.92533432507689
DKK3,WNT5B,0.466,positive,unknown,10,6.92533432507689
DLEU7,RNASEH2B,0.46,positive,unknown,2,0
DMD,VCL,0.94,negative,unknown,24,2784.71810567859
DMD,SSPN,0.998,negative,unknown,24,2784.71810567859
DMD,TMOD2,0.588,negative,unknown,24,2784.71810567859
DMD,LAMC1,0.687,negative,unknown,24,2784.71810567859
DMD,EGF,0.454,negative,unknown,24,2784.71810567859
DMD,ATP2B4,0.416,negative,unknown,24,2784.71810567859
DMD,TPM1,0.781,negative,unknown,24,2784.71810567859
DMD,TPM4,0.548,negative,unknown,24,2784.71810567859
DMD,ABCA1,0.567,negative,unknown,24,2784.71810567859
DMD,DSP,0.609,negative,unknown,24,2784.71810567859
DMD,EMD,0.768,negative,unknown,24,2784.71810567859
DMD,SGCE,0.981,negative,unknown,24,2784.71810567859
DOCK1,VCL,0.724,positive,unknown,14,681.701055744085
DOCK1,TIAM1,0.606,positive,unknown,14,681.701055744085
DOCK1,MERTK,0.644,positive,unknown,14,681.701055744085
DOCK1,RHOU,0.472,positive,unknown,14,681.701055744085
DOCK1,PREX1,0.551,positive,unknown,14,681.701055744085
DOCK1,SHB,0.522,positive,unknown,14,681.701055744085
DOCK1,GLI2,0.41,positive,unknown,14,681.701055744085
DPF2,SMARCC2,0.999,negative,unknown,2,0
DPYSL2,NTRK2,0.568,positive,unknown,6,82.1691927377972
