"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0002064","GO:0002064","epithelial cell development","16/375","233/20772",5.64155447520367e-06,0.00152247060997899,0.00126950789528237,"ENSG00000171456/ENSG00000080298/ENSG00000134352/ENSG00000188026/ENSG00000125378/ENSG00000170558/ENSG00000151422/ENSG00000026025/ENSG00000136451/ENSG00000082701/ENSG00000129116/ENSG00000134318/ENSG00000166225/ENSG00000087274/ENSG00000138443/ENSG00000117707",16
"GO:0098742","GO:0098742","cell-cell adhesion via plasma-membrane adhesion molecules","18/375","289/20772",5.8168770121459e-06,0.00152247060997899,0.00126950789528237,"ENSG00000150471/ENSG00000173482/ENSG00000129474/ENSG00000148204/ENSG00000130202/ENSG00000113361/ENSG00000170558/ENSG00000244486/ENSG00000105767/ENSG00000129116/ENSG00000153707/ENSG00000006210/ENSG00000165194/ENSG00000128594/ENSG00000158258/ENSG00000196576/ENSG00000099715/ENSG00000169760",18
"GO:0007411","GO:0007411","axon guidance","16/375","236/20772",6.63754958174655e-06,0.00153288350929041,0.00127819066249113,"ENSG00000173482/ENSG00000157851/ENSG00000004848/ENSG00000129116/ENSG00000125266/ENSG00000153266/ENSG00000187323/ENSG00000138696/ENSG00000075223/ENSG00000107485/ENSG00000094631/ENSG00000182197/ENSG00000196576/ENSG00000108947/ENSG00000135333/ENSG00000091129",16
"GO:0097485","GO:0097485","neuron projection guidance","16/375","236/20772",6.63754958174655e-06,0.00153288350929041,0.00127819066249113,"ENSG00000173482/ENSG00000157851/ENSG00000004848/ENSG00000129116/ENSG00000125266/ENSG00000153266/ENSG00000187323/ENSG00000138696/ENSG00000075223/ENSG00000107485/ENSG00000094631/ENSG00000182197/ENSG00000196576/ENSG00000108947/ENSG00000135333/ENSG00000091129",16
"GO:0003281","GO:0003281","ventricular septum development","9/375","77/20772",1.01203319564584e-05,0.00213729054335551,0.00178217379141369,"ENSG00000142871/ENSG00000125378/ENSG00000081479/ENSG00000166847/ENSG00000092148/ENSG00000069702/ENSG00000107485/ENSG00000166225/ENSG00000117707",9
"GO:0001822","GO:0001822","kidney development","19/375","331/20772",1.03434845450216e-05,0.00213729054335551,0.00178217379141369,"ENSG00000171456/ENSG00000109906/ENSG00000171016/ENSG00000150347/ENSG00000125378/ENSG00000171791/ENSG00000166949/ENSG00000166147/ENSG00000138792/ENSG00000125266/ENSG00000081479/ENSG00000113721/ENSG00000153936/ENSG00000107485/ENSG00000147257/ENSG00000182197/ENSG00000135333/ENSG00000018408/ENSG00000117707",19
"GO:1902903","GO:1902903","regulation of supramolecular fiber organization","22/375","426/20772",1.1218924407342e-05,0.00220227486116124,0.00183636078457019,"ENSG00000118523/ENSG00000101871/ENSG00000165410/ENSG00000151422/ENSG00000197694/ENSG00000166949/ENSG00000169057/ENSG00000106624/ENSG00000130779/ENSG00000180370/ENSG00000006210/ENSG00000155366/ENSG00000094631/ENSG00000134318/ENSG00000151491/ENSG00000166963/ENSG00000087274/ENSG00000139687/ENSG00000109171/ENSG00000138443/ENSG00000164741/ENSG00000117707",22
"GO:0007178","GO:0007178","transmembrane receptor protein serine/threonine kinase signaling pathway","22/375","432/20772",1.3936930477805e-05,0.00260554233599345,0.00217262424992348,"ENSG00000072415/ENSG00000148204/ENSG00000148516/ENSG00000142871/ENSG00000150593/ENSG00000137575/ENSG00000150457/ENSG00000125378/ENSG00000026025/ENSG00000166949/ENSG00000166147/ENSG00000081479/ENSG00000150938/ENSG00000138696/ENSG00000138829/ENSG00000069702/ENSG00000176973/ENSG00000147257/ENSG00000182197/ENSG00000168874/ENSG00000137801/ENSG00000018408",22
"GO:0072001","GO:0072001","renal system development","19/375","341/20772",1.57017536156947e-05,0.00280204930432807,0.00233648104042156,"ENSG00000171456/ENSG00000109906/ENSG00000171016/ENSG00000150347/ENSG00000125378/ENSG00000171791/ENSG00000166949/ENSG00000166147/ENSG00000138792/ENSG00000125266/ENSG00000081479/ENSG00000113721/ENSG00000153936/ENSG00000107485/ENSG00000147257/ENSG00000182197/ENSG00000135333/ENSG00000018408/ENSG00000117707",19
"GO:0072176","GO:0072176","nephric duct development","5/375","19/20772",1.76252896564148e-05,0.00300856031265584,0.00250867967191991,"ENSG00000125378/ENSG00000125266/ENSG00000107485/ENSG00000147257/ENSG00000135333",5
"GO:0048813","GO:0048813","dendrite morphogenesis","12/375","150/20772",1.8553859804621e-05,0.00303510223303925,0.00253081157861277,"ENSG00000171533/ENSG00000157851/ENSG00000163110/ENSG00000082701/ENSG00000153707/ENSG00000094631/ENSG00000162374/ENSG00000073921/ENSG00000135905/ENSG00000138443/ENSG00000146242/ENSG00000169760",12
"GO:0061351","GO:0061351","neural precursor cell proliferation","12/375","153/20772",2.26251421468018e-05,0.00336667824072884,0.00280729531293849,"ENSG00000170558/ENSG00000004848/ENSG00000150764/ENSG00000081479/ENSG00000007866/ENSG00000006210/ENSG00000066629/ENSG00000166225/ENSG00000196576/ENSG00000132688/ENSG00000134532/ENSG00000117707",12
"GO:0031346","GO:0031346","positive regulation of cell projection organization","20/375","382/20772",2.31228836799352e-05,0.00336667824072884,0.00280729531293849,"ENSG00000171533/ENSG00000075618/ENSG00000138760/ENSG00000082701/ENSG00000150764/ENSG00000203879/ENSG00000111859/ENSG00000153707/ENSG00000006210/ENSG00000103260/ENSG00000094631/ENSG00000162374/ENSG00000151491/ENSG00000115694/ENSG00000150625/ENSG00000196576/ENSG00000117385/ENSG00000138443/ENSG00000169760/ENSG00000161202",20
"GO:0001502","GO:0001502","cartilage condensation","5/375","20/20772",2.31534163269686e-05,0.00336667824072884,0.00280729531293849,"ENSG00000139219/ENSG00000110693/ENSG00000118523/ENSG00000138696/ENSG00000134532",5
"GO:0001764","GO:0001764","neuron migration","13/375","183/20772",2.97500826513293e-05,0.00393772823289934,0.00328346376499905,"ENSG00000150471/ENSG00000167552/ENSG00000004848/ENSG00000167601/ENSG00000152377/ENSG00000153266/ENSG00000187323/ENSG00000006210/ENSG00000107485/ENSG00000185551/ENSG00000150625/ENSG00000196576/ENSG00000091129",13
"GO:0032332","GO:0032332","positive regulation of chondrocyte differentiation","5/375","21/20772",2.99403692591694e-05,0.00393772823289934,0.00328346376499905,"ENSG00000110693/ENSG00000109906/ENSG00000166949/ENSG00000138696/ENSG00000134532",5
"GO:0007163","GO:0007163","establishment or maintenance of cell polarity","15/375","238/20772",3.03055093315379e-05,0.00393772823289934,0.00328346376499905,"ENSG00000197702/ENSG00000114019/ENSG00000072415/ENSG00000148204/ENSG00000075618/ENSG00000112186/ENSG00000160360/ENSG00000082701/ENSG00000100345/ENSG00000072422/ENSG00000107485/ENSG00000176973/ENSG00000134318/ENSG00000115694/ENSG00000107099",15
"GO:0010810","GO:0010810","regulation of cell-substrate adhesion","15/375","239/20772",3.1813385202833e-05,0.00393772823289934,0.00328346376499905,"ENSG00000142871/ENSG00000152377/ENSG00000171791/ENSG00000166949/ENSG00000082701/ENSG00000132669/ENSG00000111859/ENSG00000006210/ENSG00000134318/ENSG00000137076/ENSG00000108861/ENSG00000160963/ENSG00000137801/ENSG00000164741/ENSG00000091986",15
"GO:0003007","GO:0003007","heart morphogenesis","16/375","268/20772",3.20955943588332e-05,0.00393772823289934,0.00328346376499905,"ENSG00000197702/ENSG00000139219/ENSG00000171456/ENSG00000142871/ENSG00000163093/ENSG00000150593/ENSG00000125378/ENSG00000166949/ENSG00000148677/ENSG00000081479/ENSG00000069702/ENSG00000075223/ENSG00000107485/ENSG00000182197/ENSG00000164741/ENSG00000117707",16
"GO:0071559","GO:0071559","response to transforming growth factor beta","17/375","300/20772",3.54461042001844e-05,0.00421701227545225,0.0035163439892368,"ENSG00000072415/ENSG00000110693/ENSG00000148516/ENSG00000137575/ENSG00000150457/ENSG00000140836/ENSG00000166949/ENSG00000166147/ENSG00000148677/ENSG00000180370/ENSG00000138829/ENSG00000069702/ENSG00000176973/ENSG00000134318/ENSG00000115226/ENSG00000137801/ENSG00000134532",17
"GO:0007160","GO:0007160","cell-matrix adhesion","16/375","274/20772",4.19054101276707e-05,0.00483884235768339,0.00403485527854663,"ENSG00000129474/ENSG00000118523/ENSG00000171791/ENSG00000166949/ENSG00000127990/ENSG00000137103/ENSG00000082701/ENSG00000132669/ENSG00000169231/ENSG00000006210/ENSG00000134318/ENSG00000137076/ENSG00000108861/ENSG00000083457/ENSG00000137801/ENSG00000164741",16
"GO:0002062","GO:0002062","chondrocyte differentiation","10/375","116/20772",4.8735745128104e-05,0.00534432965169833,0.00445635445660021,"ENSG00000139219/ENSG00000110693/ENSG00000118523/ENSG00000109906/ENSG00000125378/ENSG00000166949/ENSG00000138696/ENSG00000182197/ENSG00000139687/ENSG00000134532",10
"GO:0050680","GO:0050680","negative regulation of epithelial cell proliferation","13/375","192/20772",4.90294859160511e-05,0.00534432965169833,0.00445635445660021,"ENSG00000173482/ENSG00000148516/ENSG00000071246/ENSG00000125378/ENSG00000125266/ENSG00000069702/ENSG00000107485/ENSG00000113140/ENSG00000185551/ENSG00000147257/ENSG00000139687/ENSG00000168874/ENSG00000137801",13
"GO:0071772","GO:0071772","response to BMP","13/375","193/20772",5.17281015701825e-05,0.00534432965169833,0.00445635445660021,"ENSG00000139219/ENSG00000148204/ENSG00000142871/ENSG00000150593/ENSG00000125378/ENSG00000166147/ENSG00000081479/ENSG00000150938/ENSG00000138696/ENSG00000069702/ENSG00000107485/ENSG00000147257/ENSG00000182197",13
"GO:0071773","GO:0071773","cellular response to BMP stimulus","13/375","193/20772",5.17281015701825e-05,0.00534432965169833,0.00445635445660021,"ENSG00000139219/ENSG00000148204/ENSG00000142871/ENSG00000150593/ENSG00000125378/ENSG00000166147/ENSG00000081479/ENSG00000150938/ENSG00000138696/ENSG00000069702/ENSG00000107485/ENSG00000147257/ENSG00000182197",13
"GO:0032886","GO:0032886","regulation of microtubule-based process","16/375","281/20772",5.66199130382129e-05,0.00569973791251343,0.00475271064909156,"ENSG00000171533/ENSG00000101871/ENSG00000185340/ENSG00000082701/ENSG00000150764/ENSG00000169057/ENSG00000130779/ENSG00000107186/ENSG00000182628/ENSG00000094631/ENSG00000134318/ENSG00000114166/ENSG00000166963/ENSG00000109171/ENSG00000115561/ENSG00000152503",16
"GO:0050678","GO:0050678","regulation of epithelial cell proliferation","21/375","442/20772",5.97677518165627e-05,0.00572736366699114,0.00477574630783774,"ENSG00000173482/ENSG00000148516/ENSG00000071246/ENSG00000146648/ENSG00000125378/ENSG00000004848/ENSG00000166949/ENSG00000125266/ENSG00000069702/ENSG00000111728/ENSG00000107485/ENSG00000094631/ENSG00000113140/ENSG00000185551/ENSG00000147257/ENSG00000166225/ENSG00000139687/ENSG00000168874/ENSG00000124181/ENSG00000137801/ENSG00000117707",21
"GO:0098743","GO:0098743","cell aggregation","5/375","24/20772",5.98119995788682e-05,0.00572736366699114,0.00477574630783774,"ENSG00000139219/ENSG00000110693/ENSG00000118523/ENSG00000138696/ENSG00000134532",5
"GO:0061035","GO:0061035","regulation of cartilage development","8/375","76/20772",6.77358540917965e-05,0.00633168959915221,0.00527966181016258,"ENSG00000110693/ENSG00000118523/ENSG00000109906/ENSG00000142871/ENSG00000125378/ENSG00000166949/ENSG00000138696/ENSG00000134532",8
"GO:0032330","GO:0032330","regulation of chondrocyte differentiation","7/375","57/20772",7.18718110222653e-05,0.00652023492617104,0.00543687980813254,"ENSG00000110693/ENSG00000118523/ENSG00000109906/ENSG00000125378/ENSG00000166949/ENSG00000138696/ENSG00000134532",7
"GO:0051146","GO:0051146","striated muscle cell differentiation","17/375","318/20772",7.30744617298843e-05,0.00652023492617104,0.00543687980813254,"ENSG00000110693/ENSG00000162909/ENSG00000125378/ENSG00000165410/ENSG00000023902/ENSG00000170558/ENSG00000163110/ENSG00000171791/ENSG00000148677/ENSG00000125266/ENSG00000100345/ENSG00000113721/ENSG00000108946/ENSG00000166225/ENSG00000139687/ENSG00000154721/ENSG00000117707",17
"GO:0050767","GO:0050767","regulation of neurogenesis","20/375","416/20772",7.60186776437054e-05,0.00663220729842639,0.00553024766016196,"ENSG00000171533/ENSG00000134352/ENSG00000157851/ENSG00000150764/ENSG00000169057/ENSG00000203879/ENSG00000153266/ENSG00000081479/ENSG00000187323/ENSG00000153707/ENSG00000075223/ENSG00000006210/ENSG00000103260/ENSG00000094631/ENSG00000115694/ENSG00000139687/ENSG00000196576/ENSG00000108947/ENSG00000135333/ENSG00000117707",20
"GO:0001654","GO:0001654","eye development","20/375","419/20772",8.38417070523154e-05,0.00715570743233457,0.00596676679479865,"ENSG00000173482/ENSG00000148204/ENSG00000148516/ENSG00000146648/ENSG00000125378/ENSG00000026025/ENSG00000171791/ENSG00000166949/ENSG00000166147/ENSG00000113721/ENSG00000138696/ENSG00000138829/ENSG00000107485/ENSG00000150625/ENSG00000166225/ENSG00000138443/ENSG00000205084/ENSG00000132688/ENSG00000204262/ENSG00000117707",20
"GO:0070307","GO:0070307","lens fiber cell development","4/375","14/20772",9.0666849046096e-05,0.00744690231765206,0.00620957884223876,"ENSG00000026025/ENSG00000166225/ENSG00000138443/ENSG00000117707",4
"GO:0010977","GO:0010977","negative regulation of neuron projection development","11/375","150/20772",9.10472010308963e-05,0.00744690231765206,0.00620957884223876,"ENSG00000152377/ENSG00000026025/ENSG00000185924/ENSG00000125266/ENSG00000203879/ENSG00000187323/ENSG00000075223/ENSG00000094631/ENSG00000108947/ENSG00000135333/ENSG00000169760",11
"GO:0060070","GO:0060070","canonical Wnt signaling pathway","17/375","325/20772",9.52983603447019e-05,0.00748925387963708,0.00624489357473023,"ENSG00000205269/ENSG00000171016/ENSG00000150457/ENSG00000146648/ENSG00000170558/ENSG00000159461/ENSG00000166949/ENSG00000082701/ENSG00000150764/ENSG00000058091/ENSG00000116729/ENSG00000107485/ENSG00000147257/ENSG00000182197/ENSG00000146242/ENSG00000018408/ENSG00000161202",17
"GO:0150063","GO:0150063","visual system development","20/375","423/20772",9.53802073310887e-05,0.00748925387963708,0.00624489357473023,"ENSG00000173482/ENSG00000148204/ENSG00000148516/ENSG00000146648/ENSG00000125378/ENSG00000026025/ENSG00000171791/ENSG00000166949/ENSG00000166147/ENSG00000113721/ENSG00000138696/ENSG00000138829/ENSG00000107485/ENSG00000150625/ENSG00000166225/ENSG00000138443/ENSG00000205084/ENSG00000132688/ENSG00000204262/ENSG00000117707",20
"GO:0045601","GO:0045601","regulation of endothelial cell differentiation","7/375","60/20772",0.00010023410084411,0.00758778123924513,0.00632705034025588,"ENSG00000148516/ENSG00000125378/ENSG00000136451/ENSG00000065970/ENSG00000134318/ENSG00000087274/ENSG00000168874",7
"GO:1902905","GO:1902905","positive regulation of supramolecular fiber organization","13/375","206/20772",0.000100500413764836,0.00758778123924513,0.00632705034025588,"ENSG00000118523/ENSG00000165410/ENSG00000151422/ENSG00000166949/ENSG00000169057/ENSG00000130779/ENSG00000006210/ENSG00000155366/ENSG00000134318/ENSG00000139687/ENSG00000109171/ENSG00000138443/ENSG00000117707",13
"GO:0007389","GO:0007389","pattern specification process","22/375","495/20772",0.00010621738454332,0.00786810286258627,0.00656079574835598,"ENSG00000148204/ENSG00000148516/ENSG00000080298/ENSG00000109906/ENSG00000163093/ENSG00000168283/ENSG00000101871/ENSG00000111783/ENSG00000125378/ENSG00000143147/ENSG00000166949/ENSG00000153266/ENSG00000081479/ENSG00000116729/ENSG00000138696/ENSG00000138036/ENSG00000075223/ENSG00000185551/ENSG00000147257/ENSG00000182197/ENSG00000166225/ENSG00000138771",22
"GO:0048568","GO:0048568","embryonic organ development","22/375","497/20772",0.000112541199861918,0.00818216204922018,0.0068226731300305,"ENSG00000139219/ENSG00000148204/ENSG00000148516/ENSG00000142871/ENSG00000163093/ENSG00000071246/ENSG00000168283/ENSG00000187079/ENSG00000184557/ENSG00000146648/ENSG00000125378/ENSG00000166949/ENSG00000166147/ENSG00000007866/ENSG00000092148/ENSG00000138829/ENSG00000107485/ENSG00000185551/ENSG00000112320/ENSG00000166225/ENSG00000132688/ENSG00000117707",22
"GO:0072073","GO:0072073","kidney epithelium development","11/375","154/20772",0.000115224401278024,0.00822492726213678,0.00685833278420393,"ENSG00000171456/ENSG00000125378/ENSG00000171791/ENSG00000166949/ENSG00000125266/ENSG00000153936/ENSG00000107485/ENSG00000147257/ENSG00000182197/ENSG00000135333/ENSG00000018408",11
"GO:0003231","GO:0003231","cardiac ventricle development","10/375","129/20772",0.000119472176555031,0.00837585294919734,0.00698418174973959,"ENSG00000142871/ENSG00000125378/ENSG00000081479/ENSG00000166847/ENSG00000092148/ENSG00000069702/ENSG00000075223/ENSG00000107485/ENSG00000166225/ENSG00000117707",10
"GO:0007265","GO:0007265","Ras protein signal transduction","18/375","367/20772",0.000134693955864708,0.00911738742629041,0.00760250821668315,"ENSG00000039523/ENSG00000119522/ENSG00000105443/ENSG00000137575/ENSG00000105767/ENSG00000137962/ENSG00000203879/ENSG00000072422/ENSG00000113721/ENSG00000143622/ENSG00000064547/ENSG00000196914/ENSG00000134318/ENSG00000151491/ENSG00000104695/ENSG00000139687/ENSG00000138443/ENSG00000164741",18
"GO:0043010","GO:0043010","camera-type eye development","18/375","367/20772",0.000134693955864708,0.00911738742629041,0.00760250821668315,"ENSG00000173482/ENSG00000148204/ENSG00000148516/ENSG00000146648/ENSG00000125378/ENSG00000026025/ENSG00000166949/ENSG00000166147/ENSG00000113721/ENSG00000138696/ENSG00000138829/ENSG00000107485/ENSG00000150625/ENSG00000166225/ENSG00000138443/ENSG00000205084/ENSG00000132688/ENSG00000117707",18
"GO:0042692","GO:0042692","muscle cell differentiation","20/375","435/20772",0.000138884782993935,0.00924172301752863,0.00770618510456982,"ENSG00000110693/ENSG00000148516/ENSG00000162909/ENSG00000150593/ENSG00000125378/ENSG00000165410/ENSG00000023902/ENSG00000170558/ENSG00000163110/ENSG00000171791/ENSG00000148677/ENSG00000169057/ENSG00000125266/ENSG00000100345/ENSG00000113721/ENSG00000108946/ENSG00000166225/ENSG00000139687/ENSG00000154721/ENSG00000117707",20
"GO:0048880","GO:0048880","sensory system development","20/375","436/20772",0.000143198431859126,0.00936995072464879,0.00781310742248913,"ENSG00000173482/ENSG00000148204/ENSG00000148516/ENSG00000146648/ENSG00000125378/ENSG00000026025/ENSG00000171791/ENSG00000166949/ENSG00000166147/ENSG00000113721/ENSG00000138696/ENSG00000138829/ENSG00000107485/ENSG00000150625/ENSG00000166225/ENSG00000138443/ENSG00000205084/ENSG00000132688/ENSG00000204262/ENSG00000117707",20
"GO:1901888","GO:1901888","regulation of cell junction assembly","14/375","244/20772",0.000150728150127682,0.00970096258034881,0.00808912074024313,"ENSG00000163110/ENSG00000166949/ENSG00000153707/ENSG00000158258/ENSG00000134318/ENSG00000137076/ENSG00000108947/ENSG00000108861/ENSG00000140557/ENSG00000135333/ENSG00000137801/ENSG00000146242/ENSG00000169760/ENSG00000164741",14
"GO:0051216","GO:0051216","cartilage development","13/375","215/20772",0.000154070033775629,0.00974340873480869,0.00812451434840739,"ENSG00000139219/ENSG00000110693/ENSG00000148516/ENSG00000118523/ENSG00000109906/ENSG00000142871/ENSG00000125378/ENSG00000166949/ENSG00000138696/ENSG00000169231/ENSG00000182197/ENSG00000139687/ENSG00000134532",13
"GO:0032956","GO:0032956","regulation of actin cytoskeleton organization","18/375","372/20772",0.000159292709416419,0.00974340873480869,0.00812451434840739,"ENSG00000118523/ENSG00000075618/ENSG00000165410/ENSG00000151422/ENSG00000197694/ENSG00000166949/ENSG00000150764/ENSG00000111859/ENSG00000113721/ENSG00000180370/ENSG00000006210/ENSG00000155366/ENSG00000134318/ENSG00000151491/ENSG00000087274/ENSG00000138443/ENSG00000164741/ENSG00000117707",18
"GO:0090287","GO:0090287","regulation of cellular response to growth factor stimulus","18/375","372/20772",0.000159292709416419,0.00974340873480869,0.00812451434840739,"ENSG00000072415/ENSG00000148204/ENSG00000148516/ENSG00000142871/ENSG00000137575/ENSG00000150457/ENSG00000125378/ENSG00000166949/ENSG00000166147/ENSG00000105767/ENSG00000081479/ENSG00000150938/ENSG00000138829/ENSG00000069702/ENSG00000107485/ENSG00000176973/ENSG00000147257/ENSG00000137801",18
"GO:0031032","GO:0031032","actomyosin structure organization","13/375","216/20772",0.000161314714152462,0.00974340873480869,0.00812451434840739,"ENSG00000118523/ENSG00000165410/ENSG00000166949/ENSG00000148677/ENSG00000100345/ENSG00000113721/ENSG00000180370/ENSG00000155366/ENSG00000134318/ENSG00000108946/ENSG00000079819/ENSG00000164741/ENSG00000117707",13
"GO:0051962","GO:0051962","positive regulation of nervous system development","16/375","312/20772",0.000190624598219986,0.0111602877526712,0.00930597498748089,"ENSG00000171533/ENSG00000134352/ENSG00000150764/ENSG00000169057/ENSG00000203879/ENSG00000081479/ENSG00000153707/ENSG00000006210/ENSG00000103260/ENSG00000094631/ENSG00000158258/ENSG00000115694/ENSG00000196576/ENSG00000140557/ENSG00000146242/ENSG00000169760",16
"GO:1901879","GO:1901879","regulation of protein depolymerization","8/375","88/20772",0.00019141902951074,0.0111602877526712,0.00930597498748089,"ENSG00000101871/ENSG00000165410/ENSG00000197694/ENSG00000094631/ENSG00000151491/ENSG00000166963/ENSG00000087274/ENSG00000132688",8
"GO:0051495","GO:0051495","positive regulation of cytoskeleton organization","13/375","220/20772",0.000193300959547031,0.0111602877526712,0.00930597498748089,"ENSG00000118523/ENSG00000165410/ENSG00000151422/ENSG00000166949/ENSG00000169057/ENSG00000130779/ENSG00000006210/ENSG00000155366/ENSG00000134318/ENSG00000109171/ENSG00000138443/ENSG00000132688/ENSG00000117707",13
