"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0001822","GO:0001822","kidney development","22/403","331/20772",6.01196125787732e-07,0.000211120039505792,0.000180727993252154,"ENSG00000101384/ENSG00000188064/ENSG00000187210/ENSG00000106571/ENSG00000008196/ENSG00000066468/ENSG00000134245/ENSG00000120156/ENSG00000137203/ENSG00000164056/ENSG00000125398/ENSG00000074181/ENSG00000115596/ENSG00000162738/ENSG00000115884/ENSG00000077943/ENSG00000075711/ENSG00000105696/ENSG00000163909/ENSG00000126778/ENSG00000091879/ENSG00000169174",22
"GO:0021543","GO:0021543","pallium development","17/403","213/20772",9.72928842535685e-07,0.000315378626341952,0.000269977906345732,"ENSG00000170370/ENSG00000007372/ENSG00000106571/ENSG00000184486/ENSG00000154342/ENSG00000064309/ENSG00000162992/ENSG00000137285/ENSG00000152977/ENSG00000184845/ENSG00000112333/ENSG00000117394/ENSG00000137267/ENSG00000138772/ENSG00000118193/ENSG00000171450/ENSG00000138795",17
"GO:0048880","GO:0048880","sensory system development","25/403","436/20772",1.58489108790121e-06,0.000451371431217767,0.000386393698894234,"ENSG00000101384/ENSG00000188064/ENSG00000182968/ENSG00000007372/ENSG00000118733/ENSG00000106571/ENSG00000167081/ENSG00000008196/ENSG00000075213/ENSG00000123307/ENSG00000134245/ENSG00000064309/ENSG00000138061/ENSG00000137203/ENSG00000162992/ENSG00000164056/ENSG00000125398/ENSG00000070961/ENSG00000112333/ENSG00000140873/ENSG00000115596/ENSG00000091664/ENSG00000075711/ENSG00000184254/ENSG00000049449",25
"GO:0007405","GO:0007405","neuroblast proliferation","10/403","74/20772",1.60668520841635e-06,0.000451371431217767,0.000386393698894234,"ENSG00000007866/ENSG00000007372/ENSG00000106571/ENSG00000066468/ENSG00000154342/ENSG00000123307/ENSG00000064309/ENSG00000104290/ENSG00000112333/ENSG00000138795",10
"GO:0072073","GO:0072073","kidney epithelium development","14/403","154/20772",1.91906674174789e-06,0.000483233070614359,0.000413668656607152,"ENSG00000101384/ENSG00000188064/ENSG00000106571/ENSG00000008196/ENSG00000066468/ENSG00000134245/ENSG00000164056/ENSG00000125398/ENSG00000115596/ENSG00000115884/ENSG00000075711/ENSG00000105696/ENSG00000163909/ENSG00000126778",14
"GO:0009952","GO:0009952","anterior/posterior pattern specification","17/403","224/20772",1.94944523029049e-06,0.000483233070614359,0.000413668656607152,"ENSG00000170370/ENSG00000007372/ENSG00000198435/ENSG00000106571/ENSG00000167081/ENSG00000115507/ENSG00000154342/ENSG00000163132/ENSG00000134245/ENSG00000064309/ENSG00000162992/ENSG00000188290/ENSG00000120149/ENSG00000106003/ENSG00000163909/ENSG00000138795/ENSG00000005102",17
"GO:0001654","GO:0001654","eye development","24/403","419/20772",2.61438624741797e-06,0.000612056869256629,0.000523947466076104,"ENSG00000101384/ENSG00000188064/ENSG00000182968/ENSG00000007372/ENSG00000118733/ENSG00000106571/ENSG00000167081/ENSG00000008196/ENSG00000123307/ENSG00000134245/ENSG00000064309/ENSG00000138061/ENSG00000137203/ENSG00000162992/ENSG00000164056/ENSG00000125398/ENSG00000070961/ENSG00000112333/ENSG00000140873/ENSG00000115596/ENSG00000091664/ENSG00000075711/ENSG00000184254/ENSG00000049449",24
"GO:0150063","GO:0150063","visual system development","24/403","423/20772",3.07887251826132e-06,0.000652240532795421,0.000558346440658934,"ENSG00000101384/ENSG00000188064/ENSG00000182968/ENSG00000007372/ENSG00000118733/ENSG00000106571/ENSG00000167081/ENSG00000008196/ENSG00000123307/ENSG00000134245/ENSG00000064309/ENSG00000138061/ENSG00000137203/ENSG00000162992/ENSG00000164056/ENSG00000125398/ENSG00000070961/ENSG00000112333/ENSG00000140873/ENSG00000115596/ENSG00000091664/ENSG00000075711/ENSG00000184254/ENSG00000049449",24
"GO:0021766","GO:0021766","hippocampus development","11/403","98/20772",3.15992117618376e-06,0.000652240532795421,0.000558346440658934,"ENSG00000170370/ENSG00000106571/ENSG00000154342/ENSG00000162992/ENSG00000152977/ENSG00000184845/ENSG00000112333/ENSG00000138772/ENSG00000118193/ENSG00000171450/ENSG00000138795",11
"GO:0072006","GO:0072006","nephron development","14/403","161/20772",3.25036810363167e-06,0.000652240532795421,0.000558346440658934,"ENSG00000101384/ENSG00000188064/ENSG00000106571/ENSG00000008196/ENSG00000134245/ENSG00000120156/ENSG00000125398/ENSG00000074181/ENSG00000115596/ENSG00000075711/ENSG00000105696/ENSG00000163909/ENSG00000126778/ENSG00000091879",14
"GO:0021846","GO:0021846","cell proliferation in forebrain","6/403","23/20772",3.92147365721608e-06,0.000694814643188319,0.000594791742364141,"ENSG00000170370/ENSG00000106571/ENSG00000184486/ENSG00000066468/ENSG00000154342/ENSG00000118193",6
"GO:0007411","GO:0007411","axon guidance","17/403","236/20772",3.95717879366864e-06,0.000694814643188319,0.000594791742364141,"ENSG00000144857/ENSG00000172020/ENSG00000007372/ENSG00000106571/ENSG00000154342/ENSG00000075213/ENSG00000108231/ENSG00000104290/ENSG00000118263/ENSG00000138623/ENSG00000137285/ENSG00000154134/ENSG00000074181/ENSG00000067141/ENSG00000184144/ENSG00000143355/ENSG00000168280",17
"GO:0097485","GO:0097485","neuron projection guidance","17/403","236/20772",3.95717879366864e-06,0.000694814643188319,0.000594791742364141,"ENSG00000144857/ENSG00000172020/ENSG00000007372/ENSG00000106571/ENSG00000154342/ENSG00000075213/ENSG00000108231/ENSG00000104290/ENSG00000118263/ENSG00000138623/ENSG00000137285/ENSG00000154134/ENSG00000074181/ENSG00000067141/ENSG00000184144/ENSG00000143355/ENSG00000168280",17
"GO:0072080","GO:0072080","nephron tubule development","11/403","104/20772",5.6697681161813e-06,0.000947823002048062,0.000811377970179279,"ENSG00000101384/ENSG00000188064/ENSG00000106571/ENSG00000008196/ENSG00000134245/ENSG00000125398/ENSG00000115596/ENSG00000075711/ENSG00000105696/ENSG00000163909/ENSG00000126778",11
"GO:0090596","GO:0090596","sensory organ morphogenesis","19/403","296/20772",5.84798245212378e-06,0.000947823002048062,0.000811377970179279,"ENSG00000101384/ENSG00000182968/ENSG00000007372/ENSG00000118733/ENSG00000106571/ENSG00000115507/ENSG00000008196/ENSG00000066468/ENSG00000154342/ENSG00000163132/ENSG00000134245/ENSG00000064309/ENSG00000104290/ENSG00000137203/ENSG00000152977/ENSG00000125398/ENSG00000077943/ENSG00000126778/ENSG00000184254",19
"GO:0061326","GO:0061326","renal tubule development","11/403","108/20772",8.18307685810455e-06,0.00127716614370565,0.00109331011277678,"ENSG00000101384/ENSG00000188064/ENSG00000106571/ENSG00000008196/ENSG00000134245/ENSG00000125398/ENSG00000115596/ENSG00000075711/ENSG00000105696/ENSG00000163909/ENSG00000126778",11
"GO:0021872","GO:0021872","forebrain generation of neurons","8/403","54/20772",8.92822262470258e-06,0.00134369750501774,0.00115026386973142,"ENSG00000182968/ENSG00000007372/ENSG00000106571/ENSG00000066468/ENSG00000154342/ENSG00000173376/ENSG00000112333/ENSG00000138795",8
"GO:0016055","GO:0016055","Wnt signaling pathway","25/403","485/20772",1.02338575366346e-05,0.00148708536756476,0.001273010155283,"ENSG00000076716/ENSG00000188064/ENSG00000198435/ENSG00000106571/ENSG00000111432/ENSG00000066468/ENSG00000154342/ENSG00000075290/ENSG00000115457/ENSG00000134245/ENSG00000100592/ENSG00000169862/ENSG00000138798/ENSG00000104290/ENSG00000125398/ENSG00000060237/ENSG00000087095/ENSG00000141753/ENSG00000115596/ENSG00000162738/ENSG00000115884/ENSG00000118503/ENSG00000138795/ENSG00000106829/ENSG00000100281",25
"GO:0198738","GO:0198738","cell-cell signaling by wnt","25/403","487/20772",1.09761429374437e-05,0.00152719979963105,0.00130734986469553,"ENSG00000076716/ENSG00000188064/ENSG00000198435/ENSG00000106571/ENSG00000111432/ENSG00000066468/ENSG00000154342/ENSG00000075290/ENSG00000115457/ENSG00000134245/ENSG00000100592/ENSG00000169862/ENSG00000138798/ENSG00000104290/ENSG00000125398/ENSG00000060237/ENSG00000087095/ENSG00000141753/ENSG00000115596/ENSG00000162738/ENSG00000115884/ENSG00000118503/ENSG00000138795/ENSG00000106829/ENSG00000100281",25
"GO:0043010","GO:0043010","camera-type eye development","21/403","367/20772",1.12347398643955e-05,0.00152719979963105,0.00130734986469553,"ENSG00000101384/ENSG00000188064/ENSG00000182968/ENSG00000007372/ENSG00000106571/ENSG00000008196/ENSG00000123307/ENSG00000134245/ENSG00000064309/ENSG00000138061/ENSG00000137203/ENSG00000162992/ENSG00000164056/ENSG00000125398/ENSG00000070961/ENSG00000112333/ENSG00000115596/ENSG00000091664/ENSG00000075711/ENSG00000184254/ENSG00000049449",21
"GO:0045665","GO:0045665","negative regulation of neuron differentiation","9/403","75/20772",1.44428251420596e-05,0.00190193953589497,0.00162814347900784,"ENSG00000101384/ENSG00000007372/ENSG00000106571/ENSG00000250366/ENSG00000154342/ENSG00000125398/ENSG00000112333/ENSG00000074181/ENSG00000184144",9
"GO:0048568","GO:0048568","embryonic organ development","25/403","497/20772",1.54756188767442e-05,0.00197618963474545,0.00169170481309736,"ENSG00000007866/ENSG00000188064/ENSG00000007372/ENSG00000165891/ENSG00000106571/ENSG00000167081/ENSG00000115507/ENSG00000066468/ENSG00000154342/ENSG00000185650/ENSG00000163132/ENSG00000112175/ENSG00000104290/ENSG00000137203/ENSG00000162992/ENSG00000137285/ENSG00000152977/ENSG00000125398/ENSG00000162738/ENSG00000077943/ENSG00000075711/ENSG00000138795/ENSG00000120254/ENSG00000126778/ENSG00000184254",25
"GO:0048663","GO:0048663","neuron fate commitment","9/403","76/20772",1.61058600721954e-05,0.00199617924541857,0.00170881679465677,"ENSG00000182968/ENSG00000007372/ENSG00000106571/ENSG00000184486/ENSG00000064218/ENSG00000125398/ENSG00000074181/ENSG00000126778/ENSG00000198795",9
"GO:0043583","GO:0043583","ear development","16/403","240/20772",1.99726541500313e-05,0.00240470755966377,0.00205853491044082,"ENSG00000162889/ENSG00000101384/ENSG00000106571/ENSG00000115507/ENSG00000066468/ENSG00000154342/ENSG00000163132/ENSG00000112175/ENSG00000104290/ENSG00000137203/ENSG00000162992/ENSG00000152977/ENSG00000125398/ENSG00000077943/ENSG00000126778/ENSG00000184254",16
"GO:2000027","GO:2000027","regulation of animal organ morphogenesis","12/403","142/20772",2.17546443419457e-05,0.00248639591032418,0.00212846371360651,"ENSG00000076716/ENSG00000189120/ENSG00000154342/ENSG00000163132/ENSG00000134245/ENSG00000100592/ENSG00000064218/ENSG00000104290/ENSG00000164056/ENSG00000125398/ENSG00000162738/ENSG00000126778",12
"GO:0060070","GO:0060070","canonical Wnt signaling pathway","19/403","325/20772",2.18311933274785e-05,0.00248639591032418,0.00212846371360651,"ENSG00000188064/ENSG00000198435/ENSG00000106571/ENSG00000111432/ENSG00000066468/ENSG00000154342/ENSG00000075290/ENSG00000115457/ENSG00000134245/ENSG00000169862/ENSG00000138798/ENSG00000104290/ENSG00000125398/ENSG00000060237/ENSG00000141753/ENSG00000115596/ENSG00000115884/ENSG00000138795/ENSG00000106829",19
"GO:0016331","GO:0016331","morphogenesis of embryonic epithelium","13/403","167/20772",2.39645194867238e-05,0.00265753908202774,0.00227496975847653,"ENSG00000164741/ENSG00000188064/ENSG00000066468/ENSG00000134245/ENSG00000112175/ENSG00000104290/ENSG00000137203/ENSG00000125398/ENSG00000115596/ENSG00000162738/ENSG00000120254/ENSG00000126778/ENSG00000184254",13
"GO:0072009","GO:0072009","nephron epithelium development","11/403","124/20772",3.04229880050245e-05,0.00328724285777367,0.00281402374880483,"ENSG00000101384/ENSG00000188064/ENSG00000106571/ENSG00000008196/ENSG00000134245/ENSG00000125398/ENSG00000115596/ENSG00000075711/ENSG00000105696/ENSG00000163909/ENSG00000126778",11
"GO:0001657","GO:0001657","ureteric bud development","10/403","103/20772",3.20427536010816e-05,0.00337570409187394,0.0028897504366028,"ENSG00000106571/ENSG00000066468/ENSG00000134245/ENSG00000164056/ENSG00000125398/ENSG00000115596/ENSG00000115884/ENSG00000075711/ENSG00000105696/ENSG00000126778",10
"GO:0051056","GO:0051056","regulation of small GTPase mediated signal transduction","19/403","335/20772",3.30796362838811e-05,0.00339994115366524,0.00291049842220438,"ENSG00000105137/ENSG00000104695/ENSG00000164741/ENSG00000114346/ENSG00000158985/ENSG00000075884/ENSG00000064309/ENSG00000111913/ENSG00000173848/ENSG00000116991/ENSG00000134215/ENSG00000164056/ENSG00000139679/ENSG00000155903/ENSG00000118193/ENSG00000113916/ENSG00000197555/ENSG00000205726/ENSG00000177106",19
"GO:0072163","GO:0072163","mesonephric epithelium development","10/403","104/20772",3.48483903547942e-05,0.00341514225476983,0.00292351123000929,"ENSG00000106571/ENSG00000066468/ENSG00000134245/ENSG00000164056/ENSG00000125398/ENSG00000115596/ENSG00000115884/ENSG00000075711/ENSG00000105696/ENSG00000126778",10
"GO:0072164","GO:0072164","mesonephric tubule development","10/403","104/20772",3.48483903547942e-05,0.00341514225476983,0.00292351123000929,"ENSG00000106571/ENSG00000066468/ENSG00000134245/ENSG00000164056/ENSG00000125398/ENSG00000115596/ENSG00000115884/ENSG00000075711/ENSG00000105696/ENSG00000126778",10
"GO:0043268","GO:0043268","positive regulation of potassium ion transport","7/403","49/20772",4.17869139161304e-05,0.00400204671005849,0.00342592712896122,"ENSG00000163485/ENSG00000069849/ENSG00000184845/ENSG00000143153/ENSG00000183908/ENSG00000075711/ENSG00000198929",7
"GO:0060317","GO:0060317","cardiac epithelial to mesenchymal transition","6/403","34/20772",4.36185903076163e-05,0.00408463865680656,0.00349662944992283,"ENSG00000101384/ENSG00000163132/ENSG00000164056/ENSG00000120149/ENSG00000163909/ENSG00000213853",6
"GO:0060485","GO:0060485","mesenchyme development","19/403","344/20772",4.73541914307448e-05,0.00432802741445624,0.00370498087811094,"ENSG00000101384/ENSG00000189120/ENSG00000066468/ENSG00000154342/ENSG00000185650/ENSG00000075213/ENSG00000163132/ENSG00000112175/ENSG00000110880/ENSG00000138623/ENSG00000164056/ENSG00000125398/ENSG00000120149/ENSG00000163909/ENSG00000138795/ENSG00000126778/ENSG00000005102/ENSG00000157927/ENSG00000213853",19
"GO:0001823","GO:0001823","mesonephros development","10/403","108/20772",4.82717817938878e-05,0.00432802741445624,0.00370498087811094,"ENSG00000106571/ENSG00000066468/ENSG00000134245/ENSG00000164056/ENSG00000125398/ENSG00000115596/ENSG00000115884/ENSG00000075711/ENSG00000105696/ENSG00000126778",10
"GO:0048839","GO:0048839","inner ear development","14/403","205/20772",5.03678506422231e-05,0.00439508032138541,0.00376238110093868,"ENSG00000162889/ENSG00000101384/ENSG00000106571/ENSG00000115507/ENSG00000066468/ENSG00000154342/ENSG00000104290/ENSG00000137203/ENSG00000162992/ENSG00000152977/ENSG00000125398/ENSG00000077943/ENSG00000126778/ENSG00000184254",14
"GO:0007263","GO:0007263","nitric oxide mediated signal transduction","6/403","35/20772",5.17882314286505e-05,0.00439508032138541,0.00376238110093868,"ENSG00000061918/ENSG00000007171/ENSG00000173376/ENSG00000108551/ENSG00000162992/ENSG00000198929",6
"GO:0019935","GO:0019935","cyclic-nucleotide-mediated signaling","9/403","88/20772",5.26488466029912e-05,0.00439508032138541,0.00376238110093868,"ENSG00000061918/ENSG00000186188/ENSG00000141433/ENSG00000125398/ENSG00000115138/ENSG00000078295/ENSG00000113448/ENSG00000181773/ENSG00000120899",9
"GO:0060713","GO:0060713","labyrinthine layer morphogenesis","5/403","22/20772",5.37762959372744e-05,0.00439508032138541,0.00376238110093868,"ENSG00000188064/ENSG00000066468/ENSG00000185650/ENSG00000112175/ENSG00000138795",5
"GO:0042471","GO:0042471","ear morphogenesis","11/403","132/20772",5.42344985078409e-05,0.00439508032138541,0.00376238110093868,"ENSG00000115507/ENSG00000066468/ENSG00000154342/ENSG00000163132/ENSG00000104290/ENSG00000137203/ENSG00000152977/ENSG00000125398/ENSG00000077943/ENSG00000126778/ENSG00000184254",11
"GO:0042472","GO:0042472","inner ear morphogenesis","10/403","111/20772",6.10296567359457e-05,0.00485243346198632,0.00415389540484779,"ENSG00000115507/ENSG00000066468/ENSG00000154342/ENSG00000104290/ENSG00000137203/ENSG00000152977/ENSG00000125398/ENSG00000077943/ENSG00000126778/ENSG00000184254",10
"GO:0010092","GO:0010092","specification of animal organ identity","6/403","37/20772",7.17857968737491e-05,0.00551242796027516,0.00471887957931281,"ENSG00000106571/ENSG00000066468/ENSG00000154342/ENSG00000134245/ENSG00000164056/ENSG00000126778",6
"GO:0010810","GO:0010810","regulation of cell-substrate adhesion","15/403","239/20772",7.19467341753996e-05,0.00551242796027516,0.00471887957931281,"ENSG00000160963/ENSG00000164741/ENSG00000101384/ENSG00000173376/ENSG00000120156/ENSG00000110880/ENSG00000119547/ENSG00000035403/ENSG00000113916/ENSG00000120899/ENSG00000161638/ENSG00000091986/ENSG00000091879/ENSG00000122861/ENSG00000213853",15
"GO:0048754","GO:0048754","branching morphogenesis of an epithelial tube","13/403","186/20772",7.34560975792663e-05,0.00552757134283979,0.00473184297752153,"ENSG00000198435/ENSG00000106571/ENSG00000066468/ENSG00000134245/ENSG00000138798/ENSG00000164056/ENSG00000125398/ENSG00000120149/ENSG00000115596/ENSG00000075711/ENSG00000105696/ENSG00000138795/ENSG00000126778",13
"GO:0021542","GO:0021542","dentate gyrus development","5/403","24/20772",8.40673440448442e-05,0.00621508399657848,0.0053203838973533,"ENSG00000170370/ENSG00000162992/ENSG00000184845/ENSG00000112333/ENSG00000138795",5
"GO:0019933","GO:0019933","cAMP-mediated signaling","7/403","55/20772",8.93347974705737e-05,0.0063806243481525,0.00546209368299119,"ENSG00000186188/ENSG00000141433/ENSG00000125398/ENSG00000115138/ENSG00000078295/ENSG00000113448/ENSG00000181773",7
"GO:2000179","GO:2000179","positive regulation of neural precursor cell proliferation","7/403","55/20772",8.93347974705737e-05,0.0063806243481525,0.00546209368299119,"ENSG00000007372/ENSG00000106571/ENSG00000154342/ENSG00000064309/ENSG00000138798/ENSG00000104290/ENSG00000112333",7
"GO:0021871","GO:0021871","forebrain regionalization","5/403","25/20772",0.000103419836670019,0.00720530309069178,0.00616805477775853,"ENSG00000188064/ENSG00000170370/ENSG00000007372/ENSG00000106571/ENSG00000134245",5
"GO:0071300","GO:0071300","cellular response to retinoic acid","8/403","76/20772",0.00011163761999487,0.00720530309069178,0.00616805477775853,"ENSG00000188064/ENSG00000111432/ENSG00000066468/ENSG00000154342/ENSG00000075290/ENSG00000125398/ENSG00000115596/ENSG00000120899",8
"GO:0045766","GO:0045766","positive regulation of angiogenesis","13/403","194/20772",0.000112519853502735,0.00720530309069178,0.00616805477775853,"ENSG00000133048/ENSG00000120156/ENSG00000176170/ENSG00000138061/ENSG00000128165/ENSG00000112333/ENSG00000124212/ENSG00000138772/ENSG00000132205/ENSG00000120899/ENSG00000161638/ENSG00000091879/ENSG00000213853",13
"GO:1904018","GO:1904018","positive regulation of vasculature development","13/403","194/20772",0.000112519853502735,0.00720530309069178,0.00616805477775853,"ENSG00000133048/ENSG00000120156/ENSG00000176170/ENSG00000138061/ENSG00000128165/ENSG00000112333/ENSG00000124212/ENSG00000138772/ENSG00000132205/ENSG00000120899/ENSG00000161638/ENSG00000091879/ENSG00000213853",13
"GO:0072132","GO:0072132","mesenchyme morphogenesis","7/403","57/20772",0.000112584415714316,0.00720530309069178,0.00616805477775853,"ENSG00000154342/ENSG00000163132/ENSG00000112175/ENSG00000125398/ENSG00000120149/ENSG00000163909/ENSG00000138795",7
"GO:0002335","GO:0002335","mature B cell differentiation","6/403","40/20772",0.000112850024676236,0.00720530309069178,0.00616805477775853,"ENSG00000147251/ENSG00000100097/ENSG00000106003/ENSG00000113916/ENSG00000120899/ENSG00000172175",6
"GO:0048665","GO:0048665","neuron fate specification","6/403","40/20772",0.000112850024676236,0.00720530309069178,0.00616805477775853,"ENSG00000182968/ENSG00000106571/ENSG00000184486/ENSG00000064218/ENSG00000125398/ENSG00000126778",6
"GO:0048762","GO:0048762","mesenchymal cell differentiation","16/403","278/20772",0.000115615857458504,0.00727171975119603,0.00622491034580191,"ENSG00000101384/ENSG00000189120/ENSG00000066468/ENSG00000075213/ENSG00000163132/ENSG00000112175/ENSG00000110880/ENSG00000138623/ENSG00000164056/ENSG00000125398/ENSG00000120149/ENSG00000163909/ENSG00000138795/ENSG00000126778/ENSG00000157927/ENSG00000213853",16
"GO:0055057","GO:0055057","neuroblast division","4/403","14/20772",0.000119757121848211,0.00742141928629942,0.00635305969928511,"ENSG00000007866/ENSG00000066468/ENSG00000154342/ENSG00000138795",4
"GO:0031589","GO:0031589","cell-substrate adhesion","20/403","401/20772",0.000122649952971876,0.007490534809036,0.0064122256115121,"ENSG00000160963/ENSG00000164741/ENSG00000101384/ENSG00000173376/ENSG00000120156/ENSG00000110880/ENSG00000119547/ENSG00000072110/ENSG00000035403/ENSG00000089159/ENSG00000118193/ENSG00000113916/ENSG00000077943/ENSG00000120899/ENSG00000161638/ENSG00000091986/ENSG00000091879/ENSG00000122861/ENSG00000157927/ENSG00000213853",20
"GO:0021987","GO:0021987","cerebral cortex development","11/403","146/20772",0.000134693528942854,0.00810855044235982,0.00694127404040844,"ENSG00000170370/ENSG00000007372/ENSG00000106571/ENSG00000184486/ENSG00000064309/ENSG00000137285/ENSG00000112333/ENSG00000117394/ENSG00000137267/ENSG00000118193/ENSG00000171450",11
"GO:0030901","GO:0030901","midbrain development","9/403","100/20772",0.000142940629007432,0.0084176233411747,0.0072058539680278,"ENSG00000125492/ENSG00000148798/ENSG00000115507/ENSG00000066468/ENSG00000154342/ENSG00000163132/ENSG00000114450/ENSG00000148672/ENSG00000104290",9
