"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0031589","GO:0031589","cell-substrate adhesion","23/390","401/20772",2.39482532386641e-06,0.000740300616346759,0.000623411045344639,"ENSG00000197702/ENSG00000129474/ENSG00000118523/ENSG00000142871/ENSG00000172638/ENSG00000167601/ENSG00000151422/ENSG00000152377/ENSG00000171791/ENSG00000166949/ENSG00000127990/ENSG00000137103/ENSG00000082701/ENSG00000132669/ENSG00000111859/ENSG00000169231/ENSG00000006210/ENSG00000134318/ENSG00000137076/ENSG00000108861/ENSG00000083457/ENSG00000074527/ENSG00000137801",23
"GO:0090287","GO:0090287","regulation of cellular response to growth factor stimulus","22/390","372/20772",2.42110893396424e-06,0.000740300616346759,0.000623411045344639,"ENSG00000072415/ENSG00000148204/ENSG00000148516/ENSG00000142871/ENSG00000137575/ENSG00000150457/ENSG00000125378/ENSG00000166949/ENSG00000166147/ENSG00000105767/ENSG00000081479/ENSG00000150938/ENSG00000138829/ENSG00000069702/ENSG00000107485/ENSG00000176973/ENSG00000145147/ENSG00000064393/ENSG00000147257/ENSG00000137801/ENSG00000142611/ENSG00000144730",22
"GO:0072178","GO:0072178","nephric duct morphogenesis","5/390","15/20772",5.84823063026723e-06,0.00166047976823659,0.00139829875219923,"ENSG00000125378/ENSG00000125266/ENSG00000107485/ENSG00000147257/ENSG00000135333",5
"GO:0003279","GO:0003279","cardiac septum development","11/390","111/20772",7.83564766912714e-06,0.00192991090327979,0.00162518812907772,"ENSG00000197702/ENSG00000142871/ENSG00000125378/ENSG00000081479/ENSG00000166847/ENSG00000092148/ENSG00000069702/ENSG00000107485/ENSG00000145147/ENSG00000166225/ENSG00000117707",11
"GO:1902905","GO:1902905","positive regulation of supramolecular fiber organization","15/390","206/20772",8.70373327300323e-06,0.00192991090327979,0.00162518812907772,"ENSG00000118523/ENSG00000172638/ENSG00000165410/ENSG00000151422/ENSG00000166949/ENSG00000169057/ENSG00000130779/ENSG00000006210/ENSG00000155366/ENSG00000134318/ENSG00000139687/ENSG00000109171/ENSG00000138443/ENSG00000117707/ENSG00000183853",15
"GO:0030900","GO:0030900","forebrain development","23/390","434/20772",8.81695327180948e-06,0.00192991090327979,0.00162518812907772,"ENSG00000072415/ENSG00000148516/ENSG00000167552/ENSG00000105290/ENSG00000146648/ENSG00000111783/ENSG00000125378/ENSG00000170558/ENSG00000004848/ENSG00000167601/ENSG00000082701/ENSG00000150764/ENSG00000185924/ENSG00000153266/ENSG00000081479/ENSG00000096093/ENSG00000145147/ENSG00000162374/ENSG00000185551/ENSG00000182197/ENSG00000166225/ENSG00000147526/ENSG00000117707",23
"GO:0016358","GO:0016358","dendrite development","17/390","259/20772",8.84443124223708e-06,0.00192991090327979,0.00162518812907772,"ENSG00000171533/ENSG00000157851/ENSG00000165323/ENSG00000163110/ENSG00000082701/ENSG00000169057/ENSG00000153266/ENSG00000187323/ENSG00000180370/ENSG00000094631/ENSG00000162374/ENSG00000166963/ENSG00000073921/ENSG00000135905/ENSG00000138443/ENSG00000146242/ENSG00000169760",17
"GO:0002064","GO:0002064","epithelial cell development","16/390","233/20772",9.22473136158895e-06,0.00192991090327979,0.00162518812907772,"ENSG00000171456/ENSG00000080298/ENSG00000134352/ENSG00000188026/ENSG00000125378/ENSG00000170558/ENSG00000151422/ENSG00000026025/ENSG00000136451/ENSG00000082701/ENSG00000129116/ENSG00000134318/ENSG00000166225/ENSG00000087274/ENSG00000138443/ENSG00000117707",16
"GO:0098742","GO:0098742","cell-cell adhesion via plasma-membrane adhesion molecules","18/390","289/20772",9.93590441543648e-06,0.001974761002568,0.00166295663374147,"ENSG00000150471/ENSG00000173482/ENSG00000129474/ENSG00000148204/ENSG00000130202/ENSG00000165323/ENSG00000113361/ENSG00000170558/ENSG00000244486/ENSG00000105767/ENSG00000129116/ENSG00000006210/ENSG00000165194/ENSG00000128594/ENSG00000158258/ENSG00000196576/ENSG00000099715/ENSG00000169760",18
"GO:0031346","GO:0031346","positive regulation of cell projection organization","21/390","382/20772",1.2541443846972e-05,0.00236975523398642,0.00199558335493593,"ENSG00000171533/ENSG00000075618/ENSG00000138760/ENSG00000082701/ENSG00000150764/ENSG00000203879/ENSG00000111859/ENSG00000006210/ENSG00000103260/ENSG00000145147/ENSG00000094631/ENSG00000162374/ENSG00000151491/ENSG00000115694/ENSG00000150625/ENSG00000196576/ENSG00000117385/ENSG00000138443/ENSG00000138193/ENSG00000169760/ENSG00000161202",21
"GO:0017015","GO:0017015","regulation of transforming growth factor beta receptor signaling pathway","13/390","163/20772",1.31156264522519e-05,0.00236975523398642,0.00199558335493593,"ENSG00000072415/ENSG00000148516/ENSG00000137575/ENSG00000150457/ENSG00000166949/ENSG00000166147/ENSG00000138829/ENSG00000069702/ENSG00000176973/ENSG00000064393/ENSG00000137801/ENSG00000142611/ENSG00000144730",13
"GO:0001654","GO:0001654","eye development","22/390","419/20772",1.59487836584209e-05,0.00244533538290371,0.00205922979612944,"ENSG00000173482/ENSG00000148204/ENSG00000148516/ENSG00000146648/ENSG00000125378/ENSG00000165323/ENSG00000026025/ENSG00000171791/ENSG00000166949/ENSG00000166147/ENSG00000113721/ENSG00000138696/ENSG00000138829/ENSG00000107485/ENSG00000064393/ENSG00000150625/ENSG00000166225/ENSG00000138443/ENSG00000205084/ENSG00000132688/ENSG00000204262/ENSG00000117707",22
"GO:1903844","GO:1903844","regulation of cellular response to transforming growth factor beta stimulus","13/390","166/20772",1.59498139204586e-05,0.00244533538290371,0.00205922979612944,"ENSG00000072415/ENSG00000148516/ENSG00000137575/ENSG00000150457/ENSG00000166949/ENSG00000166147/ENSG00000138829/ENSG00000069702/ENSG00000176973/ENSG00000064393/ENSG00000137801/ENSG00000142611/ENSG00000144730",13
"GO:0050770","GO:0050770","regulation of axonogenesis","13/390","167/20772",1.70072242572791e-05,0.00244533538290371,0.00205922979612944,"ENSG00000171533/ENSG00000170558/ENSG00000082701/ENSG00000150764/ENSG00000203879/ENSG00000187323/ENSG00000180370/ENSG00000103260/ENSG00000145147/ENSG00000094631/ENSG00000115694/ENSG00000196576/ENSG00000135333",13
"GO:0050680","GO:0050680","negative regulation of epithelial cell proliferation","14/390","192/20772",1.70391580323552e-05,0.00244533538290371,0.00205922979612944,"ENSG00000173482/ENSG00000148516/ENSG00000071246/ENSG00000125378/ENSG00000101940/ENSG00000125266/ENSG00000069702/ENSG00000107485/ENSG00000113140/ENSG00000185551/ENSG00000147257/ENSG00000139687/ENSG00000168874/ENSG00000137801",14
"GO:0090092","GO:0090092","regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","19/390","331/20772",1.78871457752761e-05,0.00244533538290371,0.00205922979612944,"ENSG00000072415/ENSG00000148204/ENSG00000148516/ENSG00000142871/ENSG00000137575/ENSG00000150457/ENSG00000125378/ENSG00000166949/ENSG00000166147/ENSG00000081479/ENSG00000150938/ENSG00000138829/ENSG00000069702/ENSG00000176973/ENSG00000064393/ENSG00000147257/ENSG00000137801/ENSG00000142611/ENSG00000144730",19
"GO:0071772","GO:0071772","response to BMP","14/390","193/20772",1.80639067451473e-05,0.00244533538290371,0.00205922979612944,"ENSG00000139219/ENSG00000148204/ENSG00000142871/ENSG00000150593/ENSG00000125378/ENSG00000166147/ENSG00000081479/ENSG00000150938/ENSG00000138696/ENSG00000069702/ENSG00000107485/ENSG00000064393/ENSG00000147257/ENSG00000182197",14
"GO:0071773","GO:0071773","cellular response to BMP stimulus","14/390","193/20772",1.80639067451473e-05,0.00244533538290371,0.00205922979612944,"ENSG00000139219/ENSG00000148204/ENSG00000142871/ENSG00000150593/ENSG00000125378/ENSG00000166147/ENSG00000081479/ENSG00000150938/ENSG00000138696/ENSG00000069702/ENSG00000107485/ENSG00000064393/ENSG00000147257/ENSG00000182197",14
"GO:0150063","GO:0150063","visual system development","22/390","423/20772",1.84553613804054e-05,0.00244533538290371,0.00205922979612944,"ENSG00000173482/ENSG00000148204/ENSG00000148516/ENSG00000146648/ENSG00000125378/ENSG00000165323/ENSG00000026025/ENSG00000171791/ENSG00000166949/ENSG00000166147/ENSG00000113721/ENSG00000138696/ENSG00000138829/ENSG00000107485/ENSG00000064393/ENSG00000150625/ENSG00000166225/ENSG00000138443/ENSG00000205084/ENSG00000132688/ENSG00000204262/ENSG00000117707",22
"GO:0072176","GO:0072176","nephric duct development","5/390","19/20772",2.12841771725263e-05,0.00272918078260619,0.00229825750114205,"ENSG00000125378/ENSG00000125266/ENSG00000107485/ENSG00000147257/ENSG00000135333",5
"GO:0043010","GO:0043010","camera-type eye development","20/390","367/20772",2.28435723918123e-05,0.00283760000804544,0.00238955790151195,"ENSG00000173482/ENSG00000148204/ENSG00000148516/ENSG00000146648/ENSG00000125378/ENSG00000165323/ENSG00000026025/ENSG00000166949/ENSG00000166147/ENSG00000113721/ENSG00000138696/ENSG00000138829/ENSG00000107485/ENSG00000064393/ENSG00000150625/ENSG00000166225/ENSG00000138443/ENSG00000205084/ENSG00000132688/ENSG00000117707",20
"GO:0048592","GO:0048592","eye morphogenesis","13/390","175/20772",2.79282247307311e-05,0.00326686912099173,0.00275104768083514,"ENSG00000173482/ENSG00000148204/ENSG00000148516/ENSG00000125378/ENSG00000165323/ENSG00000171791/ENSG00000166147/ENSG00000138829/ENSG00000064393/ENSG00000166225/ENSG00000138443/ENSG00000204262/ENSG00000117707",13
"GO:0001502","GO:0001502","cartilage condensation","5/390","20/20772",2.79430314751494e-05,0.00326686912099173,0.00275104768083514,"ENSG00000139219/ENSG00000110693/ENSG00000118523/ENSG00000138696/ENSG00000134532",5
"GO:0048880","GO:0048880","sensory system development","22/390","436/20772",2.92448591470572e-05,0.0033213804317015,0.00279695194248547,"ENSG00000173482/ENSG00000148204/ENSG00000148516/ENSG00000146648/ENSG00000125378/ENSG00000165323/ENSG00000026025/ENSG00000171791/ENSG00000166949/ENSG00000166147/ENSG00000113721/ENSG00000138696/ENSG00000138829/ENSG00000107485/ENSG00000064393/ENSG00000150625/ENSG00000166225/ENSG00000138443/ENSG00000205084/ENSG00000132688/ENSG00000204262/ENSG00000117707",22
"GO:0070507","GO:0070507","regulation of microtubule cytoskeleton organization","13/390","177/20772",3.14683075726088e-05,0.00347462562780889,0.00292600052868117,"ENSG00000171533/ENSG00000101871/ENSG00000185340/ENSG00000082701/ENSG00000150764/ENSG00000169057/ENSG00000130779/ENSG00000107186/ENSG00000182628/ENSG00000094631/ENSG00000166963/ENSG00000109171/ENSG00000115561",13
"GO:0072073","GO:0072073","kidney epithelium development","12/390","154/20772",3.53977721130374e-05,0.00368066418954133,0.00309950668592954,"ENSG00000171456/ENSG00000125378/ENSG00000171791/ENSG00000166949/ENSG00000125266/ENSG00000153936/ENSG00000107485/ENSG00000145147/ENSG00000147257/ENSG00000182197/ENSG00000135333/ENSG00000018408",12
"GO:0050678","GO:0050678","regulation of epithelial cell proliferation","22/390","442/20772",3.59159347013896e-05,0.00368066418954133,0.00309950668592954,"ENSG00000173482/ENSG00000148516/ENSG00000071246/ENSG00000146648/ENSG00000125378/ENSG00000004848/ENSG00000166949/ENSG00000101940/ENSG00000125266/ENSG00000069702/ENSG00000111728/ENSG00000107485/ENSG00000094631/ENSG00000113140/ENSG00000185551/ENSG00000147257/ENSG00000166225/ENSG00000139687/ENSG00000168874/ENSG00000124181/ENSG00000137801/ENSG00000117707",22
"GO:0032332","GO:0032332","positive regulation of chondrocyte differentiation","5/390","21/20772",3.61121769539904e-05,0.00368066418954133,0.00309950668592954,"ENSG00000110693/ENSG00000109906/ENSG00000166949/ENSG00000138696/ENSG00000134532",5
"GO:0007416","GO:0007416","synapse assembly","14/390","207/20772",3.92993044305659e-05,0.00390536837778749,0.00328873126550525,"ENSG00000150471/ENSG00000137575/ENSG00000170558/ENSG00000163110/ENSG00000169057/ENSG00000125266/ENSG00000128594/ENSG00000158258/ENSG00000150625/ENSG00000196576/ENSG00000140557/ENSG00000135333/ENSG00000146242/ENSG00000169760",14
"GO:0001764","GO:0001764","neuron migration","13/390","183/20772",4.4545938753386e-05,0.00424847237605247,0.00357766094825472,"ENSG00000150471/ENSG00000167552/ENSG00000165323/ENSG00000004848/ENSG00000167601/ENSG00000152377/ENSG00000153266/ENSG00000187323/ENSG00000006210/ENSG00000107485/ENSG00000185551/ENSG00000150625/ENSG00000196576",13
"GO:0071560","GO:0071560","cellular response to transforming growth factor beta stimulus","17/390","294/20772",4.48895194450827e-05,0.00424847237605247,0.00357766094825472,"ENSG00000072415/ENSG00000110693/ENSG00000148516/ENSG00000137575/ENSG00000150457/ENSG00000166949/ENSG00000166147/ENSG00000148677/ENSG00000180370/ENSG00000138829/ENSG00000069702/ENSG00000176973/ENSG00000064393/ENSG00000137801/ENSG00000134532/ENSG00000142611/ENSG00000144730",17
"GO:0007163","GO:0007163","establishment or maintenance of cell polarity","15/390","238/20772",4.7425284606788e-05,0.00438408154213912,0.00369185814074874,"ENSG00000197702/ENSG00000114019/ENSG00000072415/ENSG00000148204/ENSG00000075618/ENSG00000112186/ENSG00000160360/ENSG00000082701/ENSG00000100345/ENSG00000072422/ENSG00000107485/ENSG00000176973/ENSG00000134318/ENSG00000115694/ENSG00000107099",15
"GO:0032835","GO:0032835","glomerulus development","8/390","70/20772",4.91282145325157e-05,0.00443828756288068,0.00373750531611004,"ENSG00000171456/ENSG00000125378/ENSG00000171791/ENSG00000138792/ENSG00000113721/ENSG00000182197/ENSG00000138193/ENSG00000018408",8
"GO:0048048","GO:0048048","embryonic eye morphogenesis","6/390","36/20772",5.0974506697732e-05,0.00450274809163299,0.00379178786663831,"ENSG00000148516/ENSG00000166147/ENSG00000138829/ENSG00000064393/ENSG00000166225/ENSG00000117707",6
"GO:0070997","GO:0070997","neuron death","22/390","455/20772",5.52558756258227e-05,0.00477482838288359,0.00402090811190197,"ENSG00000167552/ENSG00000134352/ENSG00000162909/ENSG00000188026/ENSG00000167601/ENSG00000171791/ENSG00000082701/ENSG00000169057/ENSG00000125266/ENSG00000187323/ENSG00000164830/ENSG00000006210/ENSG00000107485/ENSG00000094631/ENSG00000113742/ENSG00000064393/ENSG00000139687/ENSG00000073921/ENSG00000140557/ENSG00000135333/ENSG00000132688/ENSG00000122756",22
"GO:0007160","GO:0007160","cell-matrix adhesion","16/390","274/20772",6.66606230914844e-05,0.00559787379646404,0.00471399898649603,"ENSG00000129474/ENSG00000118523/ENSG00000172638/ENSG00000171791/ENSG00000166949/ENSG00000127990/ENSG00000137103/ENSG00000082701/ENSG00000132669/ENSG00000169231/ENSG00000006210/ENSG00000134318/ENSG00000137076/ENSG00000108861/ENSG00000083457/ENSG00000137801",16
"GO:0002062","GO:0002062","chondrocyte differentiation","10/390","116/20772",6.7596966598811e-05,0.00559787379646404,0.00471399898649603,"ENSG00000139219/ENSG00000110693/ENSG00000118523/ENSG00000109906/ENSG00000125378/ENSG00000166949/ENSG00000138696/ENSG00000182197/ENSG00000139687/ENSG00000134532",10
"GO:0098743","GO:0098743","cell aggregation","5/390","24/20772",7.20112814797777e-05,0.00565454386029547,0.00476172114551198,"ENSG00000139219/ENSG00000110693/ENSG00000118523/ENSG00000138696/ENSG00000134532",5
"GO:0007265","GO:0007265","Ras protein signal transduction","19/390","367/20772",7.25488646226589e-05,0.00565454386029547,0.00476172114551198,"ENSG00000039523/ENSG00000119522/ENSG00000105443/ENSG00000137575/ENSG00000105767/ENSG00000137962/ENSG00000123570/ENSG00000203879/ENSG00000072422/ENSG00000113721/ENSG00000143622/ENSG00000064547/ENSG00000196914/ENSG00000134318/ENSG00000151491/ENSG00000143344/ENSG00000139687/ENSG00000138443/ENSG00000138193",19
"GO:0007517","GO:0007517","muscle organ development","19/390","367/20772",7.25488646226589e-05,0.00565454386029547,0.00476172114551198,"ENSG00000022267/ENSG00000110693/ENSG00000172638/ENSG00000150347/ENSG00000125378/ENSG00000165410/ENSG00000140836/ENSG00000171791/ENSG00000166949/ENSG00000127990/ENSG00000148677/ENSG00000156858/ENSG00000081479/ENSG00000179456/ENSG00000069702/ENSG00000185551/ENSG00000139687/ENSG00000117707/ENSG00000122756",19
"GO:0051495","GO:0051495","positive regulation of cytoskeleton organization","14/390","220/20772",7.60700708443816e-05,0.00581497176166186,0.00489681832560999,"ENSG00000118523/ENSG00000165410/ENSG00000151422/ENSG00000166949/ENSG00000169057/ENSG00000130779/ENSG00000006210/ENSG00000155366/ENSG00000134318/ENSG00000109171/ENSG00000138443/ENSG00000132688/ENSG00000117707/ENSG00000183853",14
"GO:0042692","GO:0042692","muscle cell differentiation","21/390","435/20772",8.31676424723079e-05,0.00623757318542309,0.00525269320877734,"ENSG00000110693/ENSG00000148516/ENSG00000162909/ENSG00000150593/ENSG00000172638/ENSG00000125378/ENSG00000165410/ENSG00000023902/ENSG00000170558/ENSG00000163110/ENSG00000171791/ENSG00000148677/ENSG00000169057/ENSG00000125266/ENSG00000100345/ENSG00000113721/ENSG00000108946/ENSG00000166225/ENSG00000139687/ENSG00000154721/ENSG00000117707",21
"GO:0032956","GO:0032956","regulation of actin cytoskeleton organization","19/390","372/20772",8.67154290392182e-05,0.0063167009434003,0.00531932711023183,"ENSG00000118523/ENSG00000075618/ENSG00000165410/ENSG00000151422/ENSG00000197694/ENSG00000166949/ENSG00000150764/ENSG00000111859/ENSG00000113721/ENSG00000180370/ENSG00000006210/ENSG00000155366/ENSG00000145147/ENSG00000134318/ENSG00000151491/ENSG00000087274/ENSG00000138443/ENSG00000117707/ENSG00000183853",19
"GO:0003170","GO:0003170","heart valve development","8/390","76/20772",8.89900007120545e-05,0.0063167009434003,0.00531932711023183,"ENSG00000142871/ENSG00000125378/ENSG00000082701/ENSG00000092148/ENSG00000107485/ENSG00000145147/ENSG00000134318/ENSG00000139687",8
"GO:0061035","GO:0061035","regulation of cartilage development","8/390","76/20772",8.89900007120545e-05,0.0063167009434003,0.00531932711023183,"ENSG00000110693/ENSG00000118523/ENSG00000109906/ENSG00000142871/ENSG00000125378/ENSG00000166949/ENSG00000138696/ENSG00000134532",8
"GO:0032330","GO:0032330","regulation of chondrocyte differentiation","7/390","57/20772",9.18263761948108e-05,0.00640368149779602,0.00539257389288086,"ENSG00000110693/ENSG00000118523/ENSG00000109906/ENSG00000125378/ENSG00000166949/ENSG00000138696/ENSG00000134532",7
"GO:0070307","GO:0070307","lens fiber cell development","4/390","14/20772",0.000105515997624686,0.00716496378942316,0.00603365371740897,"ENSG00000026025/ENSG00000166225/ENSG00000138443/ENSG00000117707",4
"GO:1901214","GO:1901214","regulation of neuron death","20/390","410/20772",0.00010634789020779,0.00716496378942316,0.00603365371740897,"ENSG00000134352/ENSG00000162909/ENSG00000188026/ENSG00000167601/ENSG00000171791/ENSG00000082701/ENSG00000169057/ENSG00000125266/ENSG00000187323/ENSG00000164830/ENSG00000006210/ENSG00000107485/ENSG00000094631/ENSG00000113742/ENSG00000064393/ENSG00000073921/ENSG00000140557/ENSG00000135333/ENSG00000132688/ENSG00000122756",20
"GO:0048872","GO:0048872","homeostasis of number of cells","18/390","347/20772",0.000109110159515697,0.00722854806791494,0.006087198372981,"ENSG00000171456/ENSG00000167552/ENSG00000143479/ENSG00000125378/ENSG00000170558/ENSG00000121005/ENSG00000167601/ENSG00000171791/ENSG00000157514/ENSG00000143195/ENSG00000069702/ENSG00000107485/ENSG00000064393/ENSG00000182197/ENSG00000122863/ENSG00000139687/ENSG00000135905/ENSG00000056586",18
"GO:0051146","GO:0051146","striated muscle cell differentiation","17/390","318/20772",0.000117526433112722,0.00765848478070607,0.00644925034164722,"ENSG00000110693/ENSG00000162909/ENSG00000125378/ENSG00000165410/ENSG00000023902/ENSG00000170558/ENSG00000163110/ENSG00000171791/ENSG00000148677/ENSG00000125266/ENSG00000100345/ENSG00000113721/ENSG00000108946/ENSG00000166225/ENSG00000139687/ENSG00000154721/ENSG00000117707",17
"GO:0032970","GO:0032970","regulation of actin filament-based process","20/390","415/20772",0.000125163032795308,0.00786256123055926,0.00662110419415517,"ENSG00000118523/ENSG00000075618/ENSG00000165410/ENSG00000151422/ENSG00000197694/ENSG00000166949/ENSG00000150764/ENSG00000111859/ENSG00000100345/ENSG00000113721/ENSG00000180370/ENSG00000006210/ENSG00000155366/ENSG00000145147/ENSG00000134318/ENSG00000151491/ENSG00000087274/ENSG00000138443/ENSG00000117707/ENSG00000183853",20
"GO:0045601","GO:0045601","regulation of endothelial cell differentiation","7/390","60/20772",0.000127823424261535,0.00786256123055926,0.00662110419415517,"ENSG00000148516/ENSG00000125378/ENSG00000136451/ENSG00000065970/ENSG00000134318/ENSG00000087274/ENSG00000168874",7
"GO:0010977","GO:0010977","negative regulation of neuron projection development","11/390","150/20772",0.000128570183644365,0.00786256123055926,0.00662110419415517,"ENSG00000165323/ENSG00000152377/ENSG00000026025/ENSG00000185924/ENSG00000125266/ENSG00000203879/ENSG00000187323/ENSG00000145147/ENSG00000094631/ENSG00000135333/ENSG00000169760",11
"GO:0048813","GO:0048813","dendrite morphogenesis","11/390","150/20772",0.000128570183644365,0.00786256123055926,0.00662110419415517,"ENSG00000171533/ENSG00000157851/ENSG00000163110/ENSG00000082701/ENSG00000094631/ENSG00000162374/ENSG00000073921/ENSG00000135905/ENSG00000138443/ENSG00000146242/ENSG00000169760",11
"GO:0045216","GO:0045216","cell-cell junction organization","14/390","233/20772",0.000139807013971142,0.00841031817008234,0.00708237319585881,"ENSG00000075618/ENSG00000113361/ENSG00000170558/ENSG00000151422/ENSG00000166949/ENSG00000125266/ENSG00000107186/ENSG00000180370/ENSG00000155366/ENSG00000134318/ENSG00000182197/ENSG00000087274/ENSG00000137076/ENSG00000183853",14
"GO:1904936","GO:1904936","interneuron migration","4/390","15/20772",0.000141758821986293,0.00841031817008234,0.00708237319585881,"ENSG00000165323/ENSG00000004848/ENSG00000153266/ENSG00000185551",4
"GO:0060070","GO:0060070","canonical Wnt signaling pathway","17/390","325/20772",0.000152553302142283,0.00882715558350571,0.00743339417558376,"ENSG00000205269/ENSG00000171016/ENSG00000150457/ENSG00000146648/ENSG00000170558/ENSG00000159461/ENSG00000166949/ENSG00000082701/ENSG00000150764/ENSG00000058091/ENSG00000116729/ENSG00000107485/ENSG00000147257/ENSG00000182197/ENSG00000146242/ENSG00000018408/ENSG00000161202",17
