"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0001822","GO:0001822","kidney development","23/416","331/20772",2.65345429405419e-07,0.000102109745697558,8.77798229143094e-05,"ENSG00000101384/ENSG00000188064/ENSG00000187210/ENSG00000106571/ENSG00000008196/ENSG00000066468/ENSG00000134245/ENSG00000120156/ENSG00000074047/ENSG00000137203/ENSG00000164056/ENSG00000125398/ENSG00000074181/ENSG00000115596/ENSG00000162738/ENSG00000115884/ENSG00000077943/ENSG00000075711/ENSG00000105696/ENSG00000163909/ENSG00000126778/ENSG00000091879/ENSG00000169174",23
"GO:0048880","GO:0048880","sensory system development","26/416","436/20772",8.50998328507439e-07,0.000300189660380999,0.000258061510671072,"ENSG00000101384/ENSG00000188064/ENSG00000182968/ENSG00000007372/ENSG00000118733/ENSG00000106571/ENSG00000167081/ENSG00000008196/ENSG00000075213/ENSG00000123307/ENSG00000134245/ENSG00000064309/ENSG00000138061/ENSG00000137203/ENSG00000162992/ENSG00000164056/ENSG00000125398/ENSG00000070961/ENSG00000112333/ENSG00000117139/ENSG00000140873/ENSG00000115596/ENSG00000091664/ENSG00000075711/ENSG00000184254/ENSG00000049449",26
"GO:0001654","GO:0001654","eye development","25/416","419/20772",1.37227951756744e-06,0.000397109664185946,0.000341379911992444,"ENSG00000101384/ENSG00000188064/ENSG00000182968/ENSG00000007372/ENSG00000118733/ENSG00000106571/ENSG00000167081/ENSG00000008196/ENSG00000123307/ENSG00000134245/ENSG00000064309/ENSG00000138061/ENSG00000137203/ENSG00000162992/ENSG00000164056/ENSG00000125398/ENSG00000070961/ENSG00000112333/ENSG00000117139/ENSG00000140873/ENSG00000115596/ENSG00000091664/ENSG00000075711/ENSG00000184254/ENSG00000049449",25
"GO:0007411","GO:0007411","axon guidance","18/416","236/20772",1.42643039013795e-06,0.000397109664185946,0.000341379911992444,"ENSG00000144857/ENSG00000172020/ENSG00000007372/ENSG00000106571/ENSG00000154342/ENSG00000075213/ENSG00000074047/ENSG00000108231/ENSG00000104290/ENSG00000118263/ENSG00000138623/ENSG00000137285/ENSG00000154134/ENSG00000074181/ENSG00000067141/ENSG00000184144/ENSG00000143355/ENSG00000168280",18
"GO:0097485","GO:0097485","neuron projection guidance","18/416","236/20772",1.42643039013795e-06,0.000397109664185946,0.000341379911992444,"ENSG00000144857/ENSG00000172020/ENSG00000007372/ENSG00000106571/ENSG00000154342/ENSG00000075213/ENSG00000074047/ENSG00000108231/ENSG00000104290/ENSG00000118263/ENSG00000138623/ENSG00000137285/ENSG00000154134/ENSG00000074181/ENSG00000067141/ENSG00000184144/ENSG00000143355/ENSG00000168280",18
"GO:0021543","GO:0021543","pallium development","17/416","213/20772",1.50100510913658e-06,0.000397109664185946,0.000341379911992444,"ENSG00000170370/ENSG00000007372/ENSG00000106571/ENSG00000184486/ENSG00000154342/ENSG00000064309/ENSG00000162992/ENSG00000137285/ENSG00000152977/ENSG00000184845/ENSG00000112333/ENSG00000117394/ENSG00000137267/ENSG00000138772/ENSG00000118193/ENSG00000171450/ENSG00000138795",17
"GO:0150063","GO:0150063","visual system development","25/416","423/20772",1.62846716999505e-06,0.000405488325328766,0.000348582724871385,"ENSG00000101384/ENSG00000188064/ENSG00000182968/ENSG00000007372/ENSG00000118733/ENSG00000106571/ENSG00000167081/ENSG00000008196/ENSG00000123307/ENSG00000134245/ENSG00000064309/ENSG00000138061/ENSG00000137203/ENSG00000162992/ENSG00000164056/ENSG00000125398/ENSG00000070961/ENSG00000112333/ENSG00000117139/ENSG00000140873/ENSG00000115596/ENSG00000091664/ENSG00000075711/ENSG00000184254/ENSG00000049449",25
"GO:0061351","GO:0061351","neural precursor cell proliferation","14/416","153/20772",2.56990261267938e-06,0.000587574728583442,0.000505115405700314,"ENSG00000170370/ENSG00000007372/ENSG00000106571/ENSG00000184486/ENSG00000066468/ENSG00000154342/ENSG00000123307/ENSG00000106278/ENSG00000064309/ENSG00000138798/ENSG00000104290/ENSG00000112333/ENSG00000118193/ENSG00000138795",14
"GO:0048663","GO:0048663","neuron fate commitment","10/416","76/20772",2.73749591192227e-06,0.000587574728583442,0.000505115405700314,"ENSG00000182968/ENSG00000007372/ENSG00000106571/ENSG00000184486/ENSG00000074047/ENSG00000064218/ENSG00000125398/ENSG00000074181/ENSG00000126778/ENSG00000198795",10
"GO:0072073","GO:0072073","kidney epithelium development","14/416","154/20772",2.77616219505524e-06,0.000587574728583442,0.000505115405700314,"ENSG00000101384/ENSG00000188064/ENSG00000106571/ENSG00000008196/ENSG00000066468/ENSG00000134245/ENSG00000164056/ENSG00000125398/ENSG00000115596/ENSG00000115884/ENSG00000075711/ENSG00000105696/ENSG00000163909/ENSG00000126778",14
"GO:0009952","GO:0009952","anterior/posterior pattern specification","17/416","224/20772",2.9881164989773e-06,0.00060231891143671,0.000517790412880427,"ENSG00000170370/ENSG00000007372/ENSG00000198435/ENSG00000106571/ENSG00000167081/ENSG00000115507/ENSG00000154342/ENSG00000163132/ENSG00000134245/ENSG00000064309/ENSG00000162992/ENSG00000188290/ENSG00000120149/ENSG00000106003/ENSG00000163909/ENSG00000138795/ENSG00000005102",17
"GO:0021766","GO:0021766","hippocampus development","11/416","98/20772",4.27940020970361e-06,0.000823395503985244,0.000707841460523702,"ENSG00000170370/ENSG00000106571/ENSG00000154342/ENSG00000162992/ENSG00000152977/ENSG00000184845/ENSG00000112333/ENSG00000138772/ENSG00000118193/ENSG00000171450/ENSG00000138795",11
"GO:0072006","GO:0072006","nephron development","14/416","161/20772",4.68295971232227e-06,0.000830078816108319,0.000713586847025616,"ENSG00000101384/ENSG00000188064/ENSG00000106571/ENSG00000008196/ENSG00000134245/ENSG00000120156/ENSG00000125398/ENSG00000074181/ENSG00000115596/ENSG00000075711/ENSG00000105696/ENSG00000163909/ENSG00000126778/ENSG00000091879",14
"GO:0021846","GO:0021846","cell proliferation in forebrain","6/416","23/20772",4.70632921960776e-06,0.000830078816108319,0.000713586847025616,"ENSG00000170370/ENSG00000106571/ENSG00000184486/ENSG00000066468/ENSG00000154342/ENSG00000118193",6
"GO:0048754","GO:0048754","branching morphogenesis of an epithelial tube","15/416","186/20772",5.45538634883017e-06,0.000894734926992624,0.000769169219941935,"ENSG00000198435/ENSG00000106571/ENSG00000066468/ENSG00000134245/ENSG00000074047/ENSG00000138798/ENSG00000164056/ENSG00000125398/ENSG00000120149/ENSG00000117139/ENSG00000115596/ENSG00000075711/ENSG00000105696/ENSG00000138795/ENSG00000126778",15
"GO:0043010","GO:0043010","camera-type eye development","22/416","367/20772",5.49565511500312e-06,0.000894734926992624,0.000769169219941935,"ENSG00000101384/ENSG00000188064/ENSG00000182968/ENSG00000007372/ENSG00000106571/ENSG00000008196/ENSG00000123307/ENSG00000134245/ENSG00000064309/ENSG00000138061/ENSG00000137203/ENSG00000162992/ENSG00000164056/ENSG00000125398/ENSG00000070961/ENSG00000112333/ENSG00000117139/ENSG00000115596/ENSG00000091664/ENSG00000075711/ENSG00000184254/ENSG00000049449",22
"GO:0060485","GO:0060485","mesenchyme development","21/416","344/20772",6.79356802004064e-06,0.00106508049736415,0.000915608758100604,"ENSG00000101384/ENSG00000189120/ENSG00000066468/ENSG00000154342/ENSG00000185650/ENSG00000075213/ENSG00000163132/ENSG00000112175/ENSG00000110880/ENSG00000138623/ENSG00000164056/ENSG00000125398/ENSG00000120149/ENSG00000156299/ENSG00000163909/ENSG00000138795/ENSG00000126778/ENSG00000005102/ENSG00000157927/ENSG00000213853/ENSG00000144730",21
"GO:0072080","GO:0072080","nephron tubule development","11/416","104/20772",7.65216818959243e-06,0.00115684385523374,0.000994494189151166,"ENSG00000101384/ENSG00000188064/ENSG00000106571/ENSG00000008196/ENSG00000134245/ENSG00000125398/ENSG00000115596/ENSG00000075711/ENSG00000105696/ENSG00000163909/ENSG00000126778",11
"GO:0090596","GO:0090596","sensory organ morphogenesis","19/416","296/20772",9.17847263913405e-06,0.00133974050625705,0.00115172340883798,"ENSG00000101384/ENSG00000182968/ENSG00000007372/ENSG00000118733/ENSG00000106571/ENSG00000115507/ENSG00000008196/ENSG00000066468/ENSG00000154342/ENSG00000163132/ENSG00000134245/ENSG00000064309/ENSG00000104290/ENSG00000137203/ENSG00000152977/ENSG00000125398/ENSG00000077943/ENSG00000126778/ENSG00000184254",19
"GO:0061326","GO:0061326","renal tubule development","11/416","108/20772",1.10190918491837e-05,0.00153500520416971,0.00131958496296385,"ENSG00000101384/ENSG00000188064/ENSG00000106571/ENSG00000008196/ENSG00000134245/ENSG00000125398/ENSG00000115596/ENSG00000075711/ENSG00000105696/ENSG00000163909/ENSG00000126778",11
"GO:0021872","GO:0021872","forebrain generation of neurons","8/416","54/20772",1.12414744458448e-05,0.00153500520416971,0.00131958496296385,"ENSG00000182968/ENSG00000007372/ENSG00000106571/ENSG00000066468/ENSG00000154342/ENSG00000173376/ENSG00000112333/ENSG00000138795",8
"GO:0048665","GO:0048665","neuron fate specification","7/416","40/20772",1.29439428991997e-05,0.00171224094663476,0.00147194771718859,"ENSG00000182968/ENSG00000106571/ENSG00000184486/ENSG00000074047/ENSG00000064218/ENSG00000125398/ENSG00000126778",7
"GO:0048762","GO:0048762","mesenchymal cell differentiation","18/416","278/20772",1.40079326298773e-05,0.00179683572188698,0.00154467059334883,"ENSG00000101384/ENSG00000189120/ENSG00000066468/ENSG00000075213/ENSG00000163132/ENSG00000112175/ENSG00000110880/ENSG00000138623/ENSG00000164056/ENSG00000125398/ENSG00000120149/ENSG00000156299/ENSG00000163909/ENSG00000138795/ENSG00000126778/ENSG00000157927/ENSG00000213853/ENSG00000144730",18
"GO:0007405","GO:0007405","neuroblast proliferation","9/416","74/20772",1.66288231214296e-05,0.00207028847861798,0.00177974741581368,"ENSG00000007372/ENSG00000106571/ENSG00000066468/ENSG00000154342/ENSG00000123307/ENSG00000064309/ENSG00000104290/ENSG00000112333/ENSG00000138795",9
"GO:0016055","GO:0016055","Wnt signaling pathway","25/416","485/20772",1.75230731561131e-05,0.00211929053342362,0.00182187259851678,"ENSG00000188064/ENSG00000198435/ENSG00000106571/ENSG00000111432/ENSG00000066468/ENSG00000154342/ENSG00000075290/ENSG00000115457/ENSG00000134245/ENSG00000100592/ENSG00000169862/ENSG00000138798/ENSG00000104290/ENSG00000125398/ENSG00000060237/ENSG00000087095/ENSG00000141753/ENSG00000115596/ENSG00000162738/ENSG00000115884/ENSG00000156299/ENSG00000118503/ENSG00000138795/ENSG00000106829/ENSG00000100281",25
"GO:0045665","GO:0045665","negative regulation of neuron differentiation","9/416","75/20772",1.85663923894114e-05,0.00214756449072552,0.00184617863265772,"ENSG00000101384/ENSG00000007372/ENSG00000106571/ENSG00000250366/ENSG00000154342/ENSG00000125398/ENSG00000112333/ENSG00000074181/ENSG00000184144",9
"GO:0198738","GO:0198738","cell-cell signaling by wnt","25/416","487/20772",1.87715299212956e-05,0.00214756449072552,0.00184617863265772,"ENSG00000188064/ENSG00000198435/ENSG00000106571/ENSG00000111432/ENSG00000066468/ENSG00000154342/ENSG00000075290/ENSG00000115457/ENSG00000134245/ENSG00000100592/ENSG00000169862/ENSG00000138798/ENSG00000104290/ENSG00000125398/ENSG00000060237/ENSG00000087095/ENSG00000141753/ENSG00000115596/ENSG00000162738/ENSG00000115884/ENSG00000156299/ENSG00000118503/ENSG00000138795/ENSG00000106829/ENSG00000100281",25
"GO:0048568","GO:0048568","embryonic organ development","25/416","497/20772",2.63084199823814e-05,0.00293061952066895,0.00251934093847901,"ENSG00000188064/ENSG00000007372/ENSG00000165891/ENSG00000106571/ENSG00000167081/ENSG00000115507/ENSG00000066468/ENSG00000154342/ENSG00000185650/ENSG00000163132/ENSG00000112175/ENSG00000074047/ENSG00000104290/ENSG00000137203/ENSG00000162992/ENSG00000137285/ENSG00000152977/ENSG00000125398/ENSG00000162738/ENSG00000077943/ENSG00000075711/ENSG00000138795/ENSG00000120254/ENSG00000126778/ENSG00000184254",25
"GO:2000027","GO:2000027","regulation of animal organ morphogenesis","12/416","142/20772",2.96827634355037e-05,0.00322172147749967,0.00276959009977156,"ENSG00000189120/ENSG00000154342/ENSG00000163132/ENSG00000134245/ENSG00000100592/ENSG00000064218/ENSG00000104290/ENSG00000164056/ENSG00000125398/ENSG00000162738/ENSG00000156299/ENSG00000126778",12
"GO:0060070","GO:0060070","canonical Wnt signaling pathway","19/416","325/20772",3.36836766294979e-05,0.00356457507931661,0.00306432816074143,"ENSG00000188064/ENSG00000198435/ENSG00000106571/ENSG00000111432/ENSG00000066468/ENSG00000154342/ENSG00000075290/ENSG00000115457/ENSG00000134245/ENSG00000169862/ENSG00000138798/ENSG00000104290/ENSG00000125398/ENSG00000060237/ENSG00000141753/ENSG00000115596/ENSG00000115884/ENSG00000138795/ENSG00000106829",19
"GO:0061138","GO:0061138","morphogenesis of a branching epithelium","15/416","218/20772",3.60491638334265e-05,0.00366724921569926,0.00315259316863052,"ENSG00000198435/ENSG00000106571/ENSG00000066468/ENSG00000134245/ENSG00000074047/ENSG00000138798/ENSG00000164056/ENSG00000125398/ENSG00000120149/ENSG00000117139/ENSG00000115596/ENSG00000075711/ENSG00000105696/ENSG00000138795/ENSG00000126778",15
"GO:0060537","GO:0060537","muscle tissue development","23/416","445/20772",3.63865974626432e-05,0.00366724921569926,0.00315259316863052,"ENSG00000008196/ENSG00000066468/ENSG00000154342/ENSG00000163132/ENSG00000064309/ENSG00000112175/ENSG00000198947/ENSG00000167196/ENSG00000078114/ENSG00000125398/ENSG00000120149/ENSG00000152413/ENSG00000162772/ENSG00000154639/ENSG00000109819/ENSG00000078328/ENSG00000175183/ENSG00000077943/ENSG00000075711/ENSG00000163909/ENSG00000138795/ENSG00000126778/ENSG00000096696",23
"GO:0072009","GO:0072009","nephron epithelium development","11/416","124/20772",4.05960821952625e-05,0.00399635385889642,0.00343551177843384,"ENSG00000101384/ENSG00000188064/ENSG00000106571/ENSG00000008196/ENSG00000134245/ENSG00000125398/ENSG00000115596/ENSG00000075711/ENSG00000105696/ENSG00000163909/ENSG00000126778",11
"GO:0001657","GO:0001657","ureteric bud development","10/416","103/20772",4.18862549797227e-05,0.00402964812111741,0.00346413357571535,"ENSG00000106571/ENSG00000066468/ENSG00000134245/ENSG00000164056/ENSG00000125398/ENSG00000115596/ENSG00000115884/ENSG00000075711/ENSG00000105696/ENSG00000126778",10
"GO:0072163","GO:0072163","mesonephric epithelium development","10/416","104/20772",4.55281791063326e-05,0.0041274713824933,0.00354822847284602,"ENSG00000106571/ENSG00000066468/ENSG00000134245/ENSG00000164056/ENSG00000125398/ENSG00000115596/ENSG00000115884/ENSG00000075711/ENSG00000105696/ENSG00000126778",10
"GO:0072164","GO:0072164","mesonephric tubule development","10/416","104/20772",4.55281791063326e-05,0.0041274713824933,0.00354822847284602,"ENSG00000106571/ENSG00000066468/ENSG00000134245/ENSG00000164056/ENSG00000125398/ENSG00000115596/ENSG00000115884/ENSG00000075711/ENSG00000105696/ENSG00000126778",10
"GO:0060579","GO:0060579","ventral spinal cord interneuron fate commitment","4/416","11/20772",4.6803360822036e-05,0.0041274713824933,0.00354822847284602,"ENSG00000182968/ENSG00000106571/ENSG00000074047/ENSG00000064218",4
"GO:0060581","GO:0060581","cell fate commitment involved in pattern specification","4/416","11/20772",4.6803360822036e-05,0.0041274713824933,0.00354822847284602,"ENSG00000182968/ENSG00000106571/ENSG00000074047/ENSG00000064218",4
"GO:0043268","GO:0043268","positive regulation of potassium ion transport","7/416","49/20772",5.10767464947894e-05,0.00440572097789035,0.00378742895310454,"ENSG00000163485/ENSG00000069849/ENSG00000184845/ENSG00000143153/ENSG00000183908/ENSG00000075711/ENSG00000198929",7
"GO:0060317","GO:0060317","cardiac epithelial to mesenchymal transition","6/416","34/20772",5.20401721933659e-05,0.00440572097789035,0.00378742895310454,"ENSG00000101384/ENSG00000163132/ENSG00000164056/ENSG00000120149/ENSG00000163909/ENSG00000213853",6
"GO:0007263","GO:0007263","nitric oxide mediated signal transduction","6/416","35/20772",6.17541288067785e-05,0.00502559746027139,0.00432031293475032,"ENSG00000061918/ENSG00000007171/ENSG00000173376/ENSG00000108551/ENSG00000162992/ENSG00000198929",6
"GO:0060713","GO:0060713","labyrinthine layer morphogenesis","5/416","22/20772",6.25152654283462e-05,0.00502559746027139,0.00432031293475032,"ENSG00000188064/ENSG00000066468/ENSG00000185650/ENSG00000112175/ENSG00000138795",5
"GO:0001823","GO:0001823","mesonephros development","10/416","108/20772",6.29238519712695e-05,0.00502559746027139,0.00432031293475032,"ENSG00000106571/ENSG00000066468/ENSG00000134245/ENSG00000164056/ENSG00000125398/ENSG00000115596/ENSG00000115884/ENSG00000075711/ENSG00000105696/ENSG00000126778",10
"GO:0030879","GO:0030879","mammary gland development","12/416","154/20772",6.58439149352585e-05,0.00516143133186943,0.0044370840922259,"ENSG00000188064/ENSG00000106571/ENSG00000066468/ENSG00000154342/ENSG00000163132/ENSG00000074047/ENSG00000138798/ENSG00000125398/ENSG00000120149/ENSG00000117139/ENSG00000138795/ENSG00000120833",12
"GO:0019935","GO:0019935","cyclic-nucleotide-mediated signaling","9/416","88/20772",6.71915599846646e-05,0.00517130678936519,0.00444557364338728,"ENSG00000061918/ENSG00000186188/ENSG00000141433/ENSG00000125398/ENSG00000115138/ENSG00000078295/ENSG00000113448/ENSG00000181773/ENSG00000120899",9
"GO:0042471","GO:0042471","ear morphogenesis","11/416","132/20772",7.20431495615772e-05,0.00544569021596708,0.00468145052696189,"ENSG00000115507/ENSG00000066468/ENSG00000154342/ENSG00000163132/ENSG00000104290/ENSG00000137203/ENSG00000152977/ENSG00000125398/ENSG00000077943/ENSG00000126778/ENSG00000184254",11
"GO:0001763","GO:0001763","morphogenesis of a branching structure","15/416","233/20772",7.70138912737069e-05,0.00571929476774739,0.0049166578417951,"ENSG00000198435/ENSG00000106571/ENSG00000066468/ENSG00000134245/ENSG00000074047/ENSG00000138798/ENSG00000164056/ENSG00000125398/ENSG00000120149/ENSG00000117139/ENSG00000115596/ENSG00000075711/ENSG00000105696/ENSG00000138795/ENSG00000126778",15
"GO:0042472","GO:0042472","inner ear morphogenesis","10/416","111/20772",7.9420434191646e-05,0.00579632237815927,0.00498287551725082,"ENSG00000115507/ENSG00000066468/ENSG00000154342/ENSG00000104290/ENSG00000137203/ENSG00000152977/ENSG00000125398/ENSG00000077943/ENSG00000126778/ENSG00000184254",10
"GO:0010092","GO:0010092","specification of animal organ identity","6/416","37/20772",8.55085692438896e-05,0.00613487751880313,0.00527391835639833,"ENSG00000106571/ENSG00000066468/ENSG00000154342/ENSG00000134245/ENSG00000164056/ENSG00000126778",6
"GO:0021542","GO:0021542","dentate gyrus development","5/416","24/20772",9.76269357551723e-05,0.00681646556576425,0.00585985339770152,"ENSG00000170370/ENSG00000162992/ENSG00000184845/ENSG00000112333/ENSG00000138795",5
"GO:0021514","GO:0021514","ventral spinal cord interneuron differentiation","4/416","13/20772",9.82292462819794e-05,0.00681646556576425,0.00585985339770152,"ENSG00000182968/ENSG00000106571/ENSG00000074047/ENSG00000064218",4
"GO:0043583","GO:0043583","ear development","15/416","240/20772",0.000107245745846045,0.00719874668233682,0.00618848577737287,"ENSG00000101384/ENSG00000106571/ENSG00000115507/ENSG00000066468/ENSG00000154342/ENSG00000163132/ENSG00000112175/ENSG00000104290/ENSG00000137203/ENSG00000162992/ENSG00000152977/ENSG00000125398/ENSG00000077943/ENSG00000126778/ENSG00000184254",15
"GO:0019933","GO:0019933","cAMP-mediated signaling","7/416","55/20772",0.000108840015986193,0.00719874668233682,0.00618848577737287,"ENSG00000186188/ENSG00000141433/ENSG00000125398/ENSG00000115138/ENSG00000078295/ENSG00000113448/ENSG00000181773",7
"GO:2000179","GO:2000179","positive regulation of neural precursor cell proliferation","7/416","55/20772",0.000108840015986193,0.00719874668233682,0.00618848577737287,"ENSG00000007372/ENSG00000106571/ENSG00000154342/ENSG00000064309/ENSG00000138798/ENSG00000104290/ENSG00000112333",7
"GO:0042476","GO:0042476","odontogenesis","11/416","139/20772",0.00011479630398872,0.00747432650858136,0.0064253911597264,"ENSG00000189120/ENSG00000106571/ENSG00000066468/ENSG00000163132/ENSG00000074047/ENSG00000064218/ENSG00000137203/ENSG00000120149/ENSG00000115596/ENSG00000115884/ENSG00000138795",11
"GO:0060562","GO:0060562","epithelial tube morphogenesis","20/416","387/20772",0.000116538046200418,0.00747432650858136,0.0064253911597264,"ENSG00000198435/ENSG00000106571/ENSG00000066468/ENSG00000154342/ENSG00000134245/ENSG00000112175/ENSG00000074047/ENSG00000138798/ENSG00000104290/ENSG00000164056/ENSG00000125398/ENSG00000120149/ENSG00000117139/ENSG00000115596/ENSG00000162738/ENSG00000075711/ENSG00000105696/ENSG00000138795/ENSG00000120254/ENSG00000126778",20
"GO:0021871","GO:0021871","forebrain regionalization","5/416","25/20772",0.000120038371496688,0.00758391681411162,0.00651960173234955,"ENSG00000188064/ENSG00000170370/ENSG00000007372/ENSG00000106571/ENSG00000134245",5
"GO:0048732","GO:0048732","gland development","23/416","483/20772",0.000125130208114733,0.00778935545514214,0.00669620943425127,"ENSG00000188064/ENSG00000007372/ENSG00000165891/ENSG00000106571/ENSG00000184486/ENSG00000066468/ENSG00000154342/ENSG00000163132/ENSG00000138061/ENSG00000074047/ENSG00000138798/ENSG00000119547/ENSG00000125398/ENSG00000120149/ENSG00000117139/ENSG00000213145/ENSG00000118503/ENSG00000138795/ENSG00000126778/ENSG00000184254/ENSG00000147065/ENSG00000169174/ENSG00000120833",23
"GO:0002335","GO:0002335","mature B cell differentiation","6/416","40/20772",0.000134208018925923,0.00823337020454249,0.00707791184480421,"ENSG00000147251/ENSG00000100097/ENSG00000106003/ENSG00000113916/ENSG00000120899/ENSG00000172175",6
