"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0001654","GO:0001654","eye development","24/390","419/20772",1.47787863827596e-06,0.000362254134452702,0.000312047440032262,"ENSG00000101384/ENSG00000188064/ENSG00000182968/ENSG00000007372/ENSG00000118733/ENSG00000106571/ENSG00000167081/ENSG00000008196/ENSG00000123307/ENSG00000134245/ENSG00000064309/ENSG00000138061/ENSG00000137203/ENSG00000162992/ENSG00000164056/ENSG00000125398/ENSG00000070961/ENSG00000112333/ENSG00000140873/ENSG00000115596/ENSG00000091664/ENSG00000075711/ENSG00000184254/ENSG00000049449",24
"GO:0150063","GO:0150063","visual system development","24/390","423/20772",1.74463809454277e-06,0.00040388371888665,0.000347907362712914,"ENSG00000101384/ENSG00000188064/ENSG00000182968/ENSG00000007372/ENSG00000118733/ENSG00000106571/ENSG00000167081/ENSG00000008196/ENSG00000123307/ENSG00000134245/ENSG00000064309/ENSG00000138061/ENSG00000137203/ENSG00000162992/ENSG00000164056/ENSG00000125398/ENSG00000070961/ENSG00000112333/ENSG00000140873/ENSG00000115596/ENSG00000091664/ENSG00000075711/ENSG00000184254/ENSG00000049449",24
"GO:0072006","GO:0072006","nephron development","14/390","161/20772",2.22229507217845e-06,0.00048046287916307,0.000413873016797663,"ENSG00000101384/ENSG00000188064/ENSG00000106571/ENSG00000008196/ENSG00000134245/ENSG00000120156/ENSG00000125398/ENSG00000074181/ENSG00000115596/ENSG00000075711/ENSG00000105696/ENSG00000163909/ENSG00000126778/ENSG00000091879",14
"GO:0021766","GO:0021766","hippocampus development","11/390","98/20772",2.30603733699578e-06,0.00048046287916307,0.000413873016797663,"ENSG00000170370/ENSG00000106571/ENSG00000154342/ENSG00000162992/ENSG00000152977/ENSG00000184845/ENSG00000112333/ENSG00000138772/ENSG00000118193/ENSG00000171450/ENSG00000138795",11
"GO:0007411","GO:0007411","axon guidance","17/390","236/20772",2.55247372808569e-06,0.000483461728406049,0.000416456239845561,"ENSG00000144857/ENSG00000172020/ENSG00000007372/ENSG00000106571/ENSG00000154342/ENSG00000075213/ENSG00000108231/ENSG00000104290/ENSG00000118263/ENSG00000138623/ENSG00000137285/ENSG00000154134/ENSG00000074181/ENSG00000067141/ENSG00000184144/ENSG00000143355/ENSG00000168280",17
"GO:0097485","GO:0097485","neuron projection guidance","17/390","236/20772",2.55247372808569e-06,0.000483461728406049,0.000416456239845561,"ENSG00000144857/ENSG00000172020/ENSG00000007372/ENSG00000106571/ENSG00000154342/ENSG00000075213/ENSG00000108231/ENSG00000104290/ENSG00000118263/ENSG00000138623/ENSG00000137285/ENSG00000154134/ENSG00000074181/ENSG00000067141/ENSG00000184144/ENSG00000143355/ENSG00000168280",17
"GO:0021846","GO:0021846","cell proliferation in forebrain","6/390","23/20772",3.24689204825119e-06,0.000588252137611422,0.000506723198376959,"ENSG00000170370/ENSG00000106571/ENSG00000184486/ENSG00000066468/ENSG00000154342/ENSG00000118193",6
"GO:0090596","GO:0090596","sensory organ morphogenesis","19/390","296/20772",3.64969379676168e-06,0.000633678085462746,0.000545853326620935,"ENSG00000101384/ENSG00000182968/ENSG00000007372/ENSG00000118733/ENSG00000106571/ENSG00000115507/ENSG00000008196/ENSG00000066468/ENSG00000154342/ENSG00000163132/ENSG00000134245/ENSG00000064309/ENSG00000104290/ENSG00000137203/ENSG00000152977/ENSG00000125398/ENSG00000077943/ENSG00000126778/ENSG00000184254",19
"GO:0072080","GO:0072080","nephron tubule development","11/390","104/20772",4.15186822740262e-06,0.000692033396143469,0.00059612086970286,"ENSG00000101384/ENSG00000188064/ENSG00000106571/ENSG00000008196/ENSG00000134245/ENSG00000125398/ENSG00000115596/ENSG00000075711/ENSG00000105696/ENSG00000163909/ENSG00000126778",11
"GO:0016055","GO:0016055","Wnt signaling pathway","25/390","485/20772",5.81403469598325e-06,0.000926926370156002,0.00079845879838631,"ENSG00000188064/ENSG00000198435/ENSG00000106571/ENSG00000111432/ENSG00000066468/ENSG00000154342/ENSG00000075290/ENSG00000115457/ENSG00000134245/ENSG00000100592/ENSG00000169862/ENSG00000138798/ENSG00000104290/ENSG00000125398/ENSG00000060237/ENSG00000087095/ENSG00000141753/ENSG00000115596/ENSG00000162738/ENSG00000115884/ENSG00000156299/ENSG00000118503/ENSG00000138795/ENSG00000106829/ENSG00000100281",25
"GO:0061326","GO:0061326","renal tubule development","11/390","108/20772",6.00600239841902e-06,0.000926926370156002,0.00079845879838631,"ENSG00000101384/ENSG00000188064/ENSG00000106571/ENSG00000008196/ENSG00000134245/ENSG00000125398/ENSG00000115596/ENSG00000075711/ENSG00000105696/ENSG00000163909/ENSG00000126778",11
"GO:0198738","GO:0198738","cell-cell signaling by wnt","25/390","487/20772",6.24323875352768e-06,0.000929127710212494,0.000800355043215391,"ENSG00000188064/ENSG00000198435/ENSG00000106571/ENSG00000111432/ENSG00000066468/ENSG00000154342/ENSG00000075290/ENSG00000115457/ENSG00000134245/ENSG00000100592/ENSG00000169862/ENSG00000138798/ENSG00000104290/ENSG00000125398/ENSG00000060237/ENSG00000087095/ENSG00000141753/ENSG00000115596/ENSG00000162738/ENSG00000115884/ENSG00000156299/ENSG00000118503/ENSG00000138795/ENSG00000106829/ENSG00000100281",25
"GO:0043010","GO:0043010","camera-type eye development","21/390","367/20772",6.82822208150508e-06,0.000976620047566582,0.000841265169237504,"ENSG00000101384/ENSG00000188064/ENSG00000182968/ENSG00000007372/ENSG00000106571/ENSG00000008196/ENSG00000123307/ENSG00000134245/ENSG00000064309/ENSG00000138061/ENSG00000137203/ENSG00000162992/ENSG00000164056/ENSG00000125398/ENSG00000070961/ENSG00000112333/ENSG00000115596/ENSG00000091664/ENSG00000075711/ENSG00000184254/ENSG00000049449",21
"GO:0021872","GO:0021872","forebrain generation of neurons","8/390","54/20772",7.03110185433104e-06,0.000976620047566582,0.000841265169237504,"ENSG00000182968/ENSG00000007372/ENSG00000106571/ENSG00000066468/ENSG00000154342/ENSG00000173376/ENSG00000112333/ENSG00000138795",8
"GO:0060485","GO:0060485","mesenchyme development","20/390","344/20772",8.94698919494816e-06,0.00120264851533384,0.00103596716994137,"ENSG00000101384/ENSG00000189120/ENSG00000066468/ENSG00000154342/ENSG00000185650/ENSG00000075213/ENSG00000163132/ENSG00000112175/ENSG00000110880/ENSG00000138623/ENSG00000164056/ENSG00000125398/ENSG00000120149/ENSG00000156299/ENSG00000163909/ENSG00000138795/ENSG00000126778/ENSG00000005102/ENSG00000157927/ENSG00000144730",20
"GO:0007405","GO:0007405","neuroblast proliferation","9/390","74/20772",9.95568204867131e-06,0.00129641647177542,0.00111673933506478,"ENSG00000007372/ENSG00000106571/ENSG00000066468/ENSG00000154342/ENSG00000123307/ENSG00000064309/ENSG00000104290/ENSG00000112333/ENSG00000138795",9
"GO:0045665","GO:0045665","negative regulation of neuron differentiation","9/390","75/20772",1.11281562149174e-05,0.00140518263477458,0.00121043102688576,"ENSG00000101384/ENSG00000007372/ENSG00000106571/ENSG00000250366/ENSG00000154342/ENSG00000125398/ENSG00000112333/ENSG00000074181/ENSG00000184144",9
"GO:0048663","GO:0048663","neuron fate commitment","9/390","76/20772",1.24164667185735e-05,0.00152174755342046,0.00131084060403515,"ENSG00000182968/ENSG00000007372/ENSG00000106571/ENSG00000184486/ENSG00000064218/ENSG00000125398/ENSG00000074181/ENSG00000126778/ENSG00000198795",9
"GO:0060537","GO:0060537","muscle tissue development","23/390","445/20772",1.3182455936376e-05,0.0015694655396251,0.00135194510505389,"ENSG00000008196/ENSG00000066468/ENSG00000154342/ENSG00000163132/ENSG00000064309/ENSG00000112175/ENSG00000198947/ENSG00000167196/ENSG00000078114/ENSG00000125398/ENSG00000120149/ENSG00000152413/ENSG00000162772/ENSG00000154639/ENSG00000109819/ENSG00000078328/ENSG00000175183/ENSG00000077943/ENSG00000075711/ENSG00000163909/ENSG00000138795/ENSG00000126778/ENSG00000096696",23
"GO:0060070","GO:0060070","canonical Wnt signaling pathway","19/390","325/20772",1.38599192712186e-05,0.00160428565564355,0.00138193931914782,"ENSG00000188064/ENSG00000198435/ENSG00000106571/ENSG00000111432/ENSG00000066468/ENSG00000154342/ENSG00000075290/ENSG00000115457/ENSG00000134245/ENSG00000169862/ENSG00000138798/ENSG00000104290/ENSG00000125398/ENSG00000060237/ENSG00000141753/ENSG00000115596/ENSG00000115884/ENSG00000138795/ENSG00000106829",19
"GO:2000027","GO:2000027","regulation of animal organ morphogenesis","12/390","142/20772",1.5740667369805e-05,0.00177273948459399,0.00152704625123855,"ENSG00000189120/ENSG00000154342/ENSG00000163132/ENSG00000134245/ENSG00000100592/ENSG00000064218/ENSG00000104290/ENSG00000164056/ENSG00000125398/ENSG00000162738/ENSG00000156299/ENSG00000126778",12
"GO:0048762","GO:0048762","mesenchymal cell differentiation","17/390","278/20772",2.2138616187392e-05,0.00240757326810462,0.00207389510167273,"ENSG00000101384/ENSG00000189120/ENSG00000066468/ENSG00000075213/ENSG00000163132/ENSG00000112175/ENSG00000110880/ENSG00000138623/ENSG00000164056/ENSG00000125398/ENSG00000120149/ENSG00000156299/ENSG00000163909/ENSG00000138795/ENSG00000126778/ENSG00000157927/ENSG00000144730",17
"GO:0072009","GO:0072009","nephron epithelium development","11/390","124/20772",2.25330831428078e-05,0.00240757326810462,0.00207389510167273,"ENSG00000101384/ENSG00000188064/ENSG00000106571/ENSG00000008196/ENSG00000134245/ENSG00000125398/ENSG00000115596/ENSG00000075711/ENSG00000105696/ENSG00000163909/ENSG00000126778",11
"GO:0001657","GO:0001657","ureteric bud development","10/390","103/20772",2.42528894503426e-05,0.00252654475848944,0.0021763777112018,"ENSG00000106571/ENSG00000066468/ENSG00000134245/ENSG00000164056/ENSG00000125398/ENSG00000115596/ENSG00000115884/ENSG00000075711/ENSG00000105696/ENSG00000126778",10
"GO:0048568","GO:0048568","embryonic organ development","24/390","497/20772",2.60057539998399e-05,0.0025575007041762,0.00220304331053284,"ENSG00000188064/ENSG00000007372/ENSG00000165891/ENSG00000106571/ENSG00000167081/ENSG00000115507/ENSG00000066468/ENSG00000154342/ENSG00000185650/ENSG00000163132/ENSG00000112175/ENSG00000104290/ENSG00000137203/ENSG00000162992/ENSG00000137285/ENSG00000152977/ENSG00000125398/ENSG00000162738/ENSG00000077943/ENSG00000075711/ENSG00000138795/ENSG00000120254/ENSG00000126778/ENSG00000184254",24
"GO:0072163","GO:0072163","mesonephric epithelium development","10/390","104/20772",2.63912959634213e-05,0.0025575007041762,0.00220304331053284,"ENSG00000106571/ENSG00000066468/ENSG00000134245/ENSG00000164056/ENSG00000125398/ENSG00000115596/ENSG00000115884/ENSG00000075711/ENSG00000105696/ENSG00000126778",10
"GO:0072164","GO:0072164","mesonephric tubule development","10/390","104/20772",2.63912959634213e-05,0.0025575007041762,0.00220304331053284,"ENSG00000106571/ENSG00000066468/ENSG00000134245/ENSG00000164056/ENSG00000125398/ENSG00000115596/ENSG00000115884/ENSG00000075711/ENSG00000105696/ENSG00000126778",10
"GO:0001823","GO:0001823","mesonephros development","10/390","108/20772",3.6639347859593e-05,0.00346991278479373,0.00298899943065101,"ENSG00000106571/ENSG00000066468/ENSG00000134245/ENSG00000164056/ENSG00000125398/ENSG00000115596/ENSG00000115884/ENSG00000075711/ENSG00000105696/ENSG00000126778",10
"GO:0042471","GO:0042471","ear morphogenesis","11/390","132/20772",4.03516682851051e-05,0.00373656448320073,0.00321869447607505,"ENSG00000115507/ENSG00000066468/ENSG00000154342/ENSG00000163132/ENSG00000104290/ENSG00000137203/ENSG00000152977/ENSG00000125398/ENSG00000077943/ENSG00000126778/ENSG00000184254",11
"GO:0060713","GO:0060713","labyrinthine layer morphogenesis","5/390","22/20772",4.60162472135765e-05,0.00411388632951962,0.00354372131500939,"ENSG00000188064/ENSG00000066468/ENSG00000185650/ENSG00000112175/ENSG00000138795",5
"GO:0042472","GO:0042472","inner ear morphogenesis","10/390","111/20772",4.64009257229235e-05,0.00411388632951962,0.00354372131500939,"ENSG00000115507/ENSG00000066468/ENSG00000154342/ENSG00000104290/ENSG00000137203/ENSG00000152977/ENSG00000125398/ENSG00000077943/ENSG00000126778/ENSG00000184254",10
"GO:0043583","GO:0043583","ear development","15/390","240/20772",5.21779047629457e-05,0.00448173937894488,0.00386059168711607,"ENSG00000101384/ENSG00000106571/ENSG00000115507/ENSG00000066468/ENSG00000154342/ENSG00000163132/ENSG00000112175/ENSG00000104290/ENSG00000137203/ENSG00000162992/ENSG00000152977/ENSG00000125398/ENSG00000077943/ENSG00000126778/ENSG00000184254",15
"GO:0048754","GO:0048754","branching morphogenesis of an epithelial tube","13/390","186/20772",5.27010390132707e-05,0.00448173937894488,0.00386059168711607,"ENSG00000198435/ENSG00000106571/ENSG00000066468/ENSG00000134245/ENSG00000138798/ENSG00000164056/ENSG00000125398/ENSG00000120149/ENSG00000115596/ENSG00000075711/ENSG00000105696/ENSG00000138795/ENSG00000126778",13
"GO:0010092","GO:0010092","specification of animal organ identity","6/390","37/20772",5.98851652485321e-05,0.00499082967181267,0.00429912449468409,"ENSG00000106571/ENSG00000066468/ENSG00000154342/ENSG00000134245/ENSG00000164056/ENSG00000126778",6
"GO:0021542","GO:0021542","dentate gyrus development","5/390","24/20772",7.20112814797777e-05,0.00583256101709157,0.0050241958921052,"ENSG00000170370/ENSG00000162992/ENSG00000184845/ENSG00000112333/ENSG00000138795",5
"GO:2000179","GO:2000179","positive regulation of neural precursor cell proliferation","7/390","55/20772",7.27845387302044e-05,0.00583256101709157,0.0050241958921052,"ENSG00000007372/ENSG00000106571/ENSG00000154342/ENSG00000064309/ENSG00000138798/ENSG00000104290/ENSG00000112333",7
"GO:0016331","GO:0016331","morphogenesis of embryonic epithelium","12/390","167/20772",7.79734724389638e-05,0.00613048037081438,0.00528082504502218,"ENSG00000188064/ENSG00000066468/ENSG00000134245/ENSG00000112175/ENSG00000104290/ENSG00000137203/ENSG00000125398/ENSG00000115596/ENSG00000162738/ENSG00000120254/ENSG00000126778/ENSG00000184254",12
"GO:0021871","GO:0021871","forebrain regionalization","5/390","25/20772",8.86345768771499e-05,0.00674220605394784,0.00580776846752356,"ENSG00000188064/ENSG00000170370/ENSG00000007372/ENSG00000106571/ENSG00000134245",5
"GO:0071300","GO:0071300","cellular response to retinoic acid","8/390","76/20772",8.89900007120545e-05,0.00674220605394784,0.00580776846752356,"ENSG00000188064/ENSG00000111432/ENSG00000066468/ENSG00000154342/ENSG00000075290/ENSG00000125398/ENSG00000115596/ENSG00000120899",8
"GO:0072132","GO:0072132","mesenchyme morphogenesis","7/390","57/20772",9.18263761948108e-05,0.00677442510530452,0.005835522112106,"ENSG00000154342/ENSG00000163132/ENSG00000112175/ENSG00000125398/ENSG00000120149/ENSG00000163909/ENSG00000138795",7
"GO:0002335","GO:0002335","mature B cell differentiation","6/390","40/20772",9.42924540695134e-05,0.00677442510530452,0.005835522112106,"ENSG00000147251/ENSG00000100097/ENSG00000106003/ENSG00000113916/ENSG00000120899/ENSG00000172175",6
"GO:0048665","GO:0048665","neuron fate specification","6/390","40/20772",9.42924540695134e-05,0.00677442510530452,0.005835522112106,"ENSG00000182968/ENSG00000106571/ENSG00000184486/ENSG00000064218/ENSG00000125398/ENSG00000126778",6
"GO:0048562","GO:0048562","embryonic organ morphogenesis","17/390","313/20772",9.70356550501754e-05,0.00685334872193358,0.00590350729208026,"ENSG00000007372/ENSG00000106571/ENSG00000115507/ENSG00000066468/ENSG00000154342/ENSG00000163132/ENSG00000104290/ENSG00000137203/ENSG00000162992/ENSG00000152977/ENSG00000125398/ENSG00000162738/ENSG00000077943/ENSG00000075711/ENSG00000120254/ENSG00000126778/ENSG00000184254",17
"GO:0021987","GO:0021987","cerebral cortex development","11/390","146/20772",0.000101009404115241,0.00701510311580352,0.0060428432988241,"ENSG00000170370/ENSG00000007372/ENSG00000106571/ENSG00000184486/ENSG00000064309/ENSG00000137285/ENSG00000112333/ENSG00000117394/ENSG00000137267/ENSG00000118193/ENSG00000171450",11
"GO:0030901","GO:0030901","midbrain development","9/390","100/20772",0.000111678868384522,0.0076289482714476,0.00657161244505989,"ENSG00000125492/ENSG00000148798/ENSG00000115507/ENSG00000066468/ENSG00000154342/ENSG00000163132/ENSG00000114450/ENSG00000148672/ENSG00000104290",9
"GO:0048745","GO:0048745","smooth muscle tissue development","5/390","27/20772",0.000130584758055141,0.00877655946477055,0.0075601702031924,"ENSG00000008196/ENSG00000125398/ENSG00000077943/ENSG00000075711/ENSG00000126778",5
"GO:0048839","GO:0048839","inner ear development","13/390","205/20772",0.000141218744220804,0.00934061122489035,0.00804604708091801,"ENSG00000101384/ENSG00000106571/ENSG00000115507/ENSG00000066468/ENSG00000154342/ENSG00000104290/ENSG00000137203/ENSG00000162992/ENSG00000152977/ENSG00000125398/ENSG00000077943/ENSG00000126778/ENSG00000184254",13
"GO:0060993","GO:0060993","kidney morphogenesis","9/390","104/20772",0.000151047604820541,0.00983461514511244,0.00847158441509944,"ENSG00000188064/ENSG00000187210/ENSG00000106571/ENSG00000134245/ENSG00000125398/ENSG00000115596/ENSG00000075711/ENSG00000105696/ENSG00000126778",9
"GO:0060669","GO:0060669","embryonic placenta morphogenesis","5/390","28/20772",0.000156539613991061,0.0100353934077039,0.0086445357685752,"ENSG00000188064/ENSG00000066468/ENSG00000185650/ENSG00000112175/ENSG00000138795",5
"GO:0007163","GO:0007163","establishment or maintenance of cell polarity","14/390","238/20772",0.000174479235254598,0.0110159844440289,0.00948922156647814,"ENSG00000188064/ENSG00000007372/ENSG00000124171/ENSG00000120156/ENSG00000111913/ENSG00000164056/ENSG00000151474/ENSG00000142945/ENSG00000107560/ENSG00000111962/ENSG00000075711/ENSG00000120899/ENSG00000047849/ENSG00000147065",14
"GO:0002052","GO:0002052","positive regulation of neuroblast proliferation","5/390","29/20772",0.000186258282714511,0.0114137980010496,0.00983190006279387,"ENSG00000007372/ENSG00000106571/ENSG00000064309/ENSG00000104290/ENSG00000112333",5
"GO:0003401","GO:0003401","axis elongation","5/390","29/20772",0.000186258282714511,0.0114137980010496,0.00983190006279387,"ENSG00000066468/ENSG00000154342/ENSG00000164056/ENSG00000125398/ENSG00000126778",5
"GO:0032526","GO:0032526","response to retinoic acid","10/390","132/20772",0.000198438617238308,0.0119839669280004,0.0103230462972178,"ENSG00000188064/ENSG00000111432/ENSG00000066468/ENSG00000154342/ENSG00000075290/ENSG00000115457/ENSG00000125398/ENSG00000115596/ENSG00000086696/ENSG00000120899",10
"GO:0001658","GO:0001658","branching involved in ureteric bud morphogenesis","7/390","65/20772",0.000212646299687878,0.0126585304399913,0.0109041185253484,"ENSG00000106571/ENSG00000134245/ENSG00000125398/ENSG00000115596/ENSG00000075711/ENSG00000105696/ENSG00000126778",7
"GO:0061548","GO:0061548","ganglion development","4/390","17/20772",0.0002399235323576,0.0140811459061144,0.0121295662763442,"ENSG00000075213/ENSG00000138061/ENSG00000104290/ENSG00000126778",4
"GO:0019935","GO:0019935","cyclic-nucleotide-mediated signaling","8/390","88/20772",0.000249583675782831,0.0143645667637546,0.0123737063555513,"ENSG00000061918/ENSG00000186188/ENSG00000141433/ENSG00000125398/ENSG00000115138/ENSG00000113448/ENSG00000181773/ENSG00000120899",8
