"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0003279","GO:0003279","cardiac septum development","10/406","111/20772",6.49139911650462e-05,0.00522491390112127,0.00443869460533495,"ENSG00000197702/ENSG00000125378/ENSG00000142871/ENSG00000075223/ENSG00000145147/ENSG00000069702/ENSG00000081479/ENSG00000166847/ENSG00000166225/ENSG00000107485",10
"GO:0007411","GO:0007411","axon guidance","15/406","236/20772",6.77846527576893e-05,0.00524201314659464,0.00445322084061352,"ENSG00000173482/ENSG00000157851/ENSG00000004848/ENSG00000075223/ENSG00000145147/ENSG00000187323/ENSG00000138696/ENSG00000094631/ENSG00000125266/ENSG00000129116/ENSG00000108947/ENSG00000153266/ENSG00000107485/ENSG00000114554/ENSG00000091129",15
"GO:0097485","GO:0097485","neuron projection guidance","15/406","236/20772",6.77846527576893e-05,0.00524201314659464,0.00445322084061352,"ENSG00000173482/ENSG00000157851/ENSG00000004848/ENSG00000075223/ENSG00000145147/ENSG00000187323/ENSG00000138696/ENSG00000094631/ENSG00000125266/ENSG00000129116/ENSG00000108947/ENSG00000153266/ENSG00000107485/ENSG00000114554/ENSG00000091129",15
"GO:0007179","GO:0007179","transforming growth factor beta receptor signaling pathway","15/406","237/20772",7.10994328162778e-05,0.00539261851975768,0.00458116385939701,"ENSG00000072415/ENSG00000137575/ENSG00000148516/ENSG00000166949/ENSG00000150457/ENSG00000069702/ENSG00000166147/ENSG00000176973/ENSG00000064393/ENSG00000105855/ENSG00000168542/ENSG00000137801/ENSG00000138829/ENSG00000128791/ENSG00000153071",15
"GO:0014706","GO:0014706","striated muscle tissue development","16/406","269/20772",8.58810075575164e-05,0.00638010560895844,0.00542005875769049,"ENSG00000110693/ENSG00000125378/ENSG00000163110/ENSG00000166949/ENSG00000075223/ENSG00000148677/ENSG00000069702/ENSG00000108946/ENSG00000144560/ENSG00000113721/ENSG00000081479/ENSG00000125266/ENSG00000166225/ENSG00000154556/ENSG00000149596/ENSG00000148814",16
"GO:0043516","GO:0043516","regulation of DNA damage response, signal transduction by p53 class mediator","6/406","38/20772",8.73543871409117e-05,0.00638010560895844,0.00542005875769049,"ENSG00000143479/ENSG00000183255/ENSG00000143499/ENSG00000148677/ENSG00000183955/ENSG00000111653",6
"GO:0017015","GO:0017015","regulation of transforming growth factor beta receptor signaling pathway","12/406","163/20772",9.03727336630943e-05,0.00648054657394989,0.00550538586123692,"ENSG00000072415/ENSG00000137575/ENSG00000148516/ENSG00000166949/ENSG00000150457/ENSG00000069702/ENSG00000166147/ENSG00000176973/ENSG00000064393/ENSG00000137801/ENSG00000138829/ENSG00000153071",12
"GO:0001952","GO:0001952","regulation of cell-matrix adhesion","11/406","139/20772",9.26462560965928e-05,0.00652494346508861,0.00554310212698223,"ENSG00000172638/ENSG00000166949/ENSG00000171791/ENSG00000082701/ENSG00000132669/ENSG00000006210/ENSG00000108861/ENSG00000137801/ENSG00000137076/ENSG00000134318/ENSG00000164741",11
"GO:0031032","GO:0031032","actomyosin structure organization","14/406","216/20772",9.5676172419205e-05,0.00662011971967271,0.00562395672779925,"ENSG00000118523/ENSG00000165410/ENSG00000166949/ENSG00000148677/ENSG00000108946/ENSG00000100345/ENSG00000113721/ENSG00000155366/ENSG00000079819/ENSG00000196776/ENSG00000134318/ENSG00000180370/ENSG00000164741/ENSG00000117519",14
"GO:0007266","GO:0007266","Rho protein signal transduction","11/406","141/20772",0.000105332557871553,0.00695493558142732,0.005908391148629,"ENSG00000039523/ENSG00000137962/ENSG00000072422/ENSG00000064547/ENSG00000196914/ENSG00000113721/ENSG00000151491/ENSG00000168542/ENSG00000134318/ENSG00000164741/ENSG00000099331",11
"GO:0021885","GO:0021885","forebrain cell migration","8/406","75/20772",0.000106920885435722,0.00695493558142732,0.005908391148629,"ENSG00000146648/ENSG00000096093/ENSG00000004848/ENSG00000145147/ENSG00000167601/ENSG00000150764/ENSG00000168542/ENSG00000153266",8
"GO:0003323","GO:0003323","type B pancreatic cell development","5/406","25/20772",0.00010708675626533,0.00695493558142732,0.005908391148629,"ENSG00000080298/ENSG00000125378/ENSG00000170558/ENSG00000082701/ENSG00000002330",5
"GO:1903844","GO:1903844","regulation of cellular response to transforming growth factor beta stimulus","12/406","166/20772",0.000107568729834449,0.00695493558142732,0.005908391148629,"ENSG00000072415/ENSG00000137575/ENSG00000148516/ENSG00000166949/ENSG00000150457/ENSG00000069702/ENSG00000166147/ENSG00000176973/ENSG00000064393/ENSG00000137801/ENSG00000138829/ENSG00000153071",12
"GO:0045926","GO:0045926","negative regulation of growth","16/406","277/20772",0.000120768723046494,0.00768244909186085,0.00652643201115434,"ENSG00000179833/ENSG00000022267/ENSG00000125378/ENSG00000135924/ENSG00000166949/ENSG00000108557/ENSG00000171791/ENSG00000075223/ENSG00000145147/ENSG00000144560/ENSG00000187323/ENSG00000094631/ENSG00000139687/ENSG00000153071/ENSG00000147257/ENSG00000111653",16
"GO:0003281","GO:0003281","ventricular septum development","8/406","77/20772",0.00012890859448591,0.00807008724845126,0.00685574028819803,"ENSG00000125378/ENSG00000142871/ENSG00000145147/ENSG00000069702/ENSG00000081479/ENSG00000166847/ENSG00000166225/ENSG00000107485",8
"GO:0035051","GO:0035051","cardiocyte differentiation","12/406","171/20772",0.000142483522574734,0.00878054707866799,0.0074592936242661,"ENSG00000110693/ENSG00000150593/ENSG00000125378/ENSG00000146648/ENSG00000163110/ENSG00000075223/ENSG00000069702/ENSG00000113721/ENSG00000125266/ENSG00000166225/ENSG00000154556/ENSG00000148814",12
