"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","rank"
"GO:0021537","GO:0021537","telencephalon development",0.0368,"302/20772",4.74689189672442e-05,0.00969191493348603,0.0088876589242561,"ENSG00000007372/ENSG00000013810/ENSG00000018625/ENSG00000064309/ENSG00000106571/ENSG00000106689/ENSG00000111678/ENSG00000112658/ENSG00000114315/ENSG00000115738/ENSG00000116750/ENSG00000128610/ENSG00000138772/ENSG00000149571/ENSG00000152977/ENSG00000156925/ENSG00000159388/ENSG00000166579/ENSG00000167680/ENSG00000174469/ENSG00000176165/ENSG00000198121/ENSG00000277586",23,32
"GO:0048839","GO:0048839","inner ear development",0.0288,"205/20772",5.09607576817122e-05,0.00997132158638836,0.00914387981034583,"ENSG00000060718/ENSG00000100625/ENSG00000101384/ENSG00000104290/ENSG00000106571/ENSG00000112320/ENSG00000114315/ENSG00000116039/ENSG00000116106/ENSG00000120756/ENSG00000138685/ENSG00000144749/ENSG00000152977/ENSG00000176165/ENSG00000181449/ENSG00000186297/ENSG00000186480/ENSG00000198707",18,85
"GO:0007044","GO:0007044","cell-substrate junction assembly",0.0192,"103/20772",6.24354751854134e-05,0.011727879658828,0.0107546749045695,"ENSG00000035403/ENSG00000073712/ENSG00000087077/ENSG00000108861/ENSG00000135862/ENSG00000140937/ENSG00000156232/ENSG00000161638/ENSG00000167657/ENSG00000184349/ENSG00000197747/ENSG00000248746",12,279
"GO:0072073","GO:0072073","kidney epithelium development",0.024,"154/20772",6.58534980306575e-05,0.0118941548750757,0.0109071522446729,"ENSG00000100625/ENSG00000101384/ENSG00000105696/ENSG00000106571/ENSG00000114315/ENSG00000115884/ENSG00000116106/ENSG00000125430/ENSG00000134250/ENSG00000138685/ENSG00000141449/ENSG00000164056/ENSG00000172037/ENSG00000178585/ENSG00000205213",15,160
"GO:0007519","GO:0007519","skeletal muscle tissue development",0.0256,"175/20772",8.15070116387316e-05,0.0131929945215267,0.0120982113753173,"ENSG00000060138/ENSG00000064309/ENSG00000100625/ENSG00000102554/ENSG00000120738/ENSG00000124641/ENSG00000148704/ENSG00000152413/ENSG00000159388/ENSG00000170345/ENSG00000171100/ENSG00000180209/ENSG00000185022/ENSG00000187957/ENSG00000198947/ENSG00000248746",16,132
"GO:0048562","GO:0048562","embryonic organ morphogenesis",0.0368,"313/20772",8.19433078705378e-05,0.0131929945215267,0.0120982113753173,"ENSG00000007372/ENSG00000060718/ENSG00000100625/ENSG00000104290/ENSG00000106571/ENSG00000110195/ENSG00000112320/ENSG00000112658/ENSG00000114315/ENSG00000115738/ENSG00000116035/ENSG00000116039/ENSG00000120254/ENSG00000120756/ENSG00000134250/ENSG00000138829/ENSG00000144749/ENSG00000152977/ENSG00000156925/ENSG00000162769/ENSG00000176165/ENSG00000186480/ENSG00000198707",23,33
"GO:0000132","GO:0000132","establishment of mitotic spindle orientation",0.0112,"36/20772",8.42823329739778e-05,0.0131929945215267,0.0120982113753173,"ENSG00000007372/ENSG00000099812/ENSG00000115163/ENSG00000152661/ENSG00000164056/ENSG00000164109/ENSG00000166579",7,715
"GO:0021988","GO:0021988","olfactory lobe development",0.0112,"36/20772",8.42823329739778e-05,0.0131929945215267,0.0120982113753173,"ENSG00000018625/ENSG00000106689/ENSG00000112658/ENSG00000115738/ENSG00000128610/ENSG00000152977/ENSG00000156925",7,716
"GO:0031589","GO:0031589","cell-substrate adhesion",0.0432,"401/20772",9.09752431879814e-05,0.0137812820003471,0.012637681490052,"ENSG00000035403/ENSG00000073712/ENSG00000087077/ENSG00000101384/ENSG00000108861/ENSG00000110799/ENSG00000111846/ENSG00000112658/ENSG00000125968/ENSG00000127990/ENSG00000135862/ENSG00000138069/ENSG00000140937/ENSG00000143127/ENSG00000153094/ENSG00000153208/ENSG00000156232/ENSG00000156299/ENSG00000158813/ENSG00000161638/ENSG00000166452/ENSG00000167657/ENSG00000173376/ENSG00000183087/ENSG00000184349/ENSG00000197747/ENSG00000248746",27,16
"GO:0061326","GO:0061326","renal tubule development",0.0192,"108/20772",9.93662315290564e-05,0.014581994476889,0.0133719491179398,"ENSG00000100625/ENSG00000101384/ENSG00000105696/ENSG00000106571/ENSG00000114315/ENSG00000125430/ENSG00000134250/ENSG00000138685/ENSG00000139174/ENSG00000141449/ENSG00000178585/ENSG00000205213",12,280
"GO:0072006","GO:0072006","nephron development",0.024,"161/20772",0.000109174767960855,0.0155359003134598,0.0142466977903623,"ENSG00000058262/ENSG00000100625/ENSG00000101384/ENSG00000105696/ENSG00000106571/ENSG00000114315/ENSG00000120738/ENSG00000125430/ENSG00000134250/ENSG00000138685/ENSG00000141449/ENSG00000149571/ENSG00000172037/ENSG00000178585/ENSG00000205213",15,161
"GO:0072001","GO:0072001","renal system development",0.0384,"341/20772",0.00011284297865615,0.0155856066990965,0.0142922794328888,"ENSG00000058262/ENSG00000074047/ENSG00000099139/ENSG00000100625/ENSG00000101384/ENSG00000105696/ENSG00000106571/ENSG00000114315/ENSG00000115884/ENSG00000116106/ENSG00000120738/ENSG00000125430/ENSG00000134250/ENSG00000138685/ENSG00000139174/ENSG00000141449/ENSG00000149571/ENSG00000153094/ENSG00000164056/ENSG00000172037/ENSG00000178585/ENSG00000198598/ENSG00000198707/ENSG00000205213",24,26
"GO:0050769","GO:0050769","positive regulation of neurogenesis",0.032,"259/20772",0.000120583720397418,0.0161788900281793,0.0148363308314538,"ENSG00000007372/ENSG00000018189/ENSG00000064309/ENSG00000080166/ENSG00000104290/ENSG00000106571/ENSG00000112658/ENSG00000112893/ENSG00000114315/ENSG00000115738/ENSG00000116106/ENSG00000134259/ENSG00000138685/ENSG00000154645/ENSG00000156299/ENSG00000176165/ENSG00000178235/ENSG00000179242/ENSG00000184349/ENSG00000277586",20,50
"GO:1902746","GO:1902746","regulation of lens fiber cell differentiation",0.0064,"10/20772",0.000147516658169045,0.0192427285211621,0.0176459253967709,"ENSG00000138685/ENSG00000164056/ENSG00000188766/ENSG00000198369",4,1263
"GO:0001822","GO:0001822","kidney development",0.0368,"331/20772",0.00018770379398083,0.0238231626090264,0.0218462651828044,"ENSG00000058262/ENSG00000074047/ENSG00000099139/ENSG00000100625/ENSG00000101384/ENSG00000105696/ENSG00000106571/ENSG00000114315/ENSG00000115884/ENSG00000116106/ENSG00000120738/ENSG00000125430/ENSG00000134250/ENSG00000138685/ENSG00000141449/ENSG00000149571/ENSG00000153094/ENSG00000164056/ENSG00000172037/ENSG00000178585/ENSG00000198598/ENSG00000198707/ENSG00000205213",23,34
"GO:0040001","GO:0040001","establishment of mitotic spindle localization",0.0112,"41/20772",0.000199274476092808,0.0241086261153796,0.0221080403115794,"ENSG00000007372/ENSG00000099812/ENSG00000115163/ENSG00000152661/ENSG00000164056/ENSG00000164109/ENSG00000166579",7,717
"GO:0060538","GO:0060538","skeletal muscle organ development",0.0256,"189/20772",0.000200220702406262,0.0241086261153796,0.0221080403115794,"ENSG00000060138/ENSG00000064309/ENSG00000100625/ENSG00000102554/ENSG00000120738/ENSG00000124641/ENSG00000148704/ENSG00000152413/ENSG00000159388/ENSG00000170345/ENSG00000171100/ENSG00000180209/ENSG00000185022/ENSG00000187957/ENSG00000198947/ENSG00000248746",16,133
"GO:0051962","GO:0051962","positive regulation of nervous system development",0.0352,"312/20772",0.000209290286938011,0.0245706796865225,0.0225317516806159,"ENSG00000007372/ENSG00000018189/ENSG00000064309/ENSG00000080166/ENSG00000104290/ENSG00000106571/ENSG00000112658/ENSG00000112893/ENSG00000114315/ENSG00000115738/ENSG00000116106/ENSG00000134259/ENSG00000138685/ENSG00000146242/ENSG00000154645/ENSG00000156299/ENSG00000169760/ENSG00000176165/ENSG00000178235/ENSG00000179242/ENSG00000184349/ENSG00000277586",22,37
"GO:0035914","GO:0035914","skeletal muscle cell differentiation",0.0144,"69/20772",0.000216180497269973,0.0247605759799949,0.0227058899699989,"ENSG00000064309/ENSG00000100625/ENSG00000102554/ENSG00000120738/ENSG00000124641/ENSG00000148704/ENSG00000159388/ENSG00000170345/ENSG00000185022",9,500
"GO:0051101","GO:0051101","regulation of DNA binding",0.0208,"136/20772",0.000239573742072551,0.0267866260183976,0.0245638140054839,"ENSG00000007372/ENSG00000106689/ENSG00000109670/ENSG00000114315/ENSG00000117650/ENSG00000123485/ENSG00000125968/ENSG00000134259/ENSG00000136826/ENSG00000138798/ENSG00000153879/ENSG00000175197/ENSG00000178585",13,224
"GO:0002064","GO:0002064","epithelial cell development",0.0288,"233/20772",0.000258140724773474,0.028191368454331,0.0258519878836789,"ENSG00000007372/ENSG00000035403/ENSG00000054267/ENSG00000067182/ENSG00000075426/ENSG00000086062/ENSG00000101384/ENSG00000102554/ENSG00000110723/ENSG00000111186/ENSG00000113448/ENSG00000115884/ENSG00000129116/ENSG00000134250/ENSG00000134852/ENSG00000147065/ENSG00000165215/ENSG00000172037",18,86
"GO:0001657","GO:0001657","ureteric bud development",0.0176,"103/20772",0.000272723727928988,0.0284273401563849,0.0260683781448423,"ENSG00000100625/ENSG00000105696/ENSG00000106571/ENSG00000114315/ENSG00000115884/ENSG00000125430/ENSG00000138685/ENSG00000141449/ENSG00000164056/ENSG00000178585/ENSG00000205213",11,329
"GO:0045444","GO:0045444","fat cell differentiation",0.032,"277/20772",0.000294528266398977,0.0284273401563849,0.0260683781448423,"ENSG00000068323/ENSG00000073712/ENSG00000100219/ENSG00000101255/ENSG00000101384/ENSG00000102554/ENSG00000109819/ENSG00000111186/ENSG00000114315/ENSG00000115738/ENSG00000128016/ENSG00000136826/ENSG00000142611/ENSG00000152518/ENSG00000164307/ENSG00000170419/ENSG00000171488/ENSG00000175197/ENSG00000186480/ENSG00000266524",20,51
"GO:0072080","GO:0072080","nephron tubule development",0.0176,"104/20772",0.000296857652452856,0.0284273401563849,0.0260683781448423,"ENSG00000100625/ENSG00000101384/ENSG00000105696/ENSG00000106571/ENSG00000114315/ENSG00000125430/ENSG00000134250/ENSG00000138685/ENSG00000141449/ENSG00000178585/ENSG00000205213",11,330
"GO:0072163","GO:0072163","mesonephric epithelium development",0.0176,"104/20772",0.000296857652452856,0.0284273401563849,0.0260683781448423,"ENSG00000100625/ENSG00000105696/ENSG00000106571/ENSG00000114315/ENSG00000115884/ENSG00000125430/ENSG00000138685/ENSG00000141449/ENSG00000164056/ENSG00000178585/ENSG00000205213",11,331
"GO:0072164","GO:0072164","mesonephric tubule development",0.0176,"104/20772",0.000296857652452856,0.0284273401563849,0.0260683781448423,"ENSG00000100625/ENSG00000105696/ENSG00000106571/ENSG00000114315/ENSG00000115884/ENSG00000125430/ENSG00000138685/ENSG00000141449/ENSG00000164056/ENSG00000178585/ENSG00000205213",11,332
"GO:0060675","GO:0060675","ureteric bud morphogenesis",0.0144,"72/20772",0.000299761676230672,0.0284273401563849,0.0260683781448423,"ENSG00000100625/ENSG00000105696/ENSG00000106571/ENSG00000114315/ENSG00000125430/ENSG00000138685/ENSG00000141449/ENSG00000178585/ENSG00000205213",9,501
"GO:0051294","GO:0051294","establishment of spindle orientation",0.0112,"44/20772",0.000314181911391175,0.0284273401563849,0.0260683781448423,"ENSG00000007372/ENSG00000099812/ENSG00000115163/ENSG00000152661/ENSG00000164056/ENSG00000164109/ENSG00000166579",7,718
"GO:0006888","GO:0006888","endoplasmic reticulum to Golgi vesicle-mediated transport",0.0208,"140/20772",0.000318631395639368,0.0284273401563849,0.0260683781448423,"ENSG00000029534/ENSG00000092108/ENSG00000100934/ENSG00000105829/ENSG00000138069/ENSG00000138768/ENSG00000156232/ENSG00000167110/ENSG00000170043/ENSG00000180447/ENSG00000182158/ENSG00000184840/ENSG00000186480",13,225
"GO:0043122","GO:0043122","regulation of I-kappaB kinase/NF-kappaB signaling",0.0336,"300/20772",0.000319002483381579,0.0284273401563849,0.0260683781448423,"ENSG00000010610/ENSG00000067182/ENSG00000080561/ENSG00000100097/ENSG00000100614/ENSG00000106211/ENSG00000114346/ENSG00000116761/ENSG00000123240/ENSG00000131080/ENSG00000132256/ENSG00000137802/ENSG00000145365/ENSG00000145632/ENSG00000152661/ENSG00000158813/ENSG00000166848/ENSG00000168961/ENSG00000172175/ENSG00000198121/ENSG00000213186",21,43
"GO:1902895","GO:1902895","positive regulation of miRNA transcription",0.0128,"58/20772",0.000326753439272744,0.0284273401563849,0.0260683781448423,"ENSG00000102554/ENSG00000112658/ENSG00000118689/ENSG00000120738/ENSG00000136826/ENSG00000138685/ENSG00000168874/ENSG00000170345",8,599
"GO:0090009","GO:0090009","primitive streak formation",0.0064,"12/20772",0.000331386205649702,0.0284273401563849,0.0260683781448423,"ENSG00000112658/ENSG00000139174/ENSG00000156925/ENSG00000165588",4,1264
"GO:0072171","GO:0072171","mesonephric tubule morphogenesis",0.0144,"73/20772",0.000332943719889516,0.0284273401563849,0.0260683781448423,"ENSG00000100625/ENSG00000105696/ENSG00000106571/ENSG00000114315/ENSG00000125430/ENSG00000138685/ENSG00000141449/ENSG00000178585/ENSG00000205213",9,502
"GO:0045664","GO:0045664","regulation of neuron differentiation",0.0256,"198/20772",0.000339043928932481,0.0284312551833381,0.0260719682944132,"ENSG00000007372/ENSG00000064309/ENSG00000101384/ENSG00000106571/ENSG00000114315/ENSG00000114346/ENSG00000115738/ENSG00000128610/ENSG00000134259/ENSG00000138685/ENSG00000156299/ENSG00000169760/ENSG00000176165/ENSG00000181449/ENSG00000183036/ENSG00000274286",16,134
"GO:0034329","GO:0034329","cell junction assembly",0.0464,"483/20772",0.000358599385839597,0.0293779114025527,0.026940068938367,"ENSG00000035403/ENSG00000066933/ENSG00000073712/ENSG00000079112/ENSG00000087077/ENSG00000100625/ENSG00000105376/ENSG00000108861/ENSG00000112658/ENSG00000114346/ENSG00000135862/ENSG00000140937/ENSG00000146242/ENSG00000149571/ENSG00000152661/ENSG00000152767/ENSG00000156232/ENSG00000161638/ENSG00000165215/ENSG00000167657/ENSG00000169760/ENSG00000172020/ENSG00000174469/ENSG00000178235/ENSG00000179242/ENSG00000184349/ENSG00000187957/ENSG00000197747/ENSG00000248746",29,11
"GO:0072009","GO:0072009","nephron epithelium development",0.0192,"124/20772",0.000367357642864819,0.0293779114025527,0.026940068938367,"ENSG00000100625/ENSG00000101384/ENSG00000105696/ENSG00000106571/ENSG00000114315/ENSG00000125430/ENSG00000134250/ENSG00000138685/ENSG00000141449/ENSG00000172037/ENSG00000178585/ENSG00000205213",12,281
"GO:0007405","GO:0007405","neuroblast proliferation",0.0144,"74/20772",0.000369100675628324,0.0293779114025527,0.026940068938367,"ENSG00000007372/ENSG00000064309/ENSG00000080166/ENSG00000104290/ENSG00000106571/ENSG00000138685/ENSG00000148704/ENSG00000159388/ENSG00000176165",9,503
