"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","rank"
"GO:0048880","GO:0048880","sensory system development",0.0532786885245902,"436/20772",6.92523143004562e-10,3.3568485440912e-07,2.93046635250352e-07,"ENSG00000054598/ENSG00000058668/ENSG00000064393/ENSG00000070193/ENSG00000077092/ENSG00000083857/ENSG00000100644/ENSG00000101489/ENSG00000105370/ENSG00000106799/ENSG00000108784/ENSG00000114251/ENSG00000115380/ENSG00000121039/ENSG00000124479/ENSG00000125864/ENSG00000128791/ENSG00000130635/ENSG00000131697/ENSG00000132932/ENSG00000133216/ENSG00000134250/ENSG00000138061/ENSG00000138829/ENSG00000139174/ENSG00000139567/ENSG00000143951/ENSG00000144061/ENSG00000146648/ENSG00000148204/ENSG00000150893/ENSG00000151012/ENSG00000152192/ENSG00000153208/ENSG00000154928/ENSG00000157796/ENSG00000164093/ENSG00000164442/ENSG00000164690/ENSG00000165323/ENSG00000166225/ENSG00000167081/ENSG00000171307/ENSG00000171812/ENSG00000172037/ENSG00000174804/ENSG00000177707/ENSG00000178573/ENSG00000187098/ENSG00000204217/ENSG00000204227/ENSG00000204262",52,8
"GO:0016055","GO:0016055","Wnt signaling pathway",0.0563524590163934,"485/20772",1.43420817109388e-09,6.37266497356049e-07,5.56321801103259e-07,"ENSG00000006712/ENSG00000012822/ENSG00000018408/ENSG00000058091/ENSG00000068885/ENSG00000070193/ENSG00000075275/ENSG00000081059/ENSG00000095739/ENSG00000101222/ENSG00000104953/ENSG00000105974/ENSG00000109472/ENSG00000113971/ENSG00000114251/ENSG00000115266/ENSG00000116962/ENSG00000118762/ENSG00000123384/ENSG00000124479/ENSG00000131697/ENSG00000132356/ENSG00000132846/ENSG00000134569/ENSG00000134982/ENSG00000135299/ENSG00000139174/ENSG00000140395/ENSG00000144642/ENSG00000146648/ENSG00000146678/ENSG00000148737/ENSG00000150764/ENSG00000151490/ENSG00000154310/ENSG00000162409/ENSG00000163346/ENSG00000163637/ENSG00000164690/ENSG00000164930/ENSG00000164953/ENSG00000168646/ENSG00000169554/ENSG00000171843/ENSG00000173218/ENSG00000174804/ENSG00000177565/ENSG00000187098/ENSG00000188906/ENSG00000196470/ENSG00000196562/ENSG00000196781/ENSG00000198796/ENSG00000269113/ENSG00000272398",55,6
"GO:0198738","GO:0198738","cell-cell signaling by wnt",0.0563524590163934,"487/20772",1.66574683659240e-09,6.83212471746973e-07,5.96431782300532e-07,"ENSG00000006712/ENSG00000012822/ENSG00000018408/ENSG00000058091/ENSG00000068885/ENSG00000070193/ENSG00000075275/ENSG00000081059/ENSG00000095739/ENSG00000101222/ENSG00000104953/ENSG00000105974/ENSG00000109472/ENSG00000113971/ENSG00000114251/ENSG00000115266/ENSG00000116962/ENSG00000118762/ENSG00000123384/ENSG00000124479/ENSG00000131697/ENSG00000132356/ENSG00000132846/ENSG00000134569/ENSG00000134982/ENSG00000135299/ENSG00000139174/ENSG00000140395/ENSG00000144642/ENSG00000146648/ENSG00000146678/ENSG00000148737/ENSG00000150764/ENSG00000151490/ENSG00000154310/ENSG00000162409/ENSG00000163346/ENSG00000163637/ENSG00000164690/ENSG00000164930/ENSG00000164953/ENSG00000168646/ENSG00000169554/ENSG00000171843/ENSG00000173218/ENSG00000174804/ENSG00000177565/ENSG00000187098/ENSG00000188906/ENSG00000196470/ENSG00000196562/ENSG00000196781/ENSG00000198796/ENSG00000269113/ENSG00000272398",55,7
"GO:0043010","GO:0043010","camera-type eye development",0.0461065573770492,"367/20772",4.15212337179875e-09,1.58136584417364e-06,1.38050297369128e-06,"ENSG00000054598/ENSG00000058668/ENSG00000064393/ENSG00000070193/ENSG00000083857/ENSG00000100644/ENSG00000101489/ENSG00000105370/ENSG00000106799/ENSG00000108784/ENSG00000114251/ENSG00000115380/ENSG00000121039/ENSG00000124479/ENSG00000125864/ENSG00000128791/ENSG00000131697/ENSG00000132932/ENSG00000133216/ENSG00000134250/ENSG00000138061/ENSG00000138829/ENSG00000139174/ENSG00000139567/ENSG00000143951/ENSG00000144061/ENSG00000146648/ENSG00000148204/ENSG00000151012/ENSG00000153208/ENSG00000154928/ENSG00000157796/ENSG00000164093/ENSG00000164442/ENSG00000164690/ENSG00000165323/ENSG00000166225/ENSG00000171812/ENSG00000172037/ENSG00000174804/ENSG00000177707/ENSG00000178573/ENSG00000187098/ENSG00000204217/ENSG00000204227",45,14
"GO:0007411","GO:0007411","axon guidance",0.0348360655737705,"236/20772",5.89557614416943e-09,1.96470075004446e-06,1.7151472177314e-06,"ENSG00000004848/ENSG00000005810/ENSG00000044524/ENSG00000065320/ENSG00000075223/ENSG00000076356/ENSG00000091129/ENSG00000092421/ENSG00000101856/ENSG00000108947/ENSG00000114251/ENSG00000114554/ENSG00000117298/ENSG00000124205/ENSG00000133216/ENSG00000134250/ENSG00000136040/ENSG00000141736/ENSG00000144771/ENSG00000151490/ENSG00000154928/ENSG00000162614/ENSG00000164690/ENSG00000169242/ENSG00000172037/ENSG00000173402/ENSG00000174684/ENSG00000182168/ENSG00000182580/ENSG00000185070/ENSG00000187323/ENSG00000196470/ENSG00000204217/ENSG00000221866",34,46
"GO:0097485","GO:0097485","neuron projection guidance",0.0348360655737705,"236/20772",5.89557614416943e-09,1.96470075004446e-06,1.7151472177314e-06,"ENSG00000004848/ENSG00000005810/ENSG00000044524/ENSG00000065320/ENSG00000075223/ENSG00000076356/ENSG00000091129/ENSG00000092421/ENSG00000101856/ENSG00000108947/ENSG00000114251/ENSG00000114554/ENSG00000117298/ENSG00000124205/ENSG00000133216/ENSG00000134250/ENSG00000136040/ENSG00000141736/ENSG00000144771/ENSG00000151490/ENSG00000154928/ENSG00000162614/ENSG00000164690/ENSG00000169242/ENSG00000172037/ENSG00000173402/ENSG00000174684/ENSG00000182168/ENSG00000182580/ENSG00000185070/ENSG00000187323/ENSG00000196470/ENSG00000204217/ENSG00000221866",34,47
"GO:0034329","GO:0034329","cell junction assembly",0.0532786885245902,"483/20772",2.3425993275403e-08,7.34749389084994e-06,6.41422552717227e-06,"ENSG00000005810/ENSG00000044524/ENSG00000046653/ENSG00000064042/ENSG00000065320/ENSG00000081138/ENSG00000082397/ENSG00000091129/ENSG00000101463/ENSG00000105370/ENSG00000105974/ENSG00000107186/ENSG00000107263/ENSG00000108947/ENSG00000114251/ENSG00000121871/ENSG00000128536/ENSG00000130396/ENSG00000131697/ENSG00000131711/ENSG00000133216/ENSG00000134569/ENSG00000134982/ENSG00000136279/ENSG00000137575/ENSG00000137801/ENSG00000139567/ENSG00000143951/ENSG00000144061/ENSG00000144824/ENSG00000145362/ENSG00000145526/ENSG00000150054/ENSG00000151490/ENSG00000152192/ENSG00000154229/ENSG00000154928/ENSG00000156642/ENSG00000158258/ENSG00000161270/ENSG00000163110/ENSG00000164007/ENSG00000164171/ENSG00000165699/ENSG00000171246/ENSG00000173114/ENSG00000175928/ENSG00000177508/ENSG00000182580/ENSG00000185070/ENSG00000197959/ENSG00000206561",52,9
"GO:0003351","GO:0003351","epithelial cilium movement involved in extracellular fluid movement",0.0133196721311475,"41/20772",2.59679924832382e-08,7.69229644003479e-06,6.71523174040231e-06,"ENSG00000007174/ENSG00000039139/ENSG00000112981/ENSG00000113971/ENSG00000129295/ENSG00000152582/ENSG00000154099/ENSG00000155761/ENSG00000163075/ENSG00000163482/ENSG00000166171/ENSG00000188596/ENSG00000197748",13,564
"GO:0044458","GO:0044458","motile cilium assembly",0.0163934426229508,"64/20772",2.91238145628471e-08,8.17306206574214e-06,7.13493119096453e-06,"ENSG00000088986/ENSG00000114446/ENSG00000114473/ENSG00000118690/ENSG00000124074/ENSG00000129295/ENSG00000138587/ENSG00000152582/ENSG00000154099/ENSG00000155761/ENSG00000163075/ENSG00000166454/ENSG00000188596/ENSG00000188738/ENSG00000197748/ENSG00000206530",16,414
"GO:0006858","GO:0006858","extracellular transport",0.0133196721311475,"44/20772",6.70978012557237e-08,1.78882738147759e-05,1.56161303764637e-05,"ENSG00000007174/ENSG00000039139/ENSG00000112981/ENSG00000113971/ENSG00000129295/ENSG00000152582/ENSG00000154099/ENSG00000155761/ENSG00000163075/ENSG00000163482/ENSG00000166171/ENSG00000188596/ENSG00000197748",13,565
"GO:0003341","GO:0003341","cilium movement",0.0297131147540984,"202/20772",8.28265583502191e-08,2.10300575773032e-05,1.83588491741689e-05,"ENSG00000007174/ENSG00000039139/ENSG00000058668/ENSG00000101222/ENSG00000111834/ENSG00000112981/ENSG00000113971/ENSG00000114473/ENSG00000118690/ENSG00000118997/ENSG00000129295/ENSG00000131697/ENSG00000138587/ENSG00000151023/ENSG00000152582/ENSG00000152763/ENSG00000154099/ENSG00000155761/ENSG00000160345/ENSG00000162643/ENSG00000163075/ENSG00000163482/ENSG00000166171/ENSG00000183644/ENSG00000183833/ENSG00000188596/ENSG00000188738/ENSG00000197748/ENSG00000206530",29,81
"GO:0003007","GO:0003007","heart morphogenesis",0.0348360655737705,"268/20772",1.43586528563329e-07,3.48001531954395e-05,3.03798865697148e-05,"ENSG00000054598/ENSG00000069702/ENSG00000074219/ENSG00000075223/ENSG00000100644/ENSG00000106799/ENSG00000108175/ENSG00000109472/ENSG00000113971/ENSG00000114251/ENSG00000114446/ENSG00000115310/ENSG00000118762/ENSG00000130635/ENSG00000134250/ENSG00000134982/ENSG00000139174/ENSG00000139567/ENSG00000152192/ENSG00000154099/ENSG00000158286/ENSG00000164093/ENSG00000164442/ENSG00000164690/ENSG00000168646/ENSG00000169242/ENSG00000173706/ENSG00000185070/ENSG00000196218/ENSG00000197702/ENSG00000198793/ENSG00000198796/ENSG00000203867/ENSG00000204217",34,48
"GO:0030198","GO:0030198","extracellular matrix organization",0.0420081967213115,"364/20772",2.14979369148179e-07,4.98378259260039e-05,4.35074952115903e-05,"ENSG00000003402/ENSG00000004866/ENSG00000046653/ENSG00000054598/ENSG00000091986/ENSG00000105974/ENSG00000106799/ENSG00000106823/ENSG00000109072/ENSG00000111799/ENSG00000112706/ENSG00000113971/ENSG00000116962/ENSG00000118523/ENSG00000123384/ENSG00000129038/ENSG00000130635/ENSG00000132031/ENSG00000132561/ENSG00000137845/ENSG00000138061/ENSG00000138316/ENSG00000139174/ENSG00000140092/ENSG00000144824/ENSG00000161270/ENSG00000163346/ENSG00000166106/ENSG00000168487/ENSG00000168646/ENSG00000169604/ENSG00000171812/ENSG00000172037/ENSG00000173402/ENSG00000182718/ENSG00000185070/ENSG00000185585/ENSG00000196562/ENSG00000196739/ENSG00000204262/ENSG00000206561",41,20
"GO:0043062","GO:0043062","extracellular structure organization",0.0420081967213115,"365/20772",2.31495726755239e-07,5.14306339607889e-05,4.48979870048977e-05,"ENSG00000003402/ENSG00000004866/ENSG00000046653/ENSG00000054598/ENSG00000091986/ENSG00000105974/ENSG00000106799/ENSG00000106823/ENSG00000109072/ENSG00000111799/ENSG00000112706/ENSG00000113971/ENSG00000116962/ENSG00000118523/ENSG00000123384/ENSG00000129038/ENSG00000130635/ENSG00000132031/ENSG00000132561/ENSG00000137845/ENSG00000138061/ENSG00000138316/ENSG00000139174/ENSG00000140092/ENSG00000144824/ENSG00000161270/ENSG00000163346/ENSG00000166106/ENSG00000168487/ENSG00000168646/ENSG00000169604/ENSG00000171812/ENSG00000172037/ENSG00000173402/ENSG00000182718/ENSG00000185070/ENSG00000185585/ENSG00000196562/ENSG00000196739/ENSG00000204262/ENSG00000206561",41,21
"GO:0072001","GO:0072001","renal system development",0.0399590163934426,"341/20772",2.85501616685344e-07,5.91565225876749e-05,5.16425440997154e-05,"ENSG00000003402/ENSG00000018408/ENSG00000054598/ENSG00000070193/ENSG00000077092/ENSG00000106392/ENSG00000106799/ENSG00000112246/ENSG00000113971/ENSG00000114251/ENSG00000116962/ENSG00000117318/ENSG00000118762/ENSG00000121039/ENSG00000128567/ENSG00000134240/ENSG00000134250/ENSG00000134569/ENSG00000138193/ENSG00000138792/ENSG00000138814/ENSG00000139174/ENSG00000141052/ENSG00000143951/ENSG00000150893/ENSG00000151490/ENSG00000153976/ENSG00000161270/ENSG00000164690/ENSG00000165699/ENSG00000166224/ENSG00000172037/ENSG00000176788/ENSG00000177508/ENSG00000187240/ENSG00000188906/ENSG00000196562/ENSG00000197410/ENSG00000272398",39,24
"GO:0045229","GO:0045229","external encapsulating structure organization",0.0420081967213115,"368/20772",2.88460162655579e-07,5.91565225876749e-05,5.16425440997154e-05,"ENSG00000003402/ENSG00000004866/ENSG00000046653/ENSG00000054598/ENSG00000091986/ENSG00000105974/ENSG00000106799/ENSG00000106823/ENSG00000109072/ENSG00000111799/ENSG00000112706/ENSG00000113971/ENSG00000116962/ENSG00000118523/ENSG00000123384/ENSG00000129038/ENSG00000130635/ENSG00000132031/ENSG00000132561/ENSG00000137845/ENSG00000138061/ENSG00000138316/ENSG00000139174/ENSG00000140092/ENSG00000144824/ENSG00000161270/ENSG00000163346/ENSG00000166106/ENSG00000168487/ENSG00000168646/ENSG00000169604/ENSG00000171812/ENSG00000172037/ENSG00000173402/ENSG00000182718/ENSG00000185070/ENSG00000185585/ENSG00000196562/ENSG00000196739/ENSG00000204262/ENSG00000206561",41,22
"GO:0048736","GO:0048736","appendage development",0.0276639344262295,"193/20772",3.90569422827614e-07,7.43755772327442e-05,6.49284957798387e-05,"ENSG00000005339/ENSG00000056586/ENSG00000068885/ENSG00000070193/ENSG00000075223/ENSG00000076356/ENSG00000077092/ENSG00000091436/ENSG00000104331/ENSG00000106012/ENSG00000114251/ENSG00000117298/ENSG00000121039/ENSG00000134250/ENSG00000134569/ENSG00000138829/ENSG00000139174/ENSG00000143951/ENSG00000145730/ENSG00000150893/ENSG00000151012/ENSG00000157796/ENSG00000164093/ENSG00000164690/ENSG00000164930/ENSG00000187240/ENSG00000204217",27,104
"GO:0060173","GO:0060173","limb development",0.0276639344262295,"193/20772",3.90569422827614e-07,7.43755772327442e-05,6.49284957798387e-05,"ENSG00000005339/ENSG00000056586/ENSG00000068885/ENSG00000070193/ENSG00000075223/ENSG00000076356/ENSG00000077092/ENSG00000091436/ENSG00000104331/ENSG00000106012/ENSG00000114251/ENSG00000117298/ENSG00000121039/ENSG00000134250/ENSG00000134569/ENSG00000138829/ENSG00000139174/ENSG00000143951/ENSG00000145730/ENSG00000150893/ENSG00000151012/ENSG00000157796/ENSG00000164093/ENSG00000164690/ENSG00000164930/ENSG00000187240/ENSG00000204217",27,105
"GO:0050767","GO:0050767","regulation of neurogenesis",0.0450819672131148,"416/20772",4.61639899696445e-07,8.48780670752222e-05,7.40969741000972e-05,"ENSG00000006042/ENSG00000065320/ENSG00000075223/ENSG00000076356/ENSG00000092421/ENSG00000100503/ENSG00000100644/ENSG00000100697/ENSG00000105894/ENSG00000108947/ENSG00000114251/ENSG00000114554/ENSG00000115310/ENSG00000131711/ENSG00000132872/ENSG00000133104/ENSG00000133216/ENSG00000134259/ENSG00000134569/ENSG00000136040/ENSG00000136044/ENSG00000137817/ENSG00000138814/ENSG00000143507/ENSG00000144485/ENSG00000144579/ENSG00000147883/ENSG00000149256/ENSG00000150764/ENSG00000152192/ENSG00000156642/ENSG00000158234/ENSG00000159082/ENSG00000164690/ENSG00000166450/ENSG00000173402/ENSG00000174804/ENSG00000175505/ENSG00000177169/ENSG00000182718/ENSG00000187323/ENSG00000198793/ENSG00000204217/ENSG00000221866",44,16
"GO:0032835","GO:0032835","glomerulus development",0.0153688524590164,"70/20772",6.8783540054719e-07,0.00012225127852392,0.000106723092674374,"ENSG00000003402/ENSG00000018408/ENSG00000054598/ENSG00000116962/ENSG00000128567/ENSG00000134250/ENSG00000138193/ENSG00000138792/ENSG00000138814/ENSG00000151490/ENSG00000161270/ENSG00000172037/ENSG00000176788/ENSG00000196562/ENSG00000272398",15,457
"GO:0060485","GO:0060485","mesenchyme development",0.0389344262295082,"344/20772",9.64422173231447e-07,0.000165880613795809,0.000144810691002698,"ENSG00000018408/ENSG00000044524/ENSG00000049130/ENSG00000054598/ENSG00000069702/ENSG00000070193/ENSG00000074219/ENSG00000075223/ENSG00000092421/ENSG00000095739/ENSG00000100201/ENSG00000100644/ENSG00000106799/ENSG00000114251/ENSG00000115310/ENSG00000118762/ENSG00000121039/ENSG00000124205/ENSG00000129514/ENSG00000134982/ENSG00000137575/ENSG00000139174/ENSG00000139567/ENSG00000144824/ENSG00000148204/ENSG00000148737/ENSG00000163376/ENSG00000164093/ENSG00000164442/ENSG00000164690/ENSG00000168646/ENSG00000169242/ENSG00000173402/ENSG00000176542/ENSG00000176788/ENSG00000197043/ENSG00000198793/ENSG00000204217",38,29
"GO:0001822","GO:0001822","kidney development",0.0379098360655738,"331/20772",1.00352769437029e-06,0.000167212802074449,0.000145973666595573,"ENSG00000003402/ENSG00000018408/ENSG00000054598/ENSG00000070193/ENSG00000077092/ENSG00000106392/ENSG00000106799/ENSG00000112246/ENSG00000113971/ENSG00000114251/ENSG00000116962/ENSG00000117318/ENSG00000118762/ENSG00000121039/ENSG00000128567/ENSG00000134240/ENSG00000134250/ENSG00000134569/ENSG00000138193/ENSG00000138792/ENSG00000138814/ENSG00000143951/ENSG00000150893/ENSG00000151490/ENSG00000153976/ENSG00000161270/ENSG00000164690/ENSG00000165699/ENSG00000166224/ENSG00000172037/ENSG00000176788/ENSG00000177508/ENSG00000187240/ENSG00000188906/ENSG00000196562/ENSG00000197410/ENSG00000272398",37,33
