"","ENSEMBLE","gene","module","merged_module","cor_abs","cor"
"1602","ENSG00000167081","PBX3","blue","blue",0.00468651428225804,0.00468651428225804
"1546","ENSG00000165194","PCDH19","turquoise","blue",0.00468318378840465,-0.00468318378840465
"606","ENSG00000114446","IFT57","turquoise","blue",0.00467495001139586,0.00467495001139586
"1082","ENSG00000139174","PRICKLE1","turquoise","blue",0.00465259413153759,0.00465259413153759
"2168","ENSG00000206557","TRIM71","blue","blue",0.00464944394420316,-0.00464944394420316
"838","ENSG00000129116","PALLD","blue","blue",0.00464535678721089,-0.00464535678721089
"1978","ENSG00000186193","SAPCD2","blue","blue",0.00464442662257325,-0.00464442662257325
"537","ENSG00000111276","CDKN1B","blue","blue",0.00463056816515583,-0.00463056816515583
"2143","ENSG00000204514","ZNF814","turquoise","blue",0.00462163475306107,0.00462163475306107
"1969","ENSG00000185924","RTN4RL1","blue","blue",0.00459339612185377,0.00459339612185377
"652","ENSG00000116962","NID1","turquoise","blue",0.00458887088017269,0.00458887088017269
"289","ENSG00000092841","MYL6","turquoise","blue",0.00457362859160381,0.00457362859160381
"1884","ENSG00000182168","UNC5C","blue","blue",0.00457329704927158,0.00457329704927158
"1171","ENSG00000144029","MRPS5","turquoise","blue",0.0045579282735433,-0.0045579282735433
"613","ENSG00000114861","FOXP1","turquoise","blue",0.0045509988937346,0.0045509988937346
"1237","ENSG00000147403","RPL10","turquoise","blue",0.00454477666830095,-0.00454477666830095
"1432","ENSG00000161513","FDXR","turquoise","blue",0.00453531534794692,-0.00453531534794692
"1079","ENSG00000139116","KIF21A","turquoise","blue",0.00451882798524672,0.00451882798524672
"2151","ENSG00000204954","UQCC6","turquoise","blue",0.00450970091714259,-0.00450970091714259
"770","ENSG00000124749","COL21A1","blue","blue",0.00450506842501452,0.00450506842501452
"2347","ENSG00000257354","MIRLET7IHG","turquoise","blue",0.00450198607300809,0.00450198607300809
"1151","ENSG00000143256","PFDN2","turquoise","blue",0.00445453614073494,-0.00445453614073494
"1143","ENSG00000142611","PRDM16","turquoise","blue",0.00445313907178557,-0.00445313907178557
"610","ENSG00000114670","NEK11","blue","blue",0.00445170916523467,0.00445170916523467
"2142","ENSG00000204463","BAG6","turquoise","blue",0.00442429278966941,-0.00442429278966941
"205","ENSG00000077782","FGFR1","turquoise","blue",0.00441251790066387,-0.00441251790066387
"89","ENSG00000047634","SCML1","blue","blue",0.00436108908622459,-0.00436108908622459
"72","ENSG00000035687","ADSS2","blue","blue",0.00433761403570286,0.00433761403570286
"1205","ENSG00000145390","USP53","turquoise","blue",0.00427561488144464,0.00427561488144464
"803","ENSG00000126821","SGPP1","blue","blue",0.00426971123711304,-0.00426971123711304
"1258","ENSG00000148737","TCF7L2","turquoise","blue",0.00425041377142705,0.00425041377142705
"2149","ENSG00000204856","FAM216A","turquoise","blue",0.00420329121550687,-0.00420329121550687
"927","ENSG00000133246","PRAM1","blue","blue",0.00420000735486271,-0.00420000735486271
"258","ENSG00000088812","ATRN","blue","blue",0.00419978502201792,0.00419978502201792
"796","ENSG00000126226","PCID2","turquoise","blue",0.00419813290141032,-0.00419813290141032
"2222","ENSG00000227525","RPL7P6","turquoise","blue",0.00419047142620381,0.00419047142620381
"1351","ENSG00000154553","PDLIM3","turquoise","blue",0.00417797525714447,-0.00417797525714447
"1407","ENSG00000159399","HK2","turquoise","blue",0.00415687041121151,-0.00415687041121151
"2047","ENSG00000196531","NACA","blue","blue",0.00415680067753387,-0.00415680067753387
"1962","ENSG00000185650","ZFP36L1","turquoise","blue",0.00411213395491391,-0.00411213395491391
"1379","ENSG00000157020","SEC13","turquoise","blue",0.00409341527879844,-0.00409341527879844
"261","ENSG00000088986","DYNLL1","turquoise","blue",0.00408090478263476,0.00408090478263476
"1916","ENSG00000183691","NOG","turquoise","blue",0.00407785659582003,-0.00407785659582003
"1172","ENSG00000144043","TEX261","turquoise","blue",0.00405937103982762,0.00405937103982762
"618","ENSG00000114988","LMAN2L","blue","blue",0.00403869075816625,0.00403869075816625
"1038","ENSG00000137817","PARP6","turquoise","blue",0.00402921340372812,0.00402921340372812
"1776","ENSG00000174574","AKIRIN1","turquoise","blue",0.00402335203670259,-0.00402335203670259
"1257","ENSG00000148730","EIF4EBP2","turquoise","blue",0.00401981326121509,0.00401981326121509
"1994","ENSG00000186976","EFCAB6","blue","blue",0.00399757025110397,0.00399757025110397
"608","ENSG00000114541","FRMD4B","turquoise","blue",0.00399596645102795,0.00399596645102795
"30","ENSG00000007392","LUC7L","blue","blue",0.00398680841734353,-0.00398680841734353
"343","ENSG00000100814","CCNB1IP1","turquoise","blue",0.00397673567575796,-0.00397673567575796
"315","ENSG00000099860","GADD45B","turquoise","blue",0.00396551280657663,-0.00396551280657663
"1578","ENSG00000166272","WBP1L","blue","blue",0.00393486201335346,0.00393486201335346
"1155","ENSG00000143416","SELENBP1","blue","blue",0.00392438579082641,0.00392438579082641
"64","ENSG00000028528","SNX1","turquoise","blue",0.00387641515749298,0.00387641515749298
"19","ENSG00000005812","FBXL3","turquoise","blue",0.00386460371116981,0.00386460371116981
"1829","ENSG00000177508","IRX3","blue","blue",0.00385931422045455,0.00385931422045455
"1332","ENSG00000153253","SCN3A","blue","blue",0.00384782091971385,0.00384782091971385
"1227","ENSG00000146648","EGFR","turquoise","blue",0.0038093445836841,0.0038093445836841
"1673","ENSG00000169499","PLEKHA2","blue","blue",0.00380889807281773,0.00380889807281773
"209","ENSG00000078269","SYNJ2","turquoise","blue",0.00379868720245211,0.00379868720245211
"222","ENSG00000080823","MOK","turquoise","blue",0.00374811532709385,0.00374811532709385
"1751","ENSG00000173114","LRRN3","turquoise","blue",0.00371806379388478,0.00371806379388478
"1694","ENSG00000170477","KRT4","blue","blue",0.00370399949248904,0.00370399949248904
"1775","ENSG00000174501","ANKRD36C","turquoise","blue",0.00370033115218601,0.00370033115218601
"1216","ENSG00000145741","BTF3","blue","blue",0.00369095903484969,-0.00369095903484969
"2267","ENSG00000235823","OLMALINC","blue","blue",0.00360658091856561,-0.00360658091856561
"1539","ENSG00000164975","SNAPC3","turquoise","blue",0.00358697835390562,-0.00358697835390562
"1687","ENSG00000170264","FAM161A","turquoise","blue",0.00357950342285769,0.00357950342285769
"2330","ENSG00000250742","LINC02381","turquoise","blue",0.0035457067985242,0.0035457067985242
"1656","ENSG00000168818","STX18","turquoise","blue",0.0035144262756392,0.0035144262756392
"2165","ENSG00000206432","TMEM200C","turquoise","blue",0.0035109754725175,0.0035109754725175
"141","ENSG00000065989","PDE4A","blue","blue",0.0034850514325305,-0.0034850514325305
"764","ENSG00000124243","BCAS4","turquoise","blue",0.00348354554150822,-0.00348354554150822
"993","ENSG00000136040","PLXNC1","blue","blue",0.00347547394706227,0.00347547394706227
"2202","ENSG00000221983","UBA52","turquoise","blue",0.00346673459119436,-0.00346673459119436
"1054","ENSG00000138363","ATIC","blue","blue",0.00346134784998191,-0.00346134784998191
"1803","ENSG00000175874","CREG2","turquoise","blue",0.00344025393527466,0.00344025393527466
"279","ENSG00000091972","CD200","turquoise","blue",0.0034258515160783,-0.0034258515160783
"2304","ENSG00000245532","NEAT1","turquoise","blue",0.00341755192345527,-0.00341755192345527
"1376","ENSG00000156531","PHF6","blue","blue",0.00340167173731158,-0.00340167173731158
"2033","ENSG00000189410","SH2D5","turquoise","blue",0.00338615956871251,-0.00338615956871251
"2356","ENSG00000258843","LOC105370489","blue","blue",0.003385415571272,0.003385415571272
"1471","ENSG00000163110","PDLIM5","blue","blue",0.00337125260911975,0.00337125260911975
"841","ENSG00000129244","ATP1B2","turquoise","blue",0.00336828774211032,-0.00336828774211032
"825","ENSG00000128573","FOXP2","turquoise","blue",0.00336672690418297,0.00336672690418297
"557","ENSG00000112378","PERP","blue","blue",0.00336489944604288,-0.00336489944604288
"125","ENSG00000060138","YBX3","turquoise","blue",0.00330260846811525,-0.00330260846811525
"1675","ENSG00000169554","ZEB2","turquoise","blue",0.00329986875334349,0.00329986875334349
"1794","ENSG00000175279","CENPS","turquoise","blue",0.00329699642648049,0.00329699642648049
"1307","ENSG00000152193","OBI1","turquoise","blue",0.00327502094173972,0.00327502094173972
"1061","ENSG00000138495","COX17","turquoise","blue",0.00327176035355828,-0.00327176035355828
"559","ENSG00000112419","PHACTR2","turquoise","blue",0.0032636532964763,0.0032636532964763
"319","ENSG00000100201","DDX17","turquoise","blue",0.00324105165691856,0.00324105165691856
"2198","ENSG00000221914","PPP2R2A","turquoise","blue",0.00323255615001598,-0.00323255615001598
"1599","ENSG00000166881","NEMP1","blue","blue",0.00320491388317042,-0.00320491388317042
"1699","ENSG00000170584","NUDCD2","blue","blue",0.00320163166472742,-0.00320163166472742
"1941","ENSG00000184677","ZBTB40","turquoise","blue",0.00320008608419909,0.00320008608419909
"1321","ENSG00000152926","ZNF117","turquoise","blue",0.00319145798423232,0.00319145798423232
"448","ENSG00000105894","PTN","blue","blue",0.00318626743557692,0.00318626743557692
"759","ENSG00000124160","NCOA5","turquoise","blue",0.00317786860322535,0.00317786860322535
"937","ENSG00000134222","PSRC1","blue","blue",0.00315280911512628,-0.00315280911512628
"1955","ENSG00000185261","KIAA0825","turquoise","blue",0.00315018996077187,0.00315018996077187
"853","ENSG00000130222","GADD45G","blue","blue",0.0031329348744804,0.0031329348744804
"926","ENSG00000133226","SRRM1","blue","blue",0.00312558621883977,-0.00312558621883977
"155","ENSG00000069702","TGFBR3","turquoise","blue",0.00312454861211457,0.00312454861211457
"958","ENSG00000134690","CDCA8","blue","blue",0.00309436830322449,-0.00309436830322449
"1443","ENSG00000162244","RPL29","turquoise","blue",0.00309124218748253,-0.00309124218748253
"1977","ENSG00000186188","FFAR4","blue","blue",0.00305956082542194,-0.00305956082542194
"1587","ENSG00000166483","WEE1","blue","blue",0.00301267399779278,-0.00301267399779278
"851","ENSG00000130066","SAT1","turquoise","blue",0.00301139773482417,-0.00301139773482417
"126","ENSG00000060237","WNK1","blue","blue",0.0030049368004012,-0.0030049368004012
"1175","ENSG00000144227","NXPH2","turquoise","blue",0.00297131757010531,0.00297131757010531
"2132","ENSG00000203930","LINC00632","turquoise","blue",0.00297076865771031,0.00297076865771031
"2146","ENSG00000204711","CFAP95","blue","blue",0.00295731444260369,0.00295731444260369
"1385","ENSG00000157570","TSPAN18","blue","blue",0.00294921801290031,-0.00294921801290031
"783","ENSG00000125675","GRIA3","turquoise","blue",0.00292205806938747,0.00292205806938747
"1904","ENSG00000183036","PCP4","blue","blue",0.00290938999534907,-0.00290938999534907
"260","ENSG00000088970","KIZ","blue","blue",0.00289010849809622,0.00289010849809622
"1357","ENSG00000155085","AK9","blue","blue",0.00289006567848909,0.00289006567848909
"1636","ENSG00000168078","PBK","blue","blue",0.00287505100806138,-0.00287505100806138
"2167","ENSG00000206530","CFAP44","turquoise","blue",0.00287023103979858,0.00287023103979858
"2069","ENSG00000197081","IGF2R","turquoise","blue",0.00285853447805939,0.00285853447805939
"751","ENSG00000123572","NRK","blue","blue",0.00285814899857957,0.00285814899857957
"1951","ENSG00000185070","FLRT2","turquoise","blue",0.00283147726324404,0.00283147726324404
"1878","ENSG00000181722","ZBTB20","blue","blue",0.00279995482959889,0.00279995482959889
"341","ENSG00000100697","DICER1","turquoise","blue",0.00279296523062209,0.00279296523062209
"1104","ENSG00000140406","TLNRD1","turquoise","blue",0.00278484018799328,-0.00278484018799328
"2002","ENSG00000187609","EXD3","turquoise","blue",0.00277691710928882,-0.00277691710928882
"2178","ENSG00000213523","SRA1","blue","blue",0.00276278625346486,-0.00276278625346486
"2046","ENSG00000196482","ESRRG","blue","blue",0.0027588738889226,0.0027588738889226
"1792","ENSG00000175215","CTDSP2","turquoise","blue",0.00274789844487478,0.00274789844487478
"2268","ENSG00000235865","GSN-AS1","turquoise","blue",0.00273384029866522,0.00273384029866522
"565","ENSG00000112695","COX7A2","turquoise","blue",0.0027282250337765,-0.0027282250337765
"822","ENSG00000128536","CDHR3","blue","blue",0.00272075893949858,0.00272075893949858
"833","ENSG00000128833","MYO5C","turquoise","blue",0.00271813440569846,0.00271813440569846
"210","ENSG00000078369","GNB1","blue","blue",0.00271798745902335,-0.00271798745902335
"440","ENSG00000105552","BCAT2","turquoise","blue",0.00270413276306944,-0.00270413276306944
"1377","ENSG00000156642","NPTN","turquoise","blue",0.00269252109687201,0.00269252109687201
"1533","ENSG00000164916","FOXK1","turquoise","blue",0.00268627536192854,-0.00268627536192854
"957","ENSG00000134684","YARS1","turquoise","blue",0.00267579781042299,-0.00267579781042299
"1553","ENSG00000165449","SLC16A9","turquoise","blue",0.00264854964208286,0.00264854964208286
"1096","ENSG00000139970","RTN1","blue","blue",0.00264732950775482,0.00264732950775482
"411","ENSG00000104369","JPH1","blue","blue",0.00263995210295358,0.00263995210295358
"1072","ENSG00000138792","ENPEP","blue","blue",0.00262898670895074,0.00262898670895074
"1080","ENSG00000139146","SINHCAF","turquoise","blue",0.0026024308619615,-0.0026024308619615
"241","ENSG00000085491","SLC25A24","turquoise","blue",0.00259621948726612,0.00259621948726612
"193","ENSG00000075340","ADD2","turquoise","blue",0.00256843510053065,-0.00256843510053065
"2126","ENSG00000199933","RNY1P16","blue","blue",0.00255687626308989,-0.00255687626308989
"2206","ENSG00000223960","CHROMR","turquoise","blue",0.00255163727400605,0.00255163727400605
"552","ENSG00000112246","SIM1","turquoise","blue",0.00253931321860075,0.00253931321860075
"1005","ENSG00000136267","DGKB","blue","blue",0.00253454866299844,0.00253454866299844
"519","ENSG00000110400","NECTIN1","blue","blue",0.00251213859117043,-0.00251213859117043
"1860","ENSG00000179532","DNHD1","turquoise","blue",0.00250854607469769,-0.00250854607469769
"41","ENSG00000011201","ANOS1","blue","blue",0.00249968586391108,-0.00249968586391108
"818","ENSG00000128283","CDC42EP1","turquoise","blue",0.00249039252192474,-0.00249039252192474
"972","ENSG00000135205","CCDC146","blue","blue",0.00248451313234583,0.00248451313234583
"1502","ENSG00000164056","SPRY1","turquoise","blue",0.0024819318949966,-0.0024819318949966
"2344","ENSG00000255717","SNHG1","blue","blue",0.00248001566573465,-0.00248001566573465
"1649","ENSG00000168653","NDUFS5","blue","blue",0.00246806367087782,-0.00246806367087782
"673","ENSG00000117984","CTSD","blue","blue",0.00245073959981282,0.00245073959981282
"644","ENSG00000116560","SFPQ","turquoise","blue",0.00245061880321375,0.00245061880321375
"1639","ENSG00000168246","UBTD2","turquoise","blue",0.00243665885169802,0.00243665885169802
"1145","ENSG00000142676","RPL11","turquoise","blue",0.00242402021277583,-0.00242402021277583
"598","ENSG00000114115","RBP1","blue","blue",0.00240721799037129,0.00240721799037129
"1804","ENSG00000175895","PLEKHF2","blue","blue",0.00240469821258393,0.00240469821258393
"384","ENSG00000102904","TSNAXIP1","turquoise","blue",0.00239594760431385,0.00239594760431385
"1589","ENSG00000166562","SEC11C","turquoise","blue",0.00238766643238426,0.00238766643238426
"100","ENSG00000049618","ARID1B","turquoise","blue",0.00238282368177862,0.00238282368177862
"1717","ENSG00000171246","NPTX1","blue","blue",0.00237238781755477,0.00237238781755477
"1796","ENSG00000175356","SCUBE2","blue","blue",0.00235554687480594,-0.00235554687480594
"671","ENSG00000117650","NEK2","turquoise","blue",0.0023544202117848,-0.0023544202117848
"752","ENSG00000123636","BAZ2B","turquoise","blue",0.00234222399825382,0.00234222399825382
"840","ENSG00000129195","PIMREG","blue","blue",0.00233036687879685,-0.00233036687879685
"1051","ENSG00000138193","PLCE1","turquoise","blue",0.00229962686463815,0.00229962686463815
"1922","ENSG00000183833","CFAP91","blue","blue",0.00229826366629669,0.00229826366629669
"1973","ENSG00000186007","LEMD1","blue","blue",0.00229488762650009,-0.00229488762650009
"245","ENSG00000086289","EPDR1","blue","blue",0.00229355494850107,0.00229355494850107
"1593","ENSG00000166734","GOLM2","blue","blue",0.00229269348040508,0.00229269348040508
"1591","ENSG00000166689","PLEKHA7","blue","blue",0.00224438779507629,0.00224438779507629
"1381","ENSG00000157330","CFAP107","blue","blue",0.00221975860178368,0.00221975860178368
"137","ENSG00000065665","SEC61A2","blue","blue",0.00220525952427911,-0.00220525952427911
"768","ENSG00000124588","NQO2","blue","blue",0.0022019404382351,-0.0022019404382351
"760","ENSG00000124193","SRSF6","turquoise","blue",0.00218906444421732,0.00218906444421732
"275","ENSG00000090861","AARS1","turquoise","blue",0.00218742710255542,-0.00218742710255542
"762","ENSG00000124212","PTGIS","turquoise","blue",0.00217809259167776,-0.00217809259167776
"65","ENSG00000029363","BCLAF1","turquoise","blue",0.00217078864130109,0.00217078864130109
"386","ENSG00000103042","SLC38A7","turquoise","blue",0.00214702243453944,0.00214702243453944
"449","ENSG00000105974","CAV1","blue","blue",0.00211932348948715,0.00211932348948715
"2266","ENSG00000235750","KIAA0040","blue","blue",0.00210736896556138,0.00210736896556138
"828","ENSG00000128596","CCDC136","turquoise","blue",0.00208172219884689,-0.00208172219884689
"465","ENSG00000106603","COA1","turquoise","blue",0.0020704467669499,-0.0020704467669499
"435","ENSG00000105327","BBC3","turquoise","blue",0.00205756606579374,-0.00205756606579374
"774","ENSG00000124788","ATXN1","turquoise","blue",0.00205054295875467,0.00205054295875467
"723","ENSG00000121039","RDH10","turquoise","blue",0.00204971493137269,0.00204971493137269
"1462","ENSG00000162944","RFTN2","blue","blue",0.00204658127000884,0.00204658127000884
"34","ENSG00000008735","MAPK8IP2","turquoise","blue",0.00204650814005357,0.00204650814005357
"1375","ENSG00000156261","CCT8","turquoise","blue",0.0020434593924275,-0.0020434593924275
"511","ENSG00000109680","TBC1D19","blue","blue",0.00203662536402266,0.00203662536402266
"786","ENSG00000125740","FOSB","blue","blue",0.00201155000494594,-0.00201155000494594
"1752","ENSG00000173157","ADAMTS20","blue","blue",0.00200850519020809,-0.00200850519020809
"1213","ENSG00000145703","IQGAP2","turquoise","blue",0.00200756803556683,0.00200756803556683
"641","ENSG00000116350","SRSF4","turquoise","blue",0.00200361788536496,-0.00200361788536496
"639","ENSG00000116127","ALMS1","turquoise","blue",0.00198601640748099,0.00198601640748099
"943","ENSG00000134285","FKBP11","blue","blue",0.00197214518937801,0.00197214518937801
"695","ENSG00000119508","NR4A3","blue","blue",0.0019693845333855,0.0019693845333855
"1616","ENSG00000167552","TUBA1A","blue","blue",0.00196418539019821,0.00196418539019821
"1927","ENSG00000184014","DENND5A","blue","blue",0.00195967355987789,-0.00195967355987789
"1243","ENSG00000147649","MTDH","turquoise","blue",0.00194669857615681,0.00194669857615681
"2034","ENSG00000196072","BLOC1S2","blue","blue",0.00194577945586387,-0.00194577945586387
"363","ENSG00000101843","PSMD10","blue","blue",0.00193972834015134,-0.00193972834015134
"2375","ENSG00000269190","FBXO17","turquoise","blue",0.00193906830173844,-0.00193906830173844
"1370","ENSG00000155903","RASA2","blue","blue",0.00193285747733824,-0.00193285747733824
"1581","ENSG00000166394","CYB5R2","turquoise","blue",0.00190305195213729,0.00190305195213729
"368","ENSG00000102078","SLC25A14","blue","blue",0.00190103808310515,0.00190103808310515
"382","ENSG00000102893","PHKB","blue","blue",0.00189941576725848,0.00189941576725848
"887","ENSG00000131711","MAP1B","blue","blue",0.00188869643526128,0.00188869643526128
"217","ENSG00000079819","EPB41L2","blue","blue",0.00188139322071673,0.00188139322071673
"2310","ENSG00000247134","LOC105379362","blue","blue",0.00186944074052161,-0.00186944074052161
"683","ENSG00000118523","CCN2","blue","blue",0.001863335726172,0.001863335726172
"1116","ENSG00000141279","NPEPPS","turquoise","blue",0.00184715694408812,0.00184715694408812
"190","ENSG00000075223","SEMA3C","turquoise","blue",0.0018439505256481,0.0018439505256481
"905","ENSG00000132434","LANCL2","turquoise","blue",0.00184204054394207,0.00184204054394207
"340","ENSG00000100664","EIF5","turquoise","blue",0.00183950787900548,0.00183950787900548
"1105","ENSG00000140443","IGF1R","blue","blue",0.00183657643933681,0.00183657643933681
"1353","ENSG00000154734","ADAMTS1","turquoise","blue",0.00182349457618435,-0.00182349457618435
"2324","ENSG00000250067","YJEFN3","turquoise","blue",0.00181358357958089,-0.00181358357958089
"298","ENSG00000095739","BAMBI","blue","blue",0.00181034159396883,0.00181034159396883
"1452","ENSG00000162591","MEGF6","blue","blue",0.00180939405944171,-0.00180939405944171
"1444","ENSG00000162300","ZFPL1","turquoise","blue",0.00180834581613128,-0.00180834581613128
"1582","ENSG00000166441","RPL27A","turquoise","blue",0.00180501418824363,-0.00180501418824363
"1480","ENSG00000163430","FSTL1","turquoise","blue",0.00180313217168528,0.00180313217168528
"804","ENSG00000126870","DYNC2I1","blue","blue",0.00180196985050746,0.00180196985050746
"377","ENSG00000102317","RBM3","turquoise","blue",0.00180158258555136,0.00180158258555136
"117","ENSG00000056586","RC3H2","turquoise","blue",0.00178916017539015,0.00178916017539015
"1302","ENSG00000151640","DPYSL4","blue","blue",0.00176147598107368,0.00176147598107368
"880","ENSG00000131375","CAPN7","blue","blue",0.00174647957914515,-0.00174647957914515
"549","ENSG00000111846","GCNT2","turquoise","blue",0.00174033355519543,-0.00174033355519543
"1482","ENSG00000163482","STK36","turquoise","blue",0.00173293197435352,0.00173293197435352
"554","ENSG00000112290","WASF1","blue","blue",0.00171374560838837,-0.00171374560838837
"1046","ENSG00000138069","RAB1A","turquoise","blue",0.00170880793623584,-0.00170880793623584
"1342","ENSG00000154040","CABYR","blue","blue",0.00170740886994768,-0.00170740886994768
"2117","ENSG00000198799","LRIG2","blue","blue",0.00170639945563323,0.00170639945563323
"690","ENSG00000118997","DNAH7","blue","blue",0.00169280897826369,0.00169280897826369
"1164","ENSG00000143748","NVL","blue","blue",0.00168773180461833,0.00168773180461833
"450","ENSG00000105976","MET","turquoise","blue",0.00168738521494504,0.00168738521494504
"1976","ENSG00000186184","POLR1D","blue","blue",0.00168545575580364,-0.00168545575580364
"2406","ENSG00000286190","LOC728392","turquoise","blue",0.00168339610290726,-0.00168339610290726
"1226","ENSG00000146592","CREB5","turquoise","blue",0.00168325877068332,-0.00168325877068332
"1929","ENSG00000184117","NIPSNAP1","turquoise","blue",0.00168093406176673,-0.00168093406176673
"1971","ENSG00000185950","IRS2","turquoise","blue",0.00168069836734305,-0.00168069836734305
"174","ENSG00000072042","RDH11","blue","blue",0.00167729292214057,-0.00167729292214057
"2102","ENSG00000198408","OGA","blue","blue",0.00167467825323252,-0.00167467825323252
"1596","ENSG00000166833","NAV2","blue","blue",0.00167209321779354,0.00167209321779354
"1727","ENSG00000171812","COL8A2","blue","blue",0.00167103163419716,0.00167103163419716
"2094","ENSG00000198171","DDRGK1","turquoise","blue",0.0016547770031921,-0.0016547770031921
"1100","ENSG00000140284","SLC27A2","blue","blue",0.00165284221953029,-0.00165284221953029
"1021","ENSG00000136942","RPL35","blue","blue",0.00163387235240886,-0.00163387235240886
"1781","ENSG00000174721","FGFBP3","turquoise","blue",0.00160521095889651,-0.00160521095889651
"524","ENSG00000110711","AIP","turquoise","blue",0.0016018931036245,-0.0016018931036245
"427","ENSG00000105048","TNNT1","turquoise","blue",0.0015994523059809,-0.0015994523059809
"1271","ENSG00000149485","FADS1","blue","blue",0.00159017238731864,-0.00159017238731864
"1988","ENSG00000186564","FOXD2","blue","blue",0.00158808204991929,0.00158808204991929
"98","ENSG00000049323","LTBP1","blue","blue",0.00156875553551315,-0.00156875553551315
"1413","ENSG00000160049","DFFA","turquoise","blue",0.00155967594662885,-0.00155967594662885
"1504","ENSG00000164093","PITX2","turquoise","blue",0.00155965742113267,0.00155965742113267
"2015","ENSG00000188483","IER5L","turquoise","blue",0.00155586380033438,-0.00155586380033438
"778","ENSG00000125148","MT2A","blue","blue",0.00155055349634887,-0.00155055349634887
"939","ENSG00000134243","SORT1","turquoise","blue",0.00154952774784785,0.00154952774784785
"2389","ENSG00000273238","TMEM271","blue","blue",0.0015419913953795,0.0015419913953795
"633","ENSG00000115561","CHMP3","blue","blue",0.00154113960955871,0.00154113960955871
"1176","ENSG00000144339","TMEFF2","turquoise","blue",0.001540197486438,0.001540197486438
"1296","ENSG00000151322","NPAS3","turquoise","blue",0.00153572955089625,0.00153572955089625
"498","ENSG00000108474","PIGL","blue","blue",0.00152220651163888,-0.00152220651163888
"351","ENSG00000101222","SPEF1","blue","blue",0.00150952518688331,0.00150952518688331
"2385","ENSG00000272047","GTF2H5","turquoise","blue",0.00150546077251564,-0.00150546077251564
"128","ENSG00000061918","GUCY1B1","blue","blue",0.00150203491645713,-0.00150203491645713
"178","ENSG00000072163","LIMS2","blue","blue",0.00149576974556244,0.00149576974556244
"1543","ENSG00000165084","C8orf34","blue","blue",0.00148987783887611,0.00148987783887611
"488","ENSG00000108039","XPNPEP1","blue","blue",0.00148723226083633,-0.00148723226083633
"745","ENSG00000123179","EBPL","blue","blue",0.00148514777234575,-0.00148514777234575
"1542","ENSG00000165061","ZMAT4","blue","blue",0.00147867589358532,0.00147867589358532
"1230","ENSG00000146701","MDH2","turquoise","blue",0.00147861004333838,-0.00147861004333838
"215","ENSG00000079112","CDH17","blue","blue",0.00146133157725814,-0.00146133157725814
"2366","ENSG00000265972","TXNIP","turquoise","blue",0.00145682740199335,-0.00145682740199335
"2077","ENSG00000197410","DCHS2","blue","blue",0.00144587200450062,0.00144587200450062
"650","ENSG00000116774","OLFML3","blue","blue",0.00144367469076312,0.00144367469076312
"287","ENSG00000092531","SNAP23","turquoise","blue",0.00144288180768275,0.00144288180768275
"1338","ENSG00000153956","CACNA2D1","blue","blue",0.0014307785497353,0.0014307785497353
"2302","ENSG00000245213","GALNT7-DT","blue","blue",0.00142964391051637,-0.00142964391051637
"1525","ENSG00000164627","KIF6","blue","blue",0.00142463682066538,0.00142463682066538
"2169","ENSG00000206561","COLQ","blue","blue",0.0014032557441866,0.0014032557441866
"645","ENSG00000116667","C1orf21","turquoise","blue",0.00139962427710243,-0.00139962427710243
"1925","ENSG00000183963","SMTN","turquoise","blue",0.00139829341386154,-0.00139829341386154
"682","ENSG00000118507","AKAP7","blue","blue",0.00138820575655514,0.00138820575655514
"104","ENSG00000052126","PLEKHA5","turquoise","blue",0.00138670174178073,0.00138670174178073
"1984","ENSG00000186409","CCDC30","blue","blue",0.00137754640071245,0.00137754640071245
"296","ENSG00000095370","SH2D3C","turquoise","blue",0.00137387018786379,-0.00137387018786379
"837","ENSG00000129038","LOXL1","turquoise","blue",0.00136816811410423,0.00136816811410423
"959","ENSG00000134755","DSC2","turquoise","blue",0.00136432928259076,0.00136432928259076
"536","ENSG00000111266","DUSP16","blue","blue",0.00134159066915172,-0.00134159066915172
"635","ENSG00000115884","SDC1","turquoise","blue",0.00133542593668534,-0.00133542593668534
"1488","ENSG00000163617","CCDC191","turquoise","blue",0.00132201885322788,0.00132201885322788
"1065","ENSG00000138658","ZGRF1","blue","blue",0.00131883748437203,-0.00131883748437203
"2148","ENSG00000204852","TCTN1","blue","blue",0.00130655459461711,0.00130655459461711
"1815","ENSG00000176532","PRR15","blue","blue",0.00130136022769219,0.00130136022769219
"1414","ENSG00000160055","TMEM234","blue","blue",0.00129937728459992,0.00129937728459992
"636","ENSG00000115944","COX7A2L","turquoise","blue",0.00129794044927265,-0.00129794044927265
"1571","ENSG00000166106","ADAMTS15","blue","blue",0.00129633531797499,0.00129633531797499
"1053","ENSG00000138336","TET1","turquoise","blue",0.00129312300622375,-0.00129312300622375
"2050","ENSG00000196586","MYO6","blue","blue",0.00129268513225264,-0.00129268513225264
"346","ENSG00000101019","UQCC1","turquoise","blue",0.0012708294244844,-0.0012708294244844
"111","ENSG00000054598","FOXC1","turquoise","blue",0.00126879540527304,0.00126879540527304
"1557","ENSG00000165688","PMPCA","turquoise","blue",0.00126240076335672,-0.00126240076335672
"2396","ENSG00000277639","CHD9NB","blue","blue",0.00126217285994223,-0.00126217285994223
"183","ENSG00000073670","ADAM11","blue","blue",0.00126176148500713,-0.00126176148500713
