"","Dim.1","Dim.2","Dim.3",""
"ENSG00000085563","-0.293359917736485","0.0183813376315907","-0.0244311193958484","ABCB1"
"ENSG00000198844","0.271423217010032","0.0154434528257637","0.00402400400961393","ARHGEF15"
"ENSG00000105707","0.252329596969323","0.202920513325005","0.00509082089404275","HPN"
"ENSG00000012171","-0.326841738560674","0.0010355855102838","-0.0313858691882218","SEMA3B"
"ENSG00000129151","-0.0306847966101992","-0.23421159980779","-0.0565513067566753","BBOX1"
"ENSG00000142675","0.0410524906601165","0.294011671550564","0.0560659751440985","CNKSR1"
"ENSG00000182463","-0.337935947037511","-0.00510542046189176","-0.0234520611542799","TSHZ2"
"ENSG00000126216","-0.211830850385829","0.174268744335104","-0.182726203914436","TUBGCP3"
"ENSG00000066735","0.326255361303085","-0.0170396190266458","-0.031218548270295","KIF26A"
"ENSG00000135925","-0.207784767715749","0.0404718338029565","-0.0262220504578408","WNT10A"
"ENSG00000111554","0.259007878183329","0.172492589742322","0.145676424688693","MDM1"
"ENSG00000181004","0.243936776109214","-0.126744328822198","0.130993342866689","BBS12"
"ENSG00000213533","0.183802956932905","-0.225796585684607","0.17181874894265","STIMATE"
"ENSG00000267742","0.0825412181621953","0.241325502235754","-0.00642041602434713",NA
"ENSG00000183508","-0.262213259127577","0.104783211986654","-0.147275396579428","TENT5C"
"ENSG00000204442","-0.318890756764321","0.114734167352459","-0.0378807922994973","NALF1"
"ENSG00000160360","0.272396519776087","-0.206743538915256","-0.0865646504198926","GPSM1"
"ENSG00000135090","0.301556513134177","0.17531911317168","-0.0477436483451017","TAOK3"
"ENSG00000169862","-0.163261020242096","0.223179236868736","0.216933949367191","CTNND2"
"ENSG00000163328","0.307820882331027","0.107967506394402","0.0211820706467051","GPR155"
"ENSG00000108298","0.00156133560653708","0.32705503177351","-0.176365871836032","RPL19"
"ENSG00000140280","0.128859406273397","-0.273978515156014","0.0670194439210169","LYSMD2"
"ENSG00000258498","0.266862532078534","0.0330830321131025","-0.106489156649556","DIO3OS"
"ENSG00000185608","0.323167975247174","-0.0125491252449211","0.105235083842425","MRPL40"
"ENSG00000102172","-0.156487307967344","0.129134731695535","-0.296722166778401","SMS"
"ENSG00000123307","-0.232416863016203","0.123711514152091","0.0714962498007425","NEUROD4"
"ENSG00000196458","0.321053096046445","0.140837128993409","-0.0414777484792528","ZNF605"
"ENSG00000235060","-0.161780965255648","-0.0564363538725596","-0.177988882816892",NA
"ENSG00000272008","-0.130551742552009","-0.274332213841811","0.0743040552131452",NA
"ENSG00000179630","0.120038078982264","0.257804861427672","0.136177990993605","LACC1"
"ENSG00000164463","-0.251129927214707","-0.138841657222757","-0.203686714303925","CREBRF"
"ENSG00000135773","0.154240480451421","-0.234341814410734","0.0852394703430758","CAPN9"
"ENSG00000009950","-0.035668449132707","0.294101371324845","-0.0317579628981722","MLXIPL"
"ENSG00000249306","-0.291813925074655","-0.0392029168534086","-0.0603479831597903","LINC01411"
"ENSG00000205593","0.261160119921181","-0.0716466124313689","0.170048844320781","DENND6B"
"ENSG00000205534","0.00156117071596269","0.320707639471398","-0.0450250142412573",NA
"ENSG00000186019","0.18246034510117","0.232006670880337","0.0879291892001012","ZNF225-AS1"
"ENSG00000196793","0.307198309773716","0.142321067822058","0.0524823312233467","ZNF239"
"ENSG00000137601","0.231903039540772","0.248446489730593","0.108257406666288","NEK1"
"ENSG00000281406","-0.10824323727037","0.233640954872936","-0.225008468392156","BLACAT1"
"ENSG00000287804","0.181203412528694","0.268544110618495","0.00973089301643214",NA
"ENSG00000272335","0.295277891311942","-0.104786990482244","-0.0927675422245947",NA
"ENSG00000132424","0.149965298054082","0.292852612578418","-0.159208912243552","PNISR"
"ENSG00000272701","0.041585188134963","0.287315147055033","-0.0124614241394685","MESTIT1"
"ENSG00000272428","0.11893384088668","-0.249202656434003","0.140226237800198",NA
"ENSG00000196812","0.226526653992518","0.164326534743482","0.151211504079281","ZSCAN16"
"ENSG00000233661","0.29835153925845","-0.0758249580543596","0.0240616207842745",NA
"ENSG00000109576","0.307933027316896","0.122960308822475","0.104410529578746","AADAT"
"ENSG00000196353","-0.0955105739448246","0.158995156243913","-0.239680632497802","CPNE4"
"ENSG00000197181","0.0333858902850842","0.0683214485466358","-0.322944352626726","PIWIL2"
"ENSG00000115226","-0.330158261005379","0.0458194984199839","0.109278967501226","FNDC4"
"ENSG00000147036","0.122978294120984","-0.188721669961337","0.179141498574229","LANCL3"
"ENSG00000226239","0.209363432289929","0.185488680348528","0.0596563832447783",NA
"ENSG00000188811","0.306242743033004","0.131638973770606","0.0923939366791991","NHLRC3"
"ENSG00000115138","-0.0665278477643938","-0.107411812799745","0.300946144106528","POMC"
"ENSG00000210154","-0.222812959011405","-0.127707949461926","-0.111825409661936",NA
"ENSG00000286449","0.300594096169034","0.103075792885695","0.0542944078243344",NA
"ENSG00000164142","-0.212662972562475","0.22610487029199","-0.00518319662075768","FHIP1A"
"ENSG00000129946","0.284549319306675","0.102943297641969","0.182643284589335","SHC2"
"ENSG00000197647","0.0277048621156145","0.238892236745212","0.223003113780025","ZNF433"
"ENSG00000276831","0.309937399354583","-0.0499615046506721","-0.0789523266420838",NA
"ENSG00000263266","0.127017441668946","0.234135546958991","-0.202032949055755","RPS7P1"
"ENSG00000254712","0.0931886097750796","0.282967157655448","0.0297709064405807",NA
"ENSG00000109320","-0.158114202250889","-0.0862992419109448","0.283867501993786","NFKB1"
"ENSG00000232712","0.238458197782193","-0.0906905694823522","-0.156606355964233","KIZ-AS1"
"ENSG00000184254","-0.314013995087207","0.0368360802696547","0.0254264935028355","ALDH1A3"
"ENSG00000085491","-0.104654240134487","-0.261125512789338","0.2183857012672","SLC25A24"
"ENSG00000207721","-0.0551279135508712","-0.263869691861992","0.0200436649634471","MIR186"
"ENSG00000230836","0.195356721230656","0.14542575519004","-0.0322473628650402",NA
"ENSG00000143416","0.305534924791547","-0.00717671295954279","0.179316020288587","SELENBP1"
"ENSG00000174501","0.302884194296063","0.0669547328357131","0.154107074053301","ANKRD36C"
"ENSG00000232713","0.175057473847586","0.0698170695803341","0.0613031038786099",NA
"ENSG00000225420","-0.241592089736355","-0.150454203326399","-0.0851549240317583","LOC101928371"
"ENSG00000232442","0.107734160490688","0.259505921008718","-0.175924564569902","MHENCR"
"ENSG00000132485","0.268064747242596","0.243755579581419","0.0326019825086212","ZRANB2"
"ENSG00000163931","-0.286202791881089","-0.0494668526680492","-0.156147631787011","TKT"
"ENSG00000170571","-0.338907905818336","0.0817407662038793","0.0261103310125127","EMB"
"ENSG00000260920","0.225427114313115","0.184568156296471","0.0477668853775567",NA
"ENSG00000164120","0.304662746876131","-0.000748412821826111","-0.110795680878494","HPGD"
"ENSG00000135045","-0.208616720046608","0.26268060255605","-0.0899025875835219","C9orf40"
"ENSG00000150779","0.247797094698999","0.0724198506573836","0.217590535958263","TIMM8B"
"ENSG00000177425","-0.350160855013708","0.0497016999543902","0.0350297272914962","PAWR"
"ENSG00000182179","0.0844219984717147","0.305482661920094","0.0303264604610832","UBA7"
"ENSG00000228623","0.338406416148626","0.0951163841336918","-0.0382973524009869","ZNF883"
"ENSG00000174844","0.266924917881002","-0.0211700239435981","0.0952605905468093","DNAH12"
"ENSG00000203668","0.2158491500417","0.268680241735183","0.0736375421300025","CHML"
"ENSG00000122547","0.302158785888782","0.0662539264714603","-0.104442192477911","EEPD1"
"ENSG00000132164","0.205045435546976","0.11696453435002","-0.107438673312722","SLC6A11"
"ENSG00000183624","-0.26911592409091","-0.2206921246471","0.0938851684695299","HMCES"
"ENSG00000250284","-0.0646838523279871","-0.233403666054008","0.136004998959914","CTB-1I21.1"
"ENSG00000099715","-0.295534648918791","-0.0258730727087024","0.173083618196708","PCDH11Y"
"ENSG00000145990","-0.33435205374726","-0.0281682989915259","-0.0275635924191943","GFOD1"
"ENSG00000039068","0.218270935754384","-0.103789157837623","-0.132739694305655","CDH1"
"ENSG00000068976","0.256090609616384","-0.0944898943983155","-0.027887408052795","PYGM"
"ENSG00000145901","-0.109140520946354","-0.289775353446939","0.134534926213249","TNIP1"
"ENSG00000123485","-0.344890532728411","0.0267297532112787","-0.0747023616021466","HJURP"
"ENSG00000228784","0.195170476607555","-0.0611621913578543","-0.0333708753454241","LINC00954"
"ENSG00000181965","-0.197980755888316","0.179328465901422","0.138743339580866","NEUROG1"
"ENSG00000165300","-0.198014712407375","-0.28205333371611","-0.0172894060531089","SLITRK5"
"ENSG00000133243","-0.127242884721147","-0.282436117268319","-0.0684996468986201","BTBD2"
"ENSG00000134072","-0.263615670019394","-0.129672719650432","0.158928320203677","CAMK1"
"ENSG00000159208","0.311919212483618","0.0740029851641484","-0.0891080241059571","CIART"
"ENSG00000238372","-0.0773499381437803","0.174062889908083","0.0654320687079842","LOC124902079"
"ENSG00000158352","0.0329995471502042","0.0954858521039028","0.295157362818915","SHROOM4"
"ENSG00000151746","0.0923062116612465","-0.321956237913321","-0.0626151992961655","BICD1"
"ENSG00000247317","0.307693192368283","0.142380176421274","0.0385083877353963",NA
"ENSG00000164007","0.21917427501395","-0.197241936311316","0.170702601891565","CLDN19"
"ENSG00000204954","-0.292947944600619","0.0117260696528655","-0.201120820206991","UQCC6"
"ENSG00000078725","0.107928842097287","0.0461148664186163","0.274495933886681","BRINP1"
"ENSG00000130748","-0.271847119934514","-0.183612976459619","0.136519669158182","TMEM160"
"ENSG00000138028","0.299264269506688","-0.0855787828590479","0.033005818190466","CGREF1"
"ENSG00000109929","-0.322831973070242","0.0439879528849923","-0.116714213152686","SC5D"
"ENSG00000139549","-0.211060987333669","0.106882054102574","-0.195548687575973","DHH"
"ENSG00000168724","-0.286331521586532","-0.141675375164894","-0.16719774439143","DNAJC21"
"ENSG00000151651","-0.248422161437562","0.106567158405906","-0.191979746210762","ADAM8"
"ENSG00000152076","0.169016920997683","0.177817591294961","0.0459638442764354","CCDC74B"
"ENSG00000114378","0.146839869063815","0.212125657248039","-0.0169459545496058","HYAL1"
"ENSG00000162775","-0.211982311332666","-0.265211839831855","-0.0760061021124631","RBM15"
"ENSG00000167037","0.155774002112654","0.167496601614064","-0.19015708545916","SGSM1"
"ENSG00000106546","-0.136265000080526","-0.14827756817929","0.214282101477143","AHR"
"ENSG00000272733","0.246230747030987","0.178044207276257","-0.0874543464531765",NA
"ENSG00000064195","0.201160242851192","0.157967347902851","-0.0824198982482144","DLX3"
"ENSG00000145284","-0.312176258895047","-0.145227756242014","-0.0389112680869713","SCD5"
"ENSG00000008405","-0.296415800482846","0.117714617981769","-0.162369111832018","CRY1"
"ENSG00000232823","0.170325052171141","0.200687926075823","-0.0364859691652956",NA
"ENSG00000161610","0.202837867941235","-0.215493804904723","0.0455513859792761","HCRT"
"ENSG00000117479","-0.297750120249656","-0.120690908873626","-0.0374881179336173","SLC19A2"
"ENSG00000161381","0.223094444395025","0.181483462396404","-0.0573507739485125","PLXDC1"
"ENSG00000157510","0.150385329819121","0.222261170973913","-0.08262134293899","AFAP1L1"
"ENSG00000126768","-0.178589770607028","-0.298583795927594","0.0766828014978106","TIMM17B"
"ENSG00000172936","0.299568290867103","-0.0643896754032519","0.131547244577692","MYD88"
"ENSG00000134824","-0.215445828432799","-0.283693239845309","0.017141597248824","FADS2"
"ENSG00000169136","-0.128853674291575","0.283057983457145","0.10004904046361","ATF5"
"ENSG00000138135","-0.231129641301675","0.193873227725482","0.0896862481054563","CH25H"
"ENSG00000166704","0.29602260022397","0.062148238175261","0.1443118391861","ZNF606"
"ENSG00000167523","0.307545195800624","0.0402985580681954","0.119007087149255","SPATA33"
"ENSG00000136159","-0.345279055162528","-0.0304274535135118","0.079349415233058","NUDT15"
"ENSG00000263327","0.243455939428348","-0.0168532922652038","0.114125386507371","TAPT1-AS1"
"ENSG00000254759","0.115810702308006","0.118029044912369","-0.186763243193576","NAP1L1P1"
"ENSG00000110492","0.0896335687612572","-0.33388460100444","-0.0270543861719691","MDK"
"ENSG00000155974","0.148563521134676","0.212372918692695","0.202947898281439","GRIP1"
"ENSG00000120742","-0.328107578822116","-0.044448347522835","-0.153963261727051","SERP1"
"ENSG00000230777","0.0687492244620632","0.23843724663534","-0.133237775033615",NA
"ENSG00000059588","0.125080610037165","0.27211295208092","-0.161648759760485","TARBP1"
"ENSG00000143801","0.142372112902566","0.259408112292988","-0.0467097629845497","PSEN2"
"ENSG00000188234","0.21342691865181","0.223164592302036","0.0635645836963476","AGAP4"
"ENSG00000151117","0.265848761185252","0.108879731560098","0.0675629440797049","TMEM86A"
"ENSG00000198520","0.255612414989852","0.172743335984089","-0.0725614059406753","ARMH1"
"ENSG00000118855","0.269671197629171","-0.0204956625840841","0.19776089529438","MFSD1"
"ENSG00000100767","-0.233991782946883","0.170589491509632","0.0527295950703436","PAPLN"
"ENSG00000124126","0.185434045255044","-0.0767485502064617","-0.282023318993748","PREX1"
"ENSG00000273061","0.147594574686779","0.242579686423942","0.0804371675555952","CDC37L1-DT"
"ENSG00000164663","0.202937001023099","0.249546123164965","-0.0185901828668537","USP49"
"ENSG00000134007","0.0548385095730246","0.102181110107962","-0.15023633176305","ADAM20"
"ENSG00000215301","-0.295069621215509","-0.148764911340944","-0.135997368250353","DDX3X"
"ENSG00000013573","0.223668253710889","0.269066154832773","-0.0742423938863008","DDX11"
"ENSG00000250579","0.0826353996645786","0.177177515746815","0.164447737333292","ADAMTS16-DT"
"ENSG00000185666","0.114284431000181","0.213509941395675","-0.0179783067693985","SYN3"
"ENSG00000108798","-0.169713667275931","0.244821602315323","-0.00767549399020194","ABI3"
"ENSG00000122642","-0.0463523557629404","-0.33513149058773","0.0883564389642485","FKBP9"
"ENSG00000236576","0.118043595713247","0.217303933674621","-0.0476301481852048","LOC100631242"
"ENSG00000140859","-0.329582602433802","0.0297789665554681","-0.112787539786391","KIFC3"
"ENSG00000099260","0.0730066670024453","-0.151308997199792","0.25804926455894","PALMD"
"ENSG00000144583","-0.302136789103059","-0.0425360169377719","0.0540982516514216","MARCHF4"
"ENSG00000242607","0.159217224777227","0.253596420046154","-0.0409737214096921","RPS3AP34"
"ENSG00000154229","-0.3050273269723","-0.13043513907359","-0.0559611974912872","PRKCA"
"ENSG00000179454","-0.175048543701548","-0.214253571014233","-0.212133668893698","KLHL28"
"ENSG00000130940","-0.0166252654650411","0.299908831500951","0.142629507564637","CASZ1"
"ENSG00000243167","0.230756079462043","0.139469846226843","-0.0158587498754889",NA
"ENSG00000130193","0.277043939567687","-0.125184266862317","0.124676803679802","THEM6"
"ENSG00000196159","-0.206591986699639","-0.245405243150649","0.0490230287555042","FAT4"
"ENSG00000166073","0.198495444648898","-0.210953419006062","-0.153815340926317","GPR176"
"ENSG00000233270","0.0709890042817361","0.17535893738328","-0.0553174387031261",NA
"ENSG00000273148","0.244777608543447","0.161677172279952","-0.051068472463552","LCDR"
"ENSG00000026950","0.248384380924527","0.150027281824891","-0.142331589005596","BTN3A1"
"ENSG00000171853","0.277576728750456","0.0444191986659871","0.0830612202512581","TRAPPC12"
"ENSG00000223820","0.224210029089495","0.104592972570582","-0.0297589191205644",NA
"ENSG00000103494","0.317444248993777","0.030017906586281","0.0809467951092846","RPGRIP1L"
"ENSG00000067225","-0.298906030531143","-0.170732164647026","0.0376309668914223","PKM"
"ENSG00000169894","-0.0171955186261247","0.25648105931253","-0.121529929924567","MUC3A"
"ENSG00000157992","0.156079116681797","0.120438363174768","-0.085648351276182","KRTCAP3"
"ENSG00000186577","-0.317515521546517","0.0621611261372429","-0.052968521480605","SMIM29"
"ENSG00000137275","-0.2920953958999","-0.061640047009931","0.139850905564911","RIPK1"
"ENSG00000136158","-0.180313119441953","0.0411789074211641","-0.268279851797787","SPRY2"
"ENSG00000078687","-0.335355143012134","0.0965650864930951","-0.0428180972191618","TNRC6C"
"ENSG00000121089","0.140458559156618","0.209897652323117","-0.122256658663484","NACA3P"
"ENSG00000214535","0.170816457350695","0.159250207170183","-0.0972757642122304","RPS15AP1"
"ENSG00000250132","0.224719906334106","0.181055902981706","0.0672252748874675",NA
"ENSG00000170876","-0.303369202743146","-0.173254212262618","-0.00230793570289891","TMEM43"
"ENSG00000150054","0.274032575466999","-0.149001705183779","0.108724538106337","MPP7"
"ENSG00000125726","-0.217669571316567","0.0218752586464407","-0.166392375193917","CD70"
"ENSG00000188162","0.208325045293026","0.224460921907395","-0.154424634965131","OTOG"
"ENSG00000089057","0.336667023094589","0.0347159202553753","0.0623958348841744","SLC23A2"
"ENSG00000171791","-0.296521645254416","0.15494527026523","0.13166044799726","BCL2"
"ENSG00000145087","0.203084437211913","0.100420011880043","0.149156649974442","STXBP5L"
"ENSG00000287063","0.267805672326506","-0.146019128507431","-0.0272631506877328",NA
"ENSG00000260646","0.056868293559327","0.219327359019117","-0.0323734164023074",NA
"ENSG00000014914","-0.305914462613838","0.0701223276070079","-0.0668581229428933","MTMR11"
"ENSG00000162066","0.171289755097546","0.0825695136346527","0.272273165258552","AMDHD2"
"ENSG00000152953","-0.233112005228087","-0.13733399774428","-0.162678425406515","STK32B"
"ENSG00000100234","-0.23105812919624","-0.247865810182386","0.0586701753334518","TIMP3"
"ENSG00000246366","-0.0545880606700496","0.243559148835302","-0.114491376151341","LACTB2-AS1"
"ENSG00000254879","-0.202067829878947","-0.0672022451165609","-0.103118450214731",NA
"ENSG00000214026","-0.00317982759467226","-0.19508406289781","0.0578280186236621","MRPL23"
"ENSG00000225756","0.230826818341938","0.164036069532056","-0.076202557499065","DBH-AS1"
"ENSG00000230551","-0.181141027909997","0.191057637850831","-0.229040901358365",NA
"ENSG00000171408","0.279108051478164","-0.112505318089824","0.122272214594766","PDE7B"
"ENSG00000245556","0.197941135811756","0.260917102824739","0.0383574423854026","SCAMP1-AS1"
"ENSG00000135334","-0.300895810373809","-0.178907572258704","-0.045097525943168","AKIRIN2"
"ENSG00000188266","0.273427797943195","0.0747661153853641","-0.0367185130992561","HYKK"
"ENSG00000141622","0.204209595446413","0.205208180666614","-0.196496335002985","ARK2C"
"ENSG00000267784","-0.146803828851345","-0.230389180419097","0.0870886573434355",NA
"ENSG00000100911","0.175612081900957","0.294100382295012","0.0113819071895259","PSME2"
"ENSG00000231881","-0.153297862911121","0.0985884700180555","-0.264197604926306",NA
"ENSG00000162337","0.287803897543254","-0.0075669774244762","-0.0945906868945389","LRP5"
"ENSG00000144218","-0.243576342328871","0.159427462459576","-0.0250731990856733","AFF3"
"ENSG00000214919","-0.0467948027297325","0.176110989138659","0.0715890966335195",NA
"ENSG00000167315","0.282707472431332","-0.150597639972866","0.122450660446316","ACAA2"
"ENSG00000204352","0.0894546957585515","0.284063932587204","-0.0506573760244125",NA
"ENSG00000260329","0.176168896368858","0.242173602279093","-0.0570823300002035",NA
"ENSG00000198948","-0.128606831973154","0.249860145878393","-0.122601315946579","MFAP3L"
"ENSG00000197905","-0.026575705842826","0.327878687919756","0.0547556944735863","TEAD4"
"ENSG00000214578","0.254398707896336","-0.178679119593197","0.0112364006508793",NA
"ENSG00000134802","0.256185121138935","0.0762200110898222","0.184834871168188","SLC43A3"
"ENSG00000169604","0.2946323230177","-0.124744883705699","0.147894873326625","ANTXR1"
"ENSG00000183060","0.177070687581393","0.232536575587657","0.154196254420305","LYSMD4"
"ENSG00000241213","-0.194332424431111","0.087309439548602","-0.0329091560694893","LINC02024"
"ENSG00000261008","0.131342267176377","0.132491875742656","0.169069452616561","LINC01572"
"ENSG00000254187","-0.297107064121451","0.00713759559613586","0.033717984156081",NA
"ENSG00000169570","0.296150008416673","0.120603170785367","0.104623878036343","DTWD2"
"ENSG00000175061","-0.091879572182929","0.0554867049972156","-0.323565134925667","SNHG29"
"ENSG00000149571","-0.133505493502416","0.0635504610179572","0.262598433075361","KIRREL3"
"ENSG00000213963","0.103450307960182","0.254942060889677","-0.0748865610691113","LOC100130691"
"ENSG00000186976","0.242170602627569","-0.162683807001984","0.0635849550594632","EFCAB6"
"ENSG00000161647","0.0147846139465757","0.299779462210492","-0.0818889745823078","MPP3"
"ENSG00000185825","-0.183580310808299","-0.26643497314801","-0.050634623499176","BCAP31"
"ENSG00000142449","0.294364581241206","0.122198229393395","0.0312984003211931","FBN3"
"ENSG00000173825","0.213683718747847","-0.0217115221979704","0.207333141236137","TIGD3"
"ENSG00000267058","0.306712487344123","0.121115116142567","-0.00429684117349692","LOC100505715"
"ENSG00000224281","0.110256814904921","0.255496376859099","0.0029583768080563","SLC25A5-AS1"
"ENSG00000213719","-0.160938935799185","-0.060907520340943","0.0210061474221337","CLIC1"
"ENSG00000055044","0.156265486529075","0.265140907667871","0.129169356259433","NOP58"
"ENSG00000103599","0.29489314933582","0.0869962956245545","0.129100909303569","IQCH"
"ENSG00000184432","-0.318603349517029","-0.0751809832297749","-0.14157163565643","COPB2"
"ENSG00000176834","0.329926797485235","-0.000530100895070526","0.00439881056781299","VSIG10"
"ENSG00000009413","-0.177532394265649","0.288862511186119","0.047072083258596","REV3L"
"ENSG00000245105","0.273345155607471","0.068023746717215","0.168035860508202","A2M-AS1"
"ENSG00000171962","0.200783400844691","-0.0765697811737398","0.169719437335172","DRC3"
"ENSG00000254676","-0.0669937226019183","0.0915396729612541","-0.191632442422321",NA
"ENSG00000148841","0.258500939803849","-0.0914410522079766","-0.0775483069603429","ITPRIP"
"ENSG00000143194","-0.0281652212770795","0.248426686162436","0.146487781990202","MAEL"
"ENSG00000199366","-0.22498366342458","0.160651078368917","0.0381472874975782",NA
"ENSG00000166592","-0.138273747469112","-0.279389127404492","0.0683591472973655","RRAD"
"ENSG00000138079","-0.168696142172525","-0.201553871480058","-0.0560485675679713","SLC3A1"
"ENSG00000163131","0.18362603096398","0.104706452783569","0.163275660997717","CTSS"
"ENSG00000103490","0.207255778284055","-0.20785346324836","0.0134512945152801","PYCARD"
"ENSG00000185621","0.278926942650412","-0.100497628256696","0.169714028415903","LMLN"
"ENSG00000165752","-0.0105275689982701","0.179147236632496","-0.284536168518739","STK32C"
"ENSG00000103742","-0.314157143748605","-0.12205802532149","0.0835981392979828","IGDCC4"
"ENSG00000240204","0.285809165700556","0.0308934438566757","0.0865493288774073","SMKR1"
"ENSG00000183067","0.171691781153654","0.100041696041567","0.0711417449391059","IGSF5"
"ENSG00000277144","0.120969228912026","0.214873128519445","0.0167005043834398",NA
"ENSG00000108001","-0.0652355360746598","0.277551233442781","0.133671031196251","EBF3"
"ENSG00000250420","0.0722942803970192","-0.315012761262561","-0.0365298716750918",NA
"ENSG00000246308","0.237369890378992","-0.0454686547352061","-0.0557638358801726","LOC101928053"
"ENSG00000246982","0.140149872583405","0.239067552117464","-0.149916554347473",NA
"ENSG00000144747","-0.251087009715044","0.0163511747559811","-0.245427947859683","TMF1"
"ENSG00000274373","0.170114919540437","-0.0688088763215652","-0.0865725141361477",NA
"ENSG00000262223","0.24107130733329","0.227921491748142","-0.0669193552944355","LINC03048"
"ENSG00000187605","0.243963154188105","-0.228389075376347","-0.00111404555091168","TET3"
"ENSG00000268947","0.125323538470909","-0.169471247374304","0.0580731236730212",NA
"ENSG00000136367","-0.209025614975651","0.164652562418988","0.207176036728369","ZFHX2"
"ENSG00000270589","0.0605313949612542","0.00279214394367697","-0.0972292559365885",NA
"ENSG00000287234","0.215172748154909","0.163782061264313","0.00771281334466425",NA
"ENSG00000198464","0.245962210019215","0.223648064610762","-0.0822010078959346","ZNF480"
"ENSG00000274265","0.104975073037207","0.219670150316708","0.0805926828802152",NA
"ENSG00000095713","0.252023545950144","-0.0129387622829304","-0.164545494268008","CRTAC1"
"ENSG00000026559","0.193714647289899","-0.148660492480534","0.147062508742","KCNG1"
"ENSG00000130382","0.276748058904317","-0.193480620984562","0.116447575053584","MLLT1"
"ENSG00000139146","-0.0532828326523626","0.144442792938394","-0.270179648582821","SINHCAF"
"ENSG00000171208","0.0946672936713464","0.143308205183783","-0.252901244180172","NETO2"
"ENSG00000088808","0.210029873087785","0.177876543307416","0.095742904609235","PPP1R13B"
"ENSG00000124140","0.154597878100206","-0.178472451886888","-0.000477749158413204","SLC12A5"
"ENSG00000261485","0.267678848373447","0.147719893492811","0.084163683791578",NA
"ENSG00000251432","0.264746793067952","0.10763551873729","0.00180503318025986","LINC02615"
"ENSG00000138182","-0.322049369684327","0.116915970435726","0.0997589504726688","KIF20B"
"ENSG00000168026","0.315091014189969","0.0943022530758517","-0.0612616818145798","TTC21A"
"ENSG00000219928","0.103835832527439","0.273003877702688","-0.0350041305933142",NA
"ENSG00000235726","-0.0838345045139101","-0.218889492788775","0.0502085115247479",NA
"ENSG00000267327","0.269786572607661","-0.124528707357994","-0.081990843595434",NA
"ENSG00000197044","-0.118102736334001","0.239495076973376","0.0993620857646319","ZNF441"
"ENSG00000279042","0.16262417167909","0.305775279378449","0.00131652055664034",NA
"ENSG00000188316","0.238948410259853","-0.161470468278688","0.156492087220682","ENO4"
"ENSG00000172318","0.250947860853332","-0.195471380610807","-0.0423448330486277","B3GALT1"
"ENSG00000197168","0.245005460613029","0.14294822526155","-0.129559748928225","NEK5"
"ENSG00000267023","0.137137261058956","-0.282062357375469","0.0428955813753172",NA
"ENSG00000268119","0.160380443837369","0.280738146679482","0.0706585980198331","LOC105372321"
"ENSG00000196547","0.255388226897296","0.145100163914483","-0.0219198987437209","MAN2A2"
"ENSG00000261529","0.125216644712429","0.166805854897614","-0.130062728861327",NA
"ENSG00000270441","0.0350215778457486","0.0166338453566331","-0.194786642159156",NA
"ENSG00000141013","0.203621293135474","-0.255296246564763","0.0446044098287461","GAS8"
"ENSG00000110090","0.261510677180943","0.0686059380863509","0.0155881245078545","CPT1A"
"ENSG00000266282","0.286554085734468","0.104918446676996","0.0747860181983803",NA
"ENSG00000253194","-0.233608191607854","0.0193833358373346","-0.0894495550795028",NA
"ENSG00000188517","0.266671012466549","0.038736486662096","-0.181524588481693","COL25A1"
"ENSG00000277245","0.209107325742235","-0.0205000923008189","0.156671020690933",NA
"ENSG00000115844","0.212728963965046","-0.198889456454016","0.0202590534599795","DLX2"
"ENSG00000129173","0.213662856124809","-0.17425940641467","0.167641147216736","E2F8"
"ENSG00000287966","0.229197267552416","0.102973627676504","-0.041350382267999",NA
"ENSG00000168280","-0.256003485731168","-0.0826865652064814","-0.205971829432833","KIF5C"
"ENSG00000232284","-0.144251187862872","-0.0489466650517537","0.218237385383983","GNG12-AS1"
"ENSG00000231006","0.161090295307122","0.162414979406499","-0.110103110485113","RPL7P32"
"ENSG00000163145","-0.242007636665146","-0.0675757611850925","-0.0537311385510755","C1QTNF7"
"ENSG00000105427","0.216726718092403","0.20755048948702","0.0763540697364095","CNFN"
"ENSG00000146540","-0.152111531522797","-0.210511101072986","0.21968219544451","C7orf50"
"ENSG00000286158","0.232694911996168","-0.0187374731669822","0.0948970208678471",NA
"ENSG00000126767","-0.270271132871347","-0.210266033609407","-0.0584876958701563","ELK1"
"ENSG00000198663","0.334449334809972","-0.0110928299926154","0.0833343408268469","C6orf89"
"ENSG00000214432","0.0202373977745058","0.256925419521121","-0.0278579519943826","VPS33B-DT"
"ENSG00000079482","0.217631440946463","0.204419523680111","0.034769610633987","OPHN1"
"ENSG00000286997","0.247584299049738","0.112413799437463","0.0268037857885801",NA
"ENSG00000272597","-0.162699215359885","-0.026127914916939","-0.246910352853723",NA
"ENSG00000133466","0.33229158363338","0.0588648896371314","-0.0592891391617291","C1QTNF6"
"ENSG00000132622","0.263175341135578","0.188756702359234","-0.0139551806007354","HSPA12B"
"ENSG00000169933","-0.0590926445918461","0.201041244048297","0.135947843645527","FRMPD4"
"ENSG00000162989","0.0657825114530599","0.13951574374433","0.177108954131265","KCNJ3"
"ENSG00000180891","-0.0257572402022174","-0.344125958348944","-0.0104704308603591","CUEDC1"
"ENSG00000274721","-0.226974188088304","0.124110864431728","-0.157485806327649",NA
