"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","rank"
"GO:0001822","GO:0001822","kidney development",0.0605095541401274,"331/20772",1.82479749841748e-12,7.40038330949125e-10,5.94063262164236e-10,"ENSG00000005513/ENSG00000054598/ENSG00000070193/ENSG00000081189/ENSG00000092969/ENSG00000099250/ENSG00000101665/ENSG00000103449/ENSG00000104313/ENSG00000104332/ENSG00000107831/ENSG00000112246/ENSG00000114251/ENSG00000114315/ENSG00000116962/ENSG00000117318/ENSG00000119888/ENSG00000121361/ENSG00000122870/ENSG00000124766/ENSG00000125378/ENSG00000132386/ENSG00000134853/ENSG00000137868/ENSG00000138193/ENSG00000145147/ENSG00000147257/ENSG00000150893/ENSG00000151490/ENSG00000151617/ENSG00000151892/ENSG00000164120/ENSG00000164690/ENSG00000170962/ENSG00000185920/ENSG00000188906/ENSG00000196562/ENSG00000197410",38,12
"GO:0001654","GO:0001654","eye development",0.0684713375796178,"419/20772",2.8347203261331e-12,1.05380728123998e-09,8.45940223640772e-10,"ENSG00000005513/ENSG00000054598/ENSG00000070193/ENSG00000092969/ENSG00000099250/ENSG00000102678/ENSG00000106689/ENSG00000112619/ENSG00000114251/ENSG00000114315/ENSG00000115380/ENSG00000115844/ENSG00000122641/ENSG00000122691/ENSG00000124479/ENSG00000125378/ENSG00000125864/ENSG00000127152/ENSG00000132386/ENSG00000133216/ENSG00000134376/ENSG00000134438/ENSG00000134853/ENSG00000136603/ENSG00000137474/ENSG00000137868/ENSG00000138083/ENSG00000139445/ENSG00000144355/ENSG00000148704/ENSG00000150893/ENSG00000151090/ENSG00000154928/ENSG00000160111/ENSG00000163251/ENSG00000163666/ENSG00000164093/ENSG00000164690/ENSG00000184302/ENSG00000187098/ENSG00000196431/ENSG00000197406/ENSG00000198844",43,4
"GO:0150063","GO:0150063","visual system development",0.0684713375796178,"423/20772",3.89343984719658e-12,1.33604885833415e-09,1.07250869313059e-09,"ENSG00000005513/ENSG00000054598/ENSG00000070193/ENSG00000092969/ENSG00000099250/ENSG00000102678/ENSG00000106689/ENSG00000112619/ENSG00000114251/ENSG00000114315/ENSG00000115380/ENSG00000115844/ENSG00000122641/ENSG00000122691/ENSG00000124479/ENSG00000125378/ENSG00000125864/ENSG00000127152/ENSG00000132386/ENSG00000133216/ENSG00000134376/ENSG00000134438/ENSG00000134853/ENSG00000136603/ENSG00000137474/ENSG00000137868/ENSG00000138083/ENSG00000139445/ENSG00000144355/ENSG00000148704/ENSG00000150893/ENSG00000151090/ENSG00000154928/ENSG00000160111/ENSG00000163251/ENSG00000163666/ENSG00000164093/ENSG00000164690/ENSG00000184302/ENSG00000187098/ENSG00000196431/ENSG00000197406/ENSG00000198844",43,5
"GO:0048880","GO:0048880","sensory system development",0.0684713375796178,"436/20772",1.06074316312956e-11,3.37998232194356e-09,2.71326935411036e-09,"ENSG00000005513/ENSG00000054598/ENSG00000070193/ENSG00000092969/ENSG00000099250/ENSG00000102678/ENSG00000106689/ENSG00000112619/ENSG00000114251/ENSG00000114315/ENSG00000115380/ENSG00000115844/ENSG00000122641/ENSG00000122691/ENSG00000124479/ENSG00000125378/ENSG00000125864/ENSG00000127152/ENSG00000132386/ENSG00000133216/ENSG00000134376/ENSG00000134438/ENSG00000134853/ENSG00000136603/ENSG00000137474/ENSG00000137868/ENSG00000138083/ENSG00000139445/ENSG00000144355/ENSG00000148704/ENSG00000150893/ENSG00000151090/ENSG00000154928/ENSG00000160111/ENSG00000163251/ENSG00000163666/ENSG00000164093/ENSG00000164690/ENSG00000184302/ENSG00000187098/ENSG00000196431/ENSG00000197406/ENSG00000198844",43,6
"GO:0021983","GO:0021983","pituitary gland development",0.0222929936305732,"45/20772",3.24507516673944e-11,9.65085354588309e-09,7.74718997701584e-09,"ENSG00000039068/ENSG00000070193/ENSG00000103449/ENSG00000107831/ENSG00000111087/ENSG00000114251/ENSG00000114315/ENSG00000118702/ENSG00000125378/ENSG00000136352/ENSG00000138083/ENSG00000163666/ENSG00000164093/ENSG00000171540",14,289
"GO:0043010","GO:0043010","camera-type eye development",0.0605095541401274,"367/20772",4.16712096770528e-11,1.16184541480833e-08,9.32667469219299e-09,"ENSG00000005513/ENSG00000054598/ENSG00000070193/ENSG00000092969/ENSG00000099250/ENSG00000106689/ENSG00000112619/ENSG00000114251/ENSG00000114315/ENSG00000115380/ENSG00000115844/ENSG00000122641/ENSG00000122691/ENSG00000124479/ENSG00000125378/ENSG00000125864/ENSG00000127152/ENSG00000132386/ENSG00000133216/ENSG00000134376/ENSG00000134438/ENSG00000134853/ENSG00000136603/ENSG00000137868/ENSG00000138083/ENSG00000139445/ENSG00000144355/ENSG00000148704/ENSG00000151090/ENSG00000154928/ENSG00000163251/ENSG00000163666/ENSG00000164093/ENSG00000164690/ENSG00000187098/ENSG00000196431/ENSG00000197406/ENSG00000198844",38,13
"GO:0048762","GO:0048762","mesenchymal cell differentiation",0.0509554140127389,"278/20772",9.88191783137486e-11,2.5931314968096e-08,2.08162752088776e-08,"ENSG00000005513/ENSG00000044524/ENSG00000054598/ENSG00000070193/ENSG00000081189/ENSG00000092421/ENSG00000092969/ENSG00000099250/ENSG00000101665/ENSG00000104332/ENSG00000107831/ENSG00000112902/ENSG00000114251/ENSG00000114315/ENSG00000122691/ENSG00000124205/ENSG00000125378/ENSG00000125798/ENSG00000129514/ENSG00000136352/ENSG00000148737/ENSG00000151617/ENSG00000162998/ENSG00000164093/ENSG00000164188/ENSG00000164683/ENSG00000164690/ENSG00000166292/ENSG00000168505/ENSG00000170381/ENSG00000184058/ENSG00000197380",32,28
"GO:0007018","GO:0007018","microtubule-based movement",0.0652866242038217,"437/20772",1.52756342447281e-10,3.33633493596585e-08,2.67823156293864e-08,"ENSG00000004838/ENSG00000039139/ENSG00000077327/ENSG00000092850/ENSG00000101222/ENSG00000111834/ENSG00000112981/ENSG00000116852/ENSG00000118997/ENSG00000120051/ENSG00000123977/ENSG00000125337/ENSG00000129295/ENSG00000130643/ENSG00000131044/ENSG00000138587/ENSG00000145491/ENSG00000147642/ENSG00000151023/ENSG00000152582/ENSG00000152760/ENSG00000154099/ENSG00000155761/ENSG00000156042/ENSG00000157423/ENSG00000157856/ENSG00000158023/ENSG00000160345/ENSG00000162643/ENSG00000163885/ENSG00000166596/ENSG00000167858/ENSG00000168589/ENSG00000170703/ENSG00000171811/ENSG00000174844/ENSG00000181378/ENSG00000188316/ENSG00000188596/ENSG00000197748/ENSG00000206530",41,8
"GO:0007411","GO:0007411","axon guidance",0.0461783439490446,"236/20772",1.57851793964125e-10,3.33633493596585e-08,2.67823156293864e-08,"ENSG00000044524/ENSG00000065320/ENSG00000091129/ENSG00000092421/ENSG00000099250/ENSG00000106689/ENSG00000112902/ENSG00000114251/ENSG00000124205/ENSG00000127152/ENSG00000133216/ENSG00000134115/ENSG00000136352/ENSG00000144771/ENSG00000145147/ENSG00000146013/ENSG00000148357/ENSG00000148704/ENSG00000151490/ENSG00000151617/ENSG00000154928/ENSG00000164690/ENSG00000168505/ENSG00000170381/ENSG00000176165/ENSG00000182580/ENSG00000185070/ENSG00000185920/ENSG00000187122",29,33
"GO:0097485","GO:0097485","neuron projection guidance",0.0461783439490446,"236/20772",1.57851793964125e-10,3.33633493596585e-08,2.67823156293864e-08,"ENSG00000044524/ENSG00000065320/ENSG00000091129/ENSG00000092421/ENSG00000099250/ENSG00000106689/ENSG00000112902/ENSG00000114251/ENSG00000124205/ENSG00000127152/ENSG00000133216/ENSG00000134115/ENSG00000136352/ENSG00000144771/ENSG00000145147/ENSG00000146013/ENSG00000148357/ENSG00000148704/ENSG00000151490/ENSG00000151617/ENSG00000154928/ENSG00000164690/ENSG00000168505/ENSG00000170381/ENSG00000176165/ENSG00000182580/ENSG00000185070/ENSG00000185920/ENSG00000187122",29,34
"GO:0001539","GO:0001539","cilium or flagellum-dependent cell motility",0.0382165605095541,"164/20772",1.64535683907753e-10,3.33633493596585e-08,2.67823156293864e-08,"ENSG00000039139/ENSG00000077327/ENSG00000092850/ENSG00000111834/ENSG00000118997/ENSG00000120051/ENSG00000129295/ENSG00000131044/ENSG00000138587/ENSG00000145491/ENSG00000151023/ENSG00000152582/ENSG00000157856/ENSG00000158023/ENSG00000162643/ENSG00000166596/ENSG00000167858/ENSG00000170703/ENSG00000171811/ENSG00000181378/ENSG00000188316/ENSG00000188596/ENSG00000197748/ENSG00000206530",24,68
"GO:0060285","GO:0060285","cilium-dependent cell motility",0.0382165605095541,"164/20772",1.64535683907753e-10,3.33633493596585e-08,2.67823156293864e-08,"ENSG00000039139/ENSG00000077327/ENSG00000092850/ENSG00000111834/ENSG00000118997/ENSG00000120051/ENSG00000129295/ENSG00000131044/ENSG00000138587/ENSG00000145491/ENSG00000151023/ENSG00000152582/ENSG00000157856/ENSG00000158023/ENSG00000162643/ENSG00000166596/ENSG00000167858/ENSG00000170703/ENSG00000171811/ENSG00000181378/ENSG00000188316/ENSG00000188596/ENSG00000197748/ENSG00000206530",24,69
"GO:0060541","GO:0060541","respiratory system development",0.0445859872611465,"228/20772",3.32095383937754e-10,6.44120655541879e-08,5.17065673298051e-08,"ENSG00000070193/ENSG00000102678/ENSG00000103196/ENSG00000107831/ENSG00000111087/ENSG00000114251/ENSG00000114315/ENSG00000125378/ENSG00000129514/ENSG00000134853/ENSG00000136327/ENSG00000136352/ENSG00000137868/ENSG00000139352/ENSG00000140285/ENSG00000141052/ENSG00000147257/ENSG00000151090/ENSG00000152582/ENSG00000154099/ENSG00000157227/ENSG00000157423/ENSG00000162878/ENSG00000163666/ENSG00000164161/ENSG00000164690/ENSG00000171476/ENSG00000173706",28,41
"GO:0030900","GO:0030900","forebrain development",0.0636942675159236,"434/20772",4.36912462476302e-10,8.12111039627827e-08,6.51919384800167e-08,"ENSG00000039068/ENSG00000039139/ENSG00000070193/ENSG00000092445/ENSG00000099250/ENSG00000103449/ENSG00000106689/ENSG00000107831/ENSG00000111087/ENSG00000112902/ENSG00000114251/ENSG00000114315/ENSG00000114861/ENSG00000115844/ENSG00000118702/ENSG00000122641/ENSG00000125378/ENSG00000127152/ENSG00000132692/ENSG00000133216/ENSG00000134438/ENSG00000136352/ENSG00000138083/ENSG00000139352/ENSG00000144355/ENSG00000145147/ENSG00000163666/ENSG00000164093/ENSG00000164690/ENSG00000168505/ENSG00000170381/ENSG00000171540/ENSG00000176165/ENSG00000182580/ENSG00000183023/ENSG00000183873/ENSG00000185668/ENSG00000187122/ENSG00000188906/ENSG00000198846",40,10
"GO:0014033","GO:0014033","neural crest cell differentiation",0.0286624203821656,"97/20772",6.35128031808696e-10,1.13332245995944e-07,9.09770763879235e-08,"ENSG00000005513/ENSG00000054598/ENSG00000081189/ENSG00000092421/ENSG00000099250/ENSG00000104332/ENSG00000112902/ENSG00000114315/ENSG00000122691/ENSG00000124205/ENSG00000125378/ENSG00000151617/ENSG00000162998/ENSG00000164093/ENSG00000164690/ENSG00000168505/ENSG00000170381/ENSG00000184058",18,149
"GO:0060562","GO:0060562","epithelial tube morphogenesis",0.0589171974522293,"387/20772",7.26054332463511e-10,1.24574168350759e-07,1.00001491459144e-07,"ENSG00000005513/ENSG00000065320/ENSG00000070193/ENSG00000081189/ENSG00000092969/ENSG00000099250/ENSG00000103449/ENSG00000104313/ENSG00000104332/ENSG00000105976/ENSG00000106689/ENSG00000107831/ENSG00000114251/ENSG00000114315/ENSG00000114861/ENSG00000122691/ENSG00000124766/ENSG00000125378/ENSG00000129514/ENSG00000133816/ENSG00000136352/ENSG00000139445/ENSG00000145147/ENSG00000147257/ENSG00000151388/ENSG00000151617/ENSG00000154099/ENSG00000157227/ENSG00000163666/ENSG00000164161/ENSG00000164690/ENSG00000166823/ENSG00000168505/ENSG00000169245/ENSG00000170381/ENSG00000180340/ENSG00000185920",37,18
"GO:0060537","GO:0060537","muscle tissue development",0.0636942675159236,"445/20772",9.12841731212053e-10,1.50015370787573e-07,1.20424330494537e-07,"ENSG00000005513/ENSG00000054598/ENSG00000064655/ENSG00000081189/ENSG00000092969/ENSG00000101665/ENSG00000102678/ENSG00000104313/ENSG00000107831/ENSG00000111087/ENSG00000114251/ENSG00000114861/ENSG00000116741/ENSG00000117152/ENSG00000122691/ENSG00000124006/ENSG00000125378/ENSG00000132429/ENSG00000134853/ENSG00000137868/ENSG00000138379/ENSG00000138435/ENSG00000141052/ENSG00000148704/ENSG00000148814/ENSG00000151617/ENSG00000154928/ENSG00000164683/ENSG00000164690/ENSG00000164976/ENSG00000166823/ENSG00000167612/ENSG00000171476/ENSG00000173706/ENSG00000181744/ENSG00000183023/ENSG00000183873/ENSG00000184058/ENSG00000185920/ENSG00000196218",40,11
"GO:0048732","GO:0048732","gland development",0.0668789808917197,"483/20772",9.41589415389387e-10,1.50015370787573e-07,1.20424330494537e-07,"ENSG00000039068/ENSG00000054598/ENSG00000064270/ENSG00000065320/ENSG00000070193/ENSG00000092969/ENSG00000099250/ENSG00000103449/ENSG00000104332/ENSG00000105976/ENSG00000107831/ENSG00000109072/ENSG00000111087/ENSG00000114251/ENSG00000114315/ENSG00000118137/ENSG00000118702/ENSG00000125378/ENSG00000127152/ENSG00000129514/ENSG00000132386/ENSG00000134853/ENSG00000136327/ENSG00000136352/ENSG00000137868/ENSG00000138083/ENSG00000139352/ENSG00000140285/ENSG00000151617/ENSG00000154099/ENSG00000162998/ENSG00000163666/ENSG00000164093/ENSG00000164690/ENSG00000166823/ENSG00000171540/ENSG00000178919/ENSG00000182580/ENSG00000184058/ENSG00000185920/ENSG00000196562/ENSG00000204103",42,7
"GO:0060972","GO:0060972","left/right pattern formation",0.0334394904458599,"139/20772",1.26494326013765e-09,1.94583168395658e-07,1.56200978983241e-07,"ENSG00000039139/ENSG00000070193/ENSG00000081189/ENSG00000107831/ENSG00000114251/ENSG00000122870/ENSG00000123977/ENSG00000129295/ENSG00000133816/ENSG00000138587/ENSG00000139445/ENSG00000151023/ENSG00000154099/ENSG00000157856/ENSG00000160345/ENSG00000164093/ENSG00000164690/ENSG00000166596/ENSG00000166823/ENSG00000167646/ENSG00000184058",21,96
"GO:0060294","GO:0060294","cilium movement involved in cell motility",0.035031847133758,"154/20772",1.51980949573131e-09,2.19369586282869e-07,1.76098191940518e-07,"ENSG00000039139/ENSG00000077327/ENSG00000092850/ENSG00000111834/ENSG00000120051/ENSG00000129295/ENSG00000131044/ENSG00000138587/ENSG00000145491/ENSG00000151023/ENSG00000152582/ENSG00000158023/ENSG00000162643/ENSG00000166596/ENSG00000167858/ENSG00000170703/ENSG00000171811/ENSG00000181378/ENSG00000188316/ENSG00000188596/ENSG00000197748/ENSG00000206530",22,87
"GO:0060485","GO:0060485","mesenchyme development",0.054140127388535,"344/20772",1.52442438349449e-09,2.19369586282869e-07,1.76098191940518e-07,"ENSG00000005513/ENSG00000044524/ENSG00000054598/ENSG00000070193/ENSG00000081189/ENSG00000092421/ENSG00000092969/ENSG00000099250/ENSG00000101665/ENSG00000102678/ENSG00000104332/ENSG00000107831/ENSG00000112902/ENSG00000114251/ENSG00000114315/ENSG00000122691/ENSG00000124205/ENSG00000125378/ENSG00000125798/ENSG00000129514/ENSG00000136352/ENSG00000148737/ENSG00000151617/ENSG00000162998/ENSG00000164093/ENSG00000164188/ENSG00000164683/ENSG00000164690/ENSG00000166292/ENSG00000166823/ENSG00000168505/ENSG00000170381/ENSG00000184058/ENSG00000197380",34,21
"GO:0090596","GO:0090596","sensory organ morphogenesis",0.0493630573248408,"296/20772",2.01930855195334e-09,2.81504232820745e-07,2.259765688732e-07,"ENSG00000005513/ENSG00000065320/ENSG00000070193/ENSG00000102678/ENSG00000104313/ENSG00000107831/ENSG00000114251/ENSG00000115380/ENSG00000122691/ENSG00000125378/ENSG00000133216/ENSG00000134376/ENSG00000137474/ENSG00000137868/ENSG00000138083/ENSG00000139445/ENSG00000151090/ENSG00000151617/ENSG00000154928/ENSG00000162998/ENSG00000163251/ENSG00000163666/ENSG00000164093/ENSG00000168505/ENSG00000176165/ENSG00000179981/ENSG00000180340/ENSG00000184058/ENSG00000196767/ENSG00000197406/ENSG00000204103",31,29
"GO:0001763","GO:0001763","morphogenesis of a branching structure",0.0429936305732484,"233/20772",2.5076704710996e-09,3.29623172940994e-07,2.64603884978648e-07,"ENSG00000005513/ENSG00000070193/ENSG00000099250/ENSG00000103449/ENSG00000104313/ENSG00000104332/ENSG00000105976/ENSG00000107831/ENSG00000114251/ENSG00000115844/ENSG00000125378/ENSG00000129514/ENSG00000136352/ENSG00000136541/ENSG00000140285/ENSG00000145147/ENSG00000147257/ENSG00000151617/ENSG00000157227/ENSG00000163251/ENSG00000164161/ENSG00000164690/ENSG00000168505/ENSG00000170381/ENSG00000185920/ENSG00000188906/ENSG00000197467",27,50
"GO:0030324","GO:0030324","lung development",0.0398089171974522,"202/20772",2.51225910782196e-09,3.29623172940994e-07,2.64603884978648e-07,"ENSG00000070193/ENSG00000102678/ENSG00000103196/ENSG00000107831/ENSG00000111087/ENSG00000114251/ENSG00000114315/ENSG00000125378/ENSG00000129514/ENSG00000134853/ENSG00000136327/ENSG00000136352/ENSG00000137868/ENSG00000139352/ENSG00000140285/ENSG00000141052/ENSG00000147257/ENSG00000151090/ENSG00000154099/ENSG00000157227/ENSG00000162878/ENSG00000164161/ENSG00000164690/ENSG00000171476/ENSG00000173706",25,62
"GO:0009799","GO:0009799","specification of symmetry",0.0334394904458599,"146/20772",3.15626032093182e-09,4.02287922619338e-07,3.22935266520603e-07,"ENSG00000039139/ENSG00000070193/ENSG00000081189/ENSG00000107831/ENSG00000114251/ENSG00000122870/ENSG00000123977/ENSG00000125378/ENSG00000129295/ENSG00000133816/ENSG00000139445/ENSG00000151023/ENSG00000154099/ENSG00000157856/ENSG00000160345/ENSG00000164093/ENSG00000164690/ENSG00000166596/ENSG00000166823/ENSG00000167646/ENSG00000184058",21,97
"GO:0030323","GO:0030323","respiratory tube development",0.0398089171974522,"206/20772",3.77921650950989e-09,4.683079124701e-07,3.75932589630194e-07,"ENSG00000070193/ENSG00000102678/ENSG00000103196/ENSG00000107831/ENSG00000111087/ENSG00000114251/ENSG00000114315/ENSG00000125378/ENSG00000129514/ENSG00000134853/ENSG00000136327/ENSG00000136352/ENSG00000137868/ENSG00000139352/ENSG00000140285/ENSG00000141052/ENSG00000147257/ENSG00000151090/ENSG00000154099/ENSG00000157227/ENSG00000162878/ENSG00000164161/ENSG00000164690/ENSG00000171476/ENSG00000173706",25,63
"GO:0007368","GO:0007368","determination of left/right symmetry",0.0318471337579618,"134/20772",3.88813329993764e-09,4.68782774351941e-07,3.76313783396525e-07,"ENSG00000039139/ENSG00000070193/ENSG00000081189/ENSG00000107831/ENSG00000114251/ENSG00000122870/ENSG00000123977/ENSG00000129295/ENSG00000133816/ENSG00000139445/ENSG00000151023/ENSG00000154099/ENSG00000157856/ENSG00000160345/ENSG00000164093/ENSG00000164690/ENSG00000166596/ENSG00000166823/ENSG00000167646/ENSG00000184058",20,114
"GO:0043583","GO:0043583","ear development",0.0429936305732484,"240/20772",4.79579874418819e-09,5.63001531521672e-07,4.51947571405214e-07,"ENSG00000065320/ENSG00000070193/ENSG00000092969/ENSG00000102678/ENSG00000104313/ENSG00000107831/ENSG00000114251/ENSG00000114315/ENSG00000122691/ENSG00000125378/ENSG00000133216/ENSG00000137474/ENSG00000137868/ENSG00000150893/ENSG00000151617/ENSG00000162998/ENSG00000163666/ENSG00000164690/ENSG00000168505/ENSG00000170891/ENSG00000176165/ENSG00000179981/ENSG00000180340/ENSG00000184058/ENSG00000196767/ENSG00000204103/ENSG00000204311",27,51
